InstrumentName, Woods Park,,
StartTime, 2022-09-01 00:00:00,,
EndTime, 2022-09-30 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
09/01/2022 00:02:18.000000,13.54,23.77,22.49
09/01/2022 00:06:18.000000,14.07,24.66,22.58
09/01/2022 00:10:18.000000,13.05,22.54,20.61
09/01/2022 00:14:18.000000,11.79,19.88,18.79
09/01/2022 00:18:18.000000,13.18,21.75,21.07
09/01/2022 00:22:18.000000,12.6,21.96,20.4
09/01/2022 00:26:18.000000,12.49,22.28,20.93
09/01/2022 00:30:18.000000,12.05,20.71,18.88
09/01/2022 00:34:18.000000,12.44,22.28,20.88
09/01/2022 00:38:18.000000,12.36,22.21,20.29
09/01/2022 00:42:18.000000,11.31,20.32,18.56
09/01/2022 00:46:18.000000,12.02,20.46,18.61
09/01/2022 00:52:18.000000,11.83,20.16,18.64
09/01/2022 00:54:18.000000,11.39,20.48,18.8
09/01/2022 00:58:18.000000,11.72,20.38,18.95
09/01/2022 01:02:18.000000,11.88,19.6,18.38
09/01/2022 01:06:18.000000,11.57,19.0,17.34
09/01/2022 01:10:18.000000,10.88,20.39,18.12
09/01/2022 01:14:18.000000,11.57,19.75,18.21
09/01/2022 01:18:18.000000,11.42,19.22,17.68
09/01/2022 01:22:18.000000,11.13,20.06,18.22
09/01/2022 01:26:18.000000,10.95,19.54,17.8
09/01/2022 01:30:18.000000,10.65,19.07,17.38
09/01/2022 01:34:18.000000,11.53,19.58,18.3
09/01/2022 01:38:18.000000,12.2,20.54,18.88
09/01/2022 01:42:19.000000,11.72,20.42,18.98
09/01/2022 01:46:19.000000,12.48,21.66,19.52
09/01/2022 01:50:19.000000,12.58,21.83,19.97
09/01/2022 01:54:19.000000,12.17,20.0,18.9
09/01/2022 01:58:19.000000,12.36,21.88,19.98
09/01/2022 02:02:19.000000,11.76,20.5,19.38
09/01/2022 02:06:19.000000,12.33,21.72,20.26
09/01/2022 02:10:19.000000,13.3,24.02,22.38
09/01/2022 02:14:19.000000,14.05,25.41,22.69
09/01/2022 02:18:19.000000,14.16,24.91,23.05
09/01/2022 02:24:19.000000,14.72,25.09,23.58
09/01/2022 02:26:19.000000,16.05,29.53,27.64
09/01/2022 02:30:19.000000,16.47,29.78,26.91
09/01/2022 02:34:19.000000,16.96,31.09,28.33
09/01/2022 02:38:19.000000,16.67,31.26,28.61
09/01/2022 02:42:20.000000,16.47,30.05,27.97
09/01/2022 02:46:20.000000,16.75,30.81,28.54
09/01/2022 02:50:20.000000,16.95,31.46,28.65
09/01/2022 02:54:20.000000,16.77,32.05,29.45
09/01/2022 02:58:20.000000,17.53,31.07,28.34
09/01/2022 03:04:20.000000,14.44,24.53,23.05
09/01/2022 03:08:20.000000,11.93,21.34,19.32
09/01/2022 03:12:20.000000,12.35,20.81,19.46
09/01/2022 03:16:20.000000,13.2,23.2,20.97
09/01/2022 03:22:20.000000,11.19,20.12,17.89
09/01/2022 03:26:20.000000,10.17,17.08,15.51
09/01/2022 03:30:20.000000,9.37,14.61,13.56
09/01/2022 03:34:20.000000,8.97,14.31,13.52
09/01/2022 03:38:20.000000,8.79,14.07,13.68
09/01/2022 03:42:20.000000,10.12,16.16,15.36
09/01/2022 03:46:20.000000,10.97,18.31,17.12
09/01/2022 03:50:20.000000,11.59,20.0,18.73
09/01/2022 03:54:20.000000,7.52,11.62,11.21
09/01/2022 03:58:20.000000,5.33,8.16,7.65
09/01/2022 04:08:20.000000,5.53,7.84,7.33
09/01/2022 04:12:20.000000,4.22,6.53,5.93
09/01/2022 04:16:20.000000,4.14,6.51,5.93
09/01/2022 04:22:20.000000,3.3,4.48,4.37
09/01/2022 04:26:20.000000,2.25,3.57,3.25
09/01/2022 04:30:20.000000,2.63,3.97,3.88
09/01/2022 04:34:20.000000,2.64,4.52,3.66
09/01/2022 04:38:20.000000,2.49,3.56,3.51
09/01/2022 04:42:21.000000,2.93,4.16,4.02
09/01/2022 04:46:21.000000,2.55,3.74,3.5
09/01/2022 04:50:21.000000,2.69,4.91,4.29
09/01/2022 04:54:21.000000,2.4,3.26,3.09
09/01/2022 04:58:21.000000,2.24,3.79,3.59
09/01/2022 05:02:21.000000,2.84,4.38,4.17
09/01/2022 05:06:21.000000,2.46,3.96,3.93
09/01/2022 05:10:21.000000,3.0,4.72,4.59
09/01/2022 05:14:21.000000,2.81,4.04,3.74
09/01/2022 05:18:21.000000,2.58,3.9,3.87
09/01/2022 05:22:21.000000,2.93,4.93,4.48
09/01/2022 05:26:21.000000,2.69,4.31,4.02
09/01/2022 05:30:21.000000,2.63,4.35,4.09
09/01/2022 05:34:21.000000,2.64,4.59,4.02
09/01/2022 05:38:21.000000,3.25,5.32,5.14
09/01/2022 05:42:21.000000,3.35,4.68,4.47
09/01/2022 05:48:21.000000,2.71,4.33,4.07
09/01/2022 05:50:21.000000,2.72,4.17,3.83
09/01/2022 05:54:21.000000,2.43,3.93,3.5
09/01/2022 06:00:21.000000,2.65,4.05,4.0
09/01/2022 06:04:21.000000,3.42,5.25,4.9
09/01/2022 06:10:21.000000,3.09,4.96,4.28
09/01/2022 06:14:21.000000,3.0,5.41,4.71
09/01/2022 06:18:21.000000,3.26,5.04,4.6
09/01/2022 06:22:21.000000,2.88,4.71,4.2
09/01/2022 06:28:21.000000,3.27,5.4,4.75
09/01/2022 06:32:21.000000,3.53,5.84,5.34
09/01/2022 06:36:21.000000,3.88,5.42,5.02
09/01/2022 06:40:22.000000,3.8,6.02,5.9
09/01/2022 06:44:22.000000,3.88,6.19,5.8
09/01/2022 06:50:22.000000,3.44,5.92,5.29
09/01/2022 06:54:22.000000,3.43,5.03,4.79
09/01/2022 06:58:22.000000,3.19,4.88,4.81
09/01/2022 07:04:22.000000,3.42,5.4,5.4
09/01/2022 07:06:22.000000,3.69,5.53,5.31
09/01/2022 07:10:22.000000,3.28,5.69,5.17
09/01/2022 07:14:22.000000,3.33,5.5,5.02
09/01/2022 07:18:22.000000,3.85,6.64,6.1
09/01/2022 07:22:22.000000,4.28,6.95,6.09
09/01/2022 07:26:22.000000,3.78,6.56,6.1
09/01/2022 07:30:22.000000,3.59,6.84,6.2
09/01/2022 07:36:22.000000,3.92,6.37,5.83
09/01/2022 07:40:22.000000,3.95,6.84,6.18
09/01/2022 07:46:22.000000,3.86,7.0,6.59
09/01/2022 07:52:22.000000,3.71,5.96,5.91
09/01/2022 07:58:22.000000,3.88,6.07,5.65
09/01/2022 08:00:22.000000,3.91,6.04,5.77
09/01/2022 08:06:22.000000,3.55,6.02,5.66
09/01/2022 08:12:22.000000,4.05,6.63,6.03
09/01/2022 08:16:22.000000,3.98,6.45,5.91
09/01/2022 08:20:22.000000,3.59,6.31,5.73
09/01/2022 08:24:22.000000,3.84,6.19,5.43
09/01/2022 08:28:22.000000,3.93,6.49,6.22
09/01/2022 08:34:22.000000,4.02,6.84,6.18
09/01/2022 08:36:22.000000,3.68,6.53,5.51
09/01/2022 08:40:23.000000,4.03,7.6,6.86
09/01/2022 08:44:23.000000,4.64,7.22,6.78
09/01/2022 08:48:23.000000,4.48,7.05,6.54
09/01/2022 08:52:23.000000,4.28,7.88,6.77
09/01/2022 08:56:23.000000,3.95,7.02,6.8
09/01/2022 09:00:23.000000,4.24,7.22,6.68
09/01/2022 09:04:23.000000,4.19,7.3,7.11
09/01/2022 09:08:23.000000,5.22,8.25,7.69
09/01/2022 09:12:23.000000,4.43,7.39,7.29
09/01/2022 09:16:23.000000,4.39,7.49,7.05
09/01/2022 09:20:23.000000,4.32,7.45,7.16
09/01/2022 09:24:23.000000,4.88,7.75,7.52
09/01/2022 09:28:23.000000,4.44,7.42,7.16
09/01/2022 09:32:23.000000,4.72,8.05,7.52
09/01/2022 09:36:23.000000,4.95,8.32,7.79
09/01/2022 09:40:24.000000,4.33,6.79,6.33
09/01/2022 09:44:24.000000,4.93,8.16,7.45
09/01/2022 09:48:24.000000,4.43,7.6,6.67
09/01/2022 09:52:24.000000,4.82,7.89,7.49
09/01/2022 09:56:24.000000,4.95,7.95,7.76
09/01/2022 10:00:24.000000,4.51,7.72,7.3
09/01/2022 10:04:24.000000,5.17,8.28,7.78
09/01/2022 10:08:24.000000,4.93,8.04,7.47
09/01/2022 10:12:24.000000,5.49,9.36,8.66
09/01/2022 10:16:24.000000,5.3,8.64,7.98
09/01/2022 10:22:24.000000,5.1,9.12,8.22
09/01/2022 10:26:24.000000,5.0,8.12,7.46
09/01/2022 10:30:24.000000,5.05,8.66,7.92
09/01/2022 10:34:24.000000,5.61,9.59,8.59
09/01/2022 10:38:24.000000,5.36,9.41,8.29
09/01/2022 10:42:24.000000,5.4,9.03,8.07
09/01/2022 10:46:24.000000,5.46,9.82,9.09
09/01/2022 10:50:24.000000,5.29,9.0,8.39
09/01/2022 10:54:24.000000,5.37,8.25,7.91
09/01/2022 11:00:24.000000,5.75,9.08,8.51
09/01/2022 11:06:24.000000,5.05,9.02,7.84
09/01/2022 11:10:24.000000,5.49,9.54,8.61
09/01/2022 11:14:24.000000,5.95,9.37,8.74
09/01/2022 11:18:24.000000,5.61,8.64,8.12
09/01/2022 11:22:24.000000,5.67,9.91,9.0
09/01/2022 11:26:24.000000,5.9,9.72,9.25
09/01/2022 11:30:24.000000,5.4,9.58,8.49
09/01/2022 11:34:24.000000,5.39,8.98,8.34
09/01/2022 11:38:24.000000,5.3,8.65,8.16
09/01/2022 11:44:25.000000,5.53,9.02,8.77
09/01/2022 11:48:25.000000,5.9,9.23,8.33
09/01/2022 11:52:25.000000,5.8,9.82,8.95
09/01/2022 11:58:25.000000,5.32,9.17,8.29
09/01/2022 12:02:25.000000,6.17,9.81,9.07
09/01/2022 12:06:25.000000,5.96,10.53,9.56
09/01/2022 12:10:25.000000,6.19,10.18,9.56
09/01/2022 12:14:25.000000,6.3,10.68,10.25
09/01/2022 12:20:25.000000,6.1,10.43,9.66
09/01/2022 12:26:25.000000,6.64,12.62,11.43
09/01/2022 12:28:25.000000,6.95,11.03,10.25
09/01/2022 12:34:25.000000,6.68,12.27,11.02
09/01/2022 12:38:25.000000,6.17,11.34,10.36
09/01/2022 12:42:25.000000,7.08,11.97,10.93
09/01/2022 12:46:25.000000,7.5,12.25,11.05
09/01/2022 12:50:25.000000,7.25,12.15,11.27
09/01/2022 12:54:25.000000,7.55,12.64,12.03
09/01/2022 12:58:25.000000,6.53,10.72,10.31
09/01/2022 13:02:26.000000,6.93,12.51,11.09
09/01/2022 13:06:25.000000,6.72,11.09,10.17
09/01/2022 13:14:26.000000,7.47,13.25,12.25
09/01/2022 13:18:26.000000,7.21,12.09,11.21
09/01/2022 13:20:25.000000,7.4,12.09,11.25
09/01/2022 13:24:26.000000,7.47,11.85,11.46
09/01/2022 13:30:26.000000,7.73,12.69,11.76
09/01/2022 13:36:26.000000,7.79,14.16,13.48
09/01/2022 13:40:26.000000,7.35,13.05,11.89
09/01/2022 13:44:26.000000,7.29,12.97,11.78
09/01/2022 13:48:26.000000,7.78,13.9,12.45
09/01/2022 13:52:26.000000,7.43,12.29,11.36
09/01/2022 13:58:26.000000,7.61,12.93,12.05
09/01/2022 14:02:26.000000,7.63,12.49,12.07
09/01/2022 14:06:26.000000,8.6,13.98,13.14
09/01/2022 14:10:26.000000,7.71,13.1,12.27
09/01/2022 14:16:26.000000,8.0,13.59,12.8
09/01/2022 14:22:26.000000,7.08,12.19,11.36
09/01/2022 14:26:26.000000,7.72,13.25,12.28
09/01/2022 14:32:26.000000,6.95,11.96,11.47
09/01/2022 14:38:26.000000,7.36,13.32,12.17
09/01/2022 14:42:27.000000,7.85,15.25,13.34
09/01/2022 14:46:27.000000,7.12,12.45,11.64
09/01/2022 14:50:27.000000,8.07,13.64,12.17
09/01/2022 14:54:27.000000,7.41,12.86,12.0
09/01/2022 14:58:27.000000,8.16,15.1,14.55
09/01/2022 15:02:27.000000,8.41,15.58,14.8
09/01/2022 15:06:27.000000,7.75,13.35,12.79
09/01/2022 15:10:27.000000,8.24,15.4,14.14
09/01/2022 15:14:27.000000,9.16,16.31,14.72
09/01/2022 15:18:27.000000,8.37,15.54,14.53
09/01/2022 15:22:27.000000,8.45,15.98,14.62
09/01/2022 15:26:27.000000,9.22,17.52,15.67
09/01/2022 15:32:27.000000,9.27,16.47,15.45
09/01/2022 15:36:27.000000,9.69,18.45,16.74
09/01/2022 15:40:27.000000,9.56,18.39,15.81
09/01/2022 15:44:27.000000,8.11,13.56,12.51
09/01/2022 15:48:27.000000,8.73,16.1,14.29
09/01/2022 15:52:27.000000,7.68,13.82,12.82
09/01/2022 15:56:27.000000,6.9,12.29,11.15
09/01/2022 16:00:27.000000,6.98,12.61,11.75
09/01/2022 16:04:27.000000,6.32,11.34,10.2
09/01/2022 16:08:27.000000,6.46,10.21,9.86
09/01/2022 16:12:27.000000,6.42,11.54,10.31
09/01/2022 16:16:27.000000,7.52,13.8,12.32
09/01/2022 16:20:27.000000,7.95,13.53,11.97
09/01/2022 16:26:27.000000,7.34,11.93,11.09
09/01/2022 16:28:27.000000,7.78,13.76,12.36
09/01/2022 16:32:27.000000,8.19,15.1,13.4
09/01/2022 16:36:27.000000,7.71,13.47,12.83
09/01/2022 16:40:28.000000,6.89,12.21,10.63
09/01/2022 16:44:28.000000,6.76,11.25,10.37
09/01/2022 16:48:28.000000,7.23,13.18,11.93
09/01/2022 16:54:28.000000,7.25,12.35,12.04
09/01/2022 17:00:28.000000,7.58,12.78,12.07
