InstrumentName, AUL Denver New (A06KSDHR),,,,,,,,,,,,,,,,,,,,,,,,,,,,
StartTime, 2022-06-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EndTime, 2022-06-30 23:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,no2Conc,no2Conc__value,no2Conc__weight,pm10ConcMass,pm10ConcMass__value,pm10ConcMass__weight,pm10ConcNum,pm10ConcNum__value,pm10ConcNum__weight,pm1ConcMass,pm1ConcMass__value,pm1ConcMass__weight,pm1ConcNum,pm1ConcNum__value,pm1ConcNum__weight,pm2_5ConcMass,pm2_5ConcMass__calibratedValue,pm2_5ConcMass__value,pm2_5ConcMass__weight,pm2_5ConcMass_p,pm2_5ConcNum,pm2_5ConcNum__value,pm2_5ConcNum__weight,relHumid,relHumid__value,relHumid__weight,temperature,temperature__value,temperature__weight
06/01/2022 00:15:07.000000,65.96,65.96,1.0,14.83,14.83,1.0,9.83,9.83,1.0,5.86,5.86,1.0,9.18,9.18,1.0,10.64,7.89,7.89,1.0,30.934,9.71,9.71,1.0,82.77,82.77,1.0,8.86,8.86,1.0
06/01/2022 00:32:10.000000,63.96,63.96,1.0,12.12,12.12,1.0,8.32,8.32,1.0,4.62,4.62,1.0,7.79,7.79,1.0,7.85,6.91,6.91,1.0,25.799,8.24,8.24,1.0,82.97,82.97,1.0,8.8,8.8,1.0
06/01/2022 00:49:13.000000,63.27,63.27,1.0,13.5,13.5,1.0,8.51,8.51,1.0,4.22,4.22,1.0,7.89,7.89,1.0,8.81,7.0,7.0,1.0,27.661,8.41,8.41,1.0,83.73,83.73,1.0,8.73,8.73,1.0
06/01/2022 01:06:15.000000,58.25,58.25,1.0,12.04,12.04,1.0,7.45,7.45,1.0,4.19,4.19,1.0,6.87,6.87,1.0,8.58,6.31,6.31,1.0,27.107,7.31,7.31,1.0,82.78,82.78,1.0,8.6,8.6,1.0
06/01/2022 01:23:17.000000,57.8,57.8,1.0,12.27,12.27,1.0,7.05,7.05,1.0,3.85,3.85,1.0,6.57,6.57,1.0,7.08,6.03,6.03,1.0,24.393,6.92,6.92,1.0,83.25,83.25,1.0,8.59,8.59,1.0
06/01/2022 01:40:20.000000,55.65,55.65,1.0,12.08,12.08,1.0,7.62,7.62,1.0,3.61,3.61,1.0,7.01,7.01,1.0,7.61,6.45,6.45,1.0,25.317,7.51,7.51,1.0,82.82,82.82,1.0,8.56,8.56,1.0
06/01/2022 01:57:22.000000,48.26,48.26,1.0,8.81,8.81,1.0,5.61,5.61,1.0,2.19,2.19,1.0,5.23,5.23,1.0,5.12,5.16,5.16,1.0,20.542,5.51,5.51,1.0,81.52,81.52,1.0,8.4,8.4,1.0
06/01/2022 02:14:25.000000,50.96,50.96,1.0,9.58,9.58,1.0,6.17,6.17,1.0,2.64,2.64,1.0,5.71,5.71,1.0,5.67,5.51,5.51,1.0,21.703,6.07,6.07,1.0,82.84,82.84,1.0,8.18,8.18,1.0
06/01/2022 02:31:27.000000,47.77,47.77,1.0,8.3,8.3,1.0,4.54,4.54,1.0,1.61,1.61,1.0,4.19,4.19,1.0,3.61,4.45,4.45,1.0,17.827,4.44,4.44,1.0,82.34,82.34,1.0,8.09,8.09,1.0
06/01/2022 02:48:29.000000,44.15,44.15,1.0,6.81,6.81,1.0,3.27,3.27,1.0,0.85,0.85,1.0,3.0,3.0,1.0,2.5,3.63,3.63,1.0,15.68,3.16,3.16,1.0,81.7,81.7,1.0,7.88,7.88,1.0
06/01/2022 03:05:31.000000,44.22,44.22,1.0,4.92,4.92,1.0,3.97,3.97,1.0,1.04,1.04,1.0,3.8,3.8,1.0,2.04,4.15,4.15,1.0,14.825,3.91,3.91,1.0,81.82,81.82,1.0,7.65,7.65,1.0
06/01/2022 03:22:34.000000,43.38,43.38,1.0,7.42,7.42,1.0,3.08,3.08,1.0,0.62,0.62,1.0,2.81,2.81,1.0,2.42,3.54,3.54,1.0,15.553,2.99,2.99,1.0,82.15,82.15,1.0,7.47,7.47,1.0
06/01/2022 03:39:36.000000,47.12,47.12,1.0,14.81,14.81,1.0,9.41,9.41,1.0,6.22,6.22,1.0,8.8,8.8,1.0,10.09,7.71,7.71,1.0,29.866,9.27,9.27,1.0,83.4,83.4,1.0,7.33,7.33,1.0
06/01/2022 03:56:39.000000,43.58,43.58,1.0,17.04,17.04,1.0,10.37,10.37,1.0,6.46,6.46,1.0,9.62,9.62,1.0,11.27,8.43,8.43,1.0,31.955,10.27,10.27,1.0,82.8,82.8,1.0,7.13,7.13,1.0
06/01/2022 04:13:41.000000,41.05,41.05,1.0,10.69,10.69,1.0,6.52,6.52,1.0,3.81,3.81,1.0,6.11,6.11,1.0,6.61,5.85,5.85,1.0,23.328,6.41,6.41,1.0,82.82,82.82,1.0,6.89,6.89,1.0
06/01/2022 04:30:43.000000,38.68,38.68,1.0,8.73,8.73,1.0,4.44,4.44,1.0,1.81,1.81,1.0,4.09,4.09,1.0,4.88,4.5,4.5,1.0,20.129,4.37,4.37,1.0,82.95,82.95,1.0,6.67,6.67,1.0
06/01/2022 04:47:45.000000,36.49,36.49,1.0,6.88,6.88,1.0,3.68,3.68,1.0,1.0,1.0,1.0,3.37,3.37,1.0,3.19,4.02,4.02,1.0,16.951,3.6,3.6,1.0,82.63,82.63,1.0,6.48,6.48,1.0
06/01/2022 05:04:48.000000,36.27,36.27,1.0,7.11,7.11,1.0,3.86,3.86,1.0,1.39,1.39,1.0,3.58,3.58,1.0,3.36,4.13,4.13,1.0,17.273,3.75,3.75,1.0,82.84,82.84,1.0,6.26,6.26,1.0
06/01/2022 05:21:51.000000,32.66,32.66,1.0,3.91,3.91,1.0,2.2,2.2,1.0,0.03,0.03,1.0,2.04,2.04,1.0,1.0,3.08,3.08,1.0,12.81,2.12,2.12,1.0,82.17,82.17,1.0,6.03,6.03,1.0
06/01/2022 05:38:53.000000,35.8,35.8,1.0,4.52,4.52,1.0,2.14,2.14,1.0,0.0,0.0,1.0,1.94,1.94,1.0,1.78,3.0,3.0,1.0,14.386,2.05,2.05,1.0,83.31,83.31,1.0,5.95,5.95,1.0
06/01/2022 05:55:56.000000,37.17,37.17,1.0,3.5,3.5,1.0,1.45,1.45,1.0,0.0,0.0,1.0,1.28,1.28,1.0,0.42,2.56,2.56,1.0,11.877,1.38,1.38,1.0,83.41,83.41,1.0,5.85,5.85,1.0
