InstrumentName, NJH,
StartTime, 2022-06-01 00:00:00,
EndTime, 2022-06-30 23:59:59,
Date,81102,PM2.5 - Local Conditions
06/01/2022 02:16:00.000000,9.480377,4.276988
06/01/2022 02:17:00.000000,9.313333,4.192289
06/01/2022 02:18:00.000000,9.064026,4.128382
06/01/2022 02:19:00.000000,8.700099,4.083427
06/01/2022 02:20:00.000000,8.413677,4.002938
06/01/2022 02:21:00.000000,8.366464,3.972722
06/01/2022 02:22:00.000000,8.370978,3.970301
06/01/2022 02:23:00.000000,8.008116,3.898551
06/01/2022 02:24:00.000000,8.19314,3.800638
06/01/2022 02:25:00.000000,8.401196,3.785952
06/01/2022 02:26:00.000000,8.411539,3.802902
06/01/2022 02:27:00.000000,8.407912,3.8188
06/01/2022 02:28:00.000000,8.690446,3.890392
06/01/2022 02:29:00.000000,8.877107,3.95314
06/01/2022 02:30:00.000000,8.921197,3.962878
06/01/2022 02:31:00.000000,8.964056,3.997043
06/01/2022 02:32:00.000000,8.937888,4.023679
06/01/2022 02:33:00.000000,8.969153,4.046157
06/01/2022 02:34:00.000000,9.137403,4.118486
06/01/2022 02:35:00.000000,9.019185,4.177812
06/01/2022 02:36:00.000000,8.783213,4.243982
06/01/2022 02:37:00.000000,8.821469,4.271513
06/01/2022 02:38:00.000000,8.837082,4.313468
06/01/2022 02:39:00.000000,8.864799,4.332946
06/01/2022 02:40:00.000000,8.870705,4.353265
06/01/2022 02:41:00.000000,9.080913,4.461653
06/01/2022 02:42:00.000000,9.33216,4.573253
06/01/2022 02:43:00.000000,9.697996,4.735124
06/01/2022 02:44:00.000000,9.803527,4.790608
06/01/2022 02:45:00.000000,9.858368,4.837827
06/01/2022 02:46:00.000000,9.854773,4.829194
06/01/2022 02:47:00.000000,9.7914,4.784975
06/01/2022 02:48:00.000000,9.782416,4.727438
06/01/2022 02:49:00.000000,9.606492,4.623314
06/01/2022 02:50:00.000000,9.444513,4.557618
06/01/2022 02:51:00.000000,9.35079,4.520875
06/01/2022 02:52:00.000000,9.380336,4.514084
06/01/2022 02:53:00.000000,9.215376,4.426489
06/01/2022 02:54:00.000000,8.882207,4.263407
06/01/2022 02:55:00.000000,8.723741,4.195131
06/01/2022 02:56:00.000000,8.616102,4.127803
06/01/2022 02:57:00.000000,8.609447,4.122644
06/01/2022 02:58:00.000000,8.753146,4.18813
06/01/2022 02:59:00.000000,8.773893,4.269724
06/01/2022 03:00:00.000000,8.990706,4.385903
06/01/2022 03:01:00.000000,9.091024,4.441961
06/01/2022 03:02:00.000000,9.019429,4.418698
06/01/2022 03:03:00.000000,8.776828,4.325049
06/01/2022 03:04:00.000000,8.554035,4.266249
06/01/2022 03:05:00.000000,8.492306,4.252352
06/01/2022 03:06:00.000000,8.599276,4.267302
06/01/2022 03:07:00.000000,8.49946,4.262249
06/01/2022 03:08:00.000000,8.393832,4.250247
06/01/2022 03:09:00.000000,8.021713,4.153861
06/01/2022 03:10:00.000000,7.688514,4.032575
06/01/2022 03:11:00.000000,7.268136,3.899762
