InstrumentName, Woods Park,,
StartTime, 2022-06-01 00:00:00,,
EndTime, 2022-06-30 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
06/01/2022 00:03:37.000000,2.14,2.7,2.58
06/01/2022 00:11:38.000000,1.75,2.02,2.02
06/01/2022 00:19:37.000000,1.78,2.03,2.03
06/01/2022 00:27:37.000000,1.88,2.4,2.38
06/01/2022 00:35:38.000000,1.39,2.39,2.23
06/01/2022 00:43:38.000000,2.0,2.55,2.45
06/01/2022 00:53:38.000000,1.56,2.26,2.26
06/01/2022 01:03:38.000000,1.83,2.12,2.12
06/01/2022 01:13:38.000000,1.78,2.03,2.03
06/01/2022 01:21:38.000000,1.91,2.59,2.43
06/01/2022 01:29:38.000000,1.54,2.41,2.32
06/01/2022 01:39:39.000000,2.16,2.95,2.72
06/01/2022 01:47:39.000000,1.75,2.48,2.48
06/01/2022 01:55:39.000000,2.38,2.9,2.9
06/01/2022 02:03:39.000000,2.07,2.74,2.61
06/01/2022 02:13:39.000000,2.2,2.86,2.77
06/01/2022 02:23:39.000000,2.46,3.23,3.19
06/01/2022 02:31:39.000000,2.66,3.66,3.66
06/01/2022 02:39:39.000000,2.44,2.76,2.76
06/01/2022 02:47:39.000000,2.97,3.98,3.71
06/01/2022 02:57:39.000000,3.19,4.03,3.67
06/01/2022 03:05:39.000000,3.05,3.6,3.6
06/01/2022 03:13:39.000000,3.53,4.51,4.51
06/01/2022 03:21:39.000000,2.76,3.49,3.41
06/01/2022 03:29:40.000000,3.3,4.0,3.87
06/01/2022 03:39:40.000000,3.12,3.77,3.77
06/01/2022 03:47:40.000000,3.38,4.82,4.61
06/01/2022 03:55:40.000000,3.35,4.0,3.82
06/01/2022 04:05:40.000000,3.28,3.88,3.88
06/01/2022 04:15:40.000000,3.33,4.28,3.9
06/01/2022 04:25:40.000000,3.02,3.52,3.47
06/01/2022 04:33:40.000000,3.02,3.53,3.39
06/01/2022 04:41:40.000000,3.33,4.33,3.91
06/01/2022 04:49:40.000000,2.82,3.42,3.42
06/01/2022 04:57:40.000000,2.86,3.93,3.81
06/01/2022 05:05:40.000000,2.88,3.53,3.53
06/01/2022 05:13:40.000000,2.72,3.32,3.32
06/01/2022 05:21:40.000000,2.19,2.73,2.73
06/01/2022 05:31:41.000000,2.55,3.18,3.0
06/01/2022 05:39:41.000000,3.09,4.3,3.88
06/01/2022 05:49:41.000000,3.14,4.05,4.05
06/01/2022 05:57:41.000000,3.5,4.84,4.71
06/01/2022 06:05:41.000000,4.79,5.63,5.63
06/01/2022 06:15:41.000000,4.25,5.15,5.03
06/01/2022 06:25:41.000000,4.07,5.02,4.95
06/01/2022 06:33:42.000000,3.81,4.53,4.53
06/01/2022 06:41:42.000000,3.19,3.85,3.76
06/01/2022 06:49:42.000000,3.39,4.37,3.83
06/01/2022 06:59:42.000000,3.26,4.26,3.95
06/01/2022 07:09:42.000000,2.96,3.88,3.77
06/01/2022 07:17:42.000000,3.43,4.57,4.34
