InstrumentName, Johnson Habitat Park (AXXKFSNJ),,,,,,,,,,,,,,,,,,,,,,,,,,,
StartTime, 2022-06-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
EndTime, 2022-06-30 23:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,no2Conc,no2Conc__value,no2Conc__weight,pm10ConcMass,pm10ConcMass__value,pm10ConcMass__weight,pm10ConcNum,pm10ConcNum__value,pm10ConcNum__weight,pm1ConcMass,pm1ConcMass__value,pm1ConcMass__weight,pm1ConcNum,pm1ConcNum__value,pm1ConcNum__weight,pm2_5ConcMass,pm2_5ConcMass__calibratedValue,pm2_5ConcMass__value,pm2_5ConcMass__weight,pm2_5ConcNum,pm2_5ConcNum__value,pm2_5ConcNum__weight,relHumid,relHumid__value,relHumid__weight,temperature,temperature__value,temperature__weight
06/01/2022 00:04:22.000000,23.6,23.6,1.0,22.91,22.91,1.0,13.96,13.96,1.0,8.97,8.97,1.0,13.15,13.15,1.0,16.75,10.6,10.6,1.0,13.79,13.79,1.0,82.71,82.71,1.0,9.3,9.3,1.0
06/01/2022 00:21:33.000000,22.53,22.53,1.0,22.42,22.42,1.0,16.18,16.18,1.0,10.62,10.62,1.0,15.27,15.27,1.0,18.46,12.08,12.08,1.0,16.06,16.06,1.0,84.21,84.21,1.0,9.11,9.11,1.0
06/01/2022 00:38:45.000000,14.82,14.82,1.0,10.27,10.27,1.0,5.46,5.46,1.0,2.23,2.23,1.0,5.07,5.07,1.0,5.81,4.92,4.92,1.0,5.38,5.38,1.0,84.13,84.13,1.0,9.03,9.03,1.0
06/01/2022 00:55:56.000000,15.5,15.5,1.0,6.77,6.77,1.0,5.36,5.36,1.0,1.85,1.85,1.0,5.05,5.05,1.0,4.08,4.97,4.97,1.0,5.31,5.31,1.0,82.09,82.09,1.0,8.79,8.79,1.0
06/01/2022 01:13:07.000000,18.11,18.11,1.0,14.92,14.92,1.0,8.43,8.43,1.0,4.81,4.81,1.0,7.9,7.9,1.0,10.69,6.82,6.82,1.0,8.3,8.3,1.0,86.61,86.61,1.0,8.65,8.65,1.0
06/01/2022 01:30:18.000000,19.17,19.17,1.0,13.12,13.12,1.0,8.89,8.89,1.0,4.85,4.85,1.0,8.33,8.33,1.0,9.85,7.29,7.29,1.0,8.82,8.82,1.0,83.78,83.78,1.0,8.49,8.49,1.0
06/01/2022 01:47:29.000000,18.91,18.91,1.0,14.77,14.77,1.0,8.82,8.82,1.0,5.0,5.0,1.0,8.31,8.31,1.0,8.81,7.24,7.24,1.0,8.74,8.74,1.0,84.06,84.06,1.0,8.36,8.36,1.0
06/01/2022 02:04:41.000000,20.48,20.48,1.0,26.69,26.69,1.0,17.61,17.61,1.0,12.46,12.46,1.0,16.6,16.6,1.0,20.42,13.14,13.14,1.0,17.48,17.48,1.0,83.34,83.34,1.0,8.31,8.31,1.0
06/01/2022 02:21:52.000000,22.26,22.26,1.0,28.42,28.42,1.0,21.06,21.06,1.0,15.38,15.38,1.0,19.9,19.9,1.0,23.81,15.39,15.39,1.0,20.94,20.94,1.0,85.3,85.3,1.0,8.24,8.24,1.0
06/01/2022 02:39:03.000000,22.31,22.31,1.0,28.24,28.24,1.0,20.97,20.97,1.0,14.89,14.89,1.0,19.84,19.84,1.0,24.04,15.32,15.32,1.0,20.86,20.86,1.0,86.09,86.09,1.0,8.12,8.12,1.0
06/01/2022 02:56:15.000000,14.81,14.81,1.0,15.19,15.19,1.0,11.66,11.66,1.0,7.77,7.77,1.0,11.21,11.21,1.0,11.35,9.26,9.26,1.0,11.59,11.59,1.0,82.37,82.37,1.0,7.94,7.94,1.0
06/01/2022 03:13:26.000000,16.24,16.24,1.0,13.12,13.12,1.0,10.59,10.59,1.0,6.81,6.81,1.0,10.12,10.12,1.0,9.62,8.53,8.53,1.0,10.53,10.53,1.0,83.83,83.83,1.0,7.52,7.52,1.0
06/01/2022 03:30:37.000000,15.86,15.86,1.0,13.04,13.04,1.0,9.74,9.74,1.0,6.19,6.19,1.0,9.26,9.26,1.0,9.5,7.96,7.96,1.0,9.65,9.65,1.0,83.86,83.86,1.0,7.25,7.25,1.0
06/01/2022 03:47:49.000000,11.29,11.29,1.0,11.0,11.0,1.0,7.06,7.06,1.0,4.54,4.54,1.0,6.67,6.67,1.0,6.96,6.18,6.18,1.0,6.98,6.98,1.0,84.52,84.52,1.0,6.92,6.92,1.0
06/01/2022 04:05:01.000000,13.04,13.04,1.0,11.69,11.69,1.0,7.97,7.97,1.0,4.46,4.46,1.0,7.6,7.6,1.0,8.19,6.77,6.77,1.0,7.89,7.89,1.0,85.67,85.67,1.0,6.63,6.63,1.0
06/01/2022 04:22:12.000000,14.22,14.22,1.0,10.42,10.42,1.0,7.47,7.47,1.0,4.19,4.19,1.0,7.17,7.17,1.0,6.77,6.46,6.46,1.0,7.41,7.41,1.0,85.82,85.82,1.0,6.42,6.42,1.0
06/01/2022 04:39:24.000000,12.63,12.63,1.0,5.46,5.46,1.0,4.31,4.31,1.0,1.0,1.0,1.0,4.14,4.14,1.0,2.77,4.36,4.36,1.0,4.27,4.27,1.0,86.16,86.16,1.0,6.22,6.22,1.0
06/01/2022 04:56:35.000000,14.52,14.52,1.0,6.77,6.77,1.0,3.59,3.59,1.0,1.58,1.58,1.0,3.37,3.37,1.0,2.58,3.86,3.86,1.0,3.53,3.53,1.0,86.71,86.71,1.0,6.02,6.02,1.0
06/01/2022 05:13:47.000000,11.71,11.71,1.0,5.12,5.12,1.0,3.07,3.07,1.0,0.81,0.81,1.0,2.88,2.88,1.0,2.0,3.54,3.54,1.0,3.02,3.02,1.0,86.45,86.45,1.0,5.87,5.87,1.0
06/01/2022 05:30:59.000000,12.46,12.46,1.0,5.35,5.35,1.0,3.6,3.6,1.0,1.0,1.0,1.0,3.42,3.42,1.0,2.65,3.91,3.91,1.0,3.54,3.54,1.0,85.96,85.96,1.0,5.82,5.82,1.0
06/01/2022 05:48:11.000000,12.07,12.07,1.0,5.81,5.81,1.0,2.91,2.91,1.0,0.38,0.38,1.0,2.77,2.77,1.0,1.19,3.45,3.45,1.0,2.85,2.85,1.0,85.88,85.88,1.0,5.79,5.79,1.0
06/01/2022 06:05:23.000000,13.55,13.55,1.0,7.31,7.31,1.0,4.93,4.93,1.0,2.19,2.19,1.0,4.64,4.64,1.0,4.42,4.73,4.73,1.0,4.89,4.89,1.0,88.46,88.46,1.0,5.75,5.75,1.0
06/01/2022 06:22:35.000000,11.09,11.09,1.0,3.88,3.88,1.0,1.66,1.66,1.0,0.0,0.0,1.0,1.55,1.55,1.0,0.58,2.61,2.61,1.0,1.62,1.62,1.0,86.44,86.44,1.0,5.82,5.82,1.0
06/01/2022 06:39:46.000000,14.67,14.67,1.0,2.88,2.88,1.0,1.36,1.36,1.0,0.0,0.0,1.0,1.29,1.29,1.0,0.38,2.43,2.43,1.0,1.32,1.32,1.0,85.81,85.81,1.0,5.85,5.85,1.0
06/01/2022 06:56:58.000000,12.99,12.99,1.0,2.31,2.31,1.0,1.04,1.04,1.0,0.0,0.0,1.0,0.96,0.96,1.0,0.19,2.3,2.3,1.0,1.01,1.01,1.0,83.72,83.72,1.0,5.81,5.81,1.0
06/01/2022 07:14:10.000000,14.31,14.31,1.0,2.92,2.92,1.0,0.84,0.84,1.0,0.0,0.0,1.0,0.79,0.79,1.0,0.0,2.15,2.15,1.0,0.82,0.82,1.0,84.86,84.86,1.0,5.57,5.57,1.0
06/01/2022 07:31:21.000000,14.89,14.89,1.0,2.69,2.69,1.0,1.3,1.3,1.0,0.0,0.0,1.0,1.23,1.23,1.0,0.0,2.39,2.39,1.0,1.26,1.26,1.0,86.67,86.67,1.0,5.45,5.45,1.0
06/01/2022 07:48:33.000000,9.91,9.91,1.0,2.31,2.31,1.0,0.78,0.78,1.0,0.0,0.0,1.0,0.71,0.71,1.0,0.0,2.16,2.16,1.0,0.75,0.75,1.0,83.72,83.72,1.0,5.4,5.4,1.0
06/01/2022 08:05:45.000000,11.6,11.6,1.0,2.31,2.31,1.0,0.43,0.43,1.0,0.0,0.0,1.0,0.38,0.38,1.0,0.0,1.91,1.91,1.0,0.4,0.4,1.0,84.51,84.51,1.0,5.25,5.25,1.0
06/01/2022 08:22:58.000000,12.99,12.99,1.0,2.15,2.15,1.0,0.52,0.52,1.0,0.0,0.0,1.0,0.46,0.46,1.0,0.0,1.93,1.93,1.0,0.48,0.48,1.0,85.72,85.72,1.0,5.15,5.15,1.0
06/01/2022 08:40:09.000000,10.96,10.96,1.0,2.12,2.12,1.0,0.52,0.52,1.0,0.0,0.0,1.0,0.48,0.48,1.0,0.0,1.99,1.99,1.0,0.5,0.5,1.0,84.51,84.51,1.0,5.06,5.06,1.0
06/01/2022 08:57:22.000000,14.66,14.66,1.0,2.12,2.12,1.0,0.65,0.65,1.0,0.0,0.0,1.0,0.6,0.6,1.0,0.0,1.94,1.94,1.0,0.63,0.63,1.0,88.29,88.29,1.0,5.06,5.06,1.0
06/01/2022 09:14:34.000000,13.37,13.37,1.0,3.08,3.08,1.0,0.74,0.74,1.0,0.0,0.0,1.0,0.68,0.68,1.0,0.0,2.06,2.06,1.0,0.7,0.7,1.0,86.09,86.09,1.0,5.22,5.22,1.0
06/01/2022 09:31:46.000000,14.15,14.15,1.0,2.31,2.31,1.0,0.51,0.51,1.0,0.0,0.0,1.0,0.46,0.46,1.0,0.0,1.87,1.87,1.0,0.47,0.47,1.0,86.95,86.95,1.0,5.16,5.16,1.0
06/01/2022 09:48:57.000000,13.04,13.04,1.0,2.31,2.31,1.0,0.42,0.42,1.0,0.0,0.0,1.0,0.39,0.39,1.0,0.0,1.88,1.88,1.0,0.39,0.39,1.0,85.38,85.38,1.0,5.2,5.2,1.0
06/01/2022 10:06:09.000000,13.14,13.14,1.0,2.12,2.12,1.0,0.72,0.72,1.0,0.0,0.0,1.0,0.67,0.67,1.0,0.0,2.12,2.12,1.0,0.69,0.69,1.0,84.28,84.28,1.0,5.2,5.2,1.0
06/01/2022 10:23:21.000000,13.45,13.45,1.0,2.31,2.31,1.0,0.75,0.75,1.0,0.0,0.0,1.0,0.71,0.71,1.0,0.0,2.11,2.11,1.0,0.73,0.73,1.0,85.39,85.39,1.0,5.15,5.15,1.0
06/01/2022 10:40:33.000000,14.06,14.06,1.0,2.15,2.15,1.0,0.8,0.8,1.0,0.0,0.0,1.0,0.73,0.73,1.0,0.0,2.16,2.16,1.0,0.78,0.78,1.0,84.91,84.91,1.0,5.09,5.09,1.0
06/01/2022 10:57:45.000000,13.46,13.46,1.0,2.31,2.31,1.0,1.17,1.17,1.0,0.0,0.0,1.0,1.09,1.09,1.0,0.0,2.42,2.42,1.0,1.14,1.14,1.0,84.76,84.76,1.0,5.0,5.0,1.0
06/01/2022 11:14:57.000000,14.94,14.94,1.0,3.46,3.46,1.0,0.96,0.96,1.0,0.0,0.0,1.0,0.88,0.88,1.0,0.0,2.21,2.21,1.0,0.91,0.91,1.0,86.4,86.4,1.0,4.95,4.95,1.0
06/01/2022 11:32:09.000000,14.5,14.5,1.0,3.08,3.08,1.0,1.06,1.06,1.0,0.0,0.0,1.0,0.99,0.99,1.0,0.0,2.31,2.31,1.0,1.02,1.02,1.0,85.5,85.5,1.0,5.03,5.03,1.0
06/01/2022 11:49:20.000000,12.43,12.43,1.0,2.69,2.69,1.0,1.09,1.09,1.0,0.0,0.0,1.0,1.02,1.02,1.0,0.0,2.37,2.37,1.0,1.06,1.06,1.0,84.82,84.82,1.0,4.95,4.95,1.0
06/01/2022 12:06:33.000000,14.61,14.61,1.0,6.5,6.5,1.0,3.98,3.98,1.0,1.19,1.19,1.0,3.71,3.71,1.0,3.35,4.24,4.24,1.0,3.94,3.94,1.0,86.39,86.39,1.0,4.99,4.99,1.0
06/01/2022 12:23:45.000000,13.73,13.73,1.0,3.69,3.69,1.0,2.02,2.02,1.0,0.23,0.23,1.0,1.91,1.91,1.0,1.0,2.96,2.96,1.0,1.98,1.98,1.0,85.34,85.34,1.0,5.03,5.03,1.0
06/01/2022 12:40:57.000000,15.22,15.22,1.0,3.65,3.65,1.0,1.02,1.02,1.0,0.0,0.0,1.0,0.95,0.95,1.0,0.19,2.32,2.32,1.0,0.98,0.98,1.0,84.25,84.25,1.0,5.09,5.09,1.0
06/01/2022 12:58:09.000000,12.19,12.19,1.0,2.5,2.5,1.0,0.8,0.8,1.0,0.0,0.0,1.0,0.75,0.75,1.0,0.0,2.25,2.25,1.0,0.77,0.77,1.0,82.29,82.29,1.0,5.14,5.14,1.0
06/01/2022 13:15:21.000000,15.64,15.64,1.0,3.88,3.88,1.0,1.78,1.78,1.0,0.0,0.0,1.0,1.7,1.7,1.0,0.42,2.84,2.84,1.0,1.74,1.74,1.0,83.86,83.86,1.0,5.18,5.18,1.0
06/01/2022 13:32:33.000000,17.63,17.63,1.0,4.12,4.12,1.0,2.1,2.1,1.0,0.19,0.19,1.0,1.97,1.97,1.0,0.81,3.04,3.04,1.0,2.05,2.05,1.0,83.56,83.56,1.0,5.33,5.33,1.0
06/01/2022 13:49:44.000000,16.12,16.12,1.0,3.92,3.92,1.0,1.98,1.98,1.0,0.0,0.0,1.0,1.87,1.87,1.0,0.81,3.01,3.01,1.0,1.94,1.94,1.0,82.56,82.56,1.0,5.37,5.37,1.0
06/01/2022 14:06:56.000000,18.19,18.19,1.0,7.88,7.88,1.0,3.36,3.36,1.0,1.0,1.0,1.0,3.16,3.16,1.0,2.58,3.8,3.8,1.0,3.29,3.29,1.0,85.82,85.82,1.0,5.32,5.32,1.0
06/01/2022 14:24:08.000000,15.25,15.25,1.0,5.46,5.46,1.0,2.79,2.79,1.0,0.42,0.42,1.0,2.63,2.63,1.0,2.38,3.49,3.49,1.0,2.72,2.72,1.0,83.31,83.31,1.0,5.49,5.49,1.0
06/01/2022 14:41:20.000000,19.26,19.26,1.0,10.88,10.88,1.0,6.44,6.44,1.0,3.65,3.65,1.0,6.09,6.09,1.0,6.46,5.78,5.78,1.0,6.38,6.38,1.0,87.48,87.48,1.0,5.63,5.63,1.0
06/01/2022 14:58:35.000000,15.97,15.97,1.0,11.65,11.65,1.0,6.7,6.7,1.0,4.23,4.23,1.0,6.18,6.18,1.0,8.19,6.07,6.07,1.0,6.62,6.62,1.0,83.77,83.77,1.0,5.73,5.73,1.0
06/01/2022 15:15:46.000000,16.1,16.1,1.0,10.88,10.88,1.0,6.24,6.24,1.0,3.42,3.42,1.0,5.85,5.85,1.0,7.23,5.78,5.78,1.0,6.17,6.17,1.0,83.08,83.08,1.0,5.85,5.85,1.0
