InstrumentName, CAMP,,,,,,,
StartTime, 2022-06-01 00:00:00,,,,,,,
EndTime, 2022-06-30 23:59:59,,,,,,,
Date,Carbon monoxide,Nitrogen dioxide,Outdoor Temperature,Ozone,PM10 Total 0-10um STP,PM2.5 - Local Conditions,Wind Direction,Wind Speed
06/01/2022 02:16:00.000000,0.176214,11.1888,46.276459,0.03838,3.765,3.38,323.145868,2.350403
06/01/2022 02:17:00.000000,0.182068,11.726,46.125527,0.03626,3.032,3.016,7.309157,2.137824
06/01/2022 02:18:00.000000,0.200572,14.2224,46.176483,0.03326,7.076471,4.941176,14.657269,3.77298
06/01/2022 02:19:00.000000,0.254074,15.4236,46.256409,0.03126,4.579412,4.320588,338.44291,3.653809
06/01/2022 02:20:00.000000,0.251791,15.1906,46.188843,0.03196,5.275758,5.172727,293.013681,2.159668
06/01/2022 02:21:00.000000,0.217105,14.7512,46.098206,0.03232,6.332558,4.94186,281.36863,2.221161
06/01/2022 02:22:00.000000,0.221832,14.0516,46.036957,0.03378,3.865854,3.704878,326.234278,2.185913
06/01/2022 02:23:00.000000,0.22665,13.5742,45.924896,0.03604,3.5,3.242857,267.113062,4.15918
06/01/2022 02:24:00.000000,0.226638,12.5322,45.859253,0.0405,3.243902,3.117073,278.767661,3.866211
06/01/2022 02:25:00.000000,0.181776,11.1838,45.868591,0.04376,2.407143,2.328571,271.355468,2.184235
06/01/2022 02:26:00.000000,0.150287,9.7016,45.763672,0.04444,3.575,3.39,265.617226,3.282562
06/01/2022 02:27:00.000000,0.150273,8.3728,45.654907,0.0444,2.928205,2.838462,265.746664,4.86322
06/01/2022 02:28:00.000000,0.152023,7.1712,45.545564,0.04418,2.315625,2.3125,246.06526,2.797485
06/01/2022 02:29:00.000000,0.151437,6.0682,45.513458,0.043,3.267742,2.977419,253.749745,1.7012939999999999
06/01/2022 02:30:00.000000,0.149946,5.2228,45.456329,0.04242,2.360976,2.317073,264.008992,1.695801
06/01/2022 02:31:00.000000,0.143643,4.7884,45.517029,0.04136,4.17907,3.060465,278.49685,1.6382750000000001
06/01/2022 02:32:00.000000,0.145816,5.2488,45.708466,0.03936,5.133333,4.466667,307.433742,2.137543
06/01/2022 02:33:00.000000,0.167485,6.2448,45.671112,0.0362,4.602439,4.087805,335.89543,2.164551
06/01/2022 02:34:00.000000,0.196587,6.9284,45.672211,0.03694,5.35,4.4125,353.763592,2.0301210000000003
06/01/2022 02:35:00.000000,0.194988,7.2504,45.622498,0.03908,4.642857,3.9,332.78983,1.616455
06/01/2022 02:36:00.000000,0.205653,7.218,45.583771,0.04,2.743902,2.690244,349.789836,2.41922
06/01/2022 02:37:00.000000,0.189942,7.3388,45.542384,0.04,2.79,2.79,338.198884,1.616455
06/01/2022 02:38:00.000000,0.160285,7.1682,45.634033,0.04122,2.8,2.716216,309.283494,1.925903
06/01/2022 02:39:00.000000,0.152459,6.9838,45.527191,0.04138,3.576471,2.991176,332.829331,1.9173580000000001
06/01/2022 02:40:00.000000,0.171908,6.5804,45.484619,0.04014,3.343902,3.165854,344.765487,3.868347
06/01/2022 02:41:00.000000,0.171469,6.02025,45.418152,0.03994,4.429412,3.670588,304.548314,2.183624
06/01/2022 02:42:00.000000,0.176972,6.717833,45.470459,0.03626,2.964516,2.887097,340.290823,3.300347
06/01/2022 02:43:00.000000,0.162183,7.69425,45.54701,0.03272,4.351515,3.963636,358.80656,5.276155
06/01/2022 02:44:00.000000,0.175562,12.757,45.730019,0.03294,2.591667,2.583333,355.166002,3.930491
06/01/2022 02:45:00.000000,0.205535,14.1335,45.657104,0.0328,2.384615,2.3,346.216117,3.527161
06/01/2022 02:46:00.000000,0.220216,8.575667,45.515106,0.0361,1.973171,1.958537,346.204838,3.850647
06/01/2022 02:47:00.000000,0.217039,6.34425,45.563995,0.0402,3.6,2.58,5.000713,2.802673
06/01/2022 02:48:00.000000,0.197258,5.606167,45.52005,0.04156,3.135,2.36,358.558995,3.743225
06/01/2022 02:49:00.000000,0.192303,3.2175,45.476929,0.04358,1.238095,1.185714,11.811313,4.011475
06/01/2022 02:50:00.000000,0.181813,3.047667,45.394165,0.04512,1.175,1.17,356.050417,3.530585
06/01/2022 02:51:00.000000,0.144936,3.11675,45.398102,0.04424,1.88,1.88,321.721616,3.333069
06/01/2022 02:52:00.000000,0.151359,3.293667,45.345367,0.043,1.333333,1.333333,6.050522,4.681793
06/01/2022 02:53:00.000000,0.162939,7.9295,45.500824,0.04164,2.395122,2.053659,8.806063,3.466583
06/01/2022 02:54:00.000000,0.188285,10.954167,45.415955,0.03868,2.343902,2.285366,352.876553,3.546997
06/01/2022 02:55:00.000000,0.171546,9.46425,45.399273,0.0373,3.97907,3.590698,348.323397,1.7952240000000002
06/01/2022 02:56:00.000000,0.161099,8.332,45.445242,0.03792,4.2,3.715789,313.949232,1.6914639999999999
06/01/2022 02:57:00.000000,0.192486,8.43825,45.436005,0.03724,4.814634,3.358537,311.297872,1.986481
06/01/2022 02:58:00.000000,0.20723,8.327,45.358002,0.03768,4.5375,3.753125,308.290353,1.655823
06/01/2022 02:59:00.000000,0.19381,8.29325,45.219849,0.0377,4.16,3.8,275.085437,3.231903
