InstrumentName, I-25 Globeville,
StartTime, 2022-06-01 00:00:00,
EndTime, 2022-06-30 23:59:59,
Date,NO2,PM2.5
06/01/2022 00:00:00.000000,26.0,8.8
06/01/2022 01:00:00.000000,22.0,7.0
06/01/2022 02:00:00.000000,23.0,8.0
06/01/2022 04:00:00.000000,,4.0
06/01/2022 05:00:00.000000,13.0,2.0
06/01/2022 06:00:00.000000,5.0,0.8
06/01/2022 07:00:00.000000,10.0,1.2
06/01/2022 09:00:00.000000,10.0,1.8
06/01/2022 10:00:00.000000,11.0,2.1
06/01/2022 11:00:00.000000,19.0,2.8
06/01/2022 12:00:00.000000,17.0,3.0
06/01/2022 13:00:00.000000,28.0,5.0
06/01/2022 14:00:00.000000,25.0,5.6
06/01/2022 15:00:00.000000,21.0,7.1
06/01/2022 16:00:00.000000,18.0,2.5
06/01/2022 17:00:00.000000,19.0,4.0
06/01/2022 18:00:00.000000,16.0,5.3
06/01/2022 19:00:00.000000,15.0,5.4
06/01/2022 20:00:00.000000,12.0,6.4
06/01/2022 21:00:00.000000,18.0,5.4
06/01/2022 22:00:00.000000,12.0,3.2
06/01/2022 23:00:00.000000,4.0,1.8
06/02/2022 00:00:00.000000,10.0,2.8
06/02/2022 01:00:00.000000,22.0,4.4
06/02/2022 02:00:00.000000,22.0,5.2
06/02/2022 04:00:00.000000,,11.3
06/02/2022 05:00:00.000000,28.0,11.5
06/02/2022 06:00:00.000000,28.0,11.5
06/02/2022 07:00:00.000000,26.0,12.9
06/02/2022 09:00:00.000000,29.0,12.7
06/02/2022 10:00:00.000000,28.0,13.9
06/02/2022 11:00:00.000000,26.0,12.5
06/02/2022 12:00:00.000000,27.0,14.4
06/02/2022 13:00:00.000000,25.0,16.3
06/02/2022 14:00:00.000000,23.0,18.0
06/02/2022 15:00:00.000000,21.0,17.7
06/02/2022 16:00:00.000000,13.0,16.5
06/02/2022 17:00:00.000000,18.0,17.4
06/02/2022 18:00:00.000000,15.0,16.5
06/02/2022 19:00:00.000000,16.0,14.0
06/02/2022 20:00:00.000000,13.0,12.1
06/02/2022 21:00:00.000000,12.0,8.8
06/02/2022 22:00:00.000000,17.0,6.8
06/02/2022 23:00:00.000000,12.0,4.1
06/03/2022 00:00:00.000000,9.0,3.4
06/03/2022 01:00:00.000000,12.0,3.6
06/03/2022 04:00:00.000000,,5.7
06/03/2022 05:00:00.000000,27.0,6.9
06/03/2022 07:00:00.000000,20.0,6.3
06/03/2022 09:00:00.000000,14.0,4.0
06/03/2022 10:00:00.000000,24.0,4.9
06/03/2022 11:00:00.000000,28.0,8.7
06/03/2022 12:00:00.000000,28.0,12.1
06/03/2022 13:00:00.000000,28.0,13.4
06/03/2022 14:00:00.000000,28.0,15.8
06/03/2022 15:00:00.000000,30.0,15.2
06/03/2022 16:00:00.000000,24.0,15.8
06/03/2022 17:00:00.000000,27.0,14.8
06/03/2022 18:00:00.000000,30.0,14.4
06/03/2022 19:00:00.000000,29.0,12.9
06/03/2022 20:00:00.000000,29.0,11.3
