InstrumentName, Welby,,,
StartTime, 2022-06-01 00:00:00,,,
EndTime, 2022-06-30 23:59:59,,,
Date,NO2,O3,PM10,SO2
06/01/2022 00:00:00.000000,6.0,37.0,10.2,0.0
06/01/2022 01:00:00.000000,7.0,39.0,10.7,0.0
06/01/2022 02:00:00.000000,3.0,40.0,7.7,0.0
06/01/2022 04:00:00.000000,,40.0,3.9,0.0
06/01/2022 05:00:00.000000,1.0,37.0,7.7,0.0
06/01/2022 06:00:00.000000,1.0,37.0,4.1,0.0
06/01/2022 07:00:00.000000,1.0,35.0,1.7,0.0
06/01/2022 09:00:00.000000,3.0,33.0,2.6,0.0
06/01/2022 10:00:00.000000,11.0,26.0,4.6,0.0
06/01/2022 11:00:00.000000,9.0,26.0,5.7,0.0
06/01/2022 12:00:00.000000,11.0,25.0,5.0,0.0
06/01/2022 13:00:00.000000,12.0,23.0,6.0,0.0
06/01/2022 14:00:00.000000,13.0,24.0,7.8,0.0
06/01/2022 15:00:00.000000,12.0,24.0,5.0,0.0
06/01/2022 16:00:00.000000,13.0,25.0,5.3,0.0
06/01/2022 17:00:00.000000,14.0,25.0,5.6,0.0
06/01/2022 18:00:00.000000,10.0,31.0,12.0,0.0
06/01/2022 19:00:00.000000,6.0,35.0,9.6,0.0
06/01/2022 20:00:00.000000,4.0,39.0,9.3,0.0
06/01/2022 21:00:00.000000,4.0,42.0,9.0,0.0
06/01/2022 22:00:00.000000,3.0,43.0,8.6,0.0
06/01/2022 23:00:00.000000,2.0,41.0,7.2,0.0
06/02/2022 00:00:00.000000,3.0,40.0,12.9,0.0
06/02/2022 01:00:00.000000,3.0,39.0,10.5,0.0
06/02/2022 02:00:00.000000,4.0,37.0,9.8,0.0
06/02/2022 04:00:00.000000,,27.0,21.7,0.0
06/02/2022 05:00:00.000000,13.0,18.0,19.0,0.0
06/02/2022 06:00:00.000000,17.0,12.0,23.9,0.0
06/02/2022 07:00:00.000000,17.0,6.0,12.9,0.0
06/02/2022 09:00:00.000000,15.0,11.0,13.6,0.0
06/02/2022 10:00:00.000000,17.0,8.0,16.9,0.0
06/02/2022 11:00:00.000000,22.0,2.0,34.2,0.0
06/02/2022 12:00:00.000000,20.0,8.0,32.3,0.0
06/02/2022 13:00:00.000000,14.0,16.0,18.3,0.0
06/02/2022 14:00:00.000000,9.0,22.0,17.4,0.0
06/02/2022 15:00:00.000000,5.0,30.0,17.3,0.0
06/02/2022 16:00:00.000000,8.0,33.0,27.9,0.0
06/02/2022 17:00:00.000000,8.0,40.0,26.7,0.0
06/02/2022 18:00:00.000000,6.0,48.0,18.9,0.0
06/02/2022 19:00:00.000000,5.0,55.0,20.4,0.0
06/02/2022 20:00:00.000000,4.0,60.0,18.9,0.0
06/02/2022 21:00:00.000000,3.0,61.0,15.5,0.0
06/02/2022 22:00:00.000000,4.0,59.0,12.5,0.0
06/02/2022 23:00:00.000000,3.0,58.0,12.8,0.0
06/03/2022 00:00:00.000000,3.0,57.0,17.2,0.0
