InstrumentName, La Casa,,,,,
StartTime, 2022-06-01 00:00:00,,,,,
EndTime, 2022-06-30 23:59:59,,,,,
Date,CO,NO2,O3,PM10,PM2.5,SO2
06/01/2022 00:00:00.000000,0.214,8.0,31.0,13.3,5.0,0.0
06/01/2022 01:00:00.000000,0.189,8.0,33.0,9.5,4.1,0.0
06/01/2022 02:00:00.000000,0.196,7.0,32.0,9.7,4.1,0.0
06/01/2022 04:00:00.000000,0.16,5.0,32.0,7.4,3.6,0.0
06/01/2022 05:00:00.000000,0.15,,32.0,3.9,1.9,0.0
06/01/2022 06:00:00.000000,0.129,6.0,29.0,2.7,1.2,0.0
06/01/2022 07:00:00.000000,0.131,4.0,30.0,1.8,0.8,
06/01/2022 09:00:00.000000,0.131,2.0,27.0,1.0,0.5,0.0
06/01/2022 10:00:00.000000,0.156,3.0,27.0,1.9,0.7,0.0
06/01/2022 11:00:00.000000,0.179,5.0,25.0,3.3,1.3,0.0
06/01/2022 12:00:00.000000,0.212,9.0,23.0,4.9,2.5,0.0
06/01/2022 13:00:00.000000,0.274,14.0,19.0,8.9,4.1,0.0
06/01/2022 14:00:00.000000,0.326,,11.0,12.4,6.1,0.0
06/01/2022 15:00:00.000000,0.26,,20.0,10.3,5.2,0.0
06/01/2022 16:00:00.000000,0.186,9.0,24.0,4.8,2.4,0.0
06/01/2022 17:00:00.000000,0.203,9.0,25.0,7.7,4.0,0.0
06/01/2022 18:00:00.000000,0.232,12.0,23.0,14.1,6.4,0.0
06/01/2022 19:00:00.000000,0.229,10.0,26.0,17.1,8.0,0.0
06/01/2022 20:00:00.000000,0.207,9.0,28.0,17.8,8.9,0.0
06/01/2022 21:00:00.000000,0.184,8.0,31.0,14.7,6.5,0.0
06/01/2022 22:00:00.000000,0.13,7.0,34.0,12.5,5.8,0.0
06/01/2022 23:00:00.000000,0.133,12.0,29.0,12.0,5.6,0.0
06/02/2022 00:00:00.000000,0.134,7.0,31.0,9.8,4.4,0.0
06/02/2022 01:00:00.000000,0.136,7.0,32.0,11.0,5.3,0.0
06/02/2022 02:00:00.000000,0.137,7.0,31.0,11.9,5.8,0.0
06/02/2022 04:00:00.000000,0.241,8.0,25.0,13.1,8.2,0.0
06/02/2022 05:00:00.000000,0.296,,17.0,15.6,9.5,0.0
06/02/2022 06:00:00.000000,0.413,21.0,4.0,20.0,10.2,0.0
06/02/2022 07:00:00.000000,0.355,21.0,5.0,19.0,10.7,
06/02/2022 09:00:00.000000,0.429,23.0,0.0,23.5,11.7,0.0
06/02/2022 10:00:00.000000,0.388,19.0,1.0,20.3,11.6,0.0
06/02/2022 11:00:00.000000,0.372,16.0,1.0,17.2,8.9,0.0
06/02/2022 12:00:00.000000,0.4,15.0,4.0,18.8,8.5,0.0
06/02/2022 13:00:00.000000,0.443,17.0,13.0,27.4,12.1,0.0
06/02/2022 14:00:00.000000,0.457,22.0,13.0,41.6,16.2,1.0
06/02/2022 15:00:00.000000,0.364,18.0,18.0,36.6,15.9,1.0
