InstrumentName, Melody-Catalpa,,
StartTime, 2022-06-01 00:00:00,,
EndTime, 2022-06-30 23:59:59,,
Date,PM2.5,humidity,temp_f
06/15/2022 18:44:18.000000,0.0,6.0,94.0
06/15/2022 18:46:18.000000,0.0,6.0,94.0
06/15/2022 18:48:18.000000,0.0,6.0,94.0
06/15/2022 18:54:18.000000,0.0,6.0,95.0
06/15/2022 18:56:18.000000,0.0,6.0,95.0
06/15/2022 19:04:18.000000,0.0,6.0,95.0
06/15/2022 19:08:18.000000,0.0,6.0,95.0
06/15/2022 19:16:19.000000,0.0,5.0,95.0
06/15/2022 19:20:19.000000,0.0,5.0,95.0
06/15/2022 19:26:19.000000,0.0,6.0,95.0
06/15/2022 19:30:25.000000,0.0,5.0,95.0
06/15/2022 19:36:19.000000,0.0,4.0,95.0
06/15/2022 19:38:19.000000,0.0,5.0,95.0
06/15/2022 19:40:19.000000,0.0,5.0,95.0
06/15/2022 19:42:19.000000,0.0,4.0,95.0
06/15/2022 19:46:19.000000,0.0,6.0,96.0
06/15/2022 19:52:19.000000,0.0,5.0,96.0
06/15/2022 20:04:19.000000,0.0,4.0,97.0
06/15/2022 20:10:19.000000,0.0,5.0,96.0
06/15/2022 20:14:19.000000,0.0,4.0,95.0
06/15/2022 20:20:19.000000,0.0,4.0,95.0
06/15/2022 20:24:19.000000,0.0,5.0,96.0
06/15/2022 20:26:19.000000,0.0,4.0,95.0
06/15/2022 20:30:19.000000,0.0,4.0,95.0
06/15/2022 20:32:19.000000,0.0,5.0,96.0
06/15/2022 20:34:19.000000,0.0,4.0,97.0
06/15/2022 20:36:19.000000,0.0,5.0,97.0
06/15/2022 20:38:19.000000,0.0,4.0,97.0
06/15/2022 20:40:19.000000,0.0,4.0,98.0
06/15/2022 20:42:19.000000,0.0,5.0,98.0
06/15/2022 20:44:19.000000,0.0,4.0,97.0
06/15/2022 20:46:19.000000,0.0,4.0,98.0
06/15/2022 20:48:19.000000,0.0,4.0,97.0
06/15/2022 20:50:19.000000,0.0,4.0,98.0
06/15/2022 20:52:19.000000,0.0,4.0,98.0
06/15/2022 20:54:19.000000,0.0,4.0,98.0
06/15/2022 20:56:19.000000,0.0,4.0,98.0
06/15/2022 20:58:19.000000,0.0,4.0,98.0
06/15/2022 21:00:19.000000,0.0,4.0,98.0
06/15/2022 21:02:19.000000,0.0,3.0,98.0
06/15/2022 21:04:19.000000,0.0,4.0,98.0
06/15/2022 21:06:19.000000,0.0,4.0,99.0
06/15/2022 21:08:19.000000,0.0,3.0,99.0
06/15/2022 21:10:20.000000,0.0,4.0,99.0
06/15/2022 21:12:20.000000,0.0,5.0,99.0
06/15/2022 21:14:20.000000,0.0,4.0,99.0
06/15/2022 21:16:20.000000,0.0,3.0,100.0
06/15/2022 21:18:20.000000,0.0,3.0,100.0
06/15/2022 21:20:20.000000,0.0,3.0,99.0
06/15/2022 21:22:20.000000,0.0,4.0,100.0
06/15/2022 21:24:20.000000,0.0,3.0,100.0
