InstrumentName, College View New(ASMNSDJ8),,,,,,,,,,,,,,,,,,,,,,,,,,,,
StartTime, 2022-06-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EndTime, 2022-06-30 23:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,no2Conc,no2Conc__value,no2Conc__weight,pm10ConcMass,pm10ConcMass__value,pm10ConcMass__weight,pm10ConcNum,pm10ConcNum__value,pm10ConcNum__weight,pm1ConcMass,pm1ConcMass__value,pm1ConcMass__weight,pm1ConcNum,pm1ConcNum__value,pm1ConcNum__weight,pm2_5ConcMass,pm2_5ConcMass__calibratedValue,pm2_5ConcMass__value,pm2_5ConcMass__weight,pm2_5ConcMass_p,pm2_5ConcNum,pm2_5ConcNum__value,pm2_5ConcNum__weight,relHumid,relHumid__value,relHumid__weight,temperature,temperature__value,temperature__weight
06/01/2022 00:10:19.000000,72.7,72.7,1.0,15.67,15.67,1.0,16.79,16.79,1.0,9.64,9.64,1.0,16.24,16.24,1.0,13.15,12.65,12.65,1.0,35.516,16.73,16.73,1.0,82.63,82.63,1.0,8.42,8.42,1.0
06/01/2022 00:27:54.000000,68.2,68.2,1.0,16.19,16.19,1.0,17.01,17.01,1.0,9.06,9.06,1.0,16.45,16.45,1.0,12.48,12.79,12.79,1.0,34.26,16.92,16.92,1.0,82.56,82.56,1.0,8.31,8.31,1.0
06/01/2022 00:45:29.000000,67.27,67.27,1.0,13.69,13.69,1.0,14.1,14.1,1.0,7.39,7.39,1.0,13.57,13.57,1.0,10.78,10.88,10.88,1.0,31.071,14.04,14.04,1.0,82.29,82.29,1.0,8.13,8.13,1.0
06/01/2022 01:03:04.000000,66.24,66.24,1.0,13.12,13.12,1.0,12.27,12.27,1.0,6.85,6.85,1.0,11.77,11.77,1.0,9.42,9.66,9.66,1.0,28.591,12.2,12.2,1.0,82.71,82.71,1.0,7.9,7.9,1.0
06/01/2022 01:20:39.000000,55.8,55.8,1.0,15.54,15.54,1.0,16.61,16.61,1.0,9.27,9.27,1.0,16.04,16.04,1.0,12.08,12.6,12.6,1.0,33.464,16.55,16.55,1.0,82.53,82.53,1.0,7.68,7.68,1.0
06/01/2022 01:38:14.000000,59.63,59.63,1.0,16.0,16.0,1.0,16.6,16.6,1.0,9.04,9.04,1.0,15.99,15.99,1.0,12.35,12.61,12.61,1.0,33.977,16.53,16.53,1.0,82.86,82.86,1.0,7.36,7.36,1.0
06/01/2022 01:55:49.000000,58.76,58.76,1.0,16.92,16.92,1.0,17.45,17.45,1.0,9.88,9.88,1.0,16.92,16.92,1.0,13.27,13.18,13.18,1.0,35.671,17.37,17.37,1.0,82.96,82.96,1.0,7.15,7.15,1.0
06/01/2022 02:13:24.000000,55.54,55.54,1.0,14.91,14.91,1.0,16.32,16.32,1.0,9.39,9.39,1.0,15.71,15.71,1.0,12.97,12.45,12.45,1.0,35.094,16.26,16.26,1.0,82.84,82.84,1.0,7.05,7.05,1.0
06/01/2022 02:30:59.000000,54.54,54.54,1.0,13.58,13.58,1.0,14.08,14.08,1.0,7.83,7.83,1.0,13.55,13.55,1.0,10.45,10.95,10.95,1.0,30.447,14.01,14.01,1.0,83.03,83.03,1.0,6.88,6.88,1.0
06/01/2022 02:48:34.000000,56.81,56.81,1.0,11.85,11.85,1.0,14.57,14.57,1.0,7.81,7.81,1.0,14.18,14.18,1.0,9.92,11.28,11.28,1.0,29.566,14.52,14.52,1.0,83.93,83.93,1.0,6.72,6.72,1.0
06/01/2022 03:06:09.000000,57.57,57.57,1.0,12.58,12.58,1.0,13.67,13.67,1.0,7.31,7.31,1.0,13.17,13.17,1.0,10.46,10.67,10.67,1.0,30.583,13.62,13.62,1.0,84.13,84.13,1.0,6.65,6.65,1.0
06/01/2022 03:23:44.000000,55.47,55.47,1.0,13.39,13.39,1.0,13.19,13.19,1.0,7.03,7.03,1.0,12.7,12.7,1.0,9.64,10.36,10.36,1.0,29.031,13.13,13.13,1.0,83.87,83.87,1.0,6.59,6.59,1.0
06/01/2022 03:41:19.000000,52.71,52.71,1.0,11.27,11.27,1.0,11.22,11.22,1.0,6.36,6.36,1.0,10.86,10.86,1.0,8.75,9.06,9.06,1.0,27.339,11.16,11.16,1.0,83.56,83.56,1.0,6.48,6.48,1.0
06/01/2022 03:58:54.000000,47.3,47.3,1.0,7.72,7.72,1.0,6.63,6.63,1.0,2.45,2.45,1.0,6.41,6.41,1.0,4.03,6.03,6.03,1.0,18.509,6.58,6.58,1.0,82.86,82.86,1.0,6.21,6.21,1.0
06/01/2022 04:16:29.000000,48.25,48.25,1.0,6.15,6.15,1.0,5.52,5.52,1.0,2.04,2.04,1.0,5.33,5.33,1.0,2.65,5.28,5.28,1.0,16.01,5.46,5.46,1.0,83.42,83.42,1.0,5.99,5.99,1.0
06/01/2022 04:34:04.000000,47.11,47.11,1.0,5.23,5.23,1.0,3.59,3.59,1.0,1.19,1.19,1.0,3.44,3.44,1.0,1.58,4.02,4.02,1.0,14.009,3.55,3.55,1.0,83.41,83.41,1.0,5.72,5.72,1.0
06/01/2022 04:51:39.000000,47.06,47.06,1.0,3.54,3.54,1.0,2.5,2.5,1.0,0.19,0.19,1.0,2.37,2.37,1.0,0.81,3.3,3.3,1.0,12.579,2.45,2.45,1.0,83.45,83.45,1.0,5.57,5.57,1.0
06/01/2022 05:09:14.000000,45.05,45.05,1.0,2.54,2.54,1.0,2.24,2.24,1.0,0.38,0.38,1.0,2.15,2.15,1.0,0.42,3.15,3.15,1.0,11.859,2.21,2.21,1.0,83.54,83.54,1.0,5.44,5.44,1.0
06/01/2022 05:26:49.000000,45.66,45.66,1.0,4.54,4.54,1.0,3.96,3.96,1.0,1.04,1.04,1.0,3.82,3.82,1.0,1.81,4.28,4.28,1.0,14.506,3.92,3.92,1.0,84.29,84.29,1.0,5.27,5.27,1.0
06/01/2022 05:44:24.000000,46.23,46.23,1.0,4.88,4.88,1.0,4.08,4.08,1.0,1.19,1.19,1.0,3.92,3.92,1.0,1.81,4.37,4.37,1.0,14.501,4.04,4.04,1.0,84.27,84.27,1.0,5.24,5.24,1.0
06/01/2022 06:01:59.000000,50.61,50.61,1.0,3.72,3.72,1.0,3.7,3.7,1.0,1.0,1.0,1.0,3.58,3.58,1.0,1.78,4.08,4.08,1.0,14.574,3.68,3.68,1.0,85.29,85.29,1.0,5.27,5.27,1.0
06/01/2022 06:19:35.000000,47.33,47.33,1.0,4.31,4.31,1.0,3.78,3.78,1.0,0.81,0.81,1.0,3.62,3.62,1.0,1.77,4.13,4.13,1.0,14.512,3.74,3.74,1.0,84.94,84.94,1.0,5.27,5.27,1.0
06/01/2022 06:37:10.000000,46.5,46.5,1.0,4.54,4.54,1.0,3.94,3.94,1.0,1.23,1.23,1.0,3.79,3.79,1.0,1.81,4.24,4.24,1.0,14.582,3.9,3.9,1.0,84.9,84.9,1.0,5.28,5.28,1.0
06/01/2022 06:54:45.000000,46.49,46.49,1.0,3.81,3.81,1.0,4.17,4.17,1.0,1.04,1.04,1.0,4.02,4.02,1.0,1.65,4.4,4.4,1.0,14.329,4.14,4.14,1.0,85.26,85.26,1.0,5.25,5.25,1.0
06/01/2022 07:12:21.000000,45.71,45.71,1.0,4.15,4.15,1.0,3.38,3.38,1.0,1.04,1.04,1.0,3.25,3.25,1.0,1.46,3.85,3.85,1.0,13.964,3.33,3.33,1.0,85.14,85.14,1.0,5.27,5.27,1.0
06/01/2022 07:29:56.000000,42.9,42.9,1.0,3.12,3.12,1.0,2.54,2.54,1.0,0.19,0.19,1.0,2.44,2.44,1.0,1.0,3.34,3.34,1.0,12.997,2.51,2.51,1.0,84.25,84.25,1.0,5.18,5.18,1.0
06/01/2022 07:47:31.000000,39.67,39.67,1.0,2.12,2.12,1.0,1.07,1.07,1.0,0.0,0.0,1.0,1.02,1.02,1.0,0.0,2.41,2.41,1.0,11.021,1.04,1.04,1.0,83.36,83.36,1.0,4.97,4.97,1.0
