InstrumentName, APCD B,,
StartTime, 2018-11-01 00:00:00,,
EndTime, 2018-11-30 23:59:59,,
Date,PM2.5,humidity,temp_f
11/01/2018 00:01:43.600000,2.56,42.0,48.0
11/01/2018 00:03:03.583333,2.0,43.0,48.0
11/01/2018 00:05:43.850000,1.95,43.0,48.0
11/01/2018 00:07:03.596666,2.03,43.0,49.0
11/01/2018 00:09:45.583333,2.5,43.0,49.0
11/01/2018 00:11:04.976666,2.54,43.0,49.0
11/01/2018 00:13:43.540000,2.33,43.0,48.0
11/01/2018 00:15:05.440000,2.21,44.0,48.0
11/01/2018 00:17:43.570000,2.38,44.0,48.0
11/01/2018 00:19:03.526666,2.19,44.0,48.0
11/01/2018 00:21:43.523333,2.95,45.0,48.0
11/01/2018 00:23:03.496666,3.31,45.0,48.0
11/01/2018 00:25:43.673333,2.72,45.0,48.0
11/01/2018 00:27:04.980000,3.93,45.0,48.0
11/01/2018 00:29:43.463333,3.71,46.0,48.0
11/01/2018 00:31:04.690000,4.12,46.0,48.0
11/01/2018 00:33:43.480000,3.88,46.0,48.0
11/01/2018 00:35:04.003333,4.15,46.0,48.0
11/01/2018 00:37:43.623333,4.38,47.0,48.0
11/01/2018 00:39:03.496666,5.75,47.0,47.0
11/01/2018 00:41:44.230000,5.95,47.0,47.0
11/01/2018 00:43:03.486666,5.86,47.0,47.0
11/01/2018 00:45:43.620000,7.48,47.0,47.0
11/01/2018 00:47:03.523333,6.83,47.0,47.0
11/01/2018 00:49:43.473333,6.76,48.0,47.0
11/01/2018 00:51:03.586666,6.88,48.0,47.0
11/01/2018 00:53:43.560000,6.0,48.0,47.0
11/01/2018 00:55:03.890000,6.36,48.0,47.0
11/01/2018 00:57:43.563333,7.33,48.0,47.0
11/01/2018 00:59:03.633333,6.88,48.0,47.0
11/01/2018 01:01:43.583333,7.98,49.0,47.0
11/01/2018 01:03:07.206666,7.68,49.0,47.0
11/01/2018 01:05:43.593333,8.0,49.0,47.0
11/01/2018 01:07:04.096666,7.86,49.0,46.0
11/01/2018 01:09:43.686666,8.56,50.0,47.0
11/01/2018 01:11:03.603333,7.78,50.0,47.0
11/01/2018 01:13:43.546666,8.6,50.0,47.0
11/01/2018 01:15:03.773333,9.31,50.0,47.0
11/01/2018 01:17:44.036666,10.1,50.0,46.0
11/01/2018 01:19:03.556666,9.24,50.0,46.0
11/01/2018 01:21:43.616666,9.9,50.0,46.0
11/01/2018 01:23:04.156666,10.51,51.0,46.0
11/01/2018 01:25:43.570000,10.1,52.0,46.0
11/01/2018 01:27:03.593333,9.36,52.0,45.0
11/01/2018 01:29:43.546666,10.55,52.0,45.0
11/01/2018 01:31:03.536666,10.55,53.0,45.0
11/01/2018 01:33:43.693333,11.07,52.0,46.0
11/01/2018 01:35:03.883333,9.67,52.0,46.0
11/01/2018 01:37:43.823333,10.0,53.0,46.0
11/01/2018 01:39:03.706666,10.83,52.0,46.0
11/01/2018 01:41:43.716666,9.71,53.0,45.0
11/01/2018 01:43:03.506666,9.62,53.0,45.0
11/01/2018 01:45:43.526666,11.1,53.0,45.0
11/01/2018 01:47:03.530000,10.74,53.0,45.0
11/01/2018 01:49:43.773333,12.32,53.0,45.0
11/01/2018 01:51:03.550000,14.43,53.0,46.0
11/01/2018 01:53:43.613333,12.9,53.0,45.0
11/01/2018 01:55:03.873333,12.86,53.0,45.0
11/01/2018 01:57:46.103333,10.93,54.0,45.0
11/01/2018 01:59:03.610000,11.97,53.0,45.0
11/01/2018 02:01:43.983333,12.21,55.0,44.0
11/01/2018 02:03:03.666666,11.05,55.0,44.0
11/01/2018 02:05:43.600000,10.95,56.0,44.0
11/01/2018 02:07:03.746666,10.15,56.0,44.0
11/01/2018 02:09:47.403333,10.14,57.0,43.0
11/01/2018 02:11:03.710000,10.33,57.0,43.0
11/01/2018 02:13:43.666666,9.95,57.0,43.0
11/01/2018 02:15:04.683333,9.22,57.0,43.0
11/01/2018 02:17:44.873333,9.81,57.0,44.0
11/01/2018 02:19:03.783333,11.12,57.0,44.0
11/01/2018 02:21:43.916666,11.51,58.0,43.0
11/01/2018 02:23:03.686666,10.76,58.0,43.0
11/01/2018 02:25:44.926666,11.02,58.0,43.0
11/01/2018 02:27:03.660000,10.47,58.0,43.0
11/01/2018 02:29:43.750000,10.76,59.0,43.0
11/01/2018 02:31:03.630000,12.18,59.0,43.0
11/01/2018 02:33:43.880000,11.26,59.0,43.0
11/01/2018 02:35:03.710000,12.41,59.0,43.0
11/01/2018 02:37:44.090000,11.57,59.0,43.0
11/01/2018 02:39:04.030000,11.92,59.0,43.0
11/01/2018 02:41:45.116666,11.68,60.0,42.0
11/01/2018 02:43:04.970000,12.9,60.0,42.0
11/01/2018 02:45:43.666666,10.85,60.0,43.0
11/01/2018 02:47:03.683333,10.79,60.0,43.0
11/01/2018 02:49:43.916666,10.38,60.0,43.0
11/01/2018 02:51:03.673333,10.66,60.0,42.0
11/01/2018 02:53:44.193333,10.53,61.0,42.0
11/01/2018 02:55:03.863333,10.4,62.0,42.0
11/01/2018 02:57:43.640000,9.36,62.0,42.0
11/01/2018 02:59:03.946666,9.57,61.0,42.0
11/01/2018 03:01:43.666666,8.47,61.0,42.0
11/01/2018 03:03:03.756666,8.95,61.0,42.0
11/01/2018 03:05:43.696666,8.32,62.0,42.0
11/01/2018 03:07:03.683333,9.18,61.0,42.0
11/01/2018 03:09:43.756666,8.41,61.0,42.0
11/01/2018 03:11:03.773333,9.37,61.0,42.0
11/01/2018 03:13:44.063333,9.2,61.0,42.0
11/01/2018 03:15:03.606666,9.24,61.0,42.0
11/01/2018 03:17:44.113333,8.55,61.0,42.0
11/01/2018 03:19:03.770000,9.9,61.0,42.0
11/01/2018 03:21:43.820000,8.86,62.0,41.0
11/01/2018 03:23:03.786666,8.48,62.0,41.0
11/01/2018 03:25:43.716666,8.37,62.0,41.0
11/01/2018 03:27:03.786666,7.41,62.0,41.0
11/01/2018 03:29:43.776666,9.98,62.0,41.0
11/01/2018 03:31:03.773333,9.67,62.0,41.0
11/01/2018 03:33:44.133333,9.05,63.0,41.0
11/01/2018 03:35:03.850000,10.88,63.0,41.0
11/01/2018 03:37:45.590000,9.38,63.0,41.0
11/01/2018 03:39:04.233333,9.85,63.0,41.0
11/01/2018 03:41:43.656666,9.23,63.0,41.0
11/01/2018 03:43:03.693333,9.06,63.0,41.0
11/01/2018 03:45:43.650000,9.88,63.0,42.0
11/01/2018 03:47:03.883333,9.79,62.0,42.0
11/01/2018 03:49:43.696666,10.07,62.0,41.0
11/01/2018 03:51:03.686666,11.21,63.0,41.0
11/01/2018 03:53:43.686666,12.24,63.0,41.0
11/01/2018 03:55:03.796666,11.83,63.0,40.0
11/01/2018 03:57:43.960000,11.63,63.0,41.0
11/01/2018 03:59:08.583333,11.6,63.0,41.0
11/01/2018 04:01:43.783333,11.73,64.0,41.0
11/01/2018 04:03:03.870000,11.05,64.0,41.0
11/01/2018 04:05:43.676666,12.27,63.0,41.0
11/01/2018 04:07:03.846666,12.45,64.0,40.0
11/01/2018 04:09:43.773333,10.82,64.0,40.0
11/01/2018 04:11:03.796666,10.94,64.0,40.0
11/01/2018 04:13:44.306666,13.15,65.0,40.0
11/01/2018 04:15:03.773333,12.41,65.0,39.0
