InstrumentName, West Denver PA-II B,,
StartTime, 2018-11-01 00:00:00,,
EndTime, 2018-11-30 23:59:59,,
Date,PM2.5,humidity,temp_f
11/01/2018 00:00:08.673333,1.19,31.0,58.0
11/01/2018 00:02:48.483333,1.09,31.0,58.0
11/01/2018 00:04:08.496666,1.0,31.0,58.0
11/01/2018 00:06:48.456666,1.0,31.0,58.0
11/01/2018 00:08:08.656666,1.0,32.0,58.0
11/01/2018 00:10:48.456666,1.3,32.0,58.0
11/01/2018 00:12:08.460000,1.35,32.0,58.0
11/01/2018 00:14:48.456666,1.5,32.0,58.0
11/01/2018 00:16:08.460000,1.36,32.0,58.0
11/01/2018 00:18:48.456666,1.53,32.0,57.0
11/01/2018 00:20:08.490000,1.93,33.0,57.0
11/01/2018 00:22:48.526666,2.12,33.0,57.0
11/01/2018 00:25:28.466666,2.23,33.0,57.0
11/01/2018 00:26:48.456666,2.22,33.0,57.0
11/01/2018 00:29:28.460000,3.24,34.0,57.0
11/01/2018 00:30:48.480000,3.07,34.0,57.0
11/01/2018 00:33:28.463333,2.7,34.0,57.0
11/01/2018 00:34:48.460000,3.28,34.0,57.0
11/01/2018 00:37:28.460000,3.0,34.0,57.0
11/01/2018 00:38:48.513333,3.26,34.0,57.0
11/01/2018 00:41:28.463333,3.77,34.0,57.0
11/01/2018 00:42:48.466666,3.5,35.0,57.0
11/01/2018 00:45:28.536666,5.05,35.0,56.0
11/01/2018 00:46:48.460000,5.44,35.0,56.0
11/01/2018 00:49:28.466666,4.98,35.0,56.0
11/01/2018 00:50:48.463333,6.02,35.0,56.0
11/01/2018 00:53:28.463333,7.3,36.0,56.0
11/01/2018 00:54:48.460000,6.42,36.0,56.0
11/01/2018 00:57:28.503333,6.58,36.0,56.0
11/01/2018 00:58:48.466666,6.38,36.0,56.0
11/01/2018 01:01:28.520000,7.39,36.0,56.0
11/01/2018 01:02:48.533333,6.16,36.0,56.0
11/01/2018 01:05:28.460000,6.67,36.0,56.0
11/01/2018 01:06:48.470000,6.4,37.0,56.0
11/01/2018 01:09:28.513333,7.63,37.0,56.0
11/01/2018 01:10:48.466666,8.66,37.0,56.0
11/01/2018 01:13:28.500000,7.88,37.0,56.0
11/01/2018 01:14:48.530000,8.56,37.0,56.0
11/01/2018 01:17:28.473333,7.19,37.0,56.0
11/01/2018 01:18:48.526666,7.9,37.0,56.0
11/01/2018 01:21:28.480000,7.56,37.0,56.0
11/01/2018 01:22:48.463333,6.91,37.0,56.0
11/01/2018 01:25:28.486666,6.67,37.0,56.0
11/01/2018 01:26:48.480000,7.32,37.0,55.0
11/01/2018 01:29:28.496666,8.07,38.0,55.0
11/01/2018 01:30:48.466666,6.51,38.0,55.0
11/01/2018 01:33:28.526666,7.57,38.0,55.0
11/01/2018 01:34:48.466666,7.86,38.0,55.0
11/01/2018 01:36:08.576666,7.93,38.0,55.0
11/01/2018 01:38:48.486666,7.37,38.0,55.0
11/01/2018 01:40:08.486666,7.72,38.0,55.0
11/01/2018 01:42:48.546666,12.09,38.0,55.0
11/01/2018 01:44:08.746666,12.51,38.0,55.0
11/01/2018 01:46:48.596666,9.51,38.0,55.0
11/01/2018 01:48:08.626666,8.47,39.0,55.0
11/01/2018 01:50:48.466666,10.58,39.0,55.0
11/01/2018 01:52:08.483333,8.91,39.0,55.0
11/01/2018 01:54:48.516666,10.63,39.0,55.0
11/01/2018 01:56:08.480000,12.84,39.0,55.0
11/01/2018 01:58:48.473333,9.19,39.0,55.0
11/01/2018 02:00:08.863333,10.49,39.0,55.0
11/01/2018 02:02:48.486666,10.74,40.0,54.0
11/01/2018 02:04:08.470000,10.53,40.0,54.0
11/01/2018 02:06:48.680000,11.26,40.0,54.0
11/01/2018 02:09:28.490000,9.82,40.0,54.0
11/01/2018 02:10:48.476666,12.51,40.0,54.0
11/01/2018 02:13:28.473333,11.05,41.0,54.0
11/01/2018 02:14:48.480000,9.49,41.0,54.0
11/01/2018 02:17:28.506666,11.02,41.0,54.0
11/01/2018 02:18:48.480000,9.19,41.0,54.0
11/01/2018 02:21:28.516666,10.0,41.0,54.0
11/01/2018 02:22:48.500000,11.88,41.0,54.0
11/01/2018 02:25:28.550000,10.72,41.0,54.0
11/01/2018 02:26:48.473333,11.49,42.0,54.0
11/01/2018 02:29:28.470000,11.09,42.0,54.0
11/01/2018 02:30:48.480000,11.3,42.0,53.0
11/01/2018 02:33:28.480000,10.68,42.0,53.0
11/01/2018 02:34:48.476666,10.7,42.0,53.0
11/01/2018 02:37:28.470000,9.68,42.0,53.0
11/01/2018 02:38:48.580000,10.65,42.0,53.0
11/01/2018 02:41:28.526666,13.56,42.0,53.0
11/01/2018 02:42:48.470000,13.24,42.0,53.0
11/01/2018 02:45:28.470000,12.77,43.0,53.0
11/01/2018 02:46:48.476666,13.81,43.0,53.0
11/01/2018 02:49:28.473333,13.51,43.0,53.0
11/01/2018 02:50:48.476666,11.81,43.0,52.0
11/01/2018 02:53:28.476666,11.61,43.0,52.0
11/01/2018 02:54:48.496666,11.47,43.0,52.0
11/01/2018 02:57:28.473333,10.81,44.0,52.0
11/01/2018 02:58:48.476666,10.93,44.0,52.0
11/01/2018 03:01:28.573333,11.33,44.0,52.0
11/01/2018 03:02:48.480000,11.9,44.0,52.0
11/01/2018 03:05:28.473333,10.5,44.0,52.0
11/01/2018 03:06:48.473333,10.44,44.0,52.0
11/01/2018 03:09:28.523333,10.93,44.0,52.0
11/01/2018 03:10:48.480000,11.49,44.0,52.0
11/01/2018 03:13:28.473333,13.36,44.0,52.0
11/01/2018 03:14:48.483333,11.33,44.0,52.0
11/01/2018 03:17:39.183333,11.19,45.0,52.0
11/01/2018 03:18:58.756666,11.76,45.0,52.0
11/01/2018 03:21:39.206666,12.14,45.0,52.0
11/01/2018 03:22:58.696666,12.65,45.0,52.0
11/01/2018 03:25:38.740000,12.95,45.0,51.0
11/01/2018 03:26:58.743333,14.74,45.0,52.0
11/01/2018 03:29:38.706666,14.49,45.0,52.0
11/01/2018 03:30:58.696666,12.36,45.0,52.0
11/01/2018 03:33:38.700000,14.67,45.0,52.0
11/01/2018 03:34:58.783333,16.59,45.0,51.0
11/01/2018 03:37:38.693333,13.23,45.0,51.0
11/01/2018 03:38:58.693333,15.07,45.0,51.0
11/01/2018 03:41:38.693333,13.2,45.0,51.0
11/01/2018 03:42:58.790000,14.0,45.0,51.0
11/01/2018 03:45:38.786666,12.75,45.0,51.0
11/01/2018 03:46:58.693333,13.02,45.0,51.0
11/01/2018 03:48:18.696666,11.19,45.0,51.0
11/01/2018 03:50:58.693333,10.81,45.0,51.0
11/01/2018 03:52:18.700000,12.56,45.0,51.0
11/01/2018 03:54:58.693333,14.3,46.0,51.0
11/01/2018 03:56:18.783333,12.56,45.0,51.0
11/01/2018 03:58:58.693333,13.0,45.0,51.0
11/01/2018 04:00:18.876666,14.0,45.0,51.0
11/01/2018 04:02:58.700000,14.09,45.0,51.0
11/01/2018 04:04:18.756666,14.72,45.0,51.0
11/01/2018 04:06:58.736666,16.68,45.0,51.0
11/01/2018 04:08:18.696666,15.67,45.0,51.0
11/01/2018 04:10:58.700000,15.47,45.0,51.0
11/01/2018 04:12:18.893333,15.29,45.0,51.0
11/01/2018 04:14:58.706666,14.52,45.0,51.0
