InstrumentName, West Denver PA-II,,
07/01/2018 06:32:05.946666,10.98,41.0,72.0
07/01/2018 06:34:45.960000,11.0,41.0,72.0
07/01/2018 06:37:25.950000,9.44,41.0,72.0
07/01/2018 06:41:25.963333,9.93,41.0,71.0
07/01/2018 06:44:06.063333,9.59,42.0,71.0
07/01/2018 06:46:45.966666,9.86,42.0,71.0
07/01/2018 06:49:25.973333,8.78,42.0,71.0
07/01/2018 06:53:25.970000,8.63,42.0,71.0
07/01/2018 06:56:06.640000,9.95,42.0,71.0
07/01/2018 06:58:45.976666,9.23,43.0,71.0
07/01/2018 07:01:26.026666,8.61,43.0,71.0
07/01/2018 07:05:25.993333,9.14,43.0,71.0
07/01/2018 07:08:06.113333,9.48,44.0,71.0
07/01/2018 07:10:45.996666,8.98,44.0,71.0
07/01/2018 07:13:26.003333,8.76,44.0,71.0
07/01/2018 07:17:26.003333,9.8,44.0,70.0
07/01/2018 07:20:06.176666,8.62,44.0,70.0
07/01/2018 07:22:46.003333,9.59,45.0,70.0
07/01/2018 07:25:26.006666,9.09,45.0,70.0
07/01/2018 07:29:26.043333,10.1,45.0,70.0
07/01/2018 07:32:06.423333,8.66,45.0,70.0
07/01/2018 07:34:46.130000,8.76,45.0,70.0
07/01/2018 07:38:46.040000,9.07,45.0,70.0
07/01/2018 07:41:26.036666,9.55,46.0,70.0
07/01/2018 07:44:06.046666,9.75,46.0,70.0
07/01/2018 07:46:46.236666,9.31,46.0,70.0
07/01/2018 07:49:26.100000,8.2,47.0,70.0
07/01/2018 07:52:06.043333,9.71,47.0,70.0
07/01/2018 07:54:46.043333,9.59,47.0,70.0
07/01/2018 07:58:46.046666,11.07,48.0,70.0
07/01/2018 08:01:26.106666,10.2,48.0,69.0
07/01/2018 08:04:06.080000,10.44,48.0,69.0
07/01/2018 08:06:46.490000,9.98,48.0,70.0
07/01/2018 08:10:46.056666,10.36,48.0,70.0
07/01/2018 08:13:26.206666,10.27,48.0,70.0
07/01/2018 08:16:06.120000,10.0,48.0,70.0
07/01/2018 08:20:06.053333,11.51,48.0,70.0
07/01/2018 08:22:46.213333,10.56,48.0,70.0
07/01/2018 08:25:26.056666,11.49,49.0,69.0
07/01/2018 08:28:06.100000,10.36,49.0,69.0
07/01/2018 08:32:06.046666,10.45,49.0,70.0
07/01/2018 08:34:46.086666,9.95,49.0,70.0
07/01/2018 08:37:26.136666,9.95,49.0,69.0
07/01/2018 08:40:06.183333,10.77,49.0,69.0
07/01/2018 08:44:06.093333,11.12,49.0,70.0
07/01/2018 08:46:46.246666,11.46,49.0,70.0
07/01/2018 08:49:26.126666,11.17,49.0,70.0
07/01/2018 08:52:06.096666,10.69,49.0,69.0
07/01/2018 08:56:06.116666,12.18,49.0,69.0
07/01/2018 08:58:46.106666,11.95,49.0,69.0
07/01/2018 09:01:26.070000,10.76,49.0,69.0
07/01/2018 09:04:06.136666,10.98,49.0,69.0
07/01/2018 09:08:07.123333,11.1,49.0,69.0
07/01/2018 09:10:46.070000,11.43,49.0,69.0
07/01/2018 09:13:26.420000,11.83,50.0,69.0
07/01/2018 09:17:26.056666,10.17,50.0,69.0
07/01/2018 09:20:06.173333,12.07,50.0,69.0
07/01/2018 09:22:46.073333,11.62,50.0,69.0
07/01/2018 09:25:26.060000,10.17,50.0,69.0
07/01/2018 09:29:26.606666,11.08,50.0,69.0
07/01/2018 09:32:06.320000,10.95,50.0,69.0
07/01/2018 09:34:46.070000,11.4,50.0,69.0
07/01/2018 09:37:26.216666,10.95,50.0,69.0
07/01/2018 09:41:26.083333,10.27,50.0,69.0
07/01/2018 09:44:06.076666,11.27,50.0,69.0
07/01/2018 09:46:46.136666,12.05,51.0,68.0
07/01/2018 09:49:26.133333,10.29,51.0,69.0
07/01/2018 09:53:26.083333,11.05,51.0,69.0
07/01/2018 09:56:06.073333,10.41,51.0,69.0
07/01/2018 09:58:46.123333,10.31,50.0,69.0
07/01/2018 10:01:26.070000,10.61,50.0,69.0
07/01/2018 10:05:26.086666,10.17,51.0,68.0
07/01/2018 10:08:06.083333,11.56,51.0,68.0
07/01/2018 10:10:46.136666,11.27,51.0,68.0
07/01/2018 10:14:46.080000,10.3,51.0,68.0
07/01/2018 10:17:26.493333,12.29,51.0,68.0
07/01/2018 10:20:35.696666,12.0,51.0,68.0
07/01/2018 10:23:15.666666,10.93,51.0,68.0
07/01/2018 10:25:55.650000,11.41,51.0,68.0
07/01/2018 10:28:35.636666,10.95,51.0,68.0
07/01/2018 10:31:15.706666,10.68,51.0,68.0
07/01/2018 10:33:55.633333,11.7,51.0,68.0
07/01/2018 10:37:55.640000,11.45,51.0,68.0
07/01/2018 10:40:35.636666,11.67,51.0,68.0
07/01/2018 10:43:15.636666,12.68,51.0,68.0
07/01/2018 10:45:55.723333,11.98,51.0,68.0
07/01/2018 10:49:55.643333,10.23,51.0,68.0
07/01/2018 10:52:36.193333,10.85,51.0,68.0
07/01/2018 10:55:15.636666,11.85,51.0,68.0
07/01/2018 10:57:55.650000,10.6,51.0,68.0
07/01/2018 11:01:55.656666,12.12,51.0,68.0
07/01/2018 11:04:35.633333,11.6,51.0,68.0
07/01/2018 11:07:15.906666,11.93,51.0,68.0
07/01/2018 11:09:55.646666,11.95,51.0,68.0
07/01/2018 11:13:55.643333,11.44,51.0,68.0
07/01/2018 11:16:35.656666,11.98,51.0,68.0
07/01/2018 11:19:15.733333,11.0,51.0,68.0
07/01/2018 11:21:55.640000,11.46,51.0,68.0
07/01/2018 11:25:55.783333,11.0,51.0,68.0
07/01/2018 11:28:35.670000,10.5,50.0,68.0
07/01/2018 11:31:15.640000,12.23,50.0,68.0
07/01/2018 11:35:15.656666,11.57,49.0,68.0
07/01/2018 11:37:55.646666,11.37,49.0,68.0
07/01/2018 11:40:35.643333,11.59,49.0,67.0
07/01/2018 11:43:15.650000,11.9,49.0,67.0
07/01/2018 11:47:15.730000,11.5,49.0,67.0
07/01/2018 11:49:55.653333,11.2,49.0,67.0
07/01/2018 11:52:35.716666,10.88,49.0,67.0
07/01/2018 11:55:15.646666,12.14,49.0,67.0
07/01/2018 11:59:15.646666,9.95,50.0,67.0
07/01/2018 12:01:55.656666,12.33,50.0,67.0
07/01/2018 12:04:35.650000,11.44,50.0,67.0
07/01/2018 12:07:15.660000,12.1,50.0,67.0
07/01/2018 12:11:15.730000,12.14,50.0,67.0
07/01/2018 12:13:55.646666,11.5,50.0,67.0
07/01/2018 12:16:35.723333,11.05,50.0,67.0
07/01/2018 12:20:35.643333,10.69,50.0,67.0
07/01/2018 12:23:15.653333,11.83,51.0,67.0
07/01/2018 12:25:55.673333,12.37,50.0,67.0
07/01/2018 12:28:35.653333,11.55,50.0,67.0
07/01/2018 12:32:35.663333,12.02,50.0,67.0
07/01/2018 12:35:16.123333,11.62,50.0,67.0
07/01/2018 12:37:55.660000,12.15,50.0,67.0
07/01/2018 12:40:35.663333,11.68,50.0,67.0
07/01/2018 12:44:35.653333,11.64,48.0,67.0
07/01/2018 12:47:15.716666,11.14,48.0,67.0
07/01/2018 12:49:55.650000,10.48,48.0,67.0
07/01/2018 12:52:35.653333,11.68,48.0,67.0
07/01/2018 12:56:35.670000,12.56,48.0,68.0
07/01/2018 12:59:15.653333,11.49,48.0,68.0
07/01/2018 13:01:55.786666,11.95,48.0,68.0
07/01/2018 13:04:35.683333,12.79,48.0,68.0
07/01/2018 13:08:35.706666,12.52,48.0,68.0
07/01/2018 13:11:15.656666,13.4,48.0,68.0
07/01/2018 13:13:55.656666,14.21,48.0,68.0
07/01/2018 13:16:35.656666,14.0,49.0,68.0
07/01/2018 13:20:35.660000,16.24,48.0,68.0
07/01/2018 13:23:15.746666,15.02,48.0,68.0
07/01/2018 13:25:55.766666,13.54,48.0,68.0
07/01/2018 13:28:35.790000,14.54,47.0,68.0
07/01/2018 13:31:15.786666,14.31,47.0,68.0
07/01/2018 13:34:50.693333,14.68,47.0,69.0
07/01/2018 13:37:30.663333,12.55,46.0,69.0
07/01/2018 13:40:10.666666,12.63,45.0,69.0
07/01/2018 13:42:50.693333,13.07,45.0,69.0
07/01/2018 13:46:50.666666,12.52,45.0,69.0
07/01/2018 13:49:30.780000,11.24,44.0,69.0
07/01/2018 13:52:10.666666,11.78,44.0,69.0
07/01/2018 13:54:50.676666,10.86,43.0,69.0
07/01/2018 13:58:51.196666,11.41,43.0,69.0
07/01/2018 14:01:30.826666,10.23,43.0,70.0
07/01/2018 14:04:10.740000,10.24,43.0,70.0
07/01/2018 14:08:10.683333,10.39,43.0,70.0
07/01/2018 14:10:50.666666,10.63,43.0,70.0
07/01/2018 14:13:30.766666,11.15,42.0,70.0
07/01/2018 14:16:10.763333,11.37,42.0,70.0
07/01/2018 14:20:10.730000,9.76,42.0,71.0
07/01/2018 14:22:50.686666,11.55,42.0,71.0
07/01/2018 14:25:30.776666,10.62,41.0,71.0
07/01/2018 14:28:10.670000,11.38,42.0,71.0
07/01/2018 14:32:10.706666,11.56,42.0,71.0
07/01/2018 14:34:50.746666,11.14,42.0,71.0
07/01/2018 14:37:30.673333,10.46,42.0,71.0
07/01/2018 14:40:10.830000,10.9,42.0,72.0
07/01/2018 14:44:10.706666,10.98,42.0,72.0
07/01/2018 14:46:50.783333,11.14,42.0,72.0
07/01/2018 14:49:31.010000,11.21,41.0,72.0
07/01/2018 14:52:10.846666,10.91,41.0,72.0
07/01/2018 14:56:10.686666,12.73,43.0,72.0
07/01/2018 14:58:50.916666,11.95,42.0,72.0
07/01/2018 15:01:30.710000,12.93,43.0,73.0
07/01/2018 15:04:10.776666,11.55,43.0,73.0
07/01/2018 15:08:10.916666,12.56,44.0,73.0
07/01/2018 15:10:50.736666,11.92,42.0,73.0
07/01/2018 15:13:30.826666,12.21,41.0,73.0
07/01/2018 15:17:31.123333,11.41,42.0,73.0
07/01/2018 15:20:10.766666,11.43,42.0,73.0
07/01/2018 15:22:50.683333,12.05,42.0,74.0
07/01/2018 15:25:31.320000,13.12,41.0,74.0
07/01/2018 15:29:30.676666,11.95,42.0,74.0
07/01/2018 15:32:10.900000,12.79,42.0,74.0
07/01/2018 15:34:50.830000,13.46,42.0,74.0
07/01/2018 15:37:30.733333,14.54,41.0,75.0
07/01/2018 15:41:30.680000,12.79,41.0,75.0
07/01/2018 15:44:10.793333,11.93,41.0,75.0
07/01/2018 15:46:50.686666,13.32,41.0,75.0
07/01/2018 15:49:30.766666,12.49,40.0,75.0
07/01/2018 15:53:30.696666,14.63,40.0,75.0
07/01/2018 15:56:11.036666,12.63,40.0,76.0
07/01/2018 15:58:50.736666,13.2,40.0,76.0
07/01/2018 16:01:30.783333,14.77,40.0,76.0
07/01/2018 16:05:30.686666,13.76,40.0,76.0
07/01/2018 16:08:10.803333,14.31,40.0,77.0
07/01/2018 16:10:50.726666,14.95,39.0,77.0
07/01/2018 16:13:30.730000,13.93,39.0,77.0
07/01/2018 16:16:10.686666,14.2,39.0,77.0
07/01/2018 16:18:50.700000,13.14,39.0,77.0
07/01/2018 16:22:50.686666,15.9,38.0,78.0
07/01/2018 16:25:30.803333,15.63,38.0,78.0
07/01/2018 16:28:10.910000,15.15,37.0,78.0
07/01/2018 16:30:50.740000,14.59,37.0,79.0
07/01/2018 16:34:50.696666,14.46,37.0,79.0
07/01/2018 16:37:30.713333,14.36,36.0,80.0
07/01/2018 16:40:10.693333,15.12,35.0,80.0
07/01/2018 16:42:50.770000,15.36,35.0,80.0
07/01/2018 16:46:50.706666,14.71,35.0,80.0
07/01/2018 16:49:30.766666,17.07,34.0,81.0
07/01/2018 16:52:10.700000,14.81,33.0,81.0
07/01/2018 16:56:10.716666,16.45,32.0,82.0
07/01/2018 16:58:50.690000,16.79,32.0,82.0
07/01/2018 17:01:30.736666,16.78,32.0,82.0
07/01/2018 17:04:10.726666,15.93,31.0,82.0
07/01/2018 17:08:10.710000,16.85,32.0,83.0
07/01/2018 17:10:50.820000,15.9,31.0,83.0
07/01/2018 17:13:30.706666,14.21,31.0,83.0
07/01/2018 17:16:10.720000,16.69,31.0,84.0
07/01/2018 17:20:10.713333,16.1,30.0,84.0
07/01/2018 17:22:50.710000,15.85,29.0,85.0
07/01/2018 17:25:30.716666,14.93,28.0,85.0
07/01/2018 17:28:10.700000,15.17,29.0,86.0
07/01/2018 17:32:10.820000,15.71,27.0,86.0
07/01/2018 17:34:50.703333,16.22,27.0,86.0
07/01/2018 17:37:30.703333,14.66,27.0,87.0
07/01/2018 17:40:10.776666,14.74,26.0,87.0
07/01/2018 17:44:10.730000,15.61,25.0,88.0
07/01/2018 17:46:50.710000,15.31,25.0,87.0
07/01/2018 17:49:30.706666,14.1,26.0,88.0
07/01/2018 17:52:10.706666,14.14,24.0,88.0
07/01/2018 17:56:10.716666,14.41,23.0,88.0
07/01/2018 17:58:50.723333,11.93,23.0,89.0
07/01/2018 18:01:30.783333,13.0,22.0,89.0
07/01/2018 18:05:30.720000,16.05,22.0,90.0
07/01/2018 18:08:10.926666,15.95,22.0,90.0
07/01/2018 18:10:50.720000,15.19,22.0,90.0
07/01/2018 18:13:30.723333,14.1,20.0,90.0
07/01/2018 18:17:30.770000,14.07,20.0,91.0
07/01/2018 18:20:10.733333,15.24,20.0,91.0
07/01/2018 18:22:50.846666,15.39,20.0,91.0
07/01/2018 18:25:30.796666,15.02,20.0,91.0
07/01/2018 18:29:30.826666,15.12,20.0,92.0
07/01/2018 18:32:10.766666,14.39,19.0,92.0
07/01/2018 18:34:50.723333,12.95,18.0,92.0
07/01/2018 18:37:30.866666,12.38,19.0,92.0
07/01/2018 18:41:30.720000,13.59,19.0,92.0
07/01/2018 18:44:10.716666,14.28,18.0,92.0
07/01/2018 18:46:50.800000,14.45,20.0,93.0
07/01/2018 18:49:30.733333,11.35,18.0,93.0
07/01/2018 18:53:30.756666,11.71,18.0,93.0
07/01/2018 18:56:10.766666,13.25,19.0,94.0
07/01/2018 18:58:50.736666,14.14,19.0,94.0
07/01/2018 19:01:30.813333,9.93,17.0,94.0
07/01/2018 19:05:30.726666,12.4,17.0,94.0
07/01/2018 19:08:10.720000,10.24,15.0,94.0
07/01/2018 19:10:50.723333,9.34,16.0,94.0
07/01/2018 19:13:30.846666,10.35,15.0,95.0
07/01/2018 19:17:30.726666,9.64,15.0,95.0
07/01/2018 19:20:10.823333,7.53,13.0,95.0
07/01/2018 19:22:50.743333,7.24,13.0,95.0
07/01/2018 19:25:30.746666,8.98,14.0,95.0
07/01/2018 19:29:30.726666,7.21,13.0,95.0
07/01/2018 19:32:10.730000,8.74,14.0,96.0
07/01/2018 19:34:51.000000,8.9,14.0,96.0
07/01/2018 19:37:30.750000,8.19,13.0,96.0
07/01/2018 19:41:30.760000,7.74,13.0,96.0
07/01/2018 19:44:10.930000,7.68,13.0,97.0
07/01/2018 19:46:50.733333,7.34,12.0,97.0
07/01/2018 19:49:30.746666,6.63,14.0,97.0
07/01/2018 19:52:11.016666,6.05,13.0,97.0
07/01/2018 19:54:50.740000,6.56,13.0,97.0
07/01/2018 19:58:50.763333,6.64,13.0,97.0
07/01/2018 20:01:30.730000,7.2,13.0,97.0
07/01/2018 20:04:10.736666,7.68,13.0,97.0
07/01/2018 20:06:50.923333,7.33,13.0,97.0
07/01/2018 20:10:50.746666,6.98,12.0,97.0
07/01/2018 20:13:30.743333,6.66,12.0,97.0
07/01/2018 20:17:30.736666,7.32,12.0,97.0
07/01/2018 20:18:50.756666,6.32,12.0,97.0
07/01/2018 20:22:50.740000,7.17,11.0,97.0
07/01/2018 20:25:30.746666,6.93,12.0,98.0
07/01/2018 20:29:30.790000,7.02,12.0,98.0
07/01/2018 20:32:10.750000,6.15,12.0,98.0
07/01/2018 20:34:50.823333,6.61,12.0,98.0
07/01/2018 20:37:31.696666,5.55,13.0,99.0
07/01/2018 20:40:11.100000,5.29,11.0,99.0
07/01/2018 20:44:11.100000,6.0,11.0,99.0
07/01/2018 20:46:51.510000,5.98,12.0,99.0
07/01/2018 20:49:30.763333,6.12,12.0,99.0
07/01/2018 20:52:10.770000,5.5,11.0,99.0
07/01/2018 20:56:10.746666,6.38,11.0,100.0
07/01/2018 20:58:50.820000,6.76,12.0,100.0
07/01/2018 21:01:30.856666,5.54,12.0,100.0
07/01/2018 21:04:10.746666,7.56,12.0,100.0
07/01/2018 21:08:10.773333,9.0,12.0,100.0
07/01/2018 21:10:50.843333,7.14,12.0,100.0
07/01/2018 21:13:30.760000,7.4,12.0,100.0
07/01/2018 21:17:30.793333,7.29,12.0,101.0
07/01/2018 21:20:10.750000,8.24,12.0,101.0
07/01/2018 21:22:50.803333,8.0,11.0,101.0
07/01/2018 21:25:30.760000,7.69,12.0,101.0
07/01/2018 21:29:30.760000,7.98,11.0,101.0
07/01/2018 21:32:11.366666,8.0,12.0,101.0
07/01/2018 21:34:50.773333,8.0,11.0,101.0
07/01/2018 21:37:30.756666,8.17,11.0,101.0
07/01/2018 21:41:30.756666,7.74,11.0,101.0
07/01/2018 21:44:10.830000,9.37,11.0,101.0
07/01/2018 21:46:51.280000,8.37,11.0,101.0
07/01/2018 21:49:30.766666,8.27,11.0,101.0
07/01/2018 21:53:30.766666,8.29,11.0,100.0
07/01/2018 21:56:10.756666,8.0,11.0,100.0
07/01/2018 21:58:50.756666,7.9,12.0,101.0
07/01/2018 22:01:30.790000,7.83,11.0,101.0
07/01/2018 22:05:30.766666,8.0,11.0,101.0
07/01/2018 22:08:10.786666,8.21,11.0,101.0
07/01/2018 22:10:50.766666,8.13,11.0,101.0
07/01/2018 22:13:30.796666,8.02,11.0,102.0
07/01/2018 22:17:30.770000,8.48,10.0,102.0
07/01/2018 22:18:50.913333,8.07,10.0,102.0
07/01/2018 22:22:50.776666,7.24,11.0,102.0
07/01/2018 22:25:30.806666,7.88,10.0,102.0
07/01/2018 22:28:10.780000,8.07,10.0,102.0
07/01/2018 22:30:50.783333,8.73,10.0,102.0
07/01/2018 22:34:50.816666,8.21,10.0,102.0
07/01/2018 22:37:30.793333,8.07,11.0,102.0
07/01/2018 22:40:11.226666,8.4,10.0,103.0
07/01/2018 22:42:50.800000,8.32,10.0,103.0
07/01/2018 22:46:50.923333,8.29,10.0,103.0
07/01/2018 22:49:31.986666,7.2,10.0,103.0
07/01/2018 22:52:11.340000,7.24,9.0,103.0
07/01/2018 22:56:10.816666,7.0,10.0,103.0
07/01/2018 22:58:50.830000,7.05,9.0,103.0
07/01/2018 23:01:30.843333,7.1,10.0,102.0
07/01/2018 23:04:10.830000,7.0,10.0,102.0
07/01/2018 23:08:10.786666,7.88,10.0,101.0
07/01/2018 23:10:50.823333,8.29,10.0,101.0
07/01/2018 23:13:30.813333,8.05,10.0,101.0
07/01/2018 23:16:10.830000,7.73,10.0,101.0
07/01/2018 23:20:10.793333,8.36,10.0,101.0
07/01/2018 23:22:50.813333,7.98,10.0,102.0
07/01/2018 23:25:30.786666,7.36,10.0,102.0
07/01/2018 23:28:10.803333,8.0,10.0,101.0
07/01/2018 23:32:10.803333,8.29,10.0,101.0
07/01/2018 23:34:50.800000,8.43,10.0,101.0
07/01/2018 23:37:30.793333,8.0,10.0,101.0
07/01/2018 23:40:10.816666,8.24,10.0,101.0
07/01/2018 23:44:10.810000,8.07,10.0,101.0
07/01/2018 23:46:50.800000,8.88,10.0,101.0
07/01/2018 23:49:30.830000,8.37,10.0,101.0
07/01/2018 23:53:30.796666,8.8,10.0,101.0
07/01/2018 23:56:10.846666,8.44,10.0,101.0
07/01/2018 23:58:50.800000,8.38,10.0,101.0
07/02/2018 00:01:30.803333,8.0,10.0,101.0
07/02/2018 00:05:30.810000,8.21,10.0,101.0
07/02/2018 00:08:10.790000,8.6,10.0,101.0
07/02/2018 00:10:50.803333,8.81,10.0,101.0
07/02/2018 00:13:30.823333,15.02,11.0,101.0
07/02/2018 00:17:30.806666,30.28,10.0,101.0
07/02/2018 00:20:11.153333,12.23,11.0,101.0
07/02/2018 00:22:51.443333,8.33,10.0,101.0
07/02/2018 00:25:30.803333,10.13,11.0,101.0
07/02/2018 00:29:31.016666,8.93,11.0,100.0
07/02/2018 00:32:10.810000,8.55,11.0,100.0
07/02/2018 00:34:50.806666,9.95,11.0,100.0
07/02/2018 00:37:30.816666,11.29,11.0,100.0
07/02/2018 00:41:30.806666,9.76,11.0,100.0
07/02/2018 00:44:10.806666,8.95,11.0,100.0
07/02/2018 00:46:50.833333,9.67,11.0,100.0
