InstrumentName, 26th and Williams B,,
07/01/2018 23:43:36.223333,8.4,11.0,99.0
07/01/2018 23:46:16.303333,8.7,11.0,99.0
07/01/2018 23:50:16.273333,7.6,11.0,99.0
07/01/2018 23:52:56.223333,8.86,12.0,99.0
07/01/2018 23:55:36.216666,8.72,11.0,99.0
07/01/2018 23:58:16.236666,8.86,11.0,99.0
07/02/2018 00:02:16.236666,8.5,10.0,99.0
07/02/2018 00:04:56.223333,8.3,12.0,99.0
07/02/2018 00:07:36.226666,7.67,11.0,99.0
07/02/2018 00:11:36.223333,8.02,12.0,99.0
07/02/2018 00:14:16.236666,9.76,12.0,98.0
07/02/2018 00:16:56.226666,8.95,12.0,98.0
07/02/2018 00:19:36.250000,8.26,12.0,98.0
07/02/2018 00:23:36.233333,8.81,12.0,98.0
07/02/2018 00:26:16.230000,9.02,12.0,98.0
07/02/2018 00:28:56.256666,8.57,12.0,98.0
07/02/2018 00:31:36.303333,9.11,13.0,98.0
07/02/2018 00:35:36.303333,9.42,13.0,98.0
07/02/2018 00:36:56.240000,9.3,13.0,98.0
07/02/2018 00:40:57.150000,9.19,13.0,98.0
07/02/2018 00:43:36.276666,11.4,13.0,98.0
07/02/2018 00:47:36.290000,9.02,13.0,97.0
07/02/2018 00:50:16.253333,9.3,14.0,97.0
07/02/2018 00:52:56.243333,9.52,14.0,97.0
07/02/2018 00:55:36.246666,9.65,14.0,97.0
07/02/2018 00:58:16.250000,8.86,14.0,97.0
07/02/2018 01:00:56.246666,8.63,15.0,97.0
07/02/2018 01:04:56.243333,8.61,14.0,97.0
07/02/2018 01:07:36.253333,8.6,15.0,97.0
07/02/2018 01:10:16.346666,9.44,14.0,96.0
07/02/2018 01:12:56.253333,9.39,14.0,97.0
07/02/2018 01:16:56.253333,8.51,14.0,96.0
07/02/2018 01:19:36.293333,9.57,14.0,96.0
07/02/2018 01:22:16.250000,8.95,14.0,96.0
07/02/2018 01:24:56.253333,9.38,14.0,96.0
07/02/2018 01:28:56.256666,9.72,14.0,96.0
07/02/2018 01:31:36.280000,9.62,14.0,96.0
07/02/2018 01:34:16.256666,8.95,14.0,96.0
07/02/2018 01:36:56.600000,9.05,15.0,96.0
07/02/2018 01:40:56.276666,10.51,15.0,96.0
07/02/2018 01:43:36.263333,9.83,15.0,96.0
07/02/2018 01:46:16.260000,9.65,15.0,96.0
07/02/2018 01:48:56.333333,9.16,15.0,96.0
07/02/2018 01:52:56.263333,9.02,15.0,95.0
07/02/2018 01:55:36.260000,9.0,16.0,95.0
07/02/2018 01:58:16.273333,9.81,16.0,95.0
07/02/2018 02:02:16.336666,10.09,16.0,95.0
07/02/2018 02:04:56.333333,9.67,16.0,95.0
07/02/2018 02:07:36.273333,10.0,16.0,95.0
07/02/2018 02:10:16.270000,10.64,16.0,95.0
07/02/2018 02:14:16.273333,11.14,16.0,95.0
07/02/2018 02:16:56.280000,11.02,17.0,95.0
07/02/2018 02:19:36.293333,10.83,17.0,94.0
07/02/2018 02:22:16.300000,11.18,17.0,94.0
07/02/2018 02:26:16.420000,11.81,18.0,94.0
07/02/2018 02:28:57.276666,13.71,18.0,94.0
07/02/2018 02:31:36.286666,13.26,18.0,94.0
07/02/2018 02:34:16.293333,12.45,19.0,93.0
07/02/2018 02:38:16.406666,8.24,17.0,93.0
07/02/2018 02:40:56.266666,7.9,17.0,93.0
07/02/2018 02:43:36.283333,7.62,17.0,93.0
07/02/2018 02:46:16.283333,7.56,17.0,93.0
07/02/2018 02:50:16.326666,7.69,17.0,92.0
07/02/2018 02:52:56.333333,6.3,17.0,91.0
07/02/2018 02:55:36.343333,5.91,17.0,91.0
07/02/2018 02:59:36.323333,6.81,18.0,91.0
07/02/2018 03:02:16.290000,6.67,18.0,91.0
07/02/2018 03:04:56.290000,7.37,18.0,91.0
07/02/2018 03:07:36.323333,7.28,18.0,91.0
07/02/2018 03:11:36.316666,6.74,18.0,91.0
07/02/2018 03:14:16.290000,7.7,18.0,91.0
07/02/2018 03:16:56.293333,7.42,18.0,91.0
07/02/2018 03:19:36.296666,7.28,18.0,91.0
07/02/2018 03:23:36.356666,6.42,19.0,91.0
07/02/2018 03:26:16.910000,7.19,19.0,91.0
07/02/2018 03:28:56.306666,8.42,19.0,91.0
07/02/2018 03:31:36.303333,7.19,19.0,90.0
07/02/2018 03:35:36.406666,7.29,19.0,90.0
07/02/2018 03:38:16.306666,7.74,19.0,90.0
07/02/2018 03:40:56.300000,5.8,18.0,90.0
07/02/2018 03:43:36.320000,7.53,18.0,90.0
07/02/2018 03:46:16.303333,8.26,19.0,90.0
07/02/2018 03:48:56.316666,7.65,19.0,90.0
07/02/2018 03:52:56.373333,7.77,19.0,90.0
07/02/2018 03:55:36.310000,7.68,19.0,90.0
07/02/2018 03:58:16.313333,7.35,18.0,90.0
07/02/2018 04:00:56.330000,6.65,19.0,89.0
07/02/2018 04:04:56.333333,6.05,18.0,89.0
07/02/2018 04:07:36.320000,5.67,18.0,89.0
07/02/2018 04:10:16.350000,5.05,18.0,89.0
07/02/2018 04:12:56.326666,6.16,19.0,89.0
07/02/2018 04:16:56.326666,5.7,19.0,88.0
07/02/2018 04:19:36.303333,5.36,19.0,89.0
07/02/2018 04:22:16.306666,5.57,19.0,88.0
07/02/2018 04:24:56.340000,6.19,19.0,89.0
07/02/2018 04:28:56.316666,5.5,19.0,89.0
07/02/2018 04:31:36.326666,5.07,19.0,88.0
07/02/2018 04:34:17.333333,4.95,19.0,88.0
07/02/2018 04:38:16.326666,5.43,20.0,88.0
07/02/2018 04:40:56.333333,5.29,20.0,88.0
07/02/2018 04:43:36.330000,4.76,20.0,87.0
07/02/2018 04:46:16.310000,5.02,21.0,87.0
07/02/2018 04:50:16.390000,4.45,21.0,87.0
07/02/2018 04:52:56.336666,4.88,21.0,87.0
07/02/2018 04:55:36.330000,5.43,21.0,87.0
07/02/2018 04:58:16.346666,4.57,21.0,87.0
07/02/2018 05:02:16.440000,4.67,21.0,87.0
07/02/2018 05:04:56.340000,4.28,21.0,87.0
07/02/2018 05:07:36.326666,4.74,22.0,87.0
07/02/2018 05:11:36.330000,4.79,22.0,86.0
07/02/2018 05:14:16.340000,4.47,22.0,86.0
07/02/2018 05:16:56.346666,4.05,22.0,87.0
07/02/2018 05:19:36.343333,3.7,22.0,87.0
07/02/2018 05:22:16.350000,4.62,22.0,87.0
07/02/2018 05:26:16.346666,3.95,22.0,86.0
07/02/2018 05:28:56.346666,4.34,22.0,86.0
07/02/2018 05:31:36.343333,4.76,22.0,86.0
07/02/2018 05:35:36.346666,4.29,22.0,86.0
07/02/2018 05:38:16.333333,4.02,23.0,86.0
07/02/2018 05:40:56.350000,3.67,23.0,86.0
07/02/2018 05:43:36.396666,4.43,22.0,86.0
07/02/2018 05:47:36.346666,4.36,23.0,86.0
07/02/2018 05:50:16.423333,4.91,23.0,86.0
07/02/2018 05:52:56.350000,3.57,23.0,86.0
07/02/2018 05:55:36.350000,4.0,23.0,86.0
07/02/2018 05:59:36.356666,3.77,23.0,86.0
07/02/2018 06:02:16.496666,4.56,23.0,85.0
07/02/2018 06:04:56.340000,3.93,23.0,85.0
07/02/2018 06:07:36.366666,4.28,23.0,85.0
07/02/2018 06:10:16.353333,4.77,23.0,85.0
07/02/2018 06:12:56.423333,3.67,24.0,85.0
07/02/2018 06:16:56.346666,4.03,24.0,85.0
07/02/2018 06:19:36.356666,4.09,24.0,85.0
07/02/2018 06:22:16.360000,4.22,24.0,85.0
07/02/2018 06:24:56.360000,4.61,24.0,85.0
07/02/2018 06:28:57.023333,4.26,24.0,84.0
07/02/2018 06:31:36.360000,4.63,24.0,84.0
07/02/2018 06:34:16.356666,4.4,24.0,84.0
07/02/2018 06:36:56.416666,4.6,25.0,84.0
07/02/2018 06:40:57.376666,5.28,24.0,84.0
07/02/2018 06:43:36.366666,5.14,25.0,84.0
07/02/2018 06:46:16.373333,4.64,25.0,84.0
07/02/2018 06:48:56.426666,3.81,25.0,84.0
07/02/2018 06:52:56.366666,5.24,25.0,84.0
07/02/2018 06:55:36.380000,5.68,25.0,84.0
07/02/2018 06:58:16.360000,5.82,25.0,84.0
07/02/2018 07:00:56.986666,5.28,25.0,84.0
07/02/2018 07:04:56.376666,5.84,25.0,84.0
07/02/2018 07:07:36.380000,5.07,25.0,83.0
07/02/2018 07:10:16.370000,5.14,25.0,83.0
07/02/2018 07:14:16.363333,5.17,25.0,83.0
07/02/2018 07:16:56.370000,4.77,25.0,83.0
07/02/2018 07:19:36.416666,6.0,25.0,83.0
07/02/2018 07:22:16.403333,6.12,26.0,83.0
07/02/2018 07:26:16.376666,5.71,26.0,83.0
07/02/2018 07:28:56.380000,6.24,26.0,83.0
07/02/2018 07:31:36.386666,5.23,26.0,82.0
07/02/2018 07:34:16.373333,5.4,26.0,82.0
07/02/2018 07:38:16.376666,4.88,26.0,82.0
07/02/2018 07:40:56.390000,5.36,26.0,82.0
07/02/2018 07:43:36.383333,5.64,26.0,82.0
07/02/2018 07:46:16.383333,4.81,26.0,82.0
07/02/2018 07:50:16.393333,5.16,26.0,82.0
07/02/2018 07:52:56.393333,4.95,26.0,82.0
07/02/2018 07:55:36.413333,5.6,27.0,82.0
07/02/2018 07:59:36.390000,5.16,27.0,82.0
07/02/2018 08:02:16.406666,6.35,27.0,82.0
07/02/2018 08:04:56.390000,5.98,27.0,82.0
07/02/2018 08:07:37.053333,5.37,27.0,82.0
07/02/2018 08:11:36.496666,5.0,27.0,81.0
07/02/2018 08:14:16.416666,5.05,27.0,81.0
07/02/2018 08:16:56.403333,4.73,27.0,81.0
07/02/2018 08:19:36.513333,5.47,27.0,81.0
07/02/2018 08:23:36.406666,4.53,27.0,81.0
07/02/2018 08:26:16.503333,5.14,28.0,81.0
07/02/2018 08:28:56.406666,5.28,28.0,81.0
07/02/2018 08:31:36.400000,5.07,28.0,81.0
07/02/2018 08:35:36.396666,4.98,28.0,80.0
07/02/2018 08:38:16.396666,6.55,28.0,80.0
07/02/2018 08:40:56.703333,5.28,28.0,80.0
07/02/2018 08:43:36.396666,5.33,29.0,80.0
07/02/2018 08:46:16.403333,5.76,29.0,80.0
07/02/2018 08:50:16.813333,5.4,29.0,80.0
07/02/2018 08:52:56.506666,6.25,29.0,80.0
07/02/2018 08:55:36.506666,5.4,29.0,80.0
07/02/2018 08:58:16.413333,6.07,29.0,80.0
07/02/2018 09:00:56.403333,6.55,29.0,80.0
07/02/2018 09:04:56.953333,6.02,29.0,80.0
07/02/2018 09:07:36.406666,7.02,29.0,79.0
07/02/2018 09:10:16.433333,5.55,29.0,79.0
07/02/2018 09:12:56.416666,6.42,30.0,79.0
07/02/2018 09:16:56.516666,5.38,30.0,79.0
07/02/2018 09:19:36.416666,6.86,30.0,79.0
07/02/2018 09:22:16.860000,6.58,30.0,79.0
07/02/2018 09:24:56.413333,5.29,30.0,79.0
07/02/2018 09:28:56.416666,6.64,30.0,79.0
07/02/2018 09:31:36.423333,6.0,30.0,79.0
07/02/2018 09:35:36.413333,7.15,30.0,79.0
07/02/2018 09:36:56.403333,7.02,30.0,79.0
07/02/2018 09:40:56.616666,7.81,30.0,79.0
07/02/2018 09:43:36.406666,8.12,29.0,79.0
07/02/2018 09:46:16.420000,7.98,29.0,79.0
07/02/2018 09:50:16.440000,8.05,30.0,78.0
07/02/2018 09:52:56.466666,8.19,30.0,78.0
07/02/2018 09:55:36.453333,8.84,30.0,78.0
07/02/2018 09:58:17.070000,8.27,30.0,78.0
07/02/2018 10:02:16.423333,8.7,29.0,78.0
07/02/2018 10:04:56.430000,9.13,29.0,78.0
07/02/2018 10:07:36.423333,8.43,29.0,78.0
07/02/2018 10:10:16.426666,8.83,29.0,78.0
07/02/2018 10:14:16.423333,9.05,29.0,78.0
07/02/2018 10:16:56.466666,8.72,29.0,78.0
07/02/2018 10:19:36.426666,8.79,29.0,78.0
07/02/2018 10:22:16.443333,8.91,29.0,78.0
07/02/2018 10:26:16.450000,8.95,30.0,78.0
07/02/2018 10:28:56.436666,9.81,30.0,78.0
07/02/2018 10:31:36.436666,8.45,31.0,77.0
07/02/2018 10:34:16.423333,8.74,31.0,77.0
07/02/2018 10:38:16.443333,9.38,31.0,77.0
07/02/2018 10:40:58.116666,9.02,31.0,77.0
07/02/2018 10:43:36.436666,9.6,31.0,77.0
07/02/2018 10:46:16.480000,8.81,32.0,76.0
07/02/2018 10:50:16.443333,8.98,32.0,76.0
07/02/2018 10:52:56.500000,9.21,32.0,76.0
07/02/2018 10:55:37.466666,8.33,32.0,76.0
07/02/2018 10:59:36.940000,10.27,32.0,76.0
07/02/2018 11:02:16.443333,9.15,33.0,76.0
07/02/2018 11:04:56.450000,8.21,33.0,76.0
07/02/2018 11:07:36.463333,9.14,33.0,76.0
07/02/2018 11:11:36.456666,10.1,33.0,76.0
07/02/2018 11:14:16.443333,9.31,33.0,76.0
07/02/2018 11:16:56.456666,9.23,33.0,75.0
07/02/2018 11:23:36.446666,8.88,34.0,75.0
07/02/2018 11:26:16.476666,8.13,34.0,75.0
07/02/2018 11:28:56.436666,9.21,34.0,75.0
07/02/2018 11:31:36.436666,9.35,34.0,75.0
07/02/2018 11:35:36.460000,9.21,34.0,75.0
07/02/2018 11:36:57.266666,8.79,35.0,75.0
07/02/2018 11:40:56.450000,8.48,35.0,74.0
07/02/2018 11:43:36.456666,9.53,35.0,74.0
07/02/2018 11:46:16.443333,9.67,36.0,74.0
07/02/2018 11:48:56.466666,8.9,36.0,74.0
07/02/2018 11:52:56.470000,9.62,37.0,74.0
07/02/2018 11:55:36.463333,9.44,36.0,74.0
07/02/2018 11:58:16.986666,9.83,36.0,74.0
07/02/2018 12:00:56.473333,9.35,36.0,74.0
07/02/2018 12:04:56.483333,8.6,36.0,74.0
07/02/2018 12:07:36.456666,8.77,35.0,74.0
07/02/2018 12:10:16.466666,8.88,35.0,75.0
07/02/2018 12:12:56.456666,8.84,35.0,75.0
07/02/2018 12:16:56.466666,9.64,35.0,75.0
07/02/2018 12:19:36.626666,8.53,35.0,75.0
07/02/2018 12:22:16.466666,8.15,36.0,75.0
07/02/2018 12:24:56.470000,17.36,37.0,75.0
07/02/2018 12:28:57.166666,19.4,37.0,75.0
07/02/2018 12:31:37.293333,19.07,37.0,75.0
07/02/2018 12:34:17.366666,16.51,37.0,75.0
07/02/2018 12:36:56.473333,14.91,38.0,75.0
07/02/2018 12:40:56.536666,12.66,38.0,75.0
07/02/2018 12:43:36.473333,12.24,39.0,75.0
07/02/2018 12:46:16.496666,12.1,38.0,75.0
07/02/2018 12:50:16.460000,9.71,39.0,75.0
07/02/2018 12:52:56.470000,8.98,38.0,75.0
07/02/2018 12:55:36.476666,10.3,37.0,76.0
07/02/2018 12:58:16.523333,11.1,38.0,76.0
07/02/2018 13:02:16.486666,9.72,37.0,76.0
07/02/2018 13:04:56.466666,10.37,36.0,76.0
07/02/2018 13:07:36.520000,9.88,35.0,76.0
07/02/2018 13:10:16.526666,11.02,35.0,76.0
07/02/2018 13:14:16.473333,10.24,34.0,76.0
07/02/2018 13:16:56.476666,10.88,34.0,76.0
07/02/2018 13:19:36.476666,10.15,34.0,76.0
07/02/2018 13:22:16.493333,10.3,33.0,77.0
07/02/2018 13:26:16.536666,11.42,33.0,77.0
07/02/2018 13:28:56.476666,10.95,33.0,77.0
07/02/2018 13:31:37.330000,10.72,33.0,77.0
07/02/2018 13:34:16.496666,11.52,33.0,77.0
07/02/2018 13:38:16.476666,12.95,33.0,77.0
07/02/2018 13:40:56.516666,11.32,33.0,77.0
07/02/2018 13:43:36.480000,11.98,32.0,77.0
07/02/2018 13:47:36.486666,11.6,32.0,77.0
07/02/2018 13:50:16.520000,11.43,31.0,77.0
07/02/2018 13:52:56.496666,12.15,32.0,78.0
07/02/2018 13:55:37.243333,11.79,32.0,78.0
07/02/2018 13:59:36.496666,11.73,32.0,78.0
07/02/2018 14:02:16.503333,11.63,31.0,78.0
07/02/2018 14:04:56.490000,10.86,31.0,78.0
07/02/2018 14:07:36.516666,13.48,30.0,78.0
07/02/2018 14:11:36.486666,12.42,31.0,78.0
07/02/2018 14:14:16.606666,13.59,30.0,78.0
07/02/2018 14:16:56.533333,11.37,30.0,79.0
07/02/2018 14:19:36.500000,12.42,29.0,79.0
07/02/2018 14:23:36.490000,11.54,30.0,79.0
07/02/2018 14:24:56.500000,11.84,29.0,79.0
07/02/2018 14:27:36.493333,10.77,29.0,79.0
07/02/2018 14:31:36.503333,11.35,28.0,79.0
07/02/2018 14:34:16.500000,9.93,27.0,79.0
07/02/2018 14:38:16.546666,7.98,26.0,79.0
07/02/2018 14:40:57.116666,8.6,27.0,80.0
07/02/2018 14:43:36.673333,8.6,26.0,80.0
07/02/2018 14:46:16.500000,8.29,26.0,80.0
07/02/2018 14:48:56.513333,7.93,26.0,80.0
07/02/2018 14:52:56.536666,7.83,25.0,80.0
07/02/2018 14:55:36.506666,8.0,25.0,81.0
07/02/2018 14:58:16.516666,7.0,24.0,81.0
07/02/2018 15:02:16.516666,7.35,25.0,81.0
07/02/2018 15:04:56.523333,7.33,25.0,81.0
07/02/2018 15:07:36.566666,6.42,25.0,82.0
07/02/2018 15:11:36.526666,7.05,25.0,82.0
07/02/2018 15:12:56.530000,6.43,24.0,82.0
07/02/2018 15:16:56.576666,6.52,24.0,82.0
07/02/2018 15:19:36.510000,5.93,23.0,82.0
07/02/2018 15:22:16.530000,6.74,23.0,82.0
07/02/2018 15:26:16.513333,4.78,24.0,82.0
07/02/2018 15:28:56.506666,4.23,24.0,83.0
07/02/2018 15:31:36.616666,3.39,22.0,83.0
07/02/2018 15:34:16.500000,4.37,23.0,83.0
07/02/2018 15:38:16.516666,4.05,22.0,83.0
07/02/2018 15:40:56.516666,5.0,23.0,83.0
07/02/2018 15:43:36.516666,4.64,24.0,83.0
07/02/2018 15:46:16.533333,4.47,24.0,83.0
07/02/2018 15:50:16.533333,5.4,24.0,84.0
07/02/2018 15:52:56.533333,5.6,24.0,84.0
07/02/2018 15:55:36.510000,5.19,22.0,84.0
07/02/2018 15:58:16.546666,5.5,22.0,84.0
07/02/2018 16:02:16.530000,4.81,22.0,84.0
07/02/2018 16:04:56.830000,4.72,22.0,85.0
07/02/2018 16:07:36.586666,4.69,22.0,85.0
07/02/2018 16:10:16.540000,4.84,23.0,85.0
07/02/2018 16:14:16.543333,4.86,22.0,85.0
07/02/2018 16:16:56.566666,5.3,22.0,86.0
07/02/2018 16:19:36.563333,3.98,22.0,86.0
07/02/2018 16:22:16.590000,4.12,22.0,86.0
07/02/2018 16:26:17.016666,4.82,22.0,86.0
07/02/2018 16:28:56.533333,4.33,21.0,86.0
07/02/2018 16:31:36.560000,4.93,21.0,86.0
07/02/2018 16:35:36.686666,4.14,21.0,87.0
07/02/2018 16:38:16.526666,5.7,21.0,87.0
07/02/2018 16:43:36.536666,4.95,21.0,87.0
07/02/2018 16:47:36.550000,3.9,21.0,88.0
07/02/2018 16:50:16.553333,4.37,19.0,88.0
07/02/2018 16:52:56.606666,4.12,19.0,87.0
07/02/2018 16:55:38.076666,4.12,20.0,88.0
07/02/2018 16:59:37.273333,4.22,19.0,88.0
07/02/2018 17:02:16.576666,3.86,19.0,88.0
07/02/2018 17:04:56.666666,4.19,18.0,89.0
07/02/2018 17:07:36.566666,4.69,18.0,88.0
07/02/2018 17:11:36.563333,3.62,18.0,89.0
07/02/2018 17:14:17.456666,4.02,17.0,89.0
07/02/2018 17:16:56.616666,3.58,17.0,89.0
07/02/2018 17:19:37.393333,4.0,17.0,89.0
07/02/2018 17:22:16.570000,4.62,16.0,89.0
07/02/2018 17:26:16.573333,3.79,17.0,90.0
07/02/2018 17:27:39.376666,4.26,17.0,90.0
07/02/2018 17:31:36.566666,4.22,17.0,90.0
07/02/2018 17:34:16.560000,4.46,16.0,91.0
07/02/2018 17:36:56.576666,4.67,17.0,91.0
07/02/2018 17:40:56.550000,4.38,16.0,91.0
07/02/2018 17:43:36.566666,4.35,16.0,91.0
07/02/2018 17:46:17.140000,4.17,16.0,91.0
07/02/2018 17:50:16.610000,4.64,16.0,92.0
07/02/2018 17:52:56.613333,4.52,17.0,92.0
07/02/2018 17:55:36.583333,4.76,16.0,92.0
07/02/2018 18:00:56.566666,4.1,16.0,93.0
07/02/2018 18:04:56.563333,3.19,14.0,93.0
07/02/2018 18:07:36.563333,3.29,14.0,94.0
