InstrumentName, Wash Park West B,,
StartTime, 2018-07-01 00:00:00,,
EndTime, 2018-07-31 23:59:59,,
Date,PM2.5,humidity,temp_f
07/01/2018 00:02:46.026666,2.02,36.0,72.0
07/01/2018 00:04:05.906666,1.21,35.0,72.0
07/01/2018 00:07:41.276666,1.88,35.0,72.0
07/01/2018 00:11:41.293333,0.93,35.0,72.0
07/01/2018 00:14:21.276666,1.11,35.0,72.0
07/01/2018 00:17:01.283333,1.5,35.0,72.0
07/01/2018 00:19:37.440000,2.5,35.0,72.0
07/01/2018 00:23:37.060000,1.98,34.0,72.0
07/01/2018 00:26:16.983333,3.19,34.0,72.0
07/01/2018 00:28:56.960000,3.23,34.0,72.0
07/01/2018 00:31:37.000000,4.76,34.0,72.0
07/01/2018 00:35:37.023333,5.45,34.0,72.0
07/01/2018 00:38:16.973333,8.12,34.0,72.0
07/01/2018 00:40:56.976666,12.32,34.0,72.0
07/01/2018 00:43:36.990000,3.16,34.0,72.0
07/01/2018 00:47:37.040000,2.49,34.0,72.0
07/01/2018 00:50:17.010000,2.71,34.0,72.0
07/01/2018 00:52:57.016666,1.74,34.0,73.0
07/01/2018 00:55:37.006666,2.4,34.0,73.0
07/01/2018 00:59:37.110000,2.14,34.0,73.0
07/01/2018 01:02:17.366666,1.98,35.0,73.0
07/01/2018 01:04:57.006666,2.0,35.0,73.0
07/01/2018 01:07:37.023333,4.05,35.0,72.0
07/01/2018 01:11:38.120000,4.03,36.0,72.0
07/01/2018 01:14:28.193333,2.19,36.0,72.0
07/01/2018 01:17:08.953333,4.07,36.0,72.0
07/01/2018 01:19:57.050000,2.17,36.0,73.0
07/01/2018 01:23:45.253333,7.6,35.0,73.0
07/01/2018 01:25:05.443333,4.58,35.0,73.0
07/01/2018 01:32:18.146666,8.0,35.0,73.0
07/01/2018 01:35:01.100000,2.1,34.0,73.0
07/01/2018 01:37:39.410000,2.37,35.0,73.0
07/01/2018 01:40:28.223333,2.96,35.0,73.0
07/01/2018 01:43:54.896666,2.41,35.0,73.0
07/01/2018 01:46:35.003333,2.82,35.0,73.0
07/01/2018 01:50:34.940000,2.0,35.0,73.0
07/01/2018 01:53:14.940000,2.21,35.0,73.0
07/01/2018 01:55:54.906666,2.44,35.0,72.0
07/01/2018 01:58:34.943333,2.26,36.0,72.0
07/01/2018 02:02:34.900000,2.56,35.0,72.0
07/01/2018 02:05:14.913333,2.21,36.0,72.0
07/01/2018 02:07:54.943333,2.72,36.0,72.0
07/01/2018 02:10:35.080000,3.14,36.0,72.0
07/01/2018 02:14:35.026666,3.41,36.0,72.0
07/01/2018 02:17:14.920000,3.07,36.0,72.0
07/01/2018 02:19:54.940000,2.53,36.0,72.0
07/01/2018 02:22:34.940000,2.72,36.0,72.0
07/01/2018 02:26:34.946666,2.74,36.0,72.0
07/01/2018 02:29:14.943333,3.26,36.0,72.0
07/01/2018 02:31:54.933333,2.85,36.0,72.0
07/01/2018 02:34:34.933333,2.12,36.0,72.0
07/01/2018 02:38:34.946666,2.61,36.0,72.0
07/01/2018 02:41:14.940000,2.79,36.0,71.0
07/01/2018 02:43:54.956666,2.26,37.0,72.0
07/01/2018 02:46:35.010000,2.91,37.0,71.0
07/01/2018 02:50:34.943333,2.52,37.0,71.0
07/01/2018 02:53:14.976666,2.88,37.0,71.0
07/01/2018 02:55:54.956666,2.53,37.0,71.0
07/01/2018 02:58:34.960000,3.37,37.0,71.0
07/01/2018 03:02:35.100000,3.24,37.0,71.0
07/01/2018 03:05:14.950000,4.72,37.0,71.0
07/01/2018 03:07:54.963333,3.84,37.0,71.0
07/01/2018 03:10:34.990000,2.85,37.0,71.0
07/01/2018 03:14:33.313333,3.33,37.0,71.0
07/01/2018 03:17:13.250000,3.28,38.0,71.0
07/01/2018 03:19:53.276666,4.14,38.0,71.0
07/01/2018 03:22:33.266666,3.49,38.0,71.0
07/01/2018 03:26:33.273333,3.56,38.0,71.0
07/01/2018 03:29:13.280000,4.0,38.0,71.0
07/01/2018 03:31:53.266666,4.0,38.0,71.0
07/01/2018 03:34:33.276666,3.72,39.0,71.0
07/01/2018 03:38:33.323333,4.37,39.0,71.0
07/01/2018 03:41:13.283333,3.65,39.0,71.0
07/01/2018 03:43:53.310000,4.0,39.0,71.0
07/01/2018 03:46:33.290000,3.91,39.0,71.0
07/01/2018 03:50:33.303333,3.51,39.0,71.0
07/01/2018 03:53:13.390000,3.5,39.0,71.0
07/01/2018 03:55:53.296666,3.86,39.0,71.0
07/01/2018 03:58:33.283333,3.07,39.0,71.0
07/01/2018 04:02:33.290000,2.88,39.0,71.0
07/01/2018 04:05:13.296666,2.74,39.0,71.0
07/01/2018 04:07:53.326666,3.95,39.0,71.0
07/01/2018 04:10:33.376666,3.88,39.0,71.0
07/01/2018 04:14:33.306666,3.93,39.0,71.0
07/01/2018 04:17:13.316666,4.43,39.0,71.0
07/01/2018 04:19:53.300000,3.69,39.0,71.0
07/01/2018 04:22:33.320000,3.98,40.0,71.0
07/01/2018 04:26:33.316666,3.53,39.0,71.0
07/01/2018 04:29:13.310000,3.81,39.0,71.0
07/01/2018 04:31:53.323333,3.72,39.0,71.0
07/01/2018 04:34:33.316666,3.84,39.0,71.0
07/01/2018 04:38:33.323333,4.05,39.0,71.0
07/01/2018 04:41:13.356666,4.58,39.0,71.0
07/01/2018 04:43:53.326666,4.86,39.0,71.0
07/01/2018 04:46:33.360000,4.83,40.0,71.0
07/01/2018 04:50:33.343333,4.77,40.0,70.0
07/01/2018 04:53:13.386666,4.4,40.0,70.0
07/01/2018 04:55:53.350000,4.75,40.0,70.0
07/01/2018 04:58:33.346666,4.67,41.0,70.0
07/01/2018 05:02:33.333333,4.81,41.0,70.0
07/01/2018 05:05:13.406666,3.6,41.0,70.0
07/01/2018 05:07:53.333333,3.84,41.0,70.0
07/01/2018 05:10:33.340000,4.09,41.0,70.0
07/01/2018 05:14:33.366666,3.19,40.0,70.0
07/01/2018 05:17:13.363333,3.98,40.0,70.0
07/01/2018 05:19:53.383333,4.34,40.0,70.0
07/01/2018 05:22:33.363333,4.07,41.0,69.0
07/01/2018 05:26:33.363333,4.29,41.0,70.0
07/01/2018 05:29:13.510000,3.8,41.0,69.0
07/01/2018 05:31:53.366666,4.21,41.0,69.0
07/01/2018 05:34:33.426666,5.19,42.0,69.0
07/01/2018 05:38:34.503333,5.09,42.0,69.0
07/01/2018 05:41:13.370000,4.95,42.0,69.0
07/01/2018 05:43:53.406666,5.45,42.0,69.0
07/01/2018 05:46:33.423333,4.67,42.0,69.0
07/01/2018 05:50:33.380000,5.05,42.0,69.0
07/01/2018 05:53:13.380000,5.6,42.0,69.0
07/01/2018 05:55:53.433333,4.93,42.0,69.0
07/01/2018 05:58:33.380000,5.19,42.0,69.0
07/01/2018 06:02:33.416666,5.17,42.0,69.0
07/01/2018 06:05:13.466666,4.98,42.0,69.0
07/01/2018 06:07:53.396666,5.68,42.0,69.0
07/01/2018 06:10:33.383333,6.05,42.0,69.0
07/01/2018 06:14:33.883333,6.07,42.0,69.0
07/01/2018 06:17:13.400000,6.26,42.0,69.0
07/01/2018 06:19:53.390000,6.07,42.0,69.0
07/01/2018 06:22:33.816666,6.12,43.0,69.0
07/01/2018 06:26:33.416666,5.31,43.0,69.0
07/01/2018 06:29:13.420000,6.3,42.0,69.0
07/01/2018 06:31:53.406666,5.8,43.0,69.0
