InstrumentName, Construction Dust Monitor (B),,
StartTime, 2018-07-01 00:00:00,,
EndTime, 2018-07-31 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
07/25/2018 01:09:05.000000,4.69,6.36,6.03
07/25/2018 01:11:45.000000,4.74,6.31,6.31
07/25/2018 01:13:05.000000,5.25,6.95,6.55
07/25/2018 01:15:45.000000,5.17,7.02,6.78
07/25/2018 01:17:05.000000,5.3,7.93,7.35
07/25/2018 01:19:45.000000,5.68,7.41,7.24
07/25/2018 01:21:06.000000,5.57,7.64,7.26
07/25/2018 01:23:45.000000,5.61,8.59,7.27
07/25/2018 01:25:05.000000,5.66,8.37,7.83
07/25/2018 01:27:46.000000,5.1,7.45,7.03
07/25/2018 01:29:05.000000,5.5,7.5,6.97
07/25/2018 01:31:46.000000,5.24,6.12,6.12
07/25/2018 01:33:06.000000,5.85,8.93,7.78
07/25/2018 01:35:45.000000,5.72,7.82,7.32
07/25/2018 01:37:06.000000,5.32,7.34,6.66
07/25/2018 01:39:46.000000,6.05,8.57,8.14
07/25/2018 01:41:05.000000,5.35,7.53,6.95
07/25/2018 01:43:46.000000,6.0,9.0,8.19
07/25/2018 01:45:05.000000,5.62,7.82,7.68
07/25/2018 01:47:45.000000,5.61,7.44,7.29
07/25/2018 01:49:05.000000,6.65,8.22,8.22
07/25/2018 01:51:46.000000,6.16,9.05,8.63
07/25/2018 01:53:06.000000,5.46,8.05,7.67
07/25/2018 01:55:46.000000,7.0,9.97,9.13
07/25/2018 01:57:05.000000,5.31,8.17,7.71
07/25/2018 01:59:45.000000,6.57,9.32,9.32
07/25/2018 02:01:05.000000,6.95,10.15,9.37
07/25/2018 02:03:46.000000,7.02,9.48,9.26
07/25/2018 02:05:07.000000,7.66,9.8,9.56
07/25/2018 02:09:05.000000,6.98,9.71,9.71
07/25/2018 02:11:46.000000,7.61,10.71,10.27
07/25/2018 02:13:11.000000,6.51,9.72,8.97
07/25/2018 02:18:28.000000,6.85,9.57,8.95
07/25/2018 02:19:46.000000,6.74,9.69,9.24
07/25/2018 02:21:05.000000,7.36,10.89,9.92
07/25/2018 02:23:46.000000,8.38,11.35,10.65
07/25/2018 02:25:06.000000,7.38,9.17,9.0
07/25/2018 02:27:45.000000,8.07,11.95,10.83
07/25/2018 02:29:05.000000,7.97,10.97,10.13
07/25/2018 02:31:46.000000,7.41,9.02,9.02
07/25/2018 02:33:06.000000,7.43,10.27,10.13
07/25/2018 02:35:46.000000,6.98,9.73,9.12
07/25/2018 02:37:06.000000,6.85,10.31,9.33
07/25/2018 02:39:46.000000,7.19,10.79,9.71
07/25/2018 02:41:05.000000,7.49,11.27,10.51
07/25/2018 02:43:46.000000,8.0,12.48,10.76
07/25/2018 02:45:08.000000,9.0,12.15,11.54
07/25/2018 02:47:45.000000,7.98,11.21,10.52
07/25/2018 02:49:05.000000,8.05,11.0,10.48
07/25/2018 02:51:46.000000,7.5,10.27,9.73
07/25/2018 02:53:06.000000,7.72,10.73,10.43
07/25/2018 02:55:45.000000,7.2,11.1,10.32
07/25/2018 02:57:05.000000,7.6,10.45,10.2
07/25/2018 02:59:46.000000,7.87,11.98,11.1
07/25/2018 03:01:06.000000,7.65,10.52,10.18
07/25/2018 03:03:46.000000,7.48,10.69,9.79
07/25/2018 03:05:09.000000,8.63,11.27,11.02
07/25/2018 03:07:45.000000,8.75,12.3,11.63
07/25/2018 03:09:05.000000,8.15,11.2,10.1
07/25/2018 03:11:46.000000,8.24,11.9,10.88
07/25/2018 03:13:06.000000,8.02,11.07,10.07
07/25/2018 03:15:46.000000,8.43,11.88,11.45
07/25/2018 03:17:06.000000,8.68,11.68,10.5
07/25/2018 03:19:46.000000,8.7,12.5,11.65
07/25/2018 03:21:06.000000,8.56,12.74,11.85
07/25/2018 03:23:46.000000,7.68,11.6,11.1
07/25/2018 03:25:06.000000,7.73,11.41,10.59
07/25/2018 03:27:46.000000,9.15,12.2,12.05
07/25/2018 03:29:06.000000,8.32,11.89,11.39
07/25/2018 03:31:46.000000,8.85,12.39,12.0
07/25/2018 03:33:05.000000,8.79,12.52,11.69
07/25/2018 03:35:45.000000,7.98,11.49,10.95
07/25/2018 03:37:06.000000,8.07,10.52,10.3
07/25/2018 03:39:46.000000,7.59,10.71,10.05
07/25/2018 03:41:05.000000,7.87,11.6,11.23
07/25/2018 03:43:46.000000,8.0,10.76,10.54
07/25/2018 03:45:06.000000,7.27,10.17,10.02
07/25/2018 03:47:46.000000,7.5,10.48,10.2
07/25/2018 03:49:06.000000,7.73,10.0,9.76
07/25/2018 03:51:46.000000,7.93,10.4,10.07
07/25/2018 03:53:05.000000,7.93,11.0,10.6
07/25/2018 03:55:46.000000,7.95,11.48,11.12
07/25/2018 03:57:06.000000,7.63,10.59,9.71
07/25/2018 03:59:46.000000,7.65,10.65,10.38
07/25/2018 04:01:06.000000,7.07,10.2,9.05
07/25/2018 04:03:46.000000,6.78,10.68,9.5
07/25/2018 04:05:06.000000,7.0,9.39,8.51
07/25/2018 04:07:46.000000,6.61,9.07,8.63
07/25/2018 04:09:06.000000,5.95,8.85,8.22
07/25/2018 04:11:46.000000,6.95,9.35,8.75
07/25/2018 04:13:05.000000,6.6,8.64,8.33
07/25/2018 04:15:45.000000,5.85,8.27,8.27
07/25/2018 04:17:06.000000,5.78,8.23,7.55
07/25/2018 04:19:45.000000,5.73,7.63,7.46
07/25/2018 04:21:06.000000,5.97,8.2,7.8
07/25/2018 04:23:46.000000,5.62,7.13,6.92
07/25/2018 04:25:06.000000,6.66,8.27,7.9
07/25/2018 04:27:45.000000,5.8,8.56,7.73
07/25/2018 04:29:05.000000,5.72,7.5,7.3
07/25/2018 04:31:46.000000,5.8,7.1,7.05
07/25/2018 04:33:06.000000,6.28,8.6,8.13
07/25/2018 04:35:46.000000,6.12,8.18,7.22
07/25/2018 04:37:06.000000,5.97,7.35,7.1
07/25/2018 04:39:46.000000,6.32,8.18,7.68
07/25/2018 04:41:06.000000,5.41,7.1,6.62
07/25/2018 04:43:46.000000,6.05,7.81,7.4
07/25/2018 04:45:06.000000,5.18,7.4,7.22
07/25/2018 04:47:45.000000,5.93,7.5,7.32
07/25/2018 04:49:05.000000,6.44,8.29,8.07
07/25/2018 04:51:45.000000,5.57,7.37,7.37
07/25/2018 04:53:06.000000,5.2,7.54,7.22
07/25/2018 04:55:46.000000,6.18,7.7,7.7
07/25/2018 04:57:06.000000,5.95,8.37,7.63
07/25/2018 04:59:46.000000,5.29,7.9,6.68
07/25/2018 05:01:05.000000,5.78,8.0,7.68
07/25/2018 05:03:46.000000,6.18,8.13,7.87
07/25/2018 05:05:06.000000,5.81,7.6,7.29
07/25/2018 05:07:46.000000,6.51,8.17,7.83
07/25/2018 05:09:06.000000,5.73,7.54,7.39
07/25/2018 05:11:46.000000,6.76,8.8,8.49
07/25/2018 05:13:05.000000,6.0,7.68,7.2
07/25/2018 05:15:46.000000,6.41,8.85,8.59
07/25/2018 05:17:06.000000,6.85,9.2,8.6
07/25/2018 05:19:46.000000,6.32,8.61,8.34
07/25/2018 05:21:06.000000,6.3,8.3,7.97
07/25/2018 05:23:46.000000,6.18,8.63,8.2
07/25/2018 05:25:06.000000,6.25,8.43,7.93
07/25/2018 05:27:46.000000,6.17,8.17,7.9
07/25/2018 05:29:06.000000,6.87,8.43,8.3
07/25/2018 05:31:46.000000,6.12,8.05,7.87
07/25/2018 05:33:07.000000,6.5,8.15,7.9
07/25/2018 05:35:46.000000,5.8,7.95,7.73
07/25/2018 05:37:06.000000,5.73,8.73,8.1
07/25/2018 05:39:46.000000,6.18,8.52,7.93
07/25/2018 05:41:05.000000,6.56,8.51,8.41
07/25/2018 05:43:46.000000,5.69,7.95,7.26
07/25/2018 05:45:06.000000,6.44,8.9,8.51
07/25/2018 05:47:46.000000,6.17,9.05,8.2
07/25/2018 05:49:06.000000,5.81,8.53,8.08
07/25/2018 05:51:45.000000,5.59,7.93,7.37
07/25/2018 05:53:06.000000,6.83,9.8,9.0
07/25/2018 05:55:45.000000,5.75,8.05,7.85
07/25/2018 05:57:05.000000,5.49,7.34,7.05
07/25/2018 05:59:45.000000,6.12,7.63,7.56
07/25/2018 06:01:06.000000,6.5,8.68,8.34
07/25/2018 06:03:46.000000,5.98,8.9,8.37
07/25/2018 06:05:06.000000,5.48,7.64,6.95
07/25/2018 06:07:46.000000,5.39,7.12,6.63
07/25/2018 06:09:05.000000,6.0,7.93,7.68
07/25/2018 06:11:46.000000,6.05,8.29,7.66
07/25/2018 06:13:06.000000,5.2,7.62,7.28
07/25/2018 06:15:46.000000,5.9,7.54,7.34
07/25/2018 06:17:06.000000,5.43,6.85,6.85
07/25/2018 06:19:45.000000,5.48,6.81,6.81
07/25/2018 06:21:06.000000,5.95,7.73,6.98
07/25/2018 06:23:45.000000,5.47,7.45,6.85
07/25/2018 06:25:06.000000,5.88,7.88,7.46
07/25/2018 06:27:49.000000,4.85,7.05,6.4
07/25/2018 06:29:06.000000,5.57,7.03,7.03
07/25/2018 06:31:46.000000,5.24,6.9,6.61
07/25/2018 06:33:05.000000,5.03,7.22,6.9
07/25/2018 06:35:46.000000,4.93,6.93,6.5
07/25/2018 06:37:06.000000,5.46,7.73,7.05
07/25/2018 06:39:46.000000,5.0,7.59,6.79
07/25/2018 06:41:06.000000,4.62,5.45,5.45
07/25/2018 06:43:45.000000,5.54,6.97,6.69
07/25/2018 06:45:06.000000,5.2,6.73,6.61
07/25/2018 06:47:46.000000,4.93,6.8,6.6
07/25/2018 06:49:06.000000,4.76,6.83,6.64
07/25/2018 06:51:45.000000,4.86,6.35,6.35
07/25/2018 06:53:05.000000,5.15,6.83,6.66
07/25/2018 06:55:46.000000,5.26,7.76,7.29
07/25/2018 06:57:06.000000,4.54,6.1,5.68
07/25/2018 06:59:46.000000,5.29,7.29,6.89
07/25/2018 07:01:06.000000,5.37,6.74,6.37
07/25/2018 07:03:46.000000,5.33,7.9,6.93
07/25/2018 07:05:06.000000,6.1,8.31,7.87
07/25/2018 07:07:46.000000,6.0,8.73,7.82
07/25/2018 07:09:06.000000,4.56,5.63,5.63
07/25/2018 07:11:46.000000,5.43,7.57,7.07
07/25/2018 07:13:06.000000,4.72,5.95,5.93
07/25/2018 07:15:46.000000,4.73,6.0,5.83
07/25/2018 07:17:06.000000,4.8,6.25,5.82
07/25/2018 07:19:46.000000,5.62,6.62,6.35
07/25/2018 07:21:06.000000,5.68,7.55,7.03
07/25/2018 07:23:45.000000,5.07,6.73,6.61
07/25/2018 07:25:06.000000,4.97,6.55,6.15
07/25/2018 07:27:46.000000,5.26,7.15,6.77
07/25/2018 07:29:06.000000,5.07,6.72,6.07
07/25/2018 07:31:46.000000,5.75,7.22,7.07
07/25/2018 07:33:06.000000,5.07,7.47,6.85
07/25/2018 07:35:46.000000,5.68,8.12,7.41
07/25/2018 07:37:06.000000,6.12,7.56,7.1
07/25/2018 07:39:46.000000,5.17,7.49,7.1
07/25/2018 07:41:06.000000,5.22,6.98,6.85
07/25/2018 07:43:46.000000,5.37,7.18,7.18
07/25/2018 07:45:06.000000,6.24,8.8,7.93
07/25/2018 07:47:46.000000,5.29,7.68,7.07
07/25/2018 07:49:06.000000,5.0,6.46,6.46
07/25/2018 07:51:45.000000,5.17,7.17,6.61
07/25/2018 07:53:06.000000,5.6,7.24,6.88
07/25/2018 07:55:46.000000,5.0,7.78,6.8
07/25/2018 07:57:05.000000,5.71,7.56,7.22
07/25/2018 07:59:46.000000,6.1,8.2,8.07
07/25/2018 08:01:06.000000,5.46,7.62,7.23
07/25/2018 08:03:46.000000,4.8,6.8,6.46
07/25/2018 08:05:06.000000,6.15,8.2,7.4
07/25/2018 08:07:45.000000,6.03,8.65,7.95
07/25/2018 08:09:06.000000,5.55,7.52,7.14
07/25/2018 08:11:46.000000,5.35,7.1,6.5
07/25/2018 08:13:06.000000,5.32,6.65,6.45
07/25/2018 08:15:46.000000,6.54,9.73,8.71
07/25/2018 08:17:06.000000,6.98,9.76,9.34
07/25/2018 08:19:46.000000,8.8,11.82,10.73
07/25/2018 08:21:05.000000,9.38,12.8,11.82
07/25/2018 08:23:46.000000,10.17,14.37,13.51
07/25/2018 08:25:06.000000,10.43,14.3,13.8
07/25/2018 08:27:46.000000,10.77,15.23,14.65
07/25/2018 08:29:06.000000,11.17,15.15,14.59
07/25/2018 08:31:46.000000,11.75,16.62,15.18
07/25/2018 08:33:06.000000,10.57,14.82,14.5
07/25/2018 08:35:46.000000,11.85,15.68,14.73
07/25/2018 08:37:06.000000,11.85,15.17,14.9
07/25/2018 08:39:45.000000,11.62,15.64,15.31
07/25/2018 08:41:06.000000,12.28,16.97,16.69
07/25/2018 08:43:46.000000,12.83,17.05,16.39
07/25/2018 08:45:06.000000,12.34,17.56,16.95
07/25/2018 08:47:45.000000,12.95,17.35,16.7
07/25/2018 08:49:06.000000,12.75,18.83,17.4
07/25/2018 08:51:46.000000,12.74,18.72,17.79
07/25/2018 08:53:06.000000,11.49,17.68,16.78
07/25/2018 08:55:46.000000,13.38,19.35,18.35
07/25/2018 08:57:05.000000,14.48,19.4,18.55
07/25/2018 08:59:46.000000,14.38,19.45,18.67
07/25/2018 09:01:06.000000,13.62,18.9,17.97
07/25/2018 09:03:46.000000,13.02,19.77,18.17
07/25/2018 09:05:08.000000,11.77,16.77,15.9
07/25/2018 09:07:46.000000,12.27,15.71,15.07
07/25/2018 09:09:06.000000,13.1,19.1,17.76
07/25/2018 09:11:46.000000,13.43,18.35,17.5
07/25/2018 09:13:07.000000,12.95,19.48,17.67
07/25/2018 09:15:46.000000,13.64,18.33,17.83
07/25/2018 09:17:06.000000,13.0,17.95,17.1
07/25/2018 09:19:46.000000,13.18,19.27,18.05
07/25/2018 09:21:06.000000,13.07,17.95,17.2
07/25/2018 09:23:46.000000,11.4,16.86,15.95
07/25/2018 09:25:06.000000,13.49,19.07,18.46
07/25/2018 09:27:46.000000,12.8,18.67,18.2
07/25/2018 09:29:06.000000,12.67,18.59,17.38
07/25/2018 09:31:46.000000,13.82,19.3,18.65
07/25/2018 09:33:06.000000,14.82,20.8,19.95
07/25/2018 09:35:46.000000,16.43,24.33,22.43
07/25/2018 09:37:06.000000,17.59,25.59,22.95
07/25/2018 09:39:46.000000,18.44,28.46,26.44
07/25/2018 09:41:06.000000,18.83,27.75,26.23
07/25/2018 09:43:46.000000,19.0,27.41,26.05
07/25/2018 09:45:06.000000,17.66,27.1,24.71
07/25/2018 09:47:46.000000,16.24,25.66,24.12
07/25/2018 09:49:06.000000,16.42,22.77,21.45
07/25/2018 09:51:46.000000,13.76,20.71,20.54
07/25/2018 09:53:06.000000,13.88,21.27,19.59
07/25/2018 09:55:46.000000,13.37,18.39,17.85
07/25/2018 09:57:06.000000,13.13,18.77,17.42
07/25/2018 09:59:46.000000,13.07,17.81,17.02
07/25/2018 10:01:06.000000,12.88,18.67,17.8
07/25/2018 10:03:46.000000,13.02,19.52,18.17
07/25/2018 10:05:07.000000,13.24,19.05,17.66
07/25/2018 10:07:46.000000,12.1,18.17,17.43
07/25/2018 10:09:06.000000,13.05,18.22,17.83
07/25/2018 10:11:46.000000,12.05,17.32,16.1
07/25/2018 10:13:06.000000,12.72,18.56,17.64
07/25/2018 10:15:46.000000,12.33,17.14,15.83
07/25/2018 10:17:07.000000,12.69,18.12,17.26
07/25/2018 10:19:46.000000,11.77,16.45,15.75
07/25/2018 10:21:06.000000,11.59,17.59,15.13
07/25/2018 10:23:46.000000,11.9,17.88,16.86
07/25/2018 10:25:06.000000,12.5,18.15,17.3
07/25/2018 10:27:46.000000,12.02,16.22,15.54
07/25/2018 10:29:06.000000,11.0,16.93,15.39
07/25/2018 10:31:46.000000,11.98,16.4,16.08
07/25/2018 10:33:06.000000,11.07,16.02,15.41
07/25/2018 10:35:46.000000,11.76,17.07,15.71
07/25/2018 10:37:06.000000,11.44,16.63,16.29
07/25/2018 10:39:46.000000,11.31,16.31,15.79
07/25/2018 10:41:06.000000,11.05,15.43,14.36
07/25/2018 10:43:46.000000,10.45,13.88,13.4
07/25/2018 10:45:06.000000,11.17,15.24,14.83
07/25/2018 10:47:46.000000,10.88,14.52,14.07
07/25/2018 10:49:06.000000,11.1,15.45,14.48
07/25/2018 10:51:47.000000,11.07,15.78,15.07
07/25/2018 10:53:06.000000,10.88,15.66,14.66
07/25/2018 10:55:46.000000,11.55,16.25,14.87
07/25/2018 10:57:05.000000,11.2,14.9,14.24
07/25/2018 10:59:46.000000,11.07,14.27,14.07
07/25/2018 11:01:06.000000,10.82,13.85,13.46
07/25/2018 11:03:46.000000,10.52,14.3,13.05
07/25/2018 11:05:09.000000,11.02,14.33,14.17
07/25/2018 11:07:46.000000,10.41,14.83,13.83
07/25/2018 11:09:06.000000,10.51,13.77,13.67
07/25/2018 11:11:46.000000,10.61,14.07,13.34
07/25/2018 11:13:06.000000,10.95,17.98,15.12
07/25/2018 11:15:46.000000,10.68,15.71,15.41
07/25/2018 11:17:06.000000,11.31,16.19,15.33
07/25/2018 11:19:46.000000,10.5,14.75,13.93
07/25/2018 11:21:06.000000,10.85,14.98,13.6
07/25/2018 11:23:46.000000,10.3,15.82,14.57
07/25/2018 11:25:06.000000,10.29,13.83,13.41
07/25/2018 11:27:46.000000,10.18,14.32,13.68
07/25/2018 11:29:06.000000,11.17,14.49,14.12
07/25/2018 11:31:46.000000,10.65,14.95,14.1
07/25/2018 11:33:06.000000,10.83,14.9,14.17
07/25/2018 11:35:46.000000,10.75,13.75,13.62
07/25/2018 11:37:06.000000,10.51,14.37,13.83
07/25/2018 11:39:46.000000,10.15,13.52,13.4
07/25/2018 11:41:06.000000,10.27,15.07,14.55
07/25/2018 11:43:46.000000,10.07,14.0,13.02
07/25/2018 11:45:06.000000,10.98,14.1,14.1
07/25/2018 11:47:46.000000,10.4,14.13,13.77
07/25/2018 11:49:06.000000,10.95,14.12,13.29
07/25/2018 11:51:46.000000,10.15,13.49,12.8
07/25/2018 11:53:06.000000,10.33,14.43,13.33
07/25/2018 11:55:46.000000,11.35,16.08,15.35
07/25/2018 11:57:05.000000,13.73,18.2,17.65
07/25/2018 11:59:46.000000,10.57,14.18,13.62
07/25/2018 12:01:06.000000,10.97,14.9,13.36
07/25/2018 12:03:46.000000,10.73,14.85,14.35
07/25/2018 12:05:06.000000,10.32,14.22,13.59
07/25/2018 12:07:46.000000,11.29,14.56,14.05
07/25/2018 12:09:06.000000,11.2,15.5,14.65
07/25/2018 12:11:46.000000,10.77,15.55,14.6
07/25/2018 12:13:06.000000,10.45,13.71,13.52
07/25/2018 12:15:47.000000,9.88,14.23,13.23
07/25/2018 12:17:06.000000,10.88,14.65,14.15
07/25/2018 12:19:46.000000,10.93,15.44,14.1
07/25/2018 12:21:06.000000,10.63,14.2,13.59
07/25/2018 12:23:46.000000,9.95,13.9,12.77
07/25/2018 12:25:06.000000,9.65,13.1,12.52
07/25/2018 12:27:46.000000,10.2,15.6,13.57
07/25/2018 12:29:06.000000,9.52,13.07,12.67
07/25/2018 12:31:45.000000,10.43,15.3,13.52
07/25/2018 12:33:06.000000,10.07,13.37,12.95
07/25/2018 12:35:46.000000,9.71,14.73,13.59
07/25/2018 12:37:06.000000,10.07,13.73,13.23
07/25/2018 12:39:46.000000,10.68,15.43,14.02
07/25/2018 12:41:06.000000,10.93,15.2,14.22
07/25/2018 12:43:46.000000,11.88,16.25,14.52
07/25/2018 12:45:06.000000,11.55,16.17,15.02
07/25/2018 12:47:46.000000,11.49,15.73,14.37
07/25/2018 12:49:06.000000,10.61,15.73,14.27
07/25/2018 12:51:46.000000,11.88,15.18,14.6
07/25/2018 12:53:06.000000,11.41,15.23,14.67
07/25/2018 12:55:46.000000,10.98,16.12,15.5
07/25/2018 12:57:06.000000,13.15,16.35,15.77
07/25/2018 12:59:46.000000,11.69,17.33,15.98
07/25/2018 13:01:06.000000,12.25,17.5,16.35
07/25/2018 13:03:46.000000,12.36,16.49,15.64
07/25/2018 13:05:06.000000,12.93,17.75,16.95
07/25/2018 13:07:46.000000,12.77,18.92,17.2
07/25/2018 13:09:06.000000,12.18,16.7,15.7
07/25/2018 13:11:46.000000,12.52,16.86,15.6
07/25/2018 13:13:06.000000,13.76,18.37,17.2
07/25/2018 13:15:46.000000,12.8,17.4,16.83
07/25/2018 13:17:06.000000,12.65,18.23,17.55
07/25/2018 13:19:46.000000,14.77,19.5,18.25
07/25/2018 13:21:06.000000,14.59,19.78,18.34
07/25/2018 13:23:46.000000,12.88,18.5,17.25
07/25/2018 13:25:06.000000,13.77,18.35,17.67
07/25/2018 13:27:46.000000,12.95,17.59,16.85
07/25/2018 13:29:06.000000,12.71,17.98,16.9
07/25/2018 13:31:46.000000,11.0,15.68,15.0
07/25/2018 13:33:06.000000,11.12,15.05,14.48
07/25/2018 13:35:46.000000,10.9,14.88,14.19
07/25/2018 13:37:06.000000,11.07,15.44,14.34
07/25/2018 13:39:46.000000,9.73,13.6,12.68
07/25/2018 13:41:06.000000,9.94,14.53,13.19
07/25/2018 13:43:46.000000,10.93,14.17,13.71
07/25/2018 13:45:06.000000,11.51,15.1,14.2
07/25/2018 13:47:46.000000,9.63,12.9,12.24
07/25/2018 13:49:06.000000,10.6,14.8,13.88
07/25/2018 13:51:46.000000,9.7,13.38,12.3
07/25/2018 13:53:06.000000,9.71,14.19,12.86
07/25/2018 13:55:46.000000,9.0,13.13,12.15
07/25/2018 13:57:06.000000,9.88,12.88,12.65
07/25/2018 13:59:46.000000,9.61,12.78,12.02
07/25/2018 14:01:06.000000,8.89,11.21,10.82
07/25/2018 14:03:46.000000,9.02,13.35,11.7
07/25/2018 14:05:06.000000,8.4,12.9,11.68
07/25/2018 14:07:46.000000,9.17,12.57,11.79
07/25/2018 14:09:06.000000,8.57,12.02,11.6
07/25/2018 14:11:46.000000,9.73,13.88,12.49
07/25/2018 14:13:06.000000,9.12,11.83,11.29
07/25/2018 14:15:46.000000,9.68,13.02,12.43
07/25/2018 14:17:06.000000,13.6,18.55,17.6
07/25/2018 14:19:46.000000,17.87,26.7,24.52
07/25/2018 14:21:06.000000,17.85,24.8,23.27
07/25/2018 14:23:46.000000,15.63,24.0,21.54
07/25/2018 14:25:06.000000,15.82,24.21,21.69
07/25/2018 14:27:46.000000,15.57,23.02,21.5
07/25/2018 14:29:08.000000,13.39,19.44,18.29
07/25/2018 14:31:46.000000,12.02,18.7,17.73
07/25/2018 14:33:06.000000,11.64,17.33,16.12
07/25/2018 14:35:46.000000,10.82,15.77,14.33
07/25/2018 14:37:06.000000,10.78,15.39,14.68
07/25/2018 14:39:46.000000,10.1,16.32,15.27
07/25/2018 14:41:06.000000,10.31,15.46,14.41
07/25/2018 14:43:46.000000,10.02,14.32,13.71
07/25/2018 14:45:06.000000,9.21,14.57,13.74
07/25/2018 14:47:46.000000,10.1,14.9,14.05
07/25/2018 14:49:06.000000,9.3,14.87,13.8
07/25/2018 14:51:46.000000,7.95,12.28,11.38
07/25/2018 14:53:06.000000,6.97,11.85,10.15
07/25/2018 14:55:46.000000,8.44,11.88,11.61
07/25/2018 14:57:06.000000,8.56,14.44,11.88
07/25/2018 14:59:46.000000,8.29,12.02,11.31
07/25/2018 15:01:06.000000,8.3,11.68,10.73
07/25/2018 15:03:46.000000,9.0,13.88,12.73
07/25/2018 15:05:06.000000,8.07,13.8,12.1
07/25/2018 15:07:46.000000,8.32,12.93,12.7
07/25/2018 15:09:06.000000,9.62,14.1,12.76
07/25/2018 15:11:46.000000,8.4,13.1,12.27
07/25/2018 15:13:06.000000,9.43,13.85,13.13
07/25/2018 15:15:46.000000,9.33,13.95,12.14
07/25/2018 15:17:06.000000,10.12,14.93,14.0
07/25/2018 15:19:46.000000,8.9,14.18,12.92
07/25/2018 15:21:06.000000,9.29,14.19,12.64
07/25/2018 15:23:46.000000,9.71,14.9,13.64
07/25/2018 15:25:06.000000,9.72,15.51,13.87
07/25/2018 15:27:46.000000,10.46,14.95,14.49
07/25/2018 15:29:06.000000,10.95,17.65,15.65
07/25/2018 15:31:46.000000,9.63,15.7,14.07
07/25/2018 15:33:06.000000,10.14,15.52,14.36
07/25/2018 15:35:46.000000,10.05,14.57,13.52
07/25/2018 15:37:06.000000,9.3,13.25,12.5
07/25/2018 15:39:46.000000,10.12,14.51,13.05
07/25/2018 15:41:06.000000,9.4,14.64,14.0
07/25/2018 15:43:46.000000,10.18,16.25,14.48
07/25/2018 15:45:06.000000,9.63,14.41,13.37
07/25/2018 15:47:46.000000,9.15,14.32,13.63
07/25/2018 15:49:06.000000,9.27,16.75,13.73
07/25/2018 15:51:46.000000,9.07,13.05,11.9
07/25/2018 15:53:06.000000,9.88,16.19,13.81
07/25/2018 15:55:46.000000,9.59,13.71,13.32
07/25/2018 15:57:06.000000,9.95,15.9,14.78
07/25/2018 15:59:46.000000,11.82,17.15,16.4
07/25/2018 16:01:06.000000,11.35,15.85,14.4
07/25/2018 16:03:46.000000,11.69,17.31,16.1
07/25/2018 16:05:06.000000,11.77,16.08,15.73
07/25/2018 16:07:46.000000,11.81,15.88,15.55
07/25/2018 16:09:07.000000,11.22,16.73,15.76
07/25/2018 16:11:46.000000,11.41,17.64,16.49
07/25/2018 16:13:06.000000,11.44,16.41,15.15
07/25/2018 16:15:46.000000,11.41,16.87,15.87
07/25/2018 16:17:07.000000,11.65,16.45,15.1
07/25/2018 16:19:46.000000,11.02,15.54,15.24
07/25/2018 16:21:06.000000,11.43,15.93,15.35
07/25/2018 16:23:47.000000,11.1,16.66,15.32
07/25/2018 16:25:09.000000,10.95,15.95,15.4
07/25/2018 16:27:46.000000,10.95,16.61,15.24
07/25/2018 16:29:06.000000,10.92,14.97,14.31
07/25/2018 16:31:46.000000,11.18,15.85,15.26
07/25/2018 16:33:06.000000,9.75,13.35,12.85
07/25/2018 16:35:46.000000,10.52,16.02,15.26
07/25/2018 16:37:06.000000,11.3,16.77,15.52
07/25/2018 16:39:46.000000,9.49,13.63,12.9
07/25/2018 16:41:07.000000,9.0,13.93,12.4
07/25/2018 16:43:46.000000,10.05,15.21,14.31
07/25/2018 16:45:06.000000,9.4,14.7,13.68
07/25/2018 16:47:46.000000,9.0,13.52,12.4
07/25/2018 16:49:06.000000,9.17,14.05,12.8
07/25/2018 16:51:46.000000,9.59,13.85,13.28
07/25/2018 16:53:06.000000,12.44,17.82,16.9
07/25/2018 16:55:46.000000,8.95,13.46,11.9
07/25/2018 16:57:06.000000,9.9,14.2,13.65
07/25/2018 16:59:46.000000,10.63,15.5,14.66
07/25/2018 17:01:06.000000,10.32,15.5,14.5
07/25/2018 17:03:46.000000,10.58,16.32,15.21
07/25/2018 17:05:07.000000,11.25,15.18,14.35
07/25/2018 17:07:46.000000,12.12,19.05,17.32
07/25/2018 17:09:06.000000,12.51,18.49,17.73
07/25/2018 17:11:46.000000,10.15,15.45,14.85
07/25/2018 17:13:06.000000,11.16,17.08,16.0
07/25/2018 17:15:46.000000,10.17,15.73,14.83
07/25/2018 17:17:06.000000,12.23,17.38,16.82
07/25/2018 17:19:46.000000,12.93,20.3,18.3
07/25/2018 17:21:06.000000,11.95,18.85,16.98
07/25/2018 17:23:46.000000,11.63,16.05,15.82
07/25/2018 17:25:06.000000,11.33,17.02,16.05
07/25/2018 17:27:46.000000,11.5,16.6,16.0
07/25/2018 17:29:06.000000,10.92,15.87,15.41
07/25/2018 17:31:46.000000,11.38,17.55,16.6
07/25/2018 17:33:06.000000,12.62,17.67,17.57
07/25/2018 17:35:46.000000,13.37,19.39,18.15
07/25/2018 17:37:06.000000,12.63,18.63,17.34
07/25/2018 17:39:46.000000,12.05,17.0,16.29
07/25/2018 17:41:07.000000,12.78,17.24,16.8
07/25/2018 17:43:46.000000,13.8,18.95,18.17
