InstrumentName, Construction Dust Monitor (B),,
StartTime, 2018-07-01 00:00:00,,
EndTime, 2018-07-31 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
07/26/2018 15:05:07.000000,11.5,14.98,14.33
07/26/2018 15:07:46.000000,12.59,15.73,15.17
07/26/2018 15:09:07.000000,13.26,16.13,15.63
07/26/2018 15:11:46.000000,13.44,17.51,17.02
07/26/2018 15:13:06.000000,12.9,16.08,15.67
07/26/2018 15:15:46.000000,13.05,17.52,17.14
07/26/2018 15:17:06.000000,12.8,17.05,16.1
07/26/2018 15:19:46.000000,12.4,15.74,15.1
07/26/2018 15:21:07.000000,12.68,16.0,14.95
07/26/2018 15:23:46.000000,12.97,16.54,15.56
07/26/2018 15:25:07.000000,13.92,17.08,17.08
07/26/2018 15:27:47.000000,13.54,17.44,17.07
07/26/2018 15:29:06.000000,13.05,16.69,16.1
07/26/2018 15:31:46.000000,15.3,18.5,18.15
07/26/2018 15:33:06.000000,14.27,17.83,17.44
07/26/2018 15:35:47.000000,12.9,16.92,16.45
07/26/2018 15:37:08.000000,12.8,18.02,17.0
07/26/2018 15:39:46.000000,12.6,16.73,16.25
07/26/2018 15:41:06.000000,12.72,16.3,15.74
07/26/2018 15:43:46.000000,15.28,19.9,18.87
07/26/2018 15:45:07.000000,14.76,19.68,18.88
07/26/2018 15:47:46.000000,16.05,20.39,19.93
07/26/2018 15:49:07.000000,15.52,20.48,19.12
07/26/2018 15:51:47.000000,14.46,18.95,18.17
07/26/2018 15:53:07.000000,15.07,21.1,19.9
07/26/2018 15:55:46.000000,14.97,19.95,19.21
07/26/2018 15:57:06.000000,15.0,19.6,19.24
07/26/2018 15:59:46.000000,18.23,23.56,23.15
07/26/2018 16:01:06.000000,16.98,22.85,20.76
07/26/2018 16:03:46.000000,17.31,22.21,22.07
07/26/2018 16:05:10.000000,18.08,26.45,24.7
07/26/2018 16:07:46.000000,18.56,23.51,23.39
07/26/2018 16:09:07.000000,16.8,21.45,20.42
07/26/2018 16:11:46.000000,17.73,23.83,22.76
07/26/2018 16:13:07.000000,17.29,21.97,21.58
07/26/2018 16:15:46.000000,19.31,26.33,25.31
07/26/2018 16:17:07.000000,18.5,24.23,23.98
07/26/2018 16:19:47.000000,17.2,22.17,21.56
07/26/2018 16:21:06.000000,18.1,27.72,25.87
07/26/2018 16:23:47.000000,17.17,22.72,21.94
07/26/2018 16:25:06.000000,17.44,23.49,22.49
07/26/2018 16:27:46.000000,18.49,30.51,25.63
07/26/2018 16:29:06.000000,16.32,23.44,21.73
07/26/2018 16:31:46.000000,17.27,23.54,22.71
07/26/2018 16:33:06.000000,16.02,20.75,20.17
07/26/2018 16:35:46.000000,16.51,23.15,21.88
07/26/2018 16:37:06.000000,16.37,21.29,20.46
07/26/2018 16:39:46.000000,15.66,20.12,19.93
07/26/2018 16:41:06.000000,15.8,20.23,19.45
07/26/2018 16:43:46.000000,15.95,19.9,19.9
07/26/2018 16:45:06.000000,17.31,22.4,21.71
07/26/2018 16:47:46.000000,17.83,23.45,22.77
07/26/2018 16:49:07.000000,16.12,22.48,21.58
07/26/2018 16:51:47.000000,17.77,23.58,22.83
07/26/2018 16:53:07.000000,17.85,25.05,23.95
07/26/2018 16:55:47.000000,17.76,25.1,24.15
07/26/2018 16:57:06.000000,19.41,33.12,28.49
07/26/2018 16:59:46.000000,19.31,31.51,27.23
07/26/2018 17:01:06.000000,16.0,21.55,20.79
07/26/2018 17:03:46.000000,19.1,24.46,24.02
07/26/2018 17:05:06.000000,18.1,23.78,23.02
07/26/2018 17:07:46.000000,16.19,21.17,20.43
07/26/2018 17:09:06.000000,16.44,20.78,20.66
07/26/2018 17:11:46.000000,17.75,23.62,22.73
07/26/2018 17:13:07.000000,16.08,21.8,20.33
07/26/2018 17:15:46.000000,16.02,20.05,19.88
07/26/2018 17:17:07.000000,15.2,19.9,19.15
07/26/2018 17:19:47.000000,15.49,19.61,19.0
07/26/2018 17:21:06.000000,16.37,20.41,19.63
07/26/2018 17:23:47.000000,18.81,26.64,24.24
07/26/2018 17:25:06.000000,15.52,18.58,18.27
07/26/2018 17:27:47.000000,16.35,21.15,20.48
07/26/2018 17:29:06.000000,17.02,23.0,22.22
07/26/2018 17:31:46.000000,16.55,23.5,21.1
07/26/2018 17:33:07.000000,16.45,21.73,20.27
07/26/2018 17:35:46.000000,17.1,23.07,22.41
07/26/2018 17:37:06.000000,16.98,21.79,21.33
07/26/2018 17:39:46.000000,16.73,22.22,21.37
07/26/2018 17:41:07.000000,17.39,22.54,21.12
07/26/2018 17:43:46.000000,17.48,22.65,21.77
07/26/2018 17:45:06.000000,16.34,21.39,20.37
07/26/2018 17:47:47.000000,20.2,29.65,26.23
07/26/2018 17:49:06.000000,17.02,25.95,23.0
07/26/2018 17:51:47.000000,17.12,22.63,21.2
07/26/2018 17:53:06.000000,16.58,21.8,20.23
07/26/2018 17:55:46.000000,16.51,21.67,20.92
07/26/2018 17:57:06.000000,15.0,19.52,18.95
07/26/2018 17:59:47.000000,15.36,19.76,19.12
07/26/2018 18:01:07.000000,16.08,23.35,21.27
07/26/2018 18:03:46.000000,13.5,17.86,17.43
07/26/2018 18:05:07.000000,11.32,14.66,13.9
07/26/2018 18:07:46.000000,12.9,16.0,15.34
07/26/2018 18:09:07.000000,14.48,19.17,18.12
07/26/2018 18:11:47.000000,13.14,15.81,15.57
07/26/2018 18:13:06.000000,13.17,16.2,15.95
07/26/2018 18:15:46.000000,12.32,18.71,16.37
07/26/2018 18:17:07.000000,13.19,22.14,17.62
07/26/2018 18:19:47.000000,12.66,16.15,15.39
07/26/2018 18:21:07.000000,11.25,13.45,13.2
07/26/2018 18:23:46.000000,11.1,15.93,13.93
07/26/2018 18:25:07.000000,11.62,16.98,15.26
07/26/2018 18:27:46.000000,12.15,17.62,15.18
07/26/2018 18:29:06.000000,10.9,14.12,13.63
07/26/2018 18:31:46.000000,18.77,51.3,32.05
07/26/2018 18:33:07.000000,32.26,138.15,66.51
07/26/2018 18:35:46.000000,11.85,18.61,15.39
07/26/2018 18:37:06.000000,40.35,169.16,86.35
07/26/2018 18:39:47.000000,17.34,46.12,28.76
07/26/2018 18:41:07.000000,14.44,38.61,24.66
07/26/2018 18:43:46.000000,10.23,15.1,12.1
07/26/2018 18:45:07.000000,10.69,24.49,16.59
07/26/2018 18:47:46.000000,10.88,13.23,13.05
07/26/2018 18:49:07.000000,9.02,11.93,11.07
07/26/2018 18:51:47.000000,9.92,11.97,11.51
07/26/2018 18:53:06.000000,10.4,18.81,14.19
07/26/2018 18:55:46.000000,7.5,9.95,9.52
07/26/2018 18:57:06.000000,8.63,12.07,11.38
07/26/2018 18:59:46.000000,8.39,10.1,9.29
07/26/2018 19:01:06.000000,8.77,10.65,10.23
07/26/2018 19:03:46.000000,10.8,18.1,14.49
07/26/2018 19:05:07.000000,8.73,10.1,10.1
07/26/2018 19:07:47.000000,8.22,10.07,9.71
07/26/2018 19:09:06.000000,10.9,15.31,13.08
07/26/2018 19:11:46.000000,12.85,27.24,20.56
07/26/2018 19:13:06.000000,9.45,18.57,13.9
07/26/2018 19:15:47.000000,7.93,10.4,9.57
07/26/2018 19:17:06.000000,8.4,11.98,10.85
07/26/2018 19:19:46.000000,7.73,10.17,9.46
07/26/2018 19:21:06.000000,7.2,9.88,9.2
07/26/2018 19:23:46.000000,7.93,9.24,9.17
07/26/2018 19:25:07.000000,8.02,13.88,11.05
07/26/2018 19:27:47.000000,7.15,9.43,9.27
07/26/2018 19:29:07.000000,7.35,8.85,8.6
07/26/2018 19:31:46.000000,7.02,9.27,8.46
07/26/2018 19:33:07.000000,6.76,8.26,8.07
07/26/2018 19:35:47.000000,8.43,14.02,11.5
07/26/2018 19:37:07.000000,7.17,10.31,9.43
07/26/2018 19:39:46.000000,7.1,8.74,8.74
07/26/2018 19:41:07.000000,6.54,7.78,7.37
07/26/2018 19:43:46.000000,12.21,33.23,20.33
07/26/2018 19:45:07.000000,8.51,13.68,11.29
07/26/2018 19:47:47.000000,7.17,9.02,8.49
07/26/2018 19:49:06.000000,7.08,8.62,8.36
07/26/2018 19:51:47.000000,8.41,10.85,10.54
07/26/2018 19:53:06.000000,7.26,8.95,8.6
07/26/2018 19:55:46.000000,6.93,8.6,8.23
07/26/2018 19:57:06.000000,6.9,8.52,8.27
07/26/2018 19:59:46.000000,5.73,7.0,6.83
07/26/2018 20:01:07.000000,8.14,10.9,10.12
07/26/2018 20:03:47.000000,8.26,10.74,10.42
07/26/2018 20:05:12.000000,8.88,10.63,10.52
07/26/2018 20:07:47.000000,7.32,10.63,9.27
07/26/2018 20:09:07.000000,8.18,11.43,10.57
07/26/2018 20:11:47.000000,8.68,10.13,9.82
07/26/2018 20:13:06.000000,8.18,10.79,9.79
07/26/2018 20:15:47.000000,9.56,16.08,14.13
07/26/2018 20:17:07.000000,7.18,9.27,9.02
07/26/2018 20:19:46.000000,7.37,9.45,8.75
07/26/2018 20:21:07.000000,7.0,8.52,8.45
07/26/2018 20:23:47.000000,6.47,8.25,7.72
07/26/2018 20:25:07.000000,7.3,11.59,9.05
07/26/2018 20:27:46.000000,6.2,8.22,7.56
07/26/2018 20:29:07.000000,6.87,10.1,9.31
07/26/2018 20:31:46.000000,10.32,28.95,18.33
07/26/2018 20:33:06.000000,6.27,8.02,8.02
07/26/2018 20:35:46.000000,23.45,84.65,44.92
07/26/2018 20:37:06.000000,26.0,99.68,54.41
07/26/2018 20:39:47.000000,24.48,94.57,48.58
07/26/2018 20:41:07.000000,12.59,34.37,22.29
07/26/2018 20:43:46.000000,7.22,8.82,8.43
07/26/2018 20:45:06.000000,32.28,159.23,73.03
07/26/2018 20:47:46.000000,8.77,16.45,13.18
07/26/2018 20:49:07.000000,6.68,8.8,8.18
07/26/2018 20:51:46.000000,19.8,67.12,38.4
07/26/2018 20:53:07.000000,10.4,19.65,15.2
07/26/2018 20:55:47.000000,6.57,9.05,8.38
07/26/2018 20:57:06.000000,7.29,8.95,8.85
07/26/2018 20:59:46.000000,6.93,8.35,8.32
07/26/2018 21:01:07.000000,7.82,9.57,9.02
07/26/2018 21:03:46.000000,7.61,9.29,8.88
07/26/2018 21:05:07.000000,6.97,8.97,8.18
07/26/2018 21:07:46.000000,15.61,22.51,19.34
07/26/2018 21:09:07.000000,7.17,9.88,8.76
07/26/2018 21:11:46.000000,7.67,10.44,9.62
07/26/2018 21:13:07.000000,6.52,8.55,8.48
07/26/2018 21:15:46.000000,7.57,9.2,9.05
07/26/2018 21:17:07.000000,6.6,8.1,7.93
07/26/2018 21:19:46.000000,6.62,9.38,8.45
07/26/2018 21:21:07.000000,7.25,8.98,8.98
07/26/2018 21:23:47.000000,6.58,8.36,7.83
07/26/2018 21:25:06.000000,5.85,7.1,6.85
07/26/2018 21:27:47.000000,6.74,8.9,8.21
07/26/2018 21:29:07.000000,6.68,11.54,9.63
07/26/2018 21:31:47.000000,7.14,8.9,8.26
07/26/2018 21:33:07.000000,6.37,7.85,7.63
07/26/2018 21:35:47.000000,6.9,9.2,8.23
07/26/2018 21:37:07.000000,6.45,8.4,8.18
07/26/2018 21:39:46.000000,7.63,8.98,8.9
07/26/2018 21:41:06.000000,8.27,13.02,10.75
07/26/2018 21:43:46.000000,6.93,8.98,8.83
07/26/2018 21:45:07.000000,7.8,10.22,9.56
07/26/2018 21:47:47.000000,31.35,35.4,34.78
07/26/2018 21:49:07.000000,8.34,10.74,10.11
07/26/2018 21:51:47.000000,7.2,8.98,8.98
07/26/2018 21:53:07.000000,7.9,9.6,9.35
07/26/2018 21:55:46.000000,7.02,8.44,8.32
07/26/2018 21:57:06.000000,8.32,13.3,11.6
07/26/2018 21:59:46.000000,8.02,9.98,9.56
07/26/2018 22:01:06.000000,8.35,10.92,10.0
07/26/2018 22:03:47.000000,7.46,10.17,9.29
07/26/2018 22:05:07.000000,7.47,9.77,9.52
07/26/2018 22:07:46.000000,7.95,10.5,9.69
07/26/2018 22:09:07.000000,8.38,11.43,9.9
07/26/2018 22:11:48.000000,6.97,8.13,8.13
07/26/2018 22:13:08.000000,6.26,9.05,7.88
07/26/2018 22:15:46.000000,6.89,8.72,8.36
07/26/2018 22:17:09.000000,6.08,7.49,7.41
07/26/2018 22:19:47.000000,6.37,7.78,7.51
07/26/2018 22:21:07.000000,6.48,9.12,8.64
07/26/2018 22:23:47.000000,6.76,9.73,8.9
07/26/2018 22:25:07.000000,8.41,14.35,12.03
07/26/2018 22:27:47.000000,5.78,7.49,6.95
07/26/2018 22:29:07.000000,5.98,7.71,7.56
07/26/2018 22:31:47.000000,5.5,8.45,7.32
07/26/2018 22:33:07.000000,6.42,12.92,9.67
07/26/2018 22:35:46.000000,12.48,17.23,16.67
07/26/2018 22:39:47.000000,11.3,15.98,14.87
07/26/2018 22:41:07.000000,10.35,17.08,14.5
07/26/2018 22:45:07.000000,5.22,7.34,6.83
07/26/2018 22:49:10.000000,4.24,5.57,5.54
07/26/2018 22:51:47.000000,5.44,6.73,6.41
07/26/2018 22:53:07.000000,4.95,8.5,6.95
07/26/2018 22:55:47.000000,5.36,6.62,6.62
07/26/2018 22:57:06.000000,5.1,6.51,6.46
07/26/2018 22:59:47.000000,4.95,6.25,6.18
07/26/2018 23:03:47.000000,4.74,5.97,5.59
07/26/2018 23:05:10.000000,5.26,8.19,7.21
07/26/2018 23:09:07.000000,4.79,6.49,6.42
07/26/2018 23:10:27.000000,5.0,6.41,6.35
07/26/2018 23:13:07.000000,5.21,6.71,6.57
07/26/2018 23:15:49.000000,4.9,6.59,6.23
07/26/2018 23:17:07.000000,5.35,8.0,7.54
07/26/2018 23:19:46.000000,5.39,7.54,6.85
07/26/2018 23:21:06.000000,7.16,15.18,11.68
07/26/2018 23:23:47.000000,5.59,7.29,6.51
07/26/2018 23:25:07.000000,5.35,6.18,6.18
07/26/2018 23:27:47.000000,5.17,7.0,6.67
07/26/2018 23:29:07.000000,5.43,6.67,6.52
07/26/2018 23:31:47.000000,4.47,6.03,5.5
07/26/2018 23:33:07.000000,5.87,7.55,7.22
07/26/2018 23:35:47.000000,6.07,7.1,7.02
07/26/2018 23:37:07.000000,5.49,6.61,6.61
07/26/2018 23:39:46.000000,5.76,6.71,6.71
07/26/2018 23:41:07.000000,7.68,9.63,8.83
07/26/2018 23:43:46.000000,12.23,14.8,14.52
07/26/2018 23:45:07.000000,10.24,12.62,12.38
07/26/2018 23:47:47.000000,8.5,11.18,10.52
07/26/2018 23:49:07.000000,5.25,7.03,6.78
07/26/2018 23:51:47.000000,5.24,6.81,6.38
07/26/2018 23:53:07.000000,5.42,7.0,6.6
07/26/2018 23:55:46.000000,5.98,8.63,7.46
07/26/2018 23:57:06.000000,5.38,6.4,6.38
07/26/2018 23:59:47.000000,5.93,6.87,6.87
07/27/2018 00:01:07.000000,5.68,6.7,6.65
07/27/2018 00:03:47.000000,5.53,7.62,7.18
07/27/2018 00:05:07.000000,5.29,6.78,6.78
07/27/2018 00:07:47.000000,5.54,7.02,6.9
07/27/2018 00:09:07.000000,4.98,6.33,6.07
07/27/2018 00:11:46.000000,5.95,8.1,7.44
07/27/2018 00:13:07.000000,5.36,7.69,6.6
07/27/2018 00:15:46.000000,5.49,7.44,6.9
07/27/2018 00:17:07.000000,5.55,6.9,6.65
07/27/2018 00:19:47.000000,4.98,7.22,6.76
07/27/2018 00:21:07.000000,4.81,6.4,6.29
07/27/2018 00:23:46.000000,5.66,7.42,7.29
07/27/2018 00:25:07.000000,5.2,7.0,6.59
07/27/2018 00:27:47.000000,5.37,6.59,6.59
07/27/2018 00:29:07.000000,7.26,19.02,12.62
07/27/2018 00:31:47.000000,4.07,5.65,5.5
07/27/2018 00:33:07.000000,5.71,7.68,7.22
07/27/2018 00:35:47.000000,5.02,6.59,6.2
07/27/2018 00:37:07.000000,5.35,6.43,6.2
07/27/2018 00:39:47.000000,5.53,6.55,6.35
07/27/2018 00:41:07.000000,5.81,7.55,7.4
07/27/2018 00:43:46.000000,5.43,6.7,6.7
07/27/2018 00:45:06.000000,5.39,7.73,7.2
07/27/2018 00:47:47.000000,6.3,9.13,8.0
07/27/2018 00:49:07.000000,5.61,9.98,7.9
07/27/2018 00:51:46.000000,5.17,7.24,6.88
07/27/2018 00:53:07.000000,5.61,7.02,6.9
07/27/2018 00:55:46.000000,4.76,6.19,6.02
07/27/2018 00:57:06.000000,4.78,5.76,5.63
07/27/2018 00:59:46.000000,4.66,6.15,5.63
07/27/2018 01:01:07.000000,5.62,7.2,6.87
07/27/2018 01:03:46.000000,5.27,7.56,6.68
07/27/2018 01:05:08.000000,5.63,7.44,7.1
07/27/2018 01:07:47.000000,4.62,6.53,6.35
07/27/2018 01:09:06.000000,6.15,7.9,7.62
07/27/2018 01:11:47.000000,5.56,7.41,7.2
07/27/2018 01:13:07.000000,5.39,7.51,7.29
07/27/2018 01:15:48.000000,5.18,6.97,6.51
07/27/2018 01:17:07.000000,5.37,7.93,7.24
07/27/2018 01:19:47.000000,5.29,7.15,6.85
07/27/2018 01:21:07.000000,4.95,6.38,6.38
07/27/2018 01:23:47.000000,5.87,7.53,7.2
07/27/2018 01:25:09.000000,5.85,7.26,7.26
07/27/2018 01:27:47.000000,6.49,7.98,7.51
07/27/2018 01:29:07.000000,5.17,7.34,6.85
07/27/2018 01:31:47.000000,6.57,8.71,8.19
07/27/2018 01:33:09.000000,5.76,7.83,7.63
07/27/2018 01:35:46.000000,6.07,7.62,7.62
07/27/2018 01:37:07.000000,6.33,8.21,7.86
07/27/2018 01:39:47.000000,5.72,7.59,7.59
07/27/2018 01:41:06.000000,6.0,8.41,7.72
07/27/2018 01:43:46.000000,5.8,7.37,7.2
07/27/2018 01:45:07.000000,5.93,7.73,7.2
07/27/2018 01:47:47.000000,6.15,7.68,7.68
07/27/2018 01:49:07.000000,6.05,8.85,8.3
07/27/2018 01:51:47.000000,6.61,8.9,8.56
07/27/2018 01:53:08.000000,6.22,8.9,8.22
07/27/2018 01:55:47.000000,7.46,8.66,8.66
07/27/2018 01:57:07.000000,6.39,8.71,8.51
07/27/2018 01:59:47.000000,7.23,8.77,8.51
07/27/2018 02:01:07.000000,5.14,7.31,7.14
07/27/2018 02:03:47.000000,6.37,7.95,7.72
07/27/2018 02:05:07.000000,6.49,8.26,7.46
07/27/2018 02:07:47.000000,7.07,8.2,8.2
07/27/2018 02:09:07.000000,6.33,8.4,8.19
07/27/2018 02:11:47.000000,6.41,7.78,7.63
07/27/2018 02:13:07.000000,6.25,8.32,7.4
07/27/2018 02:15:47.000000,5.62,7.55,7.1
07/27/2018 02:17:07.000000,5.62,8.15,7.69
07/27/2018 02:19:47.000000,6.32,8.49,7.95
07/27/2018 02:21:07.000000,6.17,7.69,7.36
07/27/2018 02:23:47.000000,6.87,9.1,8.52
07/27/2018 02:25:07.000000,6.33,8.07,8.0
07/27/2018 02:27:47.000000,6.41,8.9,8.15
07/27/2018 02:29:07.000000,7.6,10.2,9.68
07/27/2018 02:31:47.000000,6.73,8.66,8.49
07/27/2018 02:33:07.000000,6.74,9.4,9.21
07/27/2018 02:35:47.000000,6.63,8.71,8.2
07/27/2018 02:37:07.000000,6.43,8.52,8.4
07/27/2018 02:39:47.000000,6.85,9.29,8.73
07/27/2018 02:41:07.000000,6.55,8.88,8.33
07/27/2018 02:43:47.000000,6.29,8.27,8.02
07/27/2018 02:45:07.000000,5.2,8.22,7.32
07/27/2018 02:47:47.000000,6.75,8.63,8.13
07/27/2018 02:49:07.000000,6.6,8.57,8.24
07/27/2018 02:51:47.000000,6.47,8.27,8.25
07/27/2018 02:53:07.000000,6.02,7.19,7.17
07/27/2018 02:55:47.000000,6.49,8.68,8.61
07/27/2018 02:57:06.000000,6.93,8.52,8.29
07/27/2018 02:59:46.000000,6.32,8.2,8.2
07/27/2018 03:01:07.000000,6.97,8.46,8.15
07/27/2018 03:03:47.000000,6.46,8.39,8.17
07/27/2018 03:05:07.000000,6.31,8.52,8.19
07/27/2018 03:07:46.000000,6.0,7.92,7.92
07/27/2018 03:09:07.000000,6.73,8.56,8.29
07/27/2018 03:11:47.000000,7.75,10.18,10.05
07/27/2018 03:13:07.000000,7.74,10.26,9.28
07/27/2018 03:15:47.000000,7.03,10.9,9.63
07/27/2018 03:17:07.000000,7.29,9.71,8.93
07/27/2018 03:19:47.000000,7.54,10.03,9.51
07/27/2018 03:21:07.000000,7.53,10.98,10.25
07/27/2018 03:23:47.000000,6.9,8.4,8.23
07/27/2018 03:25:07.000000,7.54,9.51,9.34
07/27/2018 03:27:47.000000,8.49,12.41,11.1
07/27/2018 03:29:07.000000,7.95,12.3,10.15
07/27/2018 03:31:47.000000,7.92,10.33,10.13
07/27/2018 03:33:07.000000,7.45,10.55,9.5
07/27/2018 03:35:47.000000,8.34,11.88,10.76
07/27/2018 03:37:06.000000,7.56,10.12,9.22
07/27/2018 03:39:46.000000,7.75,10.93,9.6
07/27/2018 03:41:07.000000,8.61,11.87,11.24
07/27/2018 03:43:47.000000,7.7,10.57,9.65
07/27/2018 03:45:07.000000,7.69,11.17,10.71
07/27/2018 03:47:47.000000,7.85,10.93,10.23
07/27/2018 03:49:06.000000,7.5,9.7,9.0
07/27/2018 03:51:46.000000,6.87,9.55,8.8
07/27/2018 03:53:07.000000,7.38,9.64,9.31
07/27/2018 03:55:47.000000,6.85,9.82,9.0
07/27/2018 03:57:07.000000,6.88,10.37,9.0
07/27/2018 03:59:47.000000,4.15,6.55,5.8
07/27/2018 04:01:07.000000,3.48,4.95,4.31
07/27/2018 04:03:47.000000,3.35,4.6,4.28
07/27/2018 04:05:07.000000,2.78,4.29,3.24
07/27/2018 04:07:48.000000,2.47,3.92,3.2
07/27/2018 04:09:06.000000,2.58,3.15,2.8
07/27/2018 04:11:46.000000,2.23,3.41,3.08
07/27/2018 04:13:07.000000,1.83,3.03,2.58
07/27/2018 04:15:47.000000,2.0,3.31,3.05
07/27/2018 04:17:07.000000,2.46,4.51,3.56
07/27/2018 04:19:47.000000,2.17,3.57,3.0
07/27/2018 04:21:07.000000,1.8,3.27,2.46
07/27/2018 04:23:47.000000,1.74,2.43,2.38
07/27/2018 04:25:07.000000,2.0,3.68,3.32
07/27/2018 04:27:47.000000,2.26,3.41,3.18
07/27/2018 04:29:07.000000,2.7,4.25,3.83
07/27/2018 04:31:47.000000,2.92,3.5,3.25
07/27/2018 04:33:07.000000,2.49,4.07,3.29
07/27/2018 04:35:47.000000,2.38,3.67,3.33
07/27/2018 04:37:07.000000,2.62,3.86,3.36
07/27/2018 04:39:47.000000,2.85,4.03,3.85
07/27/2018 04:41:07.000000,2.55,3.35,3.28
07/27/2018 04:43:46.000000,2.83,3.4,3.33
07/27/2018 04:45:07.000000,3.17,4.22,4.07
07/27/2018 04:47:47.000000,2.95,4.03,3.95
07/27/2018 04:49:07.000000,2.71,3.36,3.14
07/27/2018 04:51:47.000000,2.32,2.95,2.71
07/27/2018 04:53:07.000000,2.54,4.64,4.15
07/27/2018 04:55:47.000000,3.17,4.02,3.95
07/27/2018 04:57:07.000000,3.66,4.56,4.56
07/27/2018 04:59:47.000000,3.51,4.38,4.38
07/27/2018 05:01:07.000000,3.75,6.12,5.2
07/27/2018 05:03:48.000000,2.67,3.37,3.25
07/27/2018 05:05:07.000000,3.0,3.93,3.76
07/27/2018 05:07:47.000000,3.03,4.15,3.8
07/27/2018 05:09:08.000000,2.69,3.95,3.43
07/27/2018 05:11:47.000000,3.36,4.52,4.31
07/27/2018 05:13:07.000000,3.24,3.93,3.93
07/27/2018 05:15:47.000000,3.22,4.37,4.37
07/27/2018 05:17:07.000000,3.12,4.45,3.9
07/27/2018 05:19:47.000000,3.71,5.0,5.0
07/27/2018 05:21:07.000000,3.2,4.37,3.97
07/27/2018 05:23:47.000000,3.17,4.85,3.92
07/27/2018 05:25:07.000000,3.33,4.98,4.69
07/27/2018 05:27:47.000000,3.49,5.82,4.85
07/27/2018 05:29:07.000000,2.9,4.83,4.24
07/27/2018 05:31:47.000000,3.19,4.33,3.98
07/27/2018 05:33:07.000000,2.71,4.71,3.68
07/27/2018 05:35:47.000000,3.39,5.07,4.39
07/27/2018 05:37:07.000000,2.9,4.14,3.76
07/27/2018 05:39:47.000000,3.49,4.54,4.12
07/27/2018 05:41:07.000000,3.83,5.35,4.72
07/27/2018 05:43:47.000000,3.78,4.8,4.72
07/27/2018 05:45:07.000000,3.8,5.2,4.8
07/27/2018 05:47:47.000000,3.37,4.85,4.6
07/27/2018 05:49:07.000000,3.33,4.64,4.5
07/27/2018 05:51:47.000000,4.46,6.61,6.05
07/27/2018 05:53:07.000000,4.22,6.15,5.51
07/27/2018 05:55:47.000000,4.46,6.37,5.8
07/27/2018 05:57:08.000000,4.64,7.26,6.38
07/27/2018 05:59:47.000000,5.17,7.37,6.9
07/27/2018 06:01:07.000000,5.5,7.68,7.07
07/27/2018 06:03:47.000000,5.56,7.54,7.27
07/27/2018 06:05:08.000000,6.05,7.49,7.29
07/27/2018 06:07:47.000000,4.03,5.21,5.08
07/27/2018 06:09:07.000000,5.15,7.8,6.95
07/27/2018 06:11:47.000000,4.87,6.43,6.35
07/27/2018 06:13:07.000000,4.83,6.56,6.41
07/27/2018 06:15:47.000000,4.03,5.75,5.43
07/27/2018 06:17:07.000000,5.29,7.43,6.95
07/27/2018 06:19:47.000000,5.39,7.27,6.73
07/27/2018 06:21:07.000000,5.17,6.41,6.02
07/27/2018 06:23:47.000000,6.55,8.3,7.93
07/27/2018 06:25:08.000000,8.24,10.48,9.71
07/27/2018 06:27:47.000000,7.83,10.0,9.32
07/27/2018 06:29:07.000000,7.03,9.73,8.75
07/27/2018 06:31:47.000000,6.39,8.27,7.61
07/27/2018 06:33:07.000000,6.51,9.32,8.56
07/27/2018 06:35:47.000000,6.93,8.6,8.6
07/27/2018 06:37:08.000000,6.55,8.35,8.27
07/27/2018 06:39:47.000000,6.9,9.71,8.74
07/27/2018 06:41:07.000000,6.41,8.54,8.12
07/27/2018 06:43:47.000000,6.02,8.32,7.83
07/27/2018 06:45:07.000000,6.71,8.27,8.0
07/27/2018 06:47:47.000000,5.65,8.57,6.93
07/27/2018 06:49:07.000000,6.0,7.93,7.2
07/27/2018 06:51:47.000000,6.26,8.26,7.79
07/27/2018 06:53:07.000000,6.15,8.41,8.15
07/27/2018 06:55:47.000000,5.05,7.9,7.1
07/27/2018 06:57:07.000000,5.08,7.54,6.82
07/27/2018 06:59:47.000000,5.73,7.24,7.05
07/27/2018 07:01:07.000000,5.93,7.6,7.37
07/27/2018 07:03:47.000000,5.69,8.49,7.59
07/27/2018 07:05:07.000000,5.93,8.19,7.69
07/27/2018 07:07:47.000000,4.9,6.85,6.49
07/27/2018 07:09:07.000000,4.47,6.62,6.37
07/27/2018 07:11:47.000000,5.29,8.48,7.17
07/27/2018 07:13:07.000000,4.71,6.29,5.85
07/27/2018 07:15:47.000000,4.73,6.83,5.98
07/27/2018 07:17:07.000000,5.05,6.54,6.29
07/27/2018 07:19:47.000000,4.33,6.19,5.48
07/27/2018 07:21:07.000000,4.35,5.65,5.43
07/27/2018 07:23:47.000000,4.8,6.27,5.83
07/27/2018 07:25:08.000000,5.34,6.93,6.71
07/27/2018 07:27:47.000000,5.8,9.13,8.35
07/27/2018 07:29:07.000000,5.15,7.9,7.22
07/27/2018 07:31:47.000000,4.83,6.69,6.02
07/27/2018 07:33:07.000000,4.52,6.71,6.45
07/27/2018 07:35:47.000000,4.5,6.15,6.05
07/27/2018 07:37:07.000000,4.56,6.0,5.83
07/27/2018 07:39:47.000000,4.55,6.35,5.75
07/27/2018 07:41:07.000000,4.17,6.1,5.54
07/27/2018 07:43:47.000000,4.34,6.51,5.68
07/27/2018 07:45:07.000000,4.5,6.35,5.7
