InstrumentName, The GrowHaus,,
StartTime, 2018-07-01 00:00:00,,
EndTime, 2018-07-31 23:59:59,,
Date,PM2.5,humidity,temp_f
07/01/2018 17:13:46.103333,14.0,48.0,97.33333333333333
07/01/2018 17:16:26.120000,21.35,47.0,98.66666666666667
07/01/2018 17:19:06.106666,29.79,44.0,100.0
07/01/2018 17:23:06.103333,20.05,41.0,102.66666666666667
07/01/2018 17:25:46.130000,18.6,39.0,104.0
07/01/2018 17:28:26.120000,18.8,38.0,105.33333333333333
07/01/2018 17:31:08.003333,18.47,37.0,106.66666666666667
07/01/2018 17:35:06.510000,19.09,34.0,108.0
07/01/2018 17:37:46.113333,18.51,33.0,108.0
07/01/2018 17:40:26.103333,18.2,33.0,109.33333333333333
07/01/2018 17:44:26.116666,19.05,33.0,109.33333333333333
07/01/2018 17:47:06.126666,19.41,32.0,110.66666666666667
07/01/2018 17:49:46.133333,19.79,31.0,109.33333333333333
07/01/2018 17:52:26.206666,18.93,31.0,110.66666666666667
07/01/2018 17:56:26.113333,18.57,31.0,112.0
07/01/2018 17:59:06.226666,16.9,30.0,112.0
07/01/2018 18:01:46.636666,14.83,28.0,112.0
07/01/2018 18:04:26.806666,13.22,25.0,113.33333333333333
07/01/2018 18:08:26.116666,15.1,26.0,114.66666666666667
07/01/2018 18:11:06.123333,15.47,24.0,113.33333333333333
07/01/2018 18:13:46.830000,15.59,25.0,114.66666666666667
07/01/2018 18:16:26.113333,15.93,26.0,114.66666666666667
07/01/2018 18:20:26.123333,16.02,25.0,114.66666666666667
07/01/2018 18:23:06.440000,13.82,24.0,116.0
07/01/2018 18:25:47.156666,11.88,23.0,116.0
07/01/2018 18:28:26.130000,12.77,22.0,116.0
07/01/2018 18:32:26.163333,14.57,22.0,116.0
07/01/2018 18:35:06.116666,14.88,22.0,117.33333333333333
07/01/2018 18:37:47.413333,14.05,22.0,117.33333333333333
07/01/2018 18:40:27.450000,12.95,21.0,117.33333333333333
07/01/2018 18:43:06.126666,11.87,20.0,118.66666666666667
07/01/2018 18:47:06.136666,9.0,19.0,118.66666666666667
07/01/2018 18:49:47.346666,11.63,19.0,118.66666666666667
07/01/2018 18:52:26.130000,10.1,19.0,118.66666666666667
07/01/2018 18:56:27.430000,12.0,19.0,120.0
07/01/2018 18:59:06.110000,11.07,18.0,120.0
07/01/2018 19:01:46.140000,10.38,18.0,118.66666666666667
07/01/2018 19:04:26.136666,10.61,18.0,118.66666666666667
07/01/2018 19:08:26.146666,11.19,18.0,120.0
07/01/2018 19:11:06.223333,9.57,16.0,118.66666666666667
07/01/2018 19:13:46.240000,7.49,17.0,120.0
07/01/2018 19:17:47.153333,9.13,16.0,120.0
07/01/2018 19:20:27.220000,6.12,16.0,121.33333333333333
07/01/2018 19:23:06.146666,7.33,17.0,121.33333333333333
07/01/2018 19:25:46.230000,7.18,17.0,122.66666666666667
07/01/2018 19:29:46.140000,7.78,17.0,121.33333333333333
07/01/2018 19:32:26.146666,8.85,17.0,121.33333333333333
07/01/2018 19:35:06.140000,7.76,16.0,122.66666666666667
07/01/2018 19:37:46.156666,7.32,16.0,122.66666666666667
07/01/2018 19:41:46.823333,7.05,15.0,122.66666666666667
07/01/2018 19:44:26.140000,6.83,16.0,122.66666666666667
07/01/2018 19:45:47.153333,5.68,16.0,122.66666666666667
07/01/2018 19:49:46.153333,6.15,15.0,121.33333333333333
07/01/2018 19:52:26.516666,6.8,15.0,122.66666666666667
07/01/2018 19:55:07.816666,6.29,15.0,124.0
07/01/2018 19:57:46.140000,4.45,15.0,124.0
07/01/2018 20:01:46.200000,4.54,15.0,125.33333333333333
07/01/2018 20:04:28.463333,4.22,14.0,125.33333333333333
07/01/2018 20:07:06.316666,5.15,13.0,125.33333333333333
07/01/2018 20:11:06.226666,3.88,14.0,125.33333333333333
07/01/2018 20:13:46.690000,4.62,13.0,125.33333333333333
07/01/2018 20:17:46.163333,4.78,13.0,126.66666666666667
07/01/2018 20:19:06.160000,4.62,13.0,126.66666666666667
07/01/2018 20:23:06.193333,5.31,14.0,126.66666666666667
07/01/2018 20:25:46.183333,5.35,13.0,126.66666666666667
07/01/2018 20:29:46.236666,5.55,12.0,126.66666666666667
07/01/2018 20:31:06.393333,5.5,13.0,126.66666666666667
07/01/2018 20:35:06.170000,5.12,14.0,128.0
07/01/2018 20:37:46.176666,5.17,14.0,128.0
07/01/2018 20:40:27.216666,5.78,14.0,128.0
07/01/2018 20:43:07.620000,5.86,13.0,128.0
07/01/2018 20:47:06.170000,6.0,14.0,129.33333333333334
07/01/2018 20:49:46.873333,6.36,14.0,129.33333333333334
07/01/2018 20:52:26.173333,6.59,14.0,129.33333333333334
07/01/2018 20:55:06.173333,8.0,14.0,129.33333333333334
07/01/2018 20:59:06.196666,8.0,14.0,130.66666666666666
07/01/2018 21:01:48.913333,6.86,14.0,130.66666666666666
07/01/2018 21:04:28.036666,7.37,13.0,130.66666666666666
07/01/2018 21:08:28.436666,7.76,13.0,130.66666666666666
07/01/2018 21:11:06.180000,8.57,13.0,130.66666666666666
07/01/2018 21:13:47.136666,7.52,13.0,130.66666666666666
07/01/2018 21:16:26.176666,8.43,13.0,132.0
07/01/2018 21:20:26.216666,8.82,13.0,132.0
07/01/2018 21:23:06.176666,8.12,13.0,132.0
07/01/2018 21:25:46.803333,7.78,13.0,132.0
07/01/2018 21:28:26.183333,7.74,13.0,132.0
07/01/2018 21:32:27.256666,8.17,13.0,132.0
07/01/2018 21:35:06.186666,8.11,13.0,133.33333333333334
07/01/2018 21:37:46.200000,7.62,12.0,133.33333333333334
07/01/2018 21:40:26.310000,8.26,12.0,133.33333333333334
07/01/2018 21:44:27.106666,8.74,12.0,133.33333333333334
07/01/2018 21:47:06.186666,8.51,12.0,133.33333333333334
07/01/2018 21:49:46.486666,9.29,12.0,133.33333333333334
07/01/2018 21:53:47.216666,7.84,11.0,133.33333333333334
07/01/2018 21:56:26.216666,8.1,12.0,133.33333333333334
07/01/2018 21:59:06.216666,8.15,12.0,133.33333333333334
07/01/2018 22:01:46.523333,7.68,12.0,134.66666666666666
07/01/2018 22:05:46.203333,7.24,11.0,134.66666666666666
07/01/2018 22:07:06.316666,7.62,11.0,134.66666666666666
07/01/2018 22:11:06.203333,11.1,11.0,134.66666666666666
07/01/2018 22:13:47.146666,7.82,11.0,134.66666666666666
07/01/2018 22:17:46.203333,7.8,11.0,136.0
07/01/2018 22:19:06.203333,7.29,11.0,136.0
07/01/2018 22:21:46.516666,7.53,10.0,134.66666666666666
07/01/2018 22:25:46.260000,7.62,11.0,136.0
07/01/2018 22:28:26.220000,7.18,11.0,136.0
07/01/2018 22:31:06.896666,6.71,10.0,136.0
07/01/2018 22:33:48.033333,6.87,10.0,136.0
07/01/2018 22:37:47.733333,6.15,10.0,136.0
07/01/2018 22:40:26.206666,6.93,10.0,136.0
07/01/2018 22:43:06.246666,6.73,10.0,136.0
07/01/2018 22:47:06.210000,7.3,10.0,136.0
07/01/2018 22:49:46.210000,7.13,10.0,136.0
07/01/2018 22:52:26.216666,6.71,9.0,134.66666666666666
07/01/2018 22:55:06.210000,8.45,10.0,134.66666666666666
07/01/2018 22:59:06.210000,7.61,10.0,134.66666666666666
07/01/2018 23:01:46.330000,6.58,10.0,134.66666666666666
07/01/2018 23:04:26.213333,7.61,10.0,134.66666666666666
07/01/2018 23:07:06.246666,7.85,11.0,134.66666666666666
