InstrumentName, Adams County Building
StartTime, 2018-07-01 00:00:00
EndTime, 2018-07-31 23:59:59
Date,PM2.5
07/01/2018 00:00:00.000000,5.0
07/01/2018 01:00:00.000000,4.6
07/01/2018 02:00:00.000000,4.6
07/01/2018 03:00:00.000000,4.8
07/01/2018 04:00:00.000000,5.8
07/01/2018 05:00:00.000000,6.4
07/01/2018 06:00:00.000000,6.3
07/01/2018 07:00:00.000000,6.8
07/01/2018 08:00:00.000000,6.8
07/01/2018 09:00:00.000000,8.3
07/01/2018 10:00:00.000000,9.6
07/01/2018 11:00:00.000000,10.1
07/01/2018 12:00:00.000000,10.7
07/01/2018 13:00:00.000000,11.4
07/01/2018 14:00:00.000000,11.5
07/01/2018 15:00:00.000000,10.4
07/01/2018 16:00:00.000000,9.8
07/01/2018 17:00:00.000000,9.6
07/01/2018 18:00:00.000000,7.7
07/01/2018 19:00:00.000000,5.6
07/01/2018 20:00:00.000000,4.4
07/01/2018 21:00:00.000000,3.9
07/01/2018 22:00:00.000000,3.5
07/01/2018 23:00:00.000000,3.2
07/02/2018 00:00:00.000000,3.1
07/02/2018 01:00:00.000000,3.3
07/02/2018 02:00:00.000000,3.8
07/02/2018 03:00:00.000000,4.8
07/02/2018 04:00:00.000000,4.9
07/02/2018 05:00:00.000000,4.9
07/02/2018 06:00:00.000000,4.6
07/02/2018 07:00:00.000000,5.1
07/02/2018 08:00:00.000000,5.1
07/02/2018 09:00:00.000000,6.0
07/02/2018 10:00:00.000000,8.0
07/02/2018 11:00:00.000000,10.8
07/02/2018 12:00:00.000000,24.9
07/02/2018 13:00:00.000000,22.3
07/02/2018 14:00:00.000000,16.8
07/02/2018 15:00:00.000000,13.1
07/02/2018 16:00:00.000000,10.0
07/02/2018 17:00:00.000000,7.8
07/02/2018 18:00:00.000000,6.3
07/02/2018 19:00:00.000000,5.3
07/02/2018 20:00:00.000000,5.6
07/02/2018 21:00:00.000000,6.2
07/02/2018 22:00:00.000000,7.0
07/02/2018 23:00:00.000000,7.4
07/03/2018 00:00:00.000000,6.6
07/03/2018 01:00:00.000000,6.3
07/03/2018 02:00:00.000000,6.3
07/03/2018 03:00:00.000000,9.7
07/03/2018 04:00:00.000000,19.4
07/03/2018 05:00:00.000000,13.8
07/03/2018 06:00:00.000000,13.8
07/03/2018 07:00:00.000000,15.3
07/03/2018 08:00:00.000000,15.3
07/03/2018 09:00:00.000000,17.8
07/03/2018 10:00:00.000000,19.7
07/03/2018 11:00:00.000000,20.9
07/03/2018 12:00:00.000000,24.3
07/03/2018 13:00:00.000000,22.6
07/03/2018 14:00:00.000000,22.7
07/03/2018 15:00:00.000000,20.3
07/03/2018 16:00:00.000000,18.0
07/03/2018 17:00:00.000000,15.3
07/03/2018 18:00:00.000000,9.5
07/03/2018 19:00:00.000000,6.4
07/03/2018 20:00:00.000000,6.4
07/03/2018 21:00:00.000000,11.3
07/03/2018 22:00:00.000000,9.2
07/03/2018 23:00:00.000000,10.3
07/04/2018 00:00:00.000000,7.6
07/04/2018 01:00:00.000000,6.0
07/04/2018 02:00:00.000000,6.7
07/04/2018 03:00:00.000000,7.3
07/04/2018 04:00:00.000000,7.8
07/04/2018 05:00:00.000000,8.0
07/04/2018 06:00:00.000000,9.1
07/04/2018 07:00:00.000000,10.5
07/04/2018 08:00:00.000000,10.5
07/04/2018 09:00:00.000000,14.0
07/04/2018 10:00:00.000000,14.8
07/04/2018 11:00:00.000000,14.4
07/04/2018 12:00:00.000000,13.6
07/04/2018 13:00:00.000000,12.5
07/04/2018 14:00:00.000000,11.0
07/04/2018 15:00:00.000000,9.8
07/04/2018 16:00:00.000000,9.1
07/04/2018 17:00:00.000000,8.8
07/04/2018 18:00:00.000000,8.3
07/04/2018 19:00:00.000000,7.8
07/04/2018 20:00:00.000000,6.9
07/04/2018 21:00:00.000000,6.1
07/04/2018 22:00:00.000000,6.0
07/04/2018 23:00:00.000000,6.5
07/05/2018 00:00:00.000000,6.8
07/05/2018 01:00:00.000000,7.0
07/05/2018 02:00:00.000000,7.0
07/05/2018 03:00:00.000000,8.1
07/05/2018 04:00:00.000000,10.2
07/05/2018 05:00:00.000000,10.8
07/05/2018 06:00:00.000000,12.0
07/05/2018 07:00:00.000000,11.7
07/05/2018 08:00:00.000000,11.7
07/05/2018 09:00:00.000000,9.9
07/05/2018 10:00:00.000000,9.5
07/05/2018 11:00:00.000000,9.5
07/05/2018 12:00:00.000000,10.9
07/05/2018 13:00:00.000000,11.2
07/05/2018 14:00:00.000000,10.9
07/05/2018 15:00:00.000000,10.5
07/05/2018 16:00:00.000000,9.7
07/05/2018 17:00:00.000000,8.1
07/05/2018 18:00:00.000000,7.6
07/05/2018 19:00:00.000000,6.6
07/05/2018 20:00:00.000000,6.5
07/05/2018 21:00:00.000000,6.6
07/05/2018 22:00:00.000000,11.2
07/05/2018 23:00:00.000000,11.4
07/06/2018 00:00:00.000000,9.9
07/06/2018 01:00:00.000000,8.2
07/06/2018 02:00:00.000000,8.5
07/06/2018 03:00:00.000000,9.7
07/06/2018 04:00:00.000000,11.0
07/06/2018 05:00:00.000000,11.3
07/06/2018 06:00:00.000000,13.1
07/06/2018 07:00:00.000000,14.8
07/06/2018 08:00:00.000000,14.8
07/06/2018 09:00:00.000000,17.0
07/06/2018 10:00:00.000000,17.6
07/06/2018 11:00:00.000000,18.9
07/06/2018 12:00:00.000000,18.7
07/06/2018 13:00:00.000000,17.8
07/06/2018 14:00:00.000000,16.6
07/06/2018 15:00:00.000000,15.7
07/06/2018 16:00:00.000000,14.6
07/06/2018 17:00:00.000000,15.5
07/06/2018 18:00:00.000000,13.9
07/06/2018 19:00:00.000000,12.8
07/06/2018 20:00:00.000000,11.3
07/06/2018 21:00:00.000000,10.0
07/06/2018 22:00:00.000000,9.0
07/06/2018 23:00:00.000000,8.0
07/07/2018 00:00:00.000000,7.8
07/07/2018 01:00:00.000000,8.1
07/07/2018 02:00:00.000000,8.3
07/07/2018 03:00:00.000000,8.2
07/07/2018 04:00:00.000000,7.4
07/07/2018 05:00:00.000000,6.2
07/07/2018 06:00:00.000000,5.7
07/07/2018 07:00:00.000000,6.3
07/07/2018 08:00:00.000000,6.4
07/07/2018 09:00:00.000000,7.6
07/07/2018 10:00:00.000000,7.5
07/07/2018 11:00:00.000000,10.5
07/07/2018 12:00:00.000000,15.4
07/07/2018 13:00:00.000000,16.4
07/07/2018 14:00:00.000000,15.1
07/07/2018 15:00:00.000000,13.5
07/07/2018 16:00:00.000000,11.9
07/07/2018 17:00:00.000000,9.9
07/07/2018 18:00:00.000000,8.1
07/07/2018 19:00:00.000000,7.1
07/07/2018 20:00:00.000000,6.3
07/07/2018 21:00:00.000000,5.7
07/07/2018 22:00:00.000000,5.1
07/07/2018 23:00:00.000000,5.9
07/08/2018 00:00:00.000000,7.7
07/08/2018 01:00:00.000000,8.1
07/08/2018 02:00:00.000000,8.8
07/08/2018 03:00:00.000000,9.5
07/08/2018 04:00:00.000000,9.7
07/08/2018 05:00:00.000000,9.7
07/08/2018 06:00:00.000000,9.1
07/08/2018 07:00:00.000000,9.3
07/08/2018 08:00:00.000000,10.0
07/08/2018 09:00:00.000000,11.0
07/08/2018 10:00:00.000000,11.1
07/08/2018 11:00:00.000000,11.8
07/08/2018 12:00:00.000000,12.5
07/08/2018 13:00:00.000000,11.8
07/08/2018 14:00:00.000000,10.6
