InstrumentName, Construction Dust Monitor (A) [Sensor B],,
StartTime, 2018-06-01 00:00:00,,
EndTime, 2018-06-30 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
06/19/2018 15:28:51.000000,3.07,5.02,4.85
06/19/2018 15:32:51.000000,4.95,6.24,6.17
06/19/2018 15:35:31.000000,4.5,6.17,6.0
06/19/2018 15:38:11.000000,3.45,5.55,4.55
06/19/2018 15:40:53.000000,4.24,6.9,5.62
06/19/2018 15:44:52.000000,3.43,5.1,4.71
06/19/2018 15:47:31.000000,3.71,5.51,5.02
06/19/2018 15:50:11.000000,3.05,3.76,3.76
06/19/2018 15:52:51.000000,4.07,5.49,5.33
06/19/2018 15:56:51.000000,4.1,5.9,5.83
06/19/2018 15:59:31.000000,3.91,6.12,5.6
06/19/2018 16:02:11.000000,2.8,4.68,4.1
06/19/2018 16:04:51.000000,3.63,4.44,4.2
06/19/2018 16:08:51.000000,3.79,4.74,4.45
06/19/2018 16:11:31.000000,4.95,5.83,5.83
06/19/2018 16:14:11.000000,3.44,5.03,4.81
06/19/2018 16:16:52.000000,3.66,5.22,4.63
06/19/2018 16:20:52.000000,3.74,5.79,5.1
06/19/2018 16:23:31.000000,3.72,5.74,5.14
06/19/2018 16:26:11.000000,3.97,6.03,5.65
06/19/2018 16:28:51.000000,3.64,5.05,4.64
06/19/2018 16:32:52.000000,3.53,5.05,4.97
06/19/2018 16:35:31.000000,4.27,5.88,5.59
06/19/2018 16:38:12.000000,3.45,5.05,4.55
06/19/2018 16:40:51.000000,3.8,5.59,5.15
06/19/2018 16:44:52.000000,3.6,4.76,4.52
06/19/2018 16:47:31.000000,3.21,4.5,4.12
06/19/2018 16:50:11.000000,3.71,5.8,5.2
06/19/2018 16:52:51.000000,3.46,4.22,4.22
06/19/2018 16:56:51.000000,3.1,3.88,3.71
06/19/2018 16:59:31.000000,2.98,3.98,3.98
06/19/2018 17:02:11.000000,2.79,3.55,3.42
06/19/2018 17:04:52.000000,2.55,3.69,3.14
06/19/2018 17:08:51.000000,2.71,3.64,3.55
06/19/2018 17:11:31.000000,2.93,3.9,3.78
06/19/2018 17:14:11.000000,2.47,3.9,3.55
06/19/2018 17:16:51.000000,2.92,4.18,3.85
06/19/2018 17:20:51.000000,2.64,3.31,3.14
06/19/2018 17:23:31.000000,2.89,3.59,3.59
06/19/2018 17:26:12.000000,3.1,4.24,4.02
06/19/2018 17:28:51.000000,3.07,4.0,4.0
06/19/2018 17:32:51.000000,3.44,4.24,4.15
06/19/2018 17:35:31.000000,2.92,3.6,3.42
06/19/2018 17:38:12.000000,2.83,3.95,3.95
06/19/2018 17:40:51.000000,3.37,4.85,4.17
06/19/2018 17:44:51.000000,2.46,3.71,3.71
06/19/2018 17:47:31.000000,3.22,4.46,3.49
06/19/2018 17:50:16.000000,2.54,3.39,3.24
06/19/2018 17:52:51.000000,2.57,2.86,2.86
06/19/2018 17:56:51.000000,2.78,3.72,3.72
06/19/2018 17:59:31.000000,2.29,3.32,3.1
06/19/2018 18:02:12.000000,2.66,3.49,3.34
06/19/2018 18:04:53.000000,2.9,3.68,3.68
06/19/2018 18:08:51.000000,2.68,2.85,2.85
06/19/2018 18:11:32.000000,2.97,3.33,3.33
06/19/2018 18:14:12.000000,2.98,3.64,3.64
06/19/2018 18:16:51.000000,3.0,4.24,4.0
06/19/2018 18:20:53.000000,2.67,3.62,3.33
06/19/2018 18:23:31.000000,3.66,4.24,4.24
06/19/2018 18:26:11.000000,2.14,2.93,2.83
06/19/2018 18:28:51.000000,3.29,4.2,4.2
06/19/2018 18:32:51.000000,2.63,3.29,3.05
06/19/2018 18:35:31.000000,2.5,3.0,3.0
06/19/2018 18:38:11.000000,2.9,3.24,3.24
06/19/2018 18:40:51.000000,2.57,3.07,3.07
06/19/2018 18:44:51.000000,2.53,3.3,2.97
06/19/2018 18:47:31.000000,1.87,2.87,2.53
06/19/2018 18:50:11.000000,3.33,3.81,3.76
06/19/2018 18:52:51.000000,2.4,3.1,2.93
06/19/2018 18:56:53.000000,3.02,3.62,3.48
06/19/2018 18:59:31.000000,2.22,2.73,2.73
06/19/2018 19:02:11.000000,1.8,2.63,2.41
06/19/2018 19:04:51.000000,3.33,3.62,3.48
06/19/2018 19:07:31.000000,2.49,3.05,2.79
06/19/2018 19:11:31.000000,3.07,4.45,4.17
06/19/2018 19:14:11.000000,3.17,3.8,3.45
06/19/2018 19:16:51.000000,3.12,3.46,3.46
06/19/2018 19:20:51.000000,1.9,2.34,2.34
06/19/2018 19:23:32.000000,2.83,3.43,3.43
06/19/2018 19:26:11.000000,1.76,2.34,2.34
06/19/2018 19:28:51.000000,3.02,4.45,3.74
06/19/2018 19:32:51.000000,2.49,3.34,3.17
06/19/2018 19:35:31.000000,3.93,4.95,4.52
06/19/2018 19:38:11.000000,4.46,5.93,4.98
06/19/2018 19:40:51.000000,5.24,7.07,6.05
06/19/2018 19:44:51.000000,4.88,6.52,6.5
06/19/2018 19:47:31.000000,4.67,6.0,5.83
06/19/2018 19:50:12.000000,3.77,5.44,5.23
06/19/2018 19:52:52.000000,3.77,5.09,4.58
06/19/2018 19:56:51.000000,3.54,4.66,4.59
06/19/2018 19:59:31.000000,3.83,4.39,4.27
06/19/2018 20:02:11.000000,3.36,4.6,4.36
06/19/2018 20:04:51.000000,6.05,8.29,8.12
06/19/2018 20:07:31.000000,2.85,3.65,3.65
06/19/2018 20:11:31.000000,3.74,4.93,4.6
06/19/2018 20:14:11.000000,3.58,4.8,4.8
06/19/2018 20:16:51.000000,3.83,4.56,4.56
06/19/2018 20:20:52.000000,5.22,6.88,6.29
06/19/2018 20:23:31.000000,5.1,6.41,6.12
06/19/2018 20:26:11.000000,5.76,6.95,6.95
06/19/2018 20:28:51.000000,4.43,6.14,6.14
06/19/2018 20:32:51.000000,5.15,7.51,7.08
06/19/2018 20:35:31.000000,5.05,6.38,6.24
06/19/2018 20:38:11.000000,3.61,4.83,4.83
06/19/2018 20:40:54.000000,4.05,5.24,5.17
06/19/2018 20:44:51.000000,4.29,6.33,5.93
06/19/2018 20:47:33.000000,4.24,6.05,5.31
06/19/2018 20:50:11.000000,3.79,4.48,4.4
06/19/2018 20:52:51.000000,3.07,3.79,3.69
06/19/2018 20:56:51.000000,2.9,4.0,3.87
06/19/2018 20:59:31.000000,3.41,4.78,4.78
06/19/2018 21:02:12.000000,3.2,4.37,4.1
06/19/2018 21:04:51.000000,3.37,4.51,4.29
06/19/2018 21:08:51.000000,2.88,3.67,3.57
06/19/2018 21:11:31.000000,3.05,3.83,3.83
06/19/2018 21:14:11.000000,3.17,4.38,4.24
06/19/2018 21:16:51.000000,2.15,2.9,2.9
06/19/2018 21:20:52.000000,2.4,3.74,3.23
06/19/2018 21:23:31.000000,2.05,3.02,3.02
06/19/2018 21:26:11.000000,2.44,3.07,3.0
06/19/2018 21:28:51.000000,2.35,3.55,3.35
06/19/2018 21:32:51.000000,3.34,4.02,4.02
06/19/2018 21:35:31.000000,1.71,3.0,2.67
06/19/2018 21:38:11.000000,2.42,3.17,3.08
06/19/2018 21:40:51.000000,1.66,2.24,2.24
06/19/2018 21:44:51.000000,1.74,2.6,2.6
06/19/2018 21:47:32.000000,1.95,3.1,2.83
06/19/2018 21:50:11.000000,2.41,2.98,2.98
06/19/2018 21:52:51.000000,2.07,2.27,2.27
06/19/2018 21:56:51.000000,2.95,4.05,3.78
06/19/2018 21:59:31.000000,2.0,2.63,2.07
06/19/2018 22:02:11.000000,2.22,2.75,2.75
06/19/2018 22:04:51.000000,2.53,3.19,3.19
06/19/2018 22:08:51.000000,3.17,3.41,3.37
06/19/2018 22:11:31.000000,2.69,3.5,3.5
06/19/2018 22:14:11.000000,2.37,3.02,2.74
06/19/2018 22:16:52.000000,2.62,3.35,3.35
06/19/2018 22:20:53.000000,2.95,3.68,3.68
06/19/2018 22:23:31.000000,2.77,3.63,3.0
06/19/2018 22:26:12.000000,2.22,3.12,2.8
06/19/2018 22:28:51.000000,3.23,3.74,3.74
06/19/2018 22:40:51.000000,2.33,3.19,2.62
06/19/2018 22:43:31.000000,2.33,2.62,2.62
06/19/2018 22:47:31.000000,2.31,3.57,3.36
06/19/2018 22:50:12.000000,3.05,3.67,3.67
06/19/2018 22:52:51.000000,3.49,4.59,4.05
06/19/2018 22:55:32.000000,3.29,4.43,3.9
06/19/2018 22:59:32.000000,4.24,5.93,5.41
06/19/2018 23:02:12.000000,3.95,6.12,5.12
06/19/2018 23:04:52.000000,4.31,5.76,5.19
06/19/2018 23:08:51.000000,4.19,5.74,5.02
06/19/2018 23:11:31.000000,4.26,5.67,5.67
06/19/2018 23:14:12.000000,4.53,5.87,5.87
06/19/2018 23:16:51.000000,5.0,6.22,5.95
06/19/2018 23:20:52.000000,4.71,6.19,5.69
06/19/2018 23:23:31.000000,4.05,5.71,5.37
06/19/2018 23:26:11.000000,4.48,6.33,5.69
06/19/2018 23:28:52.000000,3.56,4.93,4.61
06/19/2018 23:32:51.000000,4.15,5.05,5.05
06/19/2018 23:35:32.000000,3.29,4.48,4.05
06/19/2018 23:38:11.000000,3.24,3.76,3.76
06/19/2018 23:40:51.000000,3.63,4.73,4.73
06/19/2018 23:44:51.000000,3.77,4.93,4.77
06/19/2018 23:47:31.000000,3.98,5.22,4.61
06/19/2018 23:50:12.000000,3.93,4.74,4.74
06/19/2018 23:52:51.000000,3.64,4.38,4.38
06/19/2018 23:56:51.000000,2.98,4.29,4.07
06/19/2018 23:59:31.000000,3.64,6.07,5.38
06/20/2018 00:02:12.000000,3.95,5.0,4.88
06/20/2018 00:04:51.000000,3.76,4.95,4.71
06/20/2018 00:08:51.000000,4.1,6.45,5.12
06/20/2018 00:11:31.000000,3.83,5.1,5.1
06/20/2018 00:14:11.000000,4.26,5.69,5.36
06/20/2018 00:16:52.000000,4.47,5.95,5.58
06/20/2018 00:19:31.000000,4.24,5.76,5.56
06/20/2018 00:23:32.000000,4.0,5.79,5.28
06/20/2018 00:26:12.000000,4.07,5.49,5.09
06/20/2018 00:28:51.000000,3.95,4.9,4.76
06/20/2018 00:32:51.000000,3.93,6.05,5.15
06/20/2018 00:35:32.000000,4.12,5.78,5.49
06/20/2018 00:38:11.000000,4.51,5.63,5.63
06/20/2018 00:40:52.000000,4.05,5.62,5.21
06/20/2018 00:44:51.000000,4.05,5.63,5.37
06/20/2018 00:47:31.000000,3.33,4.83,4.14
06/20/2018 00:50:12.000000,2.4,3.07,3.07
06/20/2018 00:52:52.000000,2.7,3.42,3.15
06/20/2018 00:55:31.000000,2.0,3.14,2.76
06/20/2018 00:59:31.000000,2.19,3.33,2.81
06/20/2018 01:02:11.000000,1.82,2.87,2.67
06/20/2018 01:04:52.000000,2.63,3.37,3.37
06/20/2018 01:08:52.000000,2.1,2.76,2.27
06/20/2018 01:11:31.000000,2.0,3.15,2.49
06/20/2018 01:14:11.000000,2.67,3.71,3.6
06/20/2018 01:16:51.000000,2.5,4.1,3.57
06/20/2018 01:19:32.000000,1.29,2.63,1.71
06/20/2018 01:23:32.000000,1.76,2.93,2.5
06/20/2018 01:26:11.000000,1.95,3.15,2.76
06/20/2018 01:28:52.000000,1.57,2.12,1.93
06/20/2018 01:31:31.000000,1.64,2.55,2.55
06/20/2018 01:35:31.000000,1.5,2.26,1.95
06/20/2018 01:38:11.000000,1.76,2.29,2.29
06/20/2018 01:40:52.000000,1.0,2.17,1.81
06/20/2018 01:44:51.000000,1.33,2.12,2.12
06/20/2018 01:47:32.000000,1.45,2.31,1.74
06/20/2018 01:50:11.000000,1.35,1.81,1.81
06/20/2018 01:52:51.000000,1.67,3.05,2.21
06/20/2018 01:55:32.000000,1.4,2.33,1.64
06/20/2018 01:59:31.000000,1.23,1.93,1.93
06/20/2018 02:02:12.000000,1.16,2.13,1.95
06/20/2018 02:04:51.000000,3.12,5.07,3.91
06/20/2018 02:08:51.000000,2.12,2.68,2.41
06/20/2018 02:11:31.000000,1.76,2.31,2.31
06/20/2018 02:14:12.000000,1.48,1.95,1.95
06/20/2018 02:16:52.000000,1.54,2.68,2.44
06/20/2018 02:20:52.000000,5.76,7.62,7.12
06/20/2018 02:23:32.000000,1.88,2.5,2.5
06/20/2018 02:26:11.000000,1.0,1.72,1.72
06/20/2018 02:28:51.000000,1.37,2.56,2.12
06/20/2018 02:32:51.000000,1.19,1.76,1.76
06/20/2018 02:35:31.000000,1.14,2.24,1.74
06/20/2018 02:38:11.000000,0.83,1.29,1.2
06/20/2018 02:40:51.000000,1.47,1.95,1.95
06/20/2018 02:43:31.000000,1.0,1.78,1.78
06/20/2018 02:47:31.000000,1.0,1.53,1.33
06/20/2018 02:50:12.000000,1.16,1.51,1.51
06/20/2018 02:52:52.000000,1.44,2.18,1.9
06/20/2018 02:55:31.000000,1.21,1.74,1.52
06/20/2018 02:59:31.000000,0.86,1.76,1.67
06/20/2018 03:02:12.000000,1.1,1.46,1.46
06/20/2018 03:04:51.000000,0.88,1.64,1.5
06/20/2018 03:07:31.000000,1.0,1.6,1.52
06/20/2018 03:11:31.000000,1.07,1.47,1.47
06/20/2018 03:14:12.000000,1.0,1.74,1.64
06/20/2018 03:16:51.000000,1.26,2.0,1.93
06/20/2018 03:19:31.000000,1.07,1.76,1.59
06/20/2018 03:23:31.000000,1.21,1.74,1.74
06/20/2018 03:26:12.000000,1.0,1.69,1.13
06/20/2018 03:28:51.000000,1.14,1.93,1.77
06/20/2018 03:32:52.000000,1.15,1.67,1.52
06/20/2018 03:35:32.000000,1.29,1.43,1.43
06/20/2018 03:38:12.000000,1.3,2.22,1.67
06/20/2018 03:40:52.000000,1.48,2.17,1.9
06/20/2018 03:43:32.000000,1.0,1.68,1.68
06/20/2018 03:47:32.000000,1.67,2.45,2.1
06/20/2018 03:50:11.000000,1.5,2.21,2.0
06/20/2018 03:52:51.000000,2.0,2.83,2.56
06/20/2018 03:55:32.000000,1.0,1.76,1.76
06/20/2018 03:59:32.000000,1.26,2.1,1.76
06/20/2018 04:02:12.000000,1.5,2.48,2.19
06/20/2018 04:04:52.000000,1.54,2.07,1.85
06/20/2018 04:08:52.000000,1.76,2.57,2.12
06/20/2018 04:11:32.000000,1.69,2.31,2.31
06/20/2018 04:14:11.000000,1.6,2.4,2.4
06/20/2018 04:16:52.000000,1.77,2.56,2.35
06/20/2018 04:20:51.000000,1.93,2.72,2.67
06/20/2018 04:23:32.000000,2.07,3.14,3.14
06/20/2018 04:26:11.000000,1.56,1.85,1.85
06/20/2018 04:28:51.000000,2.05,2.83,2.74
06/20/2018 04:32:51.000000,1.77,2.7,2.7
06/20/2018 04:35:31.000000,2.0,2.93,2.72
06/20/2018 04:38:12.000000,2.05,2.59,2.46
06/20/2018 04:40:51.000000,1.81,2.69,2.43
06/20/2018 04:44:51.000000,2.12,3.8,2.95
06/20/2018 04:47:32.000000,2.13,2.92,2.71
06/20/2018 04:50:15.000000,2.39,3.0,3.0
06/20/2018 04:52:52.000000,2.0,3.0,3.0
06/20/2018 04:55:31.000000,2.19,3.72,3.05
06/20/2018 04:59:32.000000,2.26,2.93,2.67
06/20/2018 05:02:12.000000,2.41,3.24,3.24
06/20/2018 05:04:51.000000,2.15,3.51,3.44
06/20/2018 05:08:52.000000,1.61,2.71,2.37
06/20/2018 05:11:32.000000,1.73,2.54,2.39
06/20/2018 05:14:12.000000,1.65,1.95,1.95
06/20/2018 05:16:51.000000,2.0,2.4,2.28
06/20/2018 05:19:31.000000,1.56,2.39,2.32
06/20/2018 05:23:32.000000,1.52,2.37,2.03
06/20/2018 05:26:12.000000,1.86,2.38,2.38
06/20/2018 05:28:52.000000,2.07,2.68,2.68
06/20/2018 05:32:52.000000,1.8,2.8,2.59
06/20/2018 05:35:31.000000,1.66,2.02,2.02
06/20/2018 05:38:11.000000,2.49,3.28,3.07
06/20/2018 05:40:52.000000,1.62,2.38,2.38
06/20/2018 05:44:51.000000,2.0,2.08,2.08
06/20/2018 05:47:32.000000,1.54,2.49,2.49
06/20/2018 05:50:13.000000,2.0,3.17,2.76
06/20/2018 05:52:51.000000,1.83,2.59,2.59
06/20/2018 05:55:32.000000,2.0,2.73,2.41
06/20/2018 05:59:31.000000,1.64,2.83,2.38
06/20/2018 06:02:13.000000,2.0,2.8,2.8
06/20/2018 06:04:51.000000,2.0,2.55,2.55
06/20/2018 06:08:52.000000,1.68,2.66,2.22
06/20/2018 06:11:32.000000,2.26,3.05,2.87
06/20/2018 06:14:11.000000,2.0,3.03,2.87
06/20/2018 06:16:51.000000,1.98,2.88,2.88
06/20/2018 06:19:32.000000,1.6,2.0,2.0
06/20/2018 06:23:32.000000,2.14,3.0,3.0
06/20/2018 06:26:11.000000,2.09,2.88,2.88
06/20/2018 06:28:51.000000,2.0,2.8,2.8
06/20/2018 06:32:51.000000,2.17,3.17,2.98
06/20/2018 06:35:32.000000,2.73,3.61,3.46
06/20/2018 06:38:12.000000,2.63,3.68,3.46
06/20/2018 06:40:52.000000,2.85,3.63,3.54
06/20/2018 06:43:32.000000,2.64,4.23,3.69
06/20/2018 06:47:31.000000,2.88,4.63,3.85
06/20/2018 06:50:13.000000,2.54,3.49,3.29
06/20/2018 06:52:52.000000,2.81,3.48,3.24
06/20/2018 06:55:32.000000,2.71,3.88,3.88
06/20/2018 06:59:31.000000,3.56,5.17,5.1
06/20/2018 07:02:11.000000,3.8,5.29,4.93
06/20/2018 07:04:52.000000,4.62,5.81,5.69
06/20/2018 07:08:51.000000,4.78,6.6,6.07
06/20/2018 07:11:32.000000,4.31,5.71,5.71
06/20/2018 07:14:12.000000,3.56,5.32,4.49
06/20/2018 07:16:51.000000,3.86,5.69,5.4
06/20/2018 07:19:31.000000,4.07,6.55,5.86
06/20/2018 07:23:31.000000,3.93,5.44,5.16
06/20/2018 07:26:12.000000,3.78,4.85,4.6
06/20/2018 07:28:52.000000,3.72,5.49,5.14
06/20/2018 07:31:32.000000,4.24,5.07,5.07
06/20/2018 07:35:32.000000,4.37,5.95,5.53
06/20/2018 07:38:12.000000,4.24,5.95,5.6
06/20/2018 07:40:52.000000,4.0,5.2,5.1
06/20/2018 07:44:51.000000,3.1,4.29,4.29
06/20/2018 07:47:32.000000,3.17,4.34,3.83
06/20/2018 07:50:12.000000,2.72,3.86,3.6
06/20/2018 07:52:51.000000,2.93,3.68,3.68
06/20/2018 07:55:32.000000,3.0,4.31,4.14
06/20/2018 07:59:32.000000,3.24,4.9,4.41
06/20/2018 08:02:12.000000,3.4,4.9,4.67
06/20/2018 08:04:52.000000,2.74,4.52,4.0
06/20/2018 08:07:32.000000,3.38,5.21,4.86
06/20/2018 08:11:32.000000,3.46,5.17,4.68
06/20/2018 08:14:11.000000,3.02,5.33,4.62
06/20/2018 08:16:52.000000,3.39,4.85,4.61
06/20/2018 08:19:32.000000,3.9,5.74,5.48
06/20/2018 08:23:32.000000,4.1,6.12,5.76
06/20/2018 08:26:12.000000,3.12,4.59,4.51
06/20/2018 08:28:51.000000,3.44,4.37,4.37
06/20/2018 08:31:32.000000,3.83,5.17,5.1
06/20/2018 08:35:31.000000,3.72,4.88,4.81
06/20/2018 08:38:12.000000,3.78,6.07,5.49
06/20/2018 08:40:52.000000,3.93,6.48,5.57
06/20/2018 08:43:31.000000,3.88,5.05,5.05
06/20/2018 08:47:34.000000,3.51,5.26,4.49
06/20/2018 08:50:12.000000,3.55,5.7,5.37
06/20/2018 08:52:52.000000,4.55,6.52,6.14
06/20/2018 08:56:52.000000,4.39,7.27,6.44
06/20/2018 08:59:32.000000,4.67,7.21,6.48
06/20/2018 09:02:11.000000,4.45,6.21,5.9
06/20/2018 09:04:52.000000,4.51,6.44,6.02
06/20/2018 09:07:31.000000,4.59,7.07,6.93
06/20/2018 09:11:32.000000,4.9,7.41,6.83
06/20/2018 09:14:12.000000,5.22,8.61,8.41
06/20/2018 09:16:52.000000,4.78,7.95,7.07
06/20/2018 09:19:31.000000,5.33,8.88,8.05
06/20/2018 09:23:31.000000,5.52,7.76,7.71
06/20/2018 09:26:12.000000,5.26,8.71,7.83
06/20/2018 09:28:52.000000,5.69,9.83,9.52
06/20/2018 09:32:52.000000,5.49,8.37,7.88
06/20/2018 09:35:32.000000,6.39,9.8,9.12
06/20/2018 09:38:12.000000,5.61,9.37,8.78
06/20/2018 09:40:52.000000,5.51,9.8,8.73
06/20/2018 09:43:32.000000,5.71,9.69,9.12
06/20/2018 09:47:32.000000,5.36,9.67,9.38
06/20/2018 09:50:11.000000,6.74,10.6,9.74
06/20/2018 09:52:52.000000,5.17,8.76,8.64
06/20/2018 09:56:52.000000,5.59,9.49,9.02
06/20/2018 09:59:32.000000,5.88,9.69,9.07
06/20/2018 10:02:12.000000,6.45,11.1,9.69
06/20/2018 10:04:52.000000,5.98,9.15,8.61
06/20/2018 10:07:32.000000,5.98,9.8,9.15
06/20/2018 10:11:32.000000,5.78,8.24,8.24
06/20/2018 10:14:12.000000,6.12,10.58,9.47
06/20/2018 10:16:52.000000,6.2,10.65,9.98
06/20/2018 10:20:52.000000,7.49,10.46,9.9
06/20/2018 10:23:32.000000,6.12,9.12,8.76
06/20/2018 10:26:12.000000,6.12,9.22,8.9
06/20/2018 10:28:52.000000,6.15,10.56,9.73
06/20/2018 10:32:52.000000,5.61,8.73,8.49
06/20/2018 10:35:32.000000,6.43,9.45,9.14
06/20/2018 10:38:12.000000,6.98,10.37,9.72
06/20/2018 10:40:52.000000,5.32,9.23,9.02
06/20/2018 10:43:32.000000,6.07,9.24,8.79
06/20/2018 10:47:32.000000,6.0,10.05,9.05
06/20/2018 10:50:12.000000,6.58,10.51,9.37
06/20/2018 10:52:52.000000,6.78,10.41,9.46
06/20/2018 10:55:32.000000,7.33,11.47,10.63
06/20/2018 10:59:32.000000,6.2,10.98,10.0
06/20/2018 11:02:12.000000,6.9,10.17,9.56
06/20/2018 11:04:52.000000,6.38,9.33,8.95
06/20/2018 11:07:32.000000,7.95,10.74,10.31
06/20/2018 11:11:32.000000,6.76,10.33,9.86
06/20/2018 11:14:12.000000,6.1,10.05,9.26
06/20/2018 11:16:52.000000,6.88,10.12,9.66
06/20/2018 11:19:32.000000,6.58,10.74,10.3
06/20/2018 11:23:32.000000,7.47,13.07,10.65
06/20/2018 11:26:12.000000,8.51,12.14,11.09
06/20/2018 11:28:52.000000,7.37,10.0,9.48
06/20/2018 11:31:32.000000,6.93,9.74,9.17
06/20/2018 11:35:32.000000,7.9,12.93,10.93
06/20/2018 11:38:12.000000,7.95,10.05,9.84
06/20/2018 11:40:51.000000,8.29,11.2,10.41
06/20/2018 11:44:52.000000,7.95,11.69,10.57
06/20/2018 11:47:32.000000,7.21,11.98,10.31
06/20/2018 11:50:12.000000,8.55,13.33,11.05
06/20/2018 11:52:52.000000,7.44,9.68,9.1
06/20/2018 11:55:32.000000,7.92,10.21,9.58
06/20/2018 11:59:32.000000,7.61,10.51,10.12
06/20/2018 12:02:12.000000,7.51,9.05,8.88
06/20/2018 12:04:52.000000,7.46,9.44,9.1
06/20/2018 12:07:32.000000,7.2,9.6,8.73
06/20/2018 12:11:32.000000,7.9,9.68,9.61
06/20/2018 12:14:12.000000,8.05,10.56,9.83
06/20/2018 12:16:52.000000,6.12,9.05,8.48
06/20/2018 12:20:52.000000,7.9,10.0,9.62
06/20/2018 12:23:32.000000,7.05,9.57,9.43
06/20/2018 12:26:12.000000,7.14,9.48,9.26
06/20/2018 12:28:52.000000,7.2,10.1,9.8
06/20/2018 12:31:31.000000,7.05,10.23,9.35
06/20/2018 12:35:32.000000,6.85,9.76,8.73
06/20/2018 12:38:12.000000,5.45,8.27,7.68
06/20/2018 12:40:52.000000,5.45,8.81,7.29
06/20/2018 12:43:32.000000,6.32,8.59,8.05
06/20/2018 12:47:32.000000,5.05,6.78,6.68
06/20/2018 12:50:13.000000,5.02,6.93,5.88
06/20/2018 12:52:52.000000,4.95,7.24,6.56
06/20/2018 12:55:31.000000,4.78,6.07,6.07
06/20/2018 12:59:32.000000,5.54,7.78,7.71
06/20/2018 13:02:12.000000,5.72,7.47,6.93
06/20/2018 13:04:52.000000,4.86,6.98,6.21
06/20/2018 13:07:32.000000,5.51,7.51,7.3
06/20/2018 13:11:32.000000,5.24,7.32,6.83
06/20/2018 13:14:12.000000,5.39,7.17,6.76
06/20/2018 13:16:52.000000,5.1,6.37,6.37
06/20/2018 13:19:32.000000,4.93,6.19,5.65
06/20/2018 13:23:32.000000,5.05,6.76,6.33
06/20/2018 13:26:12.000000,5.12,6.09,6.09
06/20/2018 13:28:52.000000,4.07,5.15,4.9
06/20/2018 13:31:32.000000,5.14,6.37,6.14
06/20/2018 13:35:32.000000,4.56,6.17,5.9
06/20/2018 13:38:12.000000,4.93,6.31,5.9
06/20/2018 13:40:52.000000,5.67,7.29,7.07
06/20/2018 13:44:52.000000,7.49,9.8,9.63
06/20/2018 13:47:32.000000,8.2,10.95,10.34
06/20/2018 13:50:12.000000,7.9,9.45,9.45
06/20/2018 13:52:52.000000,7.2,9.51,8.8
06/20/2018 13:56:52.000000,7.02,9.57,9.19
06/20/2018 13:59:32.000000,7.55,10.19,9.64
06/20/2018 14:02:12.000000,8.82,12.05,11.34
06/20/2018 14:04:52.000000,9.74,12.26,12.0
06/20/2018 14:08:52.000000,10.63,12.93,12.71
06/20/2018 14:11:32.000000,11.6,14.9,14.48
06/20/2018 14:14:12.000000,11.95,16.26,16.05
06/20/2018 14:16:52.000000,13.34,18.2,18.12
06/20/2018 14:20:52.000000,14.0,19.1,18.59
06/20/2018 14:23:32.000000,13.93,21.07,18.98
06/20/2018 14:26:13.000000,14.1,21.52,19.81
06/20/2018 14:28:53.000000,13.12,18.27,17.46
06/20/2018 14:32:52.000000,12.95,18.4,17.85
06/20/2018 14:35:32.000000,13.2,18.67,17.77
06/20/2018 14:38:12.000000,13.09,18.26,17.51
06/20/2018 14:40:52.000000,15.05,20.51,19.68
06/20/2018 14:44:52.000000,14.19,20.67,19.77
06/20/2018 14:47:32.000000,13.0,18.86,17.49
06/20/2018 14:50:12.000000,12.86,19.6,18.05
06/20/2018 14:52:52.000000,12.9,17.33,16.1
06/20/2018 14:55:32.000000,11.88,17.63,16.16
06/20/2018 14:59:32.000000,12.02,17.24,15.8
06/20/2018 15:02:15.000000,12.33,18.33,17.12
06/20/2018 15:04:52.000000,11.37,17.37,16.39
06/20/2018 15:08:52.000000,11.21,16.17,15.71
06/20/2018 15:11:36.000000,13.25,18.48,17.58
06/20/2018 15:14:12.000000,11.59,18.49,17.1
06/20/2018 15:16:52.000000,12.92,19.05,18.08
06/20/2018 15:20:52.000000,11.68,16.37,15.32
06/20/2018 15:23:32.000000,12.48,17.79,17.21
06/20/2018 15:26:12.000000,12.19,18.44,17.14
06/20/2018 15:28:52.000000,12.43,18.5,18.14
06/20/2018 15:31:32.000000,13.65,19.25,18.87
06/20/2018 15:35:34.000000,14.64,20.98,19.98
06/20/2018 15:38:12.000000,13.55,19.38,18.02
06/20/2018 15:40:52.000000,12.8,18.59,16.59
06/20/2018 15:44:52.000000,10.86,16.74,15.48
06/20/2018 15:47:32.000000,13.43,19.81,18.92
06/20/2018 15:50:12.000000,11.13,16.77,16.13
06/20/2018 15:52:52.000000,12.14,16.84,15.58
06/20/2018 15:56:52.000000,9.93,13.32,12.34
06/20/2018 15:59:32.000000,9.43,13.9,12.86
06/20/2018 16:02:12.000000,9.85,13.92,13.54
06/20/2018 16:04:52.000000,8.85,12.1,11.77
06/20/2018 16:08:52.000000,8.79,12.74,12.28
06/20/2018 16:11:32.000000,8.67,13.59,12.0
06/20/2018 16:14:12.000000,8.95,12.1,11.82
06/20/2018 16:16:52.000000,7.81,10.48,10.0
06/20/2018 16:20:52.000000,7.57,10.71,10.17
06/20/2018 16:26:12.000000,8.32,11.51,11.07
