InstrumentName, Construction Dust Monitor (A) [Sensor B],,
StartTime, 2018-06-01 00:00:00,,
EndTime, 2018-06-30 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
06/28/2018 14:32:12.000000,5.76,6.76,6.55
06/28/2018 14:33:32.000000,5.42,6.81,6.77
06/28/2018 14:34:52.000000,6.26,7.98,7.76
06/28/2018 14:36:12.000000,6.77,8.44,8.19
06/28/2018 14:37:32.000000,9.76,11.93,11.45
06/28/2018 14:38:52.000000,6.0,8.46,7.78
06/28/2018 14:40:16.000000,5.36,7.69,7.19
06/28/2018 14:41:32.000000,6.0,8.02,7.67
06/28/2018 14:42:54.000000,5.79,7.82,7.66
06/28/2018 14:44:12.000000,6.15,8.6,8.2
06/28/2018 14:45:32.000000,5.74,8.12,7.74
06/28/2018 14:46:52.000000,5.31,8.51,7.67
06/28/2018 14:48:12.000000,5.4,7.33,7.0
06/28/2018 14:49:32.000000,6.26,8.92,7.79
06/28/2018 14:50:52.000000,6.5,8.33,7.6
06/28/2018 14:52:12.000000,7.12,11.14,10.17
06/28/2018 14:53:32.000000,6.68,9.34,8.98
06/28/2018 14:54:52.000000,5.8,8.07,7.71
06/28/2018 14:56:14.000000,5.0,6.51,6.22
06/28/2018 14:57:32.000000,5.37,7.22,7.22
06/28/2018 14:58:53.000000,5.49,6.63,6.63
06/28/2018 15:00:12.000000,5.55,7.34,6.74
06/28/2018 15:01:32.000000,5.13,6.9,6.74
06/28/2018 15:02:52.000000,4.76,6.43,6.19
06/28/2018 15:04:13.000000,5.9,7.19,6.9
06/28/2018 15:05:32.000000,4.93,7.38,6.64
06/28/2018 15:06:52.000000,5.15,6.68,6.54
06/28/2018 15:08:15.000000,6.07,8.0,7.29
06/28/2018 15:09:32.000000,5.49,6.32,6.32
06/28/2018 15:10:52.000000,5.55,6.87,6.55
06/28/2018 15:12:18.000000,5.29,6.71,6.39
06/28/2018 15:13:34.000000,4.58,6.5,6.05
06/28/2018 15:14:52.000000,5.45,6.76,6.17
06/28/2018 15:16:12.000000,4.34,6.1,5.61
06/28/2018 15:17:32.000000,6.27,8.8,8.46
06/28/2018 15:18:52.000000,5.1,6.39,6.1
06/28/2018 15:20:13.000000,4.83,5.95,5.93
06/28/2018 15:21:32.000000,5.14,7.24,7.24
06/28/2018 15:22:52.000000,5.5,7.09,6.79
06/28/2018 15:24:13.000000,5.26,6.83,6.33
06/28/2018 15:25:34.000000,5.26,6.69,6.52
06/28/2018 15:26:52.000000,4.56,6.1,6.0
06/28/2018 15:28:13.000000,4.46,5.73,5.73
06/28/2018 15:29:32.000000,4.24,5.83,5.67
06/28/2018 15:30:52.000000,4.76,5.93,5.76
06/28/2018 15:32:12.000000,5.65,8.49,7.21
06/28/2018 15:33:32.000000,4.98,6.51,6.44
06/28/2018 15:34:52.000000,4.12,6.31,6.0
06/28/2018 15:36:12.000000,4.79,5.95,5.95
06/28/2018 15:37:33.000000,4.12,5.52,5.19
06/28/2018 15:38:52.000000,5.1,7.05,6.1
06/28/2018 15:40:16.000000,4.89,6.18,5.42
06/28/2018 15:41:32.000000,4.9,6.71,6.38
06/28/2018 15:42:52.000000,4.64,5.71,5.64
06/28/2018 15:44:12.000000,4.0,5.58,5.11
06/28/2018 15:45:32.000000,4.78,6.97,6.47
06/28/2018 15:46:52.000000,4.62,6.17,5.86
06/28/2018 15:48:12.000000,4.83,6.62,6.19
06/28/2018 15:49:33.000000,4.48,6.02,5.67
06/28/2018 15:50:52.000000,4.31,5.31,5.02
06/28/2018 15:52:12.000000,4.98,6.02,6.02
06/28/2018 15:53:32.000000,5.45,7.37,6.9
06/28/2018 15:54:52.000000,5.24,6.38,6.38
06/28/2018 15:56:12.000000,4.78,6.51,6.51
06/28/2018 15:57:32.000000,5.0,6.46,6.39
06/28/2018 15:58:52.000000,4.64,6.85,6.36
06/28/2018 16:00:12.000000,4.41,6.82,6.05
06/28/2018 16:01:32.000000,4.89,6.32,6.32
06/28/2018 16:02:55.000000,5.31,6.54,6.33
06/28/2018 16:04:13.000000,5.51,6.26,6.26
06/28/2018 16:05:38.000000,5.08,6.51,6.41
06/28/2018 16:06:52.000000,4.53,5.68,5.68
06/28/2018 16:08:15.000000,4.76,5.62,5.45
06/28/2018 16:09:32.000000,4.76,6.55,6.26
06/28/2018 16:10:52.000000,4.65,5.84,5.44
06/28/2018 16:12:12.000000,4.3,6.2,6.15
06/28/2018 16:13:32.000000,4.37,5.0,5.0
06/28/2018 16:14:52.000000,13.34,16.51,16.2
06/28/2018 16:16:12.000000,6.43,9.11,8.41
06/28/2018 16:17:36.000000,4.27,6.22,5.76
06/28/2018 16:18:52.000000,4.17,5.62,5.43
06/28/2018 16:20:13.000000,4.19,5.86,5.33
06/28/2018 16:21:36.000000,3.63,4.66,4.66
06/28/2018 16:22:52.000000,3.88,4.74,4.74
06/28/2018 16:24:14.000000,4.93,6.21,6.0
06/28/2018 16:25:32.000000,4.28,5.67,5.67
06/28/2018 16:26:52.000000,3.81,5.07,5.07
06/28/2018 16:28:12.000000,4.57,5.57,5.22
06/28/2018 16:29:32.000000,6.68,11.52,10.52
06/28/2018 16:30:52.000000,4.8,6.78,6.4
06/28/2018 16:32:14.000000,4.61,6.08,5.74
06/28/2018 16:33:32.000000,3.76,4.83,4.76
06/28/2018 16:34:52.000000,4.26,6.12,5.64
06/28/2018 16:36:12.000000,4.39,6.71,6.24
06/28/2018 16:37:32.000000,3.49,4.93,4.44
06/28/2018 16:38:52.000000,3.62,4.57,4.19
06/28/2018 16:40:12.000000,3.63,4.77,4.42
06/28/2018 16:41:32.000000,4.98,7.41,7.05
06/28/2018 16:42:52.000000,4.07,6.26,5.52
06/28/2018 16:44:12.000000,5.15,7.34,6.46
06/28/2018 16:45:32.000000,7.93,16.21,12.33
06/28/2018 16:46:52.000000,5.14,9.19,7.93
06/28/2018 16:48:12.000000,3.77,5.16,5.02
06/28/2018 16:49:32.000000,3.49,4.58,4.28
06/28/2018 16:50:52.000000,2.78,3.25,3.17
06/28/2018 16:52:12.000000,1.98,2.95,2.95
06/28/2018 16:53:32.000000,2.0,2.83,2.29
06/28/2018 16:54:52.000000,2.0,2.17,2.17
06/28/2018 16:56:12.000000,2.0,3.1,2.6
06/28/2018 16:57:32.000000,1.45,2.62,2.1
06/28/2018 16:58:52.000000,1.79,2.83,2.76
06/28/2018 17:00:12.000000,2.24,3.05,2.98
06/28/2018 17:01:32.000000,1.93,3.4,2.57
06/28/2018 17:02:52.000000,2.15,3.27,3.1
06/28/2018 17:04:12.000000,2.21,3.12,3.0
06/28/2018 17:05:32.000000,2.51,3.29,3.29
06/28/2018 17:06:52.000000,2.34,3.37,3.05
06/28/2018 17:08:12.000000,2.44,4.09,3.67
06/28/2018 17:09:32.000000,2.55,3.74,3.43
06/28/2018 17:10:52.000000,1.95,2.93,2.93
06/28/2018 17:12:12.000000,2.07,3.37,3.09
06/28/2018 17:13:32.000000,2.28,2.86,2.86
06/28/2018 17:14:52.000000,1.69,2.26,2.26
06/28/2018 17:16:12.000000,1.88,2.64,2.64
06/28/2018 17:17:32.000000,1.8,3.22,2.66
06/28/2018 17:18:52.000000,1.76,2.95,2.6
06/28/2018 17:20:12.000000,1.88,2.76,2.62
06/28/2018 17:21:32.000000,1.44,2.07,2.07
06/28/2018 17:22:52.000000,1.15,2.0,1.93
06/28/2018 17:24:12.000000,1.67,2.37,2.16
06/28/2018 17:25:32.000000,1.98,2.6,2.6
06/28/2018 17:26:52.000000,4.9,6.07,5.76
06/28/2018 17:28:12.000000,3.29,4.48,4.1
06/28/2018 17:29:32.000000,1.76,2.62,2.36
06/28/2018 17:30:52.000000,2.31,2.86,2.81
06/28/2018 17:32:12.000000,1.95,2.48,2.48
06/28/2018 17:33:32.000000,1.71,2.2,2.2
06/28/2018 17:34:52.000000,2.16,2.98,2.72
06/28/2018 17:36:12.000000,1.68,2.34,2.34
06/28/2018 17:37:32.000000,2.48,3.29,3.02
06/28/2018 17:38:52.000000,2.12,2.79,2.79
06/28/2018 17:40:13.000000,1.55,2.35,2.15
06/28/2018 17:41:32.000000,1.79,2.98,2.67
06/28/2018 17:42:52.000000,2.0,2.6,2.6
06/28/2018 17:44:12.000000,2.14,2.62,2.62
06/28/2018 17:45:32.000000,1.9,2.38,2.38
06/28/2018 17:46:52.000000,1.85,2.73,2.73
06/28/2018 17:48:12.000000,1.93,3.02,2.63
06/28/2018 17:49:32.000000,2.19,3.58,3.58
06/28/2018 17:50:52.000000,2.0,2.46,2.46
06/28/2018 17:52:12.000000,2.33,4.1,3.79
06/28/2018 17:53:32.000000,3.02,5.36,4.86
06/28/2018 17:54:52.000000,2.33,4.29,3.31
06/28/2018 17:56:12.000000,1.9,4.34,3.44
                
