InstrumentName, Swansea (DEH) B,,
StartTime, 2018-06-01 00:00:00,,
EndTime, 2018-06-30 23:59:59,,
Date,PM2.5,humidity,temp_f
06/01/2018 00:00:57.896666,1.47,100.0,-221.0
06/01/2018 00:04:57.806666,1.71,100.0,-221.0
06/01/2018 00:07:38.156666,1.37,100.0,-221.0
06/01/2018 00:10:17.846666,0.56,100.0,-221.0
06/01/2018 00:12:57.796666,1.34,100.0,-221.0
06/01/2018 00:16:57.793333,2.15,100.0,-221.0
06/01/2018 00:19:38.306666,1.11,100.0,-221.0
06/01/2018 00:24:57.883333,0.8,100.0,-221.0
06/01/2018 00:28:57.856666,1.74,100.0,-221.0
06/01/2018 00:31:37.816666,1.0,100.0,-221.0
06/01/2018 00:35:37.860000,1.22,100.0,-221.0
06/01/2018 00:36:58.196666,1.17,100.0,-221.0
06/01/2018 00:40:58.200000,0.38,100.0,-221.0
06/01/2018 00:43:38.196666,1.33,100.0,-221.0
06/01/2018 00:46:17.836666,0.63,100.0,-221.0
06/01/2018 00:48:57.940000,1.21,100.0,-221.0
06/01/2018 00:52:57.860000,0.89,100.0,-221.0
06/01/2018 00:55:38.300000,0.71,100.0,-221.0
06/01/2018 00:58:17.853333,1.55,100.0,-221.0
06/01/2018 02:31:37.870000,1.08,100.0,-221.0
06/01/2018 02:38:18.100000,0.79,100.0,-221.0
06/01/2018 02:43:38.403333,0.84,100.0,-221.0
06/01/2018 02:47:37.960000,0.75,100.0,-221.0
06/01/2018 02:50:18.036666,0.54,100.0,-221.0
06/01/2018 02:51:37.923333,0.08,100.0,-221.0
06/01/2018 02:55:37.896666,0.37,100.0,-221.0
06/01/2018 02:58:17.980000,0.56,100.0,-221.0
06/01/2018 03:00:58.393333,0.37,100.0,-221.0
06/01/2018 03:04:58.083333,1.25,100.0,-221.0
06/01/2018 03:07:37.890000,0.39,100.0,-221.0
06/01/2018 03:10:18.036666,0.4,100.0,-221.0
06/01/2018 03:12:58.090000,1.0,100.0,-221.0
06/01/2018 03:16:57.906666,0.43,100.0,-221.0
06/01/2018 03:19:38.343333,1.27,100.0,-221.0
06/01/2018 03:22:17.930000,3.61,100.0,-221.0
06/01/2018 03:24:57.906666,0.22,100.0,-221.0
06/01/2018 03:28:58.040000,0.9,100.0,-221.0
06/01/2018 03:31:37.926666,0.21,100.0,-221.0
06/01/2018 03:34:18.046666,0.18,100.0,-221.0
06/01/2018 03:36:58.033333,0.62,100.0,-221.0
06/01/2018 03:40:58.086666,0.37,100.0,-221.0
06/01/2018 03:43:37.990000,0.58,100.0,-221.0
06/01/2018 03:46:33.590000,0.29,100.0,-221.0
06/01/2018 03:50:17.923333,0.47,100.0,-221.0
06/01/2018 03:52:57.946666,0.37,100.0,-221.0
06/01/2018 03:55:37.933333,0.03,100.0,-221.0
06/01/2018 03:58:18.006666,0.23,100.0,-221.0
06/01/2018 04:02:17.950000,0.24,100.0,-221.0
06/01/2018 04:04:57.926666,0.37,100.0,-221.0
06/01/2018 04:07:37.950000,0.33,100.0,-221.0
06/01/2018 04:10:17.916666,0.56,100.0,-221.0
06/01/2018 04:14:17.966666,0.02,100.0,-221.0
06/01/2018 04:16:57.986666,0.08,100.0,-221.0
06/01/2018 04:19:38.000000,0.75,100.0,-221.0
06/01/2018 04:22:18.073333,0.46,100.0,-221.0
06/01/2018 04:26:17.996666,0.23,100.0,-221.0
06/01/2018 04:28:57.930000,0.41,100.0,-221.0
06/01/2018 04:31:37.956666,0.35,100.0,-221.0
06/01/2018 04:35:37.976666,0.67,100.0,-221.0
06/01/2018 04:38:17.990000,0.56,100.0,-221.0
06/01/2018 04:40:58.043333,0.54,100.0,-221.0
06/01/2018 04:43:37.976666,0.87,100.0,-221.0
06/01/2018 04:47:38.186666,0.95,100.0,-221.0
06/01/2018 04:50:17.936666,1.0,100.0,-221.0
06/01/2018 04:52:57.943333,0.62,100.0,-221.0
06/01/2018 04:55:37.953333,0.66,100.0,-221.0
06/01/2018 04:59:37.940000,0.5,100.0,-221.0
06/01/2018 05:02:17.996666,0.83,100.0,-221.0
06/01/2018 05:04:57.950000,0.62,100.0,-221.0
06/01/2018 05:07:38.046666,0.75,100.0,-221.0
06/01/2018 05:11:38.010000,0.75,100.0,-221.0
06/01/2018 05:14:17.953333,0.57,100.0,-221.0
06/01/2018 05:16:57.980000,0.72,100.0,-221.0
06/01/2018 05:19:37.920000,1.08,100.0,-221.0
06/01/2018 05:22:17.920000,0.97,100.0,-221.0
06/01/2018 05:24:57.960000,1.0,100.0,-221.0
06/01/2018 05:27:38.006666,0.47,100.0,-221.0
06/01/2018 05:31:37.973333,1.0,100.0,-221.0
06/01/2018 05:34:18.026666,0.32,100.0,-221.0
06/01/2018 05:36:57.956666,0.88,100.0,-221.0
06/01/2018 05:40:58.030000,0.75,100.0,-221.0
06/01/2018 05:43:37.956666,1.26,100.0,-221.0
06/01/2018 05:46:17.916666,1.44,100.0,-221.0
06/01/2018 05:48:57.950000,0.92,100.0,-221.0
06/01/2018 05:52:57.970000,1.75,100.0,-221.0
06/01/2018 05:55:37.926666,1.08,100.0,-221.0
06/01/2018 05:58:17.926666,1.55,100.0,-221.0
06/01/2018 06:00:58.000000,1.47,100.0,-221.0
06/01/2018 06:04:58.083333,1.49,100.0,-221.0
06/01/2018 06:07:38.020000,1.47,100.0,-221.0
06/01/2018 06:10:18.073333,1.55,100.0,-221.0
06/01/2018 06:12:57.986666,1.76,100.0,-221.0
06/01/2018 06:16:57.960000,1.68,100.0,-221.0
06/01/2018 06:19:38.153333,1.97,100.0,-221.0
06/01/2018 06:22:18.050000,1.82,100.0,-221.0
06/01/2018 06:26:17.986666,1.33,100.0,-221.0
06/01/2018 06:28:58.400000,2.58,100.0,-221.0
06/01/2018 06:31:38.106666,1.61,100.0,-221.0
06/01/2018 06:34:17.976666,2.38,100.0,-221.0
06/01/2018 06:38:18.543333,2.05,100.0,-221.0
06/01/2018 06:40:58.056666,2.37,100.0,-221.0
06/01/2018 06:43:38.036666,2.79,100.0,-221.0
06/01/2018 06:46:18.060000,2.36,100.0,-221.0
06/01/2018 06:50:18.036666,5.45,100.0,-221.0
06/01/2018 06:52:58.130000,4.7,100.0,-221.0
06/01/2018 06:55:38.036666,4.32,100.0,-221.0
06/01/2018 06:58:18.206666,4.24,100.0,-221.0
06/01/2018 07:02:18.026666,4.95,100.0,-221.0
06/01/2018 07:04:58.206666,4.81,100.0,-221.0
06/01/2018 07:07:38.366666,4.62,100.0,-221.0
06/01/2018 07:10:18.230000,4.57,100.0,-221.0
06/01/2018 07:14:18.016666,4.0,100.0,-221.0
06/01/2018 07:16:58.130000,3.76,100.0,-221.0
06/01/2018 07:19:38.360000,3.34,100.0,-221.0
06/01/2018 07:23:38.076666,3.79,100.0,-221.0
06/01/2018 07:26:18.070000,3.84,100.0,-221.0
06/01/2018 07:28:58.620000,3.67,100.0,-221.0
06/01/2018 07:31:38.550000,4.39,100.0,-221.0
06/01/2018 07:35:38.150000,4.21,100.0,-221.0
06/01/2018 07:38:18.090000,4.13,100.0,-221.0
06/01/2018 07:40:58.106666,4.28,100.0,-221.0
06/01/2018 07:43:38.086666,3.15,100.0,-221.0
06/01/2018 07:47:38.130000,2.76,100.0,-221.0
06/01/2018 07:50:18.060000,3.03,100.0,-221.0
06/01/2018 07:52:58.123333,2.26,100.0,-221.0
06/01/2018 07:55:38.126666,3.13,100.0,-221.0
06/01/2018 07:58:18.163333,2.42,100.0,-221.0
06/01/2018 08:00:58.096666,2.21,100.0,-221.0
06/01/2018 08:03:38.126666,2.92,100.0,-221.0
06/01/2018 08:07:38.183333,3.34,100.0,-221.0
06/01/2018 08:10:18.116666,2.71,100.0,-221.0
06/01/2018 08:11:38.076666,2.63,100.0,-221.0
06/01/2018 08:19:38.070000,3.08,100.0,-221.0
06/01/2018 08:22:18.263333,2.89,100.0,-221.0
06/01/2018 08:24:58.236666,3.24,100.0,-221.0
06/01/2018 08:28:58.260000,2.87,100.0,-221.0
06/01/2018 08:31:38.133333,2.26,100.0,-221.0
06/01/2018 08:34:18.126666,3.05,100.0,-221.0
06/01/2018 08:36:58.136666,3.7,100.0,-221.0
06/01/2018 08:40:58.186666,3.0,100.0,-221.0
06/01/2018 08:43:38.356666,3.51,100.0,-221.0
06/01/2018 08:46:18.093333,2.74,100.0,-221.0
06/01/2018 08:48:58.116666,3.74,100.0,-221.0
06/01/2018 08:52:58.116666,4.26,100.0,-221.0
06/01/2018 08:55:38.116666,3.54,100.0,-221.0
06/01/2018 08:58:18.263333,3.39,100.0,-221.0
06/01/2018 09:02:18.293333,3.77,100.0,-221.0
06/01/2018 09:04:58.243333,3.14,100.0,-221.0
06/01/2018 09:07:38.116666,3.57,100.0,-221.0
06/01/2018 09:10:18.100000,3.18,100.0,-221.0
06/01/2018 09:14:18.543333,2.92,100.0,-221.0
06/01/2018 09:16:58.083333,3.14,100.0,-221.0
06/01/2018 09:19:38.076666,3.18,100.0,-221.0
06/01/2018 09:22:18.226666,2.97,100.0,-221.0
06/01/2018 09:26:18.346666,2.62,100.0,-221.0
06/01/2018 09:28:58.126666,2.79,100.0,-221.0
06/01/2018 09:31:38.080000,3.57,100.0,-221.0
06/01/2018 09:34:18.246666,4.14,100.0,-221.0
06/01/2018 09:38:18.113333,4.29,100.0,-221.0
06/01/2018 09:40:58.150000,4.82,100.0,-221.0
06/01/2018 09:43:38.116666,3.44,100.0,-221.0
06/01/2018 09:46:18.116666,5.58,100.0,-221.0
06/01/2018 09:50:18.126666,4.67,100.0,-221.0
06/01/2018 09:52:58.450000,4.87,100.0,-221.0
06/01/2018 09:55:38.256666,4.39,100.0,-221.0
06/01/2018 09:59:38.250000,5.22,100.0,-221.0
06/01/2018 10:02:18.106666,4.78,100.0,-221.0
06/01/2018 10:03:38.120000,5.39,100.0,-221.0
06/01/2018 10:11:38.100000,5.47,100.0,-221.0
06/01/2018 10:14:18.270000,5.03,100.0,-221.0
06/01/2018 10:16:58.136666,5.33,100.0,-221.0
06/01/2018 10:19:38.256666,5.17,100.0,-221.0
06/01/2018 10:20:58.556666,4.87,100.0,-221.0
06/01/2018 10:40:55.686666,5.09,100.0,-221.0
06/01/2018 10:43:35.713333,4.03,100.0,-221.0
06/01/2018 10:46:15.586666,4.38,100.0,-221.0
06/01/2018 10:48:56.036666,3.53,100.0,-221.0
06/01/2018 10:52:55.653333,4.15,100.0,-221.0
06/01/2018 10:55:35.756666,5.62,100.0,-221.0
06/01/2018 10:58:15.623333,5.08,100.0,-221.0
06/01/2018 11:00:56.190000,5.05,100.0,-221.0
06/01/2018 11:04:55.960000,4.54,100.0,-221.0
06/01/2018 11:07:36.186666,4.72,100.0,-221.0
06/01/2018 11:10:15.743333,4.72,100.0,-221.0
06/01/2018 11:12:55.986666,4.66,100.0,-221.0
06/01/2018 11:16:55.606666,5.18,100.0,-221.0
06/01/2018 11:19:35.686666,5.87,100.0,-221.0
06/01/2018 11:22:15.616666,6.41,100.0,-221.0
06/01/2018 11:24:55.736666,5.67,100.0,-221.0
06/01/2018 11:27:35.656666,5.69,100.0,-221.0
06/01/2018 11:32:02.686666,10.0,100.0,-221.0
06/01/2018 11:34:42.273333,10.42,100.0,-221.0
06/01/2018 11:37:22.440000,8.79,100.0,-221.0
06/01/2018 11:40:02.270000,10.1,100.0,-221.0
06/01/2018 11:44:02.833333,9.15,100.0,-221.0
06/01/2018 11:46:42.446666,9.42,100.0,-221.0
06/01/2018 11:49:22.306666,10.82,100.0,-221.0
06/01/2018 11:53:22.253333,9.5,100.0,-221.0
06/01/2018 11:56:02.236666,9.63,100.0,-221.0
06/01/2018 11:58:42.253333,9.87,100.0,-221.0
06/01/2018 12:01:22.326666,9.86,100.0,-221.0
06/01/2018 12:05:22.246666,10.91,100.0,-221.0
06/01/2018 12:08:02.373333,10.47,100.0,-221.0
06/01/2018 12:10:42.243333,10.39,100.0,-221.0
06/01/2018 12:13:22.376666,8.98,100.0,-221.0
06/01/2018 12:17:22.686666,10.85,100.0,-221.0
06/01/2018 12:20:02.790000,9.43,100.0,-221.0
06/01/2018 12:22:42.446666,8.61,100.0,-221.0
06/01/2018 12:25:22.426666,8.0,100.0,-221.0
06/01/2018 12:29:22.536666,7.47,100.0,-221.0
06/01/2018 12:32:02.766666,6.89,100.0,-221.0
06/01/2018 12:34:49.150000,18.0,100.0,-221.0
06/01/2018 12:37:29.006666,5.17,100.0,-221.0
06/01/2018 12:41:29.060000,6.08,100.0,-221.0
06/01/2018 12:44:09.016666,5.95,100.0,-221.0
06/01/2018 12:46:49.173333,6.0,100.0,-221.0
06/01/2018 12:49:29.033333,4.5,100.0,-221.0
06/01/2018 12:53:29.016666,5.56,100.0,-221.0
06/01/2018 12:56:09.046666,4.69,100.0,-221.0
06/01/2018 12:58:49.093333,6.46,100.0,-221.0
06/01/2018 13:00:09.136666,8.03,100.0,-221.0
06/01/2018 13:05:29.056666,4.69,100.0,-221.0
06/01/2018 13:06:49.150000,4.89,100.0,-221.0
06/01/2018 13:10:49.193333,5.21,100.0,-221.0
06/01/2018 13:13:29.936666,7.36,100.0,-221.0
06/01/2018 13:16:09.136666,5.24,100.0,-221.0
06/01/2018 13:18:49.156666,4.9,100.0,-221.0
06/01/2018 13:22:49.130000,5.15,100.0,-221.0
06/01/2018 13:25:29.186666,4.03,100.0,-221.0
06/01/2018 13:26:49.146666,4.51,100.0,-221.0
06/01/2018 13:30:45.986666,3.76,100.0,-221.0
06/01/2018 13:34:46.336666,4.11,100.0,-221.0
06/01/2018 13:37:25.996666,6.03,100.0,-221.0
06/01/2018 13:40:05.996666,3.97,100.0,-221.0
06/01/2018 13:44:06.026666,4.42,100.0,-221.0
06/01/2018 13:46:46.403333,3.74,100.0,-221.0
06/01/2018 13:49:26.316666,3.42,100.0,-221.0
06/01/2018 13:52:06.036666,2.92,100.0,-221.0
06/01/2018 13:56:06.360000,3.88,100.0,-221.0
06/01/2018 13:58:45.993333,3.46,100.0,-221.0
06/01/2018 14:01:26.143333,3.0,100.0,-221.0
06/01/2018 14:04:06.013333,2.29,100.0,-221.0
06/01/2018 14:06:46.113333,3.11,100.0,-221.0
06/01/2018 14:10:46.046666,4.03,100.0,-221.0
06/01/2018 14:13:26.126666,4.29,100.0,-221.0
06/01/2018 14:16:06.153333,2.84,100.0,-221.0
06/01/2018 14:20:06.293333,4.58,100.0,-221.0
06/01/2018 14:22:46.123333,3.09,100.0,-221.0
06/01/2018 14:25:26.196666,3.92,100.0,-221.0
06/01/2018 14:29:26.050000,3.17,100.0,-221.0
06/01/2018 14:32:06.140000,3.13,100.0,-221.0
06/01/2018 14:34:46.150000,2.61,100.0,-221.0
06/01/2018 14:37:26.093333,3.05,100.0,-221.0
06/01/2018 14:41:26.153333,2.38,100.0,-221.0
06/01/2018 14:44:06.030000,2.59,100.0,-221.0
06/01/2018 14:46:46.093333,1.97,100.0,-221.0
06/01/2018 14:49:26.036666,3.25,100.0,-221.0
06/01/2018 14:53:26.113333,2.19,100.0,-221.0
06/01/2018 14:56:06.546666,2.2,100.0,-221.0
06/01/2018 14:58:46.150000,1.84,100.0,-221.0
06/01/2018 15:01:26.080000,1.54,100.0,-221.0
06/01/2018 15:05:26.160000,0.54,100.0,-221.0
06/01/2018 15:08:06.166666,1.63,100.0,-221.0
06/01/2018 15:10:46.393333,1.44,100.0,-221.0
06/01/2018 15:14:46.173333,0.38,100.0,-221.0
06/01/2018 15:17:26.113333,1.53,100.0,-221.0
06/01/2018 15:20:06.076666,0.84,100.0,-221.0
06/01/2018 15:22:46.073333,0.79,100.0,-221.0
06/01/2018 15:26:46.046666,0.43,100.0,-221.0
06/01/2018 15:29:26.080000,0.43,100.0,-221.0
06/01/2018 15:37:13.860000,0.34,100.0,-221.0
06/01/2018 15:39:55.840000,0.14,100.0,-221.0
06/01/2018 15:43:54.596666,0.81,100.0,-221.0
06/01/2018 15:46:34.416666,0.76,100.0,-221.0
06/01/2018 15:49:14.706666,0.38,100.0,-221.0
06/01/2018 15:51:53.883333,0.38,100.0,-221.0
