InstrumentName, Welby,,,
StartTime, 2018-06-01 00:00:00,,,
EndTime, 2018-06-30 23:59:59,,,
Date,NO2,O3,PM10,SO2
06/01/2018 00:00:00.000000,4.0,54.0,26.0,0.0
06/01/2018 01:00:00.000000,10.0,50.0,26.0,0.0
06/01/2018 02:00:00.000000,6.0,48.0,27.0,0.0
06/01/2018 03:00:00.000000,8.0,46.0,33.0,1.0
06/01/2018 04:00:00.000000,8.0,45.0,33.0,1.0
06/01/2018 05:00:00.000000,,40.0,27.0,0.0
06/01/2018 06:00:00.000000,13.0,37.0,26.0,3.0
06/01/2018 07:00:00.000000,16.0,28.0,25.0,1.0
06/01/2018 08:00:00.000000,22.0,26.0,29.0,1.0
06/01/2018 09:00:00.000000,25.0,12.0,31.0,0.0
06/01/2018 10:00:00.000000,22.0,15.0,29.0,0.0
06/01/2018 11:00:00.000000,32.0,3.0,39.0,1.0
06/01/2018 12:00:00.000000,37.0,7.0,56.0,1.0
06/01/2018 13:00:00.000000,43.0,3.0,80.0,3.0
06/01/2018 14:00:00.000000,39.0,9.0,75.0,3.0
06/01/2018 15:00:00.000000,26.0,25.0,66.0,2.0
06/01/2018 16:00:00.000000,11.0,41.0,50.0,0.0
06/01/2018 17:00:00.000000,8.0,33.0,50.0,0.0
06/01/2018 18:00:00.000000,4.0,43.0,,0.0
06/01/2018 19:00:00.000000,3.0,52.0,,0.0
06/01/2018 20:00:00.000000,3.0,59.0,,0.0
06/01/2018 21:00:00.000000,3.0,62.0,,0.0
06/01/2018 22:00:00.000000,4.0,63.0,1.0,0.0
06/01/2018 23:00:00.000000,4.0,61.0,0.0,0.0
06/02/2018 00:00:00.000000,2.0,60.0,0.0,0.0
06/02/2018 01:00:00.000000,2.0,59.0,24.0,0.0
06/02/2018 02:00:00.000000,3.0,57.0,33.0,0.0
06/02/2018 03:00:00.000000,9.0,52.0,43.0,0.0
06/02/2018 04:00:00.000000,14.0,41.0,53.0,0.0
06/02/2018 05:00:00.000000,,40.0,51.0,0.0
06/02/2018 06:00:00.000000,8.0,40.0,51.0,0.0
06/02/2018 07:00:00.000000,5.0,38.0,41.0,0.0
06/02/2018 08:00:00.000000,5.0,36.0,38.0,0.0
06/02/2018 09:00:00.000000,5.0,36.0,30.0,0.0
06/02/2018 10:00:00.000000,10.0,35.0,24.0,0.0
06/02/2018 11:00:00.000000,13.0,34.0,24.0,0.0
06/02/2018 12:00:00.000000,13.0,35.0,23.0,0.0
06/02/2018 13:00:00.000000,4.0,35.0,20.0,0.0
06/02/2018 14:00:00.000000,,35.0,20.0,
06/02/2018 23:00:00.000000,1.0,61.0,14.0,0.0
06/03/2018 00:00:00.000000,1.0,60.0,14.0,0.0
06/03/2018 01:00:00.000000,1.0,60.0,19.0,0.0
06/03/2018 02:00:00.000000,3.0,57.0,22.0,0.0
06/03/2018 03:00:00.000000,4.0,53.0,31.0,0.0
06/03/2018 04:00:00.000000,6.0,50.0,45.0,0.0
06/03/2018 05:00:00.000000,,46.0,38.0,0.0
06/03/2018 06:00:00.000000,4.0,43.0,31.0,0.0
06/03/2018 07:00:00.000000,10.0,35.0,36.0,0.0
06/03/2018 08:00:00.000000,12.0,35.0,36.0,0.0
06/03/2018 09:00:00.000000,9.0,31.0,28.0,0.0
06/03/2018 10:00:00.000000,6.0,31.0,27.0,0.0
06/03/2018 11:00:00.000000,5.0,31.0,28.0,0.0
06/03/2018 12:00:00.000000,7.0,30.0,30.0,0.0
06/03/2018 13:00:00.000000,5.0,31.0,27.0,0.0
06/03/2018 14:00:00.000000,6.0,32.0,28.0,0.0
06/03/2018 15:00:00.000000,4.0,34.0,28.0,0.0
06/03/2018 16:00:00.000000,3.0,37.0,11.0,0.0
06/03/2018 17:00:00.000000,3.0,41.0,13.0,0.0
06/03/2018 18:00:00.000000,3.0,46.0,17.0,0.0
06/03/2018 19:00:00.000000,2.0,53.0,21.0,0.0
06/03/2018 20:00:00.000000,3.0,53.0,23.0,0.0
06/03/2018 21:00:00.000000,3.0,56.0,31.0,0.0
06/03/2018 22:00:00.000000,3.0,57.0,31.0,0.0
06/03/2018 23:00:00.000000,4.0,56.0,32.0,0.0
06/04/2018 00:00:00.000000,6.0,56.0,33.0,0.0
06/04/2018 01:00:00.000000,9.0,52.0,41.0,0.0
06/04/2018 02:00:00.000000,12.0,48.0,50.0,0.0
06/04/2018 03:00:00.000000,17.0,39.0,45.0,0.0
06/04/2018 04:00:00.000000,21.0,27.0,44.0,0.0
06/04/2018 05:00:00.000000,,28.0,35.0,0.0
06/04/2018 06:00:00.000000,27.0,12.0,31.0,0.0
06/04/2018 07:00:00.000000,28.0,5.0,32.0,0.0
06/04/2018 08:00:00.000000,28.0,5.0,33.0,0.0
06/04/2018 09:00:00.000000,19.0,9.0,28.0,0.0
06/04/2018 10:00:00.000000,30.0,6.0,29.0,0.0
06/04/2018 11:00:00.000000,38.0,5.0,48.0,1.0
06/04/2018 12:00:00.000000,37.0,2.0,63.0,1.0
06/04/2018 13:00:00.000000,26.0,15.0,62.0,1.0
06/04/2018 14:00:00.000000,16.0,14.0,51.0,2.0
06/04/2018 15:00:00.000000,15.0,21.0,47.0,1.0
06/04/2018 16:00:00.000000,6.0,46.0,47.0,0.0
06/04/2018 17:00:00.000000,4.0,39.0,,0.0
06/04/2018 18:00:00.000000,3.0,58.0,,0.0
06/04/2018 19:00:00.000000,2.0,58.0,,0.0
06/04/2018 20:00:00.000000,2.0,46.0,,0.0
06/04/2018 21:00:00.000000,1.0,45.0,,0.0
06/04/2018 22:00:00.000000,4.0,47.0,14.0,0.0
06/04/2018 23:00:00.000000,2.0,48.0,19.0,0.0
06/05/2018 00:00:00.000000,2.0,49.0,23.0,0.0
06/05/2018 01:00:00.000000,2.0,46.0,29.0,0.0
06/05/2018 02:00:00.000000,6.0,46.0,71.0,0.0
06/05/2018 03:00:00.000000,9.0,45.0,62.0,0.0
06/05/2018 04:00:00.000000,14.0,38.0,67.0,0.0
06/05/2018 05:00:00.000000,,22.0,53.0,1.0
06/05/2018 06:00:00.000000,21.0,19.0,58.0,0.0
06/05/2018 07:00:00.000000,18.0,19.0,46.0,1.0
06/05/2018 08:00:00.000000,22.0,19.0,31.0,1.0
06/05/2018 09:00:00.000000,15.0,23.0,61.0,1.0
06/05/2018 10:00:00.000000,11.0,22.0,73.0,0.0
06/05/2018 11:00:00.000000,24.0,20.0,66.0,0.0
06/05/2018 12:00:00.000000,39.0,10.0,66.0,0.0
06/05/2018 13:00:00.000000,29.0,20.0,76.0,2.0
06/05/2018 14:00:00.000000,29.0,21.0,121.0,1.0
06/05/2018 15:00:00.000000,28.0,28.0,108.0,2.0
06/05/2018 16:00:00.000000,18.0,29.0,72.0,1.0
06/05/2018 17:00:00.000000,7.0,38.0,44.0,0.0
06/05/2018 18:00:00.000000,2.0,58.0,28.0,0.0
06/05/2018 19:00:00.000000,2.0,52.0,20.0,0.0
06/05/2018 20:00:00.000000,3.0,58.0,18.0,0.0
06/05/2018 21:00:00.000000,3.0,61.0,19.0,0.0
06/05/2018 22:00:00.000000,6.0,62.0,26.0,0.0
06/05/2018 23:00:00.000000,4.0,61.0,39.0,0.0
06/06/2018 00:00:00.000000,2.0,60.0,39.0,0.0
06/06/2018 01:00:00.000000,5.0,54.0,54.0,0.0
06/06/2018 02:00:00.000000,15.0,51.0,57.0,0.0
06/06/2018 03:00:00.000000,7.0,45.0,48.0,0.0
06/06/2018 04:00:00.000000,13.0,43.0,42.0,0.0
06/06/2018 05:00:00.000000,,39.0,45.0,0.0
06/06/2018 06:00:00.000000,12.0,36.0,36.0,0.0
06/06/2018 07:00:00.000000,15.0,32.0,36.0,2.0
06/06/2018 08:00:00.000000,16.0,33.0,36.0,0.0
06/06/2018 09:00:00.000000,13.0,29.0,33.0,0.0
06/06/2018 10:00:00.000000,15.0,29.0,33.0,2.0
06/06/2018 11:00:00.000000,24.0,23.0,37.0,0.0
06/06/2018 12:00:00.000000,26.0,24.0,47.0,1.0
06/06/2018 13:00:00.000000,13.0,24.0,45.0,
06/06/2018 14:00:00.000000,8.0,27.0,60.0,0.0
06/06/2018 15:00:00.000000,6.0,30.0,69.0,0.0
06/06/2018 16:00:00.000000,,43.0,71.0,0.0
06/06/2018 17:00:00.000000,4.0,44.0,69.0,0.0
06/06/2018 18:00:00.000000,3.0,49.0,61.0,0.0
06/06/2018 19:00:00.000000,3.0,62.0,50.0,0.0
06/06/2018 20:00:00.000000,3.0,61.0,39.0,0.0
06/06/2018 21:00:00.000000,3.0,62.0,43.0,0.0
06/06/2018 22:00:00.000000,6.0,63.0,52.0,0.0
06/06/2018 23:00:00.000000,6.0,63.0,57.0,0.0
06/07/2018 00:00:00.000000,5.0,62.0,64.0,0.0
06/07/2018 01:00:00.000000,6.0,60.0,83.0,0.0
06/07/2018 02:00:00.000000,3.0,57.0,83.0,0.0
06/07/2018 03:00:00.000000,2.0,52.0,38.0,0.0
06/07/2018 04:00:00.000000,3.0,45.0,21.0,0.0
06/07/2018 05:00:00.000000,,43.0,21.0,0.0
06/07/2018 06:00:00.000000,4.0,39.0,44.0,0.0
06/07/2018 07:00:00.000000,4.0,34.0,49.0,0.0
06/07/2018 08:00:00.000000,8.0,34.0,37.0,0.0
06/07/2018 09:00:00.000000,5.0,34.0,26.0,1.0
06/07/2018 10:00:00.000000,7.0,33.0,19.0,1.0
06/07/2018 11:00:00.000000,14.0,33.0,19.0,1.0
06/07/2018 12:00:00.000000,28.0,30.0,35.0,1.0
06/07/2018 13:00:00.000000,16.0,31.0,44.0,1.0
06/07/2018 14:00:00.000000,8.0,32.0,47.0,0.0
06/07/2018 15:00:00.000000,6.0,39.0,49.0,0.0
06/07/2018 16:00:00.000000,6.0,37.0,39.0,1.0
06/07/2018 17:00:00.000000,5.0,43.0,39.0,1.0
06/07/2018 18:00:00.000000,3.0,51.0,,0.0
06/07/2018 19:00:00.000000,2.0,47.0,,0.0
06/07/2018 20:00:00.000000,3.0,46.0,9.0,0.0
06/07/2018 21:00:00.000000,3.0,46.0,30.0,0.0
06/07/2018 22:00:00.000000,3.0,47.0,29.0,0.0
06/07/2018 23:00:00.000000,3.0,47.0,29.0,0.0
06/08/2018 00:00:00.000000,4.0,43.0,28.0,0.0
06/08/2018 01:00:00.000000,7.0,42.0,31.0,1.0
06/08/2018 02:00:00.000000,11.0,40.0,39.0,0.0
06/08/2018 03:00:00.000000,4.0,39.0,49.0,0.0
06/08/2018 04:00:00.000000,5.0,39.0,41.0,0.0
06/08/2018 05:00:00.000000,,33.0,36.0,0.0
06/08/2018 06:00:00.000000,15.0,29.0,36.0,1.0
06/08/2018 07:00:00.000000,20.0,21.0,38.0,1.0
06/08/2018 08:00:00.000000,15.0,21.0,35.0,0.0
06/08/2018 09:00:00.000000,10.0,22.0,28.0,0.0
06/08/2018 10:00:00.000000,14.0,19.0,26.0,0.0
06/08/2018 11:00:00.000000,25.0,15.0,41.0,0.0
06/08/2018 12:00:00.000000,31.0,15.0,56.0,1.0
06/08/2018 13:00:00.000000,21.0,14.0,70.0,0.0
06/08/2018 14:00:00.000000,23.0,19.0,73.0,0.0
06/08/2018 15:00:00.000000,31.0,22.0,66.0,2.0
06/08/2018 16:00:00.000000,24.0,30.0,65.0,1.0
06/08/2018 17:00:00.000000,7.0,44.0,37.0,0.0
06/08/2018 18:00:00.000000,3.0,36.0,22.0,0.0
06/08/2018 19:00:00.000000,2.0,41.0,21.0,0.0
06/08/2018 20:00:00.000000,3.0,51.0,21.0,0.0
06/08/2018 21:00:00.000000,4.0,48.0,26.0,0.0
06/08/2018 22:00:00.000000,9.0,47.0,32.0,0.0
06/08/2018 23:00:00.000000,5.0,50.0,30.0,0.0
06/09/2018 00:00:00.000000,4.0,50.0,35.0,0.0
06/09/2018 01:00:00.000000,3.0,50.0,47.0,0.0
06/09/2018 02:00:00.000000,6.0,46.0,51.0,0.0
06/09/2018 03:00:00.000000,9.0,42.0,42.0,0.0
06/09/2018 04:00:00.000000,8.0,38.0,35.0,0.0
06/09/2018 05:00:00.000000,,32.0,35.0,1.0
06/09/2018 06:00:00.000000,17.0,19.0,41.0,0.0
06/09/2018 07:00:00.000000,14.0,20.0,47.0,0.0
06/09/2018 08:00:00.000000,5.0,20.0,49.0,0.0
06/09/2018 09:00:00.000000,5.0,22.0,43.0,0.0
06/09/2018 10:00:00.000000,14.0,21.0,25.0,0.0
06/09/2018 11:00:00.000000,15.0,22.0,40.0,0.0
06/09/2018 12:00:00.000000,14.0,23.0,67.0,0.0
06/09/2018 13:00:00.000000,7.0,23.0,68.0,0.0
06/09/2018 14:00:00.000000,6.0,26.0,57.0,0.0
06/09/2018 15:00:00.000000,4.0,29.0,50.0,0.0
06/09/2018 16:00:00.000000,4.0,41.0,45.0,0.0
06/09/2018 17:00:00.000000,4.0,41.0,37.0,0.0
06/09/2018 18:00:00.000000,4.0,47.0,36.0,0.0
06/09/2018 19:00:00.000000,4.0,58.0,33.0,0.0
06/09/2018 20:00:00.000000,2.0,54.0,21.0,0.0
06/09/2018 21:00:00.000000,1.0,54.0,18.0,0.0
06/09/2018 22:00:00.000000,1.0,52.0,20.0,0.0
06/09/2018 23:00:00.000000,1.0,52.0,22.0,0.0
06/10/2018 00:00:00.000000,1.0,50.0,30.0,0.0
06/10/2018 01:00:00.000000,4.0,48.0,30.0,0.0
06/10/2018 02:00:00.000000,3.0,48.0,39.0,0.0
06/10/2018 03:00:00.000000,3.0,47.0,72.0,0.0
06/10/2018 04:00:00.000000,3.0,47.0,50.0,0.0
06/10/2018 05:00:00.000000,,41.0,37.0,0.0
06/10/2018 06:00:00.000000,15.0,36.0,41.0,0.0
06/10/2018 07:00:00.000000,12.0,27.0,36.0,1.0
06/10/2018 08:00:00.000000,11.0,27.0,32.0,0.0
06/10/2018 09:00:00.000000,15.0,19.0,40.0,0.0
06/10/2018 10:00:00.000000,15.0,17.0,36.0,0.0
06/10/2018 11:00:00.000000,23.0,15.0,41.0,0.0
06/10/2018 12:00:00.000000,26.0,5.0,33.0,1.0
06/10/2018 13:00:00.000000,18.0,14.0,27.0,1.0
06/10/2018 14:00:00.000000,12.0,18.0,22.0,1.0
06/10/2018 15:00:00.000000,8.0,36.0,27.0,1.0
06/10/2018 16:00:00.000000,2.0,43.0,22.0,1.0
06/10/2018 17:00:00.000000,1.0,46.0,19.0,0.0
06/10/2018 18:00:00.000000,1.0,43.0,17.0,0.0
06/10/2018 19:00:00.000000,1.0,50.0,16.0,0.0
06/10/2018 20:00:00.000000,1.0,51.0,17.0,0.0
06/10/2018 21:00:00.000000,0.0,51.0,23.0,0.0
06/10/2018 22:00:00.000000,1.0,52.0,21.0,0.0
06/10/2018 23:00:00.000000,1.0,53.0,24.0,0.0
06/11/2018 00:00:00.000000,1.0,53.0,23.0,0.0
06/11/2018 01:00:00.000000,3.0,50.0,25.0,0.0
06/11/2018 02:00:00.000000,7.0,47.0,41.0,0.0
06/11/2018 03:00:00.000000,4.0,43.0,36.0,0.0
06/11/2018 04:00:00.000000,3.0,38.0,30.0,0.0
06/11/2018 05:00:00.000000,,31.0,46.0,0.0
06/11/2018 06:00:00.000000,2.0,34.0,60.0,0.0
06/11/2018 07:00:00.000000,2.0,35.0,68.0,0.0
06/11/2018 08:00:00.000000,2.0,34.0,68.0,0.0
06/11/2018 09:00:00.000000,3.0,33.0,64.0,0.0
06/11/2018 10:00:00.000000,5.0,32.0,60.0,0.0
06/11/2018 11:00:00.000000,16.0,28.0,59.0,0.0
06/11/2018 12:00:00.000000,23.0,28.0,58.0,0.0
06/11/2018 13:00:00.000000,7.0,29.0,50.0,0.0
06/11/2018 14:00:00.000000,2.0,33.0,46.0,0.0
06/11/2018 15:00:00.000000,2.0,31.0,47.0,0.0
06/11/2018 16:00:00.000000,2.0,36.0,36.0,0.0
06/11/2018 17:00:00.000000,2.0,44.0,30.0,0.0
06/11/2018 18:00:00.000000,2.0,48.0,30.0,0.0
06/11/2018 19:00:00.000000,1.0,47.0,30.0,0.0
06/11/2018 20:00:00.000000,2.0,49.0,30.0,0.0
