InstrumentName, Melody-Catalpa B,,
StartTime, 2018-06-01 00:00:00,,
EndTime, 2018-06-30 23:59:59,,
Date,PM2.5,humidity,temp_f
06/01/2018 00:01:35.146666,0.93,24.0,89.0
06/01/2018 00:05:35.196666,1.76,24.0,89.0
06/01/2018 00:08:15.176666,0.86,25.0,88.0
06/01/2018 00:10:55.163333,2.26,27.0,88.0
06/01/2018 00:13:35.263333,2.0,23.0,88.0
06/01/2018 00:17:35.160000,1.64,19.0,87.0
06/01/2018 00:20:15.256666,1.5,19.0,87.0
06/01/2018 00:25:35.270000,1.02,17.0,87.0
06/01/2018 00:29:35.166666,1.05,18.0,87.0
06/01/2018 00:32:15.353333,1.43,19.0,87.0
06/01/2018 00:34:55.306666,0.8,19.0,87.0
06/01/2018 00:37:35.166666,1.2,19.0,87.0
06/01/2018 00:41:35.206666,1.0,20.0,87.0
06/01/2018 00:44:15.243333,1.21,19.0,87.0
06/01/2018 00:46:55.183333,1.23,20.0,87.0
06/01/2018 00:49:35.160000,1.49,22.0,87.0
06/01/2018 00:53:35.176666,0.53,21.0,86.0
06/01/2018 00:54:55.260000,1.54,24.0,86.0
06/01/2018 00:58:55.223333,0.84,26.0,86.0
06/01/2018 02:32:15.186666,1.63,25.0,81.0
06/01/2018 02:37:35.403333,1.93,26.0,80.0
06/01/2018 02:44:16.240000,1.55,28.0,80.0
06/01/2018 02:46:55.200000,1.37,27.0,80.0
06/01/2018 02:49:35.213333,2.05,29.0,79.0
06/01/2018 02:53:35.256666,1.44,29.0,79.0
06/01/2018 02:56:15.200000,1.57,29.0,79.0
06/01/2018 02:58:55.200000,1.29,29.0,79.0
06/01/2018 03:01:35.253333,2.0,29.0,78.0
06/01/2018 03:05:35.200000,1.28,30.0,78.0
06/01/2018 03:08:15.273333,1.53,30.0,78.0
06/01/2018 03:10:55.190000,1.67,31.0,77.0
06/01/2018 03:13:35.210000,1.29,32.0,77.0
06/01/2018 03:17:35.226666,1.51,31.0,77.0
06/01/2018 03:20:15.246666,0.98,32.0,77.0
06/01/2018 03:22:55.196666,1.79,32.0,76.0
06/01/2018 03:25:35.196666,2.19,33.0,76.0
06/01/2018 03:29:35.190000,2.28,33.0,76.0
06/01/2018 03:32:15.196666,2.14,34.0,76.0
06/01/2018 03:34:55.206666,2.95,34.0,75.0
06/01/2018 03:37:35.306666,3.0,34.0,75.0
06/01/2018 03:41:35.200000,2.23,34.0,74.0
06/01/2018 03:44:15.250000,3.51,35.0,74.0
06/01/2018 03:46:54.110000,5.0,35.0,74.0
06/01/2018 03:49:34.106666,1.45,34.0,74.0
06/01/2018 03:53:34.126666,2.11,35.0,74.0
06/01/2018 03:56:14.106666,2.73,35.0,74.0
06/01/2018 03:58:54.106666,1.93,37.0,73.0
06/01/2018 04:01:34.133333,2.79,36.0,73.0
06/01/2018 04:05:34.146666,1.63,36.0,73.0
06/01/2018 04:08:14.100000,2.07,36.0,72.0
06/01/2018 04:10:54.103333,2.26,36.0,72.0
06/01/2018 04:13:34.100000,2.64,37.0,72.0
06/01/2018 04:17:34.110000,2.81,37.0,72.0
06/01/2018 04:20:14.116666,2.49,37.0,72.0
06/01/2018 04:22:54.103333,2.74,37.0,72.0
06/01/2018 04:25:34.110000,3.05,36.0,72.0
06/01/2018 04:29:34.103333,3.89,37.0,72.0
06/01/2018 04:32:14.153333,2.63,36.0,72.0
06/01/2018 04:34:54.116666,2.43,34.0,72.0
06/01/2018 04:37:34.106666,2.53,36.0,72.0
06/01/2018 04:41:34.106666,2.84,38.0,72.0
06/01/2018 04:44:14.153333,3.33,37.0,71.0
06/01/2018 04:46:54.106666,3.0,38.0,71.0
06/01/2018 04:50:35.426666,6.8,38.0,71.0
06/01/2018 04:53:15.433333,3.63,39.0,71.0
06/01/2018 04:55:55.446666,3.02,38.0,71.0
06/01/2018 04:58:35.423333,2.81,39.0,70.0
06/01/2018 05:02:35.540000,2.53,39.0,70.0
06/01/2018 05:05:15.423333,2.12,39.0,70.0
06/01/2018 05:07:55.433333,3.23,40.0,70.0
06/01/2018 05:10:35.423333,2.73,40.0,70.0
06/01/2018 05:14:35.600000,3.4,40.0,70.0
06/01/2018 05:17:15.436666,2.98,40.0,69.0
06/01/2018 05:19:55.416666,3.14,41.0,69.0
06/01/2018 05:22:35.423333,6.42,41.0,69.0
06/01/2018 05:26:35.466666,5.75,41.0,69.0
06/01/2018 05:29:15.430000,5.8,42.0,69.0
06/01/2018 05:31:55.443333,7.05,42.0,69.0
06/01/2018 05:34:35.593333,7.07,43.0,68.0
06/01/2018 05:38:35.456666,10.1,44.0,68.0
06/01/2018 05:41:15.490000,9.52,44.0,68.0
06/01/2018 05:43:55.430000,10.45,44.0,68.0
06/01/2018 05:46:35.436666,11.81,44.0,68.0
06/01/2018 05:50:35.433333,11.12,44.0,68.0
06/01/2018 05:53:15.440000,8.44,43.0,68.0
06/01/2018 05:55:55.430000,11.1,44.0,68.0
06/01/2018 05:58:35.460000,7.39,44.0,67.0
06/01/2018 06:02:35.430000,5.67,44.0,67.0
06/01/2018 06:05:15.436666,3.38,45.0,67.0
06/01/2018 06:07:55.436666,1.89,45.0,67.0
06/01/2018 06:10:35.433333,1.84,45.0,67.0
06/01/2018 06:14:35.426666,1.15,45.0,67.0
06/01/2018 06:17:15.436666,2.55,45.0,67.0
06/01/2018 06:19:55.446666,2.14,45.0,67.0
06/01/2018 06:22:35.433333,2.95,46.0,67.0
06/01/2018 06:26:35.440000,2.91,45.0,67.0
06/01/2018 06:29:15.443333,1.79,45.0,67.0
06/01/2018 06:31:55.436666,1.75,44.0,66.0
06/01/2018 06:34:35.433333,1.98,46.0,66.0
06/01/2018 06:38:35.436666,2.37,46.0,66.0
06/01/2018 06:41:15.490000,1.43,46.0,66.0
06/01/2018 06:43:55.450000,3.12,47.0,66.0
06/01/2018 06:46:35.443333,1.84,45.0,66.0
06/01/2018 06:50:35.436666,2.79,46.0,65.0
06/01/2018 06:53:15.446666,2.98,47.0,65.0
06/01/2018 06:55:55.436666,2.67,46.0,65.0
06/01/2018 06:58:35.450000,3.29,47.0,65.0
06/01/2018 07:02:35.483333,1.65,47.0,65.0
06/01/2018 07:05:15.536666,1.91,47.0,65.0
06/01/2018 07:07:55.446666,1.51,47.0,65.0
06/01/2018 07:10:35.490000,1.52,46.0,65.0
06/01/2018 07:14:35.440000,1.81,47.0,65.0
06/01/2018 07:17:15.443333,1.58,46.0,65.0
06/01/2018 07:19:55.443333,1.93,47.0,65.0
06/01/2018 07:22:35.456666,1.88,46.0,65.0
06/01/2018 07:26:35.483333,2.19,47.0,64.0
06/01/2018 07:29:15.463333,1.81,47.0,64.0
06/01/2018 07:31:55.460000,1.91,47.0,65.0
06/01/2018 07:34:35.470000,2.12,47.0,64.0
06/01/2018 07:38:35.460000,2.07,48.0,64.0
06/01/2018 07:41:15.453333,2.39,48.0,64.0
06/01/2018 07:43:55.450000,2.37,47.0,64.0
06/01/2018 07:46:35.446666,2.74,47.0,64.0
06/01/2018 07:50:35.473333,2.34,47.0,64.0
06/01/2018 07:53:15.470000,2.71,48.0,64.0
06/01/2018 07:55:55.496666,1.91,48.0,64.0
06/01/2018 07:58:35.460000,2.41,48.0,64.0
06/01/2018 08:02:35.446666,2.23,49.0,64.0
06/01/2018 08:05:15.470000,2.66,49.0,64.0
06/01/2018 08:07:55.450000,2.12,50.0,64.0
06/01/2018 08:10:35.476666,2.33,50.0,64.0
06/01/2018 08:14:35.443333,2.27,50.0,63.0
06/01/2018 08:17:15.446666,1.67,49.0,63.0
06/01/2018 08:19:55.443333,2.7,50.0,63.0
06/01/2018 08:22:35.440000,1.78,50.0,63.0
06/01/2018 08:26:35.450000,1.93,50.0,63.0
06/01/2018 08:29:15.440000,2.35,50.0,63.0
06/01/2018 08:31:55.446666,2.91,49.0,63.0
06/01/2018 08:34:35.463333,2.12,50.0,62.0
06/01/2018 08:38:35.496666,1.73,50.0,62.0
06/01/2018 08:41:15.506666,0.81,49.0,63.0
06/01/2018 08:43:55.443333,2.7,49.0,63.0
06/01/2018 08:46:35.443333,2.51,49.0,62.0
06/01/2018 08:50:35.443333,2.5,50.0,62.0
06/01/2018 08:53:15.460000,2.16,49.0,62.0
06/01/2018 08:55:55.450000,2.05,49.0,62.0
06/01/2018 08:58:35.460000,1.71,50.0,62.0
06/01/2018 09:02:35.463333,1.52,50.0,62.0
06/01/2018 09:05:15.483333,1.4,49.0,62.0
06/01/2018 09:07:55.453333,2.24,49.0,62.0
06/01/2018 09:10:35.453333,1.38,50.0,62.0
06/01/2018 09:14:35.446666,1.93,49.0,62.0
06/01/2018 09:17:15.450000,1.98,49.0,61.0
06/01/2018 09:19:55.446666,2.28,49.0,61.0
06/01/2018 09:22:35.503333,1.77,50.0,61.0
06/01/2018 09:26:35.446666,1.88,50.0,61.0
06/01/2018 09:29:15.443333,1.7,50.0,61.0
06/01/2018 09:31:55.463333,2.34,50.0,61.0
06/01/2018 09:34:35.456666,2.2,51.0,61.0
06/01/2018 09:38:35.483333,2.32,49.0,61.0
06/01/2018 09:41:15.446666,2.08,50.0,61.0
06/01/2018 09:43:55.453333,1.88,50.0,60.0
06/01/2018 09:46:35.446666,1.55,49.0,60.0
06/01/2018 09:50:35.453333,1.86,49.0,60.0
06/01/2018 09:53:15.466666,1.77,49.0,60.0
06/01/2018 09:55:55.453333,1.7,49.0,60.0
06/01/2018 09:58:35.446666,1.88,48.0,60.0
06/01/2018 10:02:35.456666,1.48,49.0,60.0
06/01/2018 10:05:15.446666,1.9,49.0,60.0
06/01/2018 10:07:55.463333,1.47,49.0,60.0
06/01/2018 10:10:35.466666,2.0,47.0,60.0
06/01/2018 10:14:35.456666,2.0,46.0,60.0
06/01/2018 10:17:15.456666,1.42,45.0,60.0
06/01/2018 10:19:55.836666,1.09,45.0,60.0
06/01/2018 10:22:35.453333,1.06,47.0,60.0
06/01/2018 10:26:35.503333,1.57,48.0,60.0
06/01/2018 10:29:15.450000,1.0,48.0,60.0
06/01/2018 10:31:55.453333,1.33,48.0,60.0
06/01/2018 10:34:35.450000,1.0,48.0,59.0
06/01/2018 10:38:35.496666,1.14,47.0,59.0
06/01/2018 10:41:15.446666,1.6,47.0,59.0
06/01/2018 10:43:55.456666,1.19,47.0,59.0
06/01/2018 10:46:35.456666,1.14,46.0,59.0
06/01/2018 10:50:35.450000,1.0,47.0,59.0
06/01/2018 10:53:15.450000,1.0,48.0,59.0
06/01/2018 10:55:55.450000,0.86,47.0,59.0
06/01/2018 10:58:35.453333,1.07,47.0,59.0
06/01/2018 11:02:35.453333,0.91,48.0,59.0
06/01/2018 11:05:15.450000,1.44,46.0,59.0
06/01/2018 11:07:55.453333,1.0,46.0,59.0
06/01/2018 11:10:35.453333,1.16,46.0,59.0
06/01/2018 11:14:35.456666,1.42,48.0,59.0
06/01/2018 11:17:15.536666,1.29,47.0,59.0
06/01/2018 11:19:55.463333,1.02,47.0,58.0
06/01/2018 11:22:35.463333,1.07,48.0,58.0
06/01/2018 11:26:35.460000,1.05,48.0,58.0
06/01/2018 11:29:15.460000,1.21,48.0,58.0
06/01/2018 11:31:55.450000,1.09,47.0,58.0
06/01/2018 11:34:35.506666,0.86,47.0,58.0
06/01/2018 11:38:35.566666,0.56,47.0,58.0
06/01/2018 11:41:15.496666,1.02,48.0,58.0
06/01/2018 11:43:55.450000,0.93,48.0,58.0
06/01/2018 11:46:35.466666,0.65,46.0,58.0
06/01/2018 11:50:35.500000,0.93,48.0,58.0
06/01/2018 11:53:15.466666,0.47,48.0,58.0
06/01/2018 11:55:55.933333,0.51,47.0,58.0
06/01/2018 11:58:35.470000,0.83,47.0,58.0
06/01/2018 12:02:35.460000,1.39,48.0,58.0
06/01/2018 12:05:15.456666,0.98,47.0,58.0
06/01/2018 12:07:55.553333,1.19,47.0,58.0
06/01/2018 12:10:35.560000,1.12,46.0,58.0
06/01/2018 12:14:35.456666,0.16,47.0,58.0
06/01/2018 12:17:15.466666,0.82,47.0,58.0
06/01/2018 12:19:55.466666,0.21,48.0,58.0
06/01/2018 12:22:35.470000,0.24,47.0,58.0
06/01/2018 12:26:35.480000,0.55,48.0,58.0
06/01/2018 12:29:15.473333,0.63,46.0,58.0
06/01/2018 12:31:55.453333,0.09,45.0,59.0
06/01/2018 12:34:35.546666,0.56,48.0,59.0
06/01/2018 12:38:35.540000,0.7,47.0,59.0
06/01/2018 12:41:15.480000,0.15,48.0,59.0
06/01/2018 12:43:55.460000,0.59,49.0,59.0
06/01/2018 12:46:35.466666,0.23,49.0,59.0
06/01/2018 12:50:35.480000,0.71,49.0,60.0
06/01/2018 12:53:15.453333,0.43,50.0,60.0
06/01/2018 12:55:55.483333,0.27,49.0,60.0
06/01/2018 12:58:35.470000,0.71,50.0,60.0
06/01/2018 13:02:35.470000,0.33,51.0,60.0
06/01/2018 13:05:15.463333,0.3,51.0,61.0
06/01/2018 13:07:55.556666,0.33,50.0,61.0
06/01/2018 13:10:35.526666,0.28,51.0,61.0
06/01/2018 13:14:35.466666,2.56,50.0,62.0
06/01/2018 13:17:15.466666,0.68,51.0,62.0
06/01/2018 13:19:55.460000,2.35,50.0,63.0
06/01/2018 13:22:35.506666,1.23,51.0,63.0
06/01/2018 13:26:35.570000,0.27,49.0,64.0
06/01/2018 13:29:15.460000,1.12,48.0,64.0
06/01/2018 13:31:55.460000,1.15,42.0,65.0
06/01/2018 13:34:35.473333,0.07,48.0,65.0
06/01/2018 13:38:35.516666,0.21,43.0,66.0
06/01/2018 13:41:15.460000,0.43,47.0,67.0
06/01/2018 13:43:55.473333,1.02,45.0,68.0
06/01/2018 13:46:35.550000,0.09,38.0,69.0
06/01/2018 13:50:35.536666,0.24,37.0,70.0
06/01/2018 13:53:15.463333,0.63,28.0,70.0
06/01/2018 13:55:55.480000,0.14,28.0,71.0
06/01/2018 13:58:35.480000,0.29,35.0,71.0
06/01/2018 14:02:35.490000,0.29,28.0,72.0
06/01/2018 14:05:15.506666,0.08,23.0,72.0
06/01/2018 14:07:55.476666,0.09,18.0,73.0
06/01/2018 14:10:35.486666,0.23,17.0,74.0
06/01/2018 14:14:35.596666,0.1,15.0,75.0
06/01/2018 14:17:15.846666,0.1,14.0,75.0
06/01/2018 14:19:55.476666,0.1,13.0,76.0
06/01/2018 14:22:35.463333,0.1,14.0,76.0
06/01/2018 14:26:35.483333,0.1,13.0,77.0
06/01/2018 14:29:15.476666,0.1,12.0,78.0
06/01/2018 14:31:55.466666,0.1,11.0,78.0
06/01/2018 14:34:35.473333,0.18,14.0,79.0
06/01/2018 14:38:35.470000,0.18,10.0,79.0
06/01/2018 14:41:15.613333,0.18,10.0,80.0
06/01/2018 14:43:55.520000,0.18,11.0,80.0
06/01/2018 14:46:35.580000,0.18,10.0,80.0
06/01/2018 14:50:35.470000,0.21,10.0,81.0
06/01/2018 14:53:15.516666,0.21,11.0,81.0
06/01/2018 14:55:55.523333,0.07,8.0,81.0
06/01/2018 14:58:35.480000,0.07,9.0,81.0
06/01/2018 15:02:35.483333,0.07,9.0,82.0
06/01/2018 15:05:15.640000,1.78,8.0,82.0
06/01/2018 15:07:55.473333,0.05,9.0,82.0
06/01/2018 15:10:35.476666,0.05,8.0,83.0
06/01/2018 15:14:35.540000,0.29,10.0,83.0
06/01/2018 15:17:15.493333,0.43,10.0,82.0
06/01/2018 15:19:55.636666,0.44,9.0,83.0
06/01/2018 15:22:35.486666,0.44,8.0,83.0
06/01/2018 15:26:35.480000,0.17,8.0,84.0
06/01/2018 15:29:15.476666,0.17,9.0,84.0
06/01/2018 15:31:55.483333,0.07,9.0,84.0
06/01/2018 15:34:35.476666,0.26,7.0,85.0
06/01/2018 15:38:35.483333,0.07,9.0,85.0
06/01/2018 15:41:15.493333,0.07,9.0,85.0
06/01/2018 15:43:55.486666,0.57,9.0,85.0
06/01/2018 15:46:35.596666,0.57,9.0,85.0
06/01/2018 15:50:35.493333,0.26,8.0,85.0
06/01/2018 15:53:15.593333,1.15,7.0,85.0
06/01/2018 15:55:55.756666,0.35,7.0,85.0
