InstrumentName, Construction Dust Monitor (B),,
06/19/2018 14:49:48.000000,2.63,4.54,4.0
06/19/2018 14:53:47.000000,2.42,3.8,3.6
06/19/2018 14:56:26.000000,3.05,5.69,4.36
06/19/2018 14:59:06.000000,2.78,4.15,4.0
06/19/2018 15:05:47.000000,6.36,9.08,8.62
06/19/2018 15:08:26.000000,3.44,5.23,4.56
06/19/2018 15:11:06.000000,3.83,5.85,5.27
06/19/2018 15:13:46.000000,5.7,8.6,8.13
06/19/2018 15:17:47.000000,3.67,5.35,5.35
06/19/2018 15:20:26.000000,4.08,5.64,5.49
06/19/2018 15:23:07.000000,4.0,6.56,5.44
06/19/2018 15:25:46.000000,4.33,6.62,6.46
06/19/2018 15:29:46.000000,4.95,8.18,7.32
06/19/2018 15:32:27.000000,5.32,7.76,7.05
06/19/2018 15:35:06.000000,4.81,8.84,7.38
06/19/2018 15:37:46.000000,4.54,5.9,5.72
06/19/2018 15:41:46.000000,4.54,6.88,6.46
06/19/2018 15:44:26.000000,3.9,5.41,5.26
06/19/2018 15:47:07.000000,4.24,5.95,5.73
06/19/2018 15:49:46.000000,4.85,7.47,6.55
06/19/2018 15:53:46.000000,4.62,6.51,5.85
06/19/2018 15:56:26.000000,4.78,7.32,6.07
06/19/2018 15:59:06.000000,3.85,5.03,5.0
06/19/2018 16:03:07.000000,4.1,5.49,5.24
06/19/2018 16:05:47.000000,4.12,5.62,5.12
06/19/2018 16:08:27.000000,11.6,17.02,15.25
06/19/2018 16:11:06.000000,3.19,4.97,4.32
06/19/2018 16:13:46.000000,4.57,6.07,5.9
06/19/2018 16:17:46.000000,5.1,7.85,6.9
06/19/2018 16:20:27.000000,4.57,6.45,6.28
06/19/2018 16:23:06.000000,4.3,5.8,5.45
06/19/2018 16:25:46.000000,4.82,7.15,6.49
06/19/2018 16:29:46.000000,3.67,5.75,4.93
06/19/2018 16:32:27.000000,10.7,12.52,12.13
06/19/2018 16:35:06.000000,3.85,5.22,4.88
06/19/2018 16:37:46.000000,4.39,6.05,5.8
06/19/2018 16:41:46.000000,4.22,5.62,5.32
06/19/2018 16:44:27.000000,3.37,5.05,4.63
06/19/2018 16:47:06.000000,3.79,4.87,4.69
06/19/2018 16:49:47.000000,4.23,5.95,5.49
06/19/2018 16:53:46.000000,3.93,5.21,4.74
06/19/2018 16:56:26.000000,3.63,4.8,4.71
06/19/2018 16:59:07.000000,3.02,4.12,3.93
06/19/2018 17:01:47.000000,3.45,4.7,4.3
06/19/2018 17:05:46.000000,10.27,13.0,12.46
06/19/2018 17:08:26.000000,3.55,4.66,4.66
06/19/2018 17:11:07.000000,3.13,4.21,4.21
06/19/2018 17:13:46.000000,3.22,4.3,3.87
06/19/2018 17:17:46.000000,3.37,4.3,4.3
06/19/2018 17:20:26.000000,4.0,5.12,5.1
06/19/2018 17:23:06.000000,3.31,4.9,4.38
06/19/2018 17:25:46.000000,3.82,4.82,4.51
06/19/2018 17:29:47.000000,3.0,5.05,4.33
06/19/2018 17:32:27.000000,2.95,3.8,3.73
06/19/2018 17:35:07.000000,3.63,4.74,4.45
06/19/2018 17:37:46.000000,3.33,4.78,4.5
06/19/2018 17:41:46.000000,3.28,4.03,4.03
06/19/2018 17:44:27.000000,3.15,4.44,4.38
06/19/2018 17:47:07.000000,3.22,4.65,4.18
06/19/2018 17:49:47.000000,3.08,3.85,3.79
06/19/2018 17:53:47.000000,2.85,4.05,4.0
06/19/2018 17:56:28.000000,2.97,4.24,3.95
06/19/2018 17:59:12.000000,2.41,4.0,3.65
06/19/2018 18:01:47.000000,3.26,4.74,4.09
06/19/2018 18:05:47.000000,3.08,3.64,3.64
06/19/2018 18:08:30.000000,3.03,4.07,3.87
06/19/2018 18:11:06.000000,3.16,4.08,3.66
06/19/2018 18:13:47.000000,2.82,3.89,3.74
06/19/2018 18:17:48.000000,3.44,3.9,3.9
06/19/2018 18:20:26.000000,2.61,3.37,3.37
06/19/2018 18:23:07.000000,3.53,4.62,4.47
06/19/2018 18:25:47.000000,2.83,3.8,3.7
06/19/2018 18:29:47.000000,3.83,4.71,4.41
06/19/2018 18:32:26.000000,3.17,4.07,3.62
06/19/2018 18:35:08.000000,2.89,3.97,3.67
06/19/2018 18:37:48.000000,4.05,4.71,4.71
06/19/2018 18:41:46.000000,3.39,4.32,4.17
06/19/2018 18:44:26.000000,2.8,3.73,3.44
06/19/2018 18:47:07.000000,2.51,3.37,3.12
06/19/2018 18:49:46.000000,2.72,3.67,3.56
06/19/2018 18:53:46.000000,2.5,3.12,3.03
06/19/2018 18:56:28.000000,3.86,4.86,4.43
06/19/2018 18:59:07.000000,2.54,3.4,3.14
06/19/2018 19:01:46.000000,2.4,2.9,2.9
06/19/2018 19:05:47.000000,3.8,4.78,4.6
06/19/2018 19:08:26.000000,3.22,4.12,3.85
06/19/2018 19:11:06.000000,2.67,3.8,3.8
06/19/2018 19:13:48.000000,2.51,3.85,3.03
06/19/2018 19:17:47.000000,2.76,3.85,3.71
06/19/2018 19:20:26.000000,1.92,2.92,2.64
06/19/2018 19:23:07.000000,3.39,5.02,4.85
06/19/2018 19:25:46.000000,3.0,3.75,3.75
06/19/2018 19:29:47.000000,3.0,3.97,3.9
06/19/2018 19:32:27.000000,9.05,14.95,12.69
06/19/2018 19:35:06.000000,4.38,5.69,5.21
06/19/2018 19:37:47.000000,5.54,8.27,6.71
06/19/2018 19:41:49.000000,4.32,6.35,5.75
06/19/2018 19:44:27.000000,5.37,8.9,7.27
06/19/2018 19:47:07.000000,3.3,4.85,4.53
06/19/2018 19:49:47.000000,5.54,8.0,7.74
06/19/2018 19:53:47.000000,5.0,6.46,6.21
06/19/2018 19:56:26.000000,4.17,6.0,5.61
06/19/2018 19:59:07.000000,3.28,4.33,4.03
06/19/2018 20:01:47.000000,3.9,4.75,4.5
06/19/2018 20:05:47.000000,5.5,7.71,6.84
06/19/2018 20:08:26.000000,3.35,5.22,4.43
06/19/2018 20:11:07.000000,6.9,9.38,8.26
06/19/2018 20:13:47.000000,4.07,5.8,5.44
06/19/2018 20:17:47.000000,4.28,6.35,6.1
06/19/2018 20:20:27.000000,6.2,8.68,7.73
06/19/2018 20:23:06.000000,5.32,7.35,7.03
06/19/2018 20:25:46.000000,4.49,5.95,5.72
06/19/2018 20:29:46.000000,5.32,7.39,6.34
06/19/2018 20:32:26.000000,6.59,9.05,8.64
06/19/2018 20:35:07.000000,6.17,8.15,7.54
06/19/2018 20:37:46.000000,4.68,6.62,5.85
06/19/2018 20:41:47.000000,5.46,7.35,6.81
06/19/2018 20:44:29.000000,4.83,7.17,6.74
06/19/2018 20:47:07.000000,4.88,6.2,5.93
06/19/2018 20:49:47.000000,4.85,6.6,6.25
06/19/2018 20:53:46.000000,4.49,5.69,5.44
06/19/2018 20:56:26.000000,4.28,5.79,5.49
06/19/2018 20:59:06.000000,5.23,6.28,6.23
06/19/2018 21:01:47.000000,3.5,5.07,4.43
06/19/2018 21:05:47.000000,4.05,5.95,5.26
06/19/2018 21:08:26.000000,4.25,6.0,5.5
06/19/2018 21:11:07.000000,3.51,4.36,4.36
06/19/2018 21:13:47.000000,3.67,4.92,4.67
06/19/2018 21:17:47.000000,3.45,5.11,4.53
06/19/2018 21:20:27.000000,4.78,6.17,5.46
06/19/2018 21:23:07.000000,3.29,4.44,4.1
06/19/2018 21:25:47.000000,3.15,5.41,3.82
06/19/2018 21:29:47.000000,4.47,5.97,5.29
06/19/2018 21:32:27.000000,4.51,5.62,5.18
06/19/2018 21:35:06.000000,2.7,3.75,3.75
06/19/2018 21:37:46.000000,2.87,3.47,3.33
06/19/2018 21:41:46.000000,2.75,3.5,3.25
06/19/2018 21:44:27.000000,4.37,5.15,4.98
06/19/2018 21:47:07.000000,4.63,5.54,5.34
06/19/2018 21:49:47.000000,2.29,2.93,2.78
06/19/2018 21:53:46.000000,3.49,4.24,4.12
06/19/2018 21:56:26.000000,4.37,5.5,5.07
06/19/2018 21:59:07.000000,2.75,3.65,3.42
06/19/2018 22:01:47.000000,3.37,4.39,4.34
06/19/2018 22:05:47.000000,4.68,6.46,5.83
06/19/2018 22:08:27.000000,4.72,5.6,5.6
06/19/2018 22:11:07.000000,3.0,4.22,3.85
06/19/2018 22:13:48.000000,2.88,3.9,3.44
06/19/2018 22:17:47.000000,3.1,5.31,4.24
06/19/2018 22:20:27.000000,2.85,4.1,3.72
06/19/2018 22:23:07.000000,3.54,4.44,4.1
06/19/2018 22:25:47.000000,2.93,3.9,3.4
06/19/2018 22:29:48.000000,2.82,4.33,3.79
06/19/2018 22:40:27.000000,2.17,2.62,2.55
06/19/2018 22:44:26.000000,2.37,3.45,2.8
06/19/2018 22:47:07.000000,2.9,3.67,3.55
06/19/2018 22:49:47.000000,3.05,4.54,3.93
06/19/2018 22:53:47.000000,2.95,4.05,4.03
06/19/2018 22:56:27.000000,3.46,5.79,4.46
06/19/2018 22:59:07.000000,3.55,4.53,4.25
06/19/2018 23:01:47.000000,4.68,7.08,6.24
06/19/2018 23:05:46.000000,3.9,5.27,4.66
06/19/2018 23:08:27.000000,4.78,5.97,5.62
06/19/2018 23:11:07.000000,4.46,5.73,5.37
06/19/2018 23:13:46.000000,5.08,7.0,6.72
06/19/2018 23:17:47.000000,5.28,6.37,6.2
06/19/2018 23:20:27.000000,4.48,6.36,5.74
06/19/2018 23:23:07.000000,5.29,6.85,6.66
06/19/2018 23:25:47.000000,5.03,6.85,6.32
06/19/2018 23:29:47.000000,3.8,5.54,5.39
06/19/2018 23:32:27.000000,5.12,6.98,6.73
06/19/2018 23:35:07.000000,4.54,6.49,5.83
06/19/2018 23:37:47.000000,3.97,5.35,5.18
06/19/2018 23:41:47.000000,3.97,4.93,4.93
06/19/2018 23:44:27.000000,3.53,4.68,4.05
06/19/2018 23:47:07.000000,3.78,4.95,4.68
06/19/2018 23:49:47.000000,3.5,5.1,4.68
06/19/2018 23:53:47.000000,3.87,4.87,4.7
06/19/2018 23:56:27.000000,3.34,4.39,4.24
06/19/2018 23:59:07.000000,4.35,6.9,5.97
06/20/2018 00:01:47.000000,4.15,5.54,5.22
06/20/2018 00:05:47.000000,3.85,5.47,4.68
06/20/2018 00:08:27.000000,4.9,6.77,6.23
06/20/2018 00:10:51.000000,3.0,5.0,5.0
06/20/2018 00:14:52.000000,5.44,6.79,6.36
06/20/2018 00:17:32.000000,4.51,6.0,5.59
06/20/2018 00:20:12.000000,4.0,5.13,5.03
06/20/2018 00:22:52.000000,3.97,5.15,4.97
06/20/2018 00:26:52.000000,4.0,5.28,5.28
06/20/2018 00:29:32.000000,4.08,5.08,5.08
06/20/2018 00:32:12.000000,4.72,6.08,5.62
06/20/2018 00:34:52.000000,5.03,8.07,7.6
06/20/2018 00:38:52.000000,4.62,7.59,6.31
06/20/2018 00:41:32.000000,5.22,8.63,6.97
06/20/2018 00:44:12.000000,3.54,5.73,4.98
06/20/2018 00:46:52.000000,2.85,6.22,4.34
06/20/2018 00:50:52.000000,1.92,2.9,2.87
06/20/2018 00:53:32.000000,2.46,3.49,3.34
06/20/2018 00:56:12.000000,2.05,3.25,3.08
06/20/2018 00:58:52.000000,2.07,3.31,3.0
06/20/2018 01:02:52.000000,1.98,2.75,2.75
06/20/2018 01:05:32.000000,2.37,3.34,3.03
06/20/2018 01:08:12.000000,2.75,4.05,3.37
06/20/2018 01:10:52.000000,1.9,2.53,2.53
06/20/2018 01:14:52.000000,2.15,3.15,2.95
06/20/2018 01:17:32.000000,2.3,2.87,2.6
06/20/2018 01:20:12.000000,2.31,4.24,3.14
06/20/2018 01:22:52.000000,2.85,3.85,3.71
06/20/2018 01:26:52.000000,1.65,2.55,2.47
06/20/2018 01:29:32.000000,2.22,3.78,3.22
06/20/2018 01:32:12.000000,1.49,2.77,2.03
06/20/2018 01:34:52.000000,1.79,3.9,2.87
06/20/2018 01:38:52.000000,1.35,2.65,1.87
06/20/2018 01:41:32.000000,1.81,2.93,2.81
06/20/2018 01:44:12.000000,1.65,2.45,1.9
06/20/2018 01:46:52.000000,1.5,2.53,2.53
06/20/2018 01:50:52.000000,1.64,2.9,2.41
06/20/2018 01:53:32.000000,1.48,2.78,2.17
06/20/2018 01:56:12.000000,1.37,2.53,2.45
06/20/2018 01:58:52.000000,1.75,2.58,2.0
06/20/2018 02:02:52.000000,1.67,2.44,2.21
06/20/2018 02:05:32.000000,4.46,5.8,5.24
06/20/2018 02:08:12.000000,2.55,3.9,3.45
06/20/2018 02:10:52.000000,1.42,2.65,2.4
06/20/2018 02:14:52.000000,1.0,1.93,1.78
06/20/2018 02:17:32.000000,1.35,2.1,2.1
06/20/2018 02:20:12.000000,8.8,10.57,10.43
06/20/2018 02:22:52.000000,1.0,1.92,1.92
06/20/2018 02:26:52.000000,1.85,2.78,2.45
06/20/2018 02:29:32.000000,1.0,1.46,1.46
06/20/2018 02:32:12.000000,1.0,2.1,1.7
06/20/2018 02:34:52.000000,0.93,2.02,1.74
06/20/2018 02:38:52.000000,1.26,2.51,1.59
06/20/2018 02:41:32.000000,0.92,1.87,1.67
06/20/2018 02:44:12.000000,1.23,2.42,2.42
06/20/2018 02:46:52.000000,1.0,1.73,1.58
06/20/2018 02:50:52.000000,1.68,2.34,2.05
06/20/2018 02:53:32.000000,1.56,2.9,2.38
06/20/2018 02:56:12.000000,1.89,2.76,2.55
06/20/2018 02:58:52.000000,1.46,1.87,1.72
06/20/2018 03:02:52.000000,1.27,2.49,1.68
06/20/2018 03:05:32.000000,1.55,2.33,2.33
06/20/2018 03:08:12.000000,1.05,2.39,1.85
06/20/2018 03:10:52.000000,1.48,2.25,2.0
06/20/2018 03:14:52.000000,1.36,2.23,2.0
06/20/2018 03:17:32.000000,1.25,2.15,2.15
06/20/2018 03:20:12.000000,1.5,2.12,1.8
06/20/2018 03:22:52.000000,1.0,1.98,1.37
06/20/2018 03:26:52.000000,1.31,2.51,2.1
06/20/2018 03:29:32.000000,1.42,1.85,1.8
06/20/2018 03:32:12.000000,1.54,2.44,1.98
06/20/2018 03:34:52.000000,1.15,2.0,2.0
06/20/2018 03:38:52.000000,2.05,2.87,2.87
06/20/2018 03:41:32.000000,1.52,2.1,2.1
06/20/2018 03:44:12.000000,1.54,2.18,2.08
06/20/2018 03:46:52.000000,2.05,2.56,2.56
06/20/2018 03:50:52.000000,1.46,2.33,2.33
06/20/2018 03:53:32.000000,2.1,3.08,2.69
06/20/2018 03:56:12.000000,1.45,1.87,1.75
06/20/2018 03:58:52.000000,1.98,2.6,2.6
06/20/2018 04:02:52.000000,2.0,2.88,2.26
06/20/2018 04:05:32.000000,1.95,2.79,2.79
06/20/2018 04:08:12.000000,2.2,2.97,2.97
06/20/2018 04:10:52.000000,2.32,3.37,3.11
06/20/2018 04:14:52.000000,2.0,3.22,2.78
06/20/2018 04:17:32.000000,2.0,2.87,2.87
06/20/2018 04:20:12.000000,2.3,3.15,3.15
06/20/2018 04:22:54.000000,2.0,3.26,3.26
06/20/2018 04:26:52.000000,2.15,3.7,3.15
06/20/2018 04:29:32.000000,2.2,3.88,2.9
06/20/2018 04:32:12.000000,2.56,3.79,3.15
06/20/2018 04:34:52.000000,2.49,3.56,3.36
06/20/2018 04:38:52.000000,2.75,3.87,3.42
06/20/2018 04:41:32.000000,2.33,3.72,3.5
06/20/2018 04:44:12.000000,2.95,3.83,3.3
06/20/2018 04:46:54.000000,3.02,3.9,3.61
06/20/2018 04:50:52.000000,2.95,3.63,3.56
06/20/2018 04:53:32.000000,2.98,4.39,3.54
06/20/2018 04:56:12.000000,2.86,3.64,3.39
06/20/2018 04:58:52.000000,2.9,3.72,3.72
06/20/2018 05:02:52.000000,2.63,3.61,3.29
06/20/2018 05:05:32.000000,2.29,3.44,3.0
06/20/2018 05:08:12.000000,2.93,3.37,3.37
06/20/2018 05:10:52.000000,2.28,3.03,3.03
06/20/2018 05:14:52.000000,2.81,3.95,3.93
06/20/2018 05:17:32.000000,2.21,2.79,2.44
06/20/2018 05:20:12.000000,2.0,3.03,2.75
06/20/2018 05:22:52.000000,2.31,2.97,2.79
06/20/2018 05:26:52.000000,2.08,3.85,2.9
06/20/2018 05:29:32.000000,2.42,3.0,2.83
06/20/2018 05:32:13.000000,2.58,3.42,3.03
06/20/2018 05:34:52.000000,2.05,2.78,2.78
06/20/2018 05:38:52.000000,2.22,3.15,3.15
06/20/2018 05:41:32.000000,2.42,3.17,2.9
06/20/2018 05:44:12.000000,2.51,3.13,2.92
06/20/2018 05:46:54.000000,2.2,2.72,2.72
06/20/2018 05:50:52.000000,2.08,3.49,2.26
06/20/2018 05:53:32.000000,2.21,3.45,3.0
06/20/2018 05:56:12.000000,2.42,3.4,3.08
06/20/2018 05:58:54.000000,1.95,2.46,2.46
06/20/2018 06:02:52.000000,2.87,4.0,3.85
06/20/2018 06:05:32.000000,2.56,4.29,3.71
06/20/2018 06:08:12.000000,2.03,3.56,3.15
06/20/2018 06:10:52.000000,3.0,3.78,3.59
06/20/2018 06:14:52.000000,2.76,3.76,3.49
06/20/2018 06:17:32.000000,2.0,2.49,2.39
06/20/2018 06:20:12.000000,2.22,3.29,3.0
06/20/2018 06:22:52.000000,2.17,2.86,2.86
06/20/2018 06:26:52.000000,2.72,3.46,3.46
06/20/2018 06:29:32.000000,3.05,3.78,3.62
06/20/2018 06:32:12.000000,2.17,3.08,2.78
06/20/2018 06:34:52.000000,3.23,4.67,4.41
06/20/2018 06:38:52.000000,3.0,4.7,4.03
06/20/2018 06:41:32.000000,2.49,3.92,3.51
06/20/2018 06:44:12.000000,3.28,4.18,3.97
06/20/2018 06:46:52.000000,3.12,4.66,4.12
06/20/2018 06:50:52.000000,3.0,4.17,3.66
06/20/2018 06:53:32.000000,2.8,4.44,3.61
06/20/2018 06:56:12.000000,3.9,4.78,4.53
06/20/2018 06:58:53.000000,4.0,5.28,5.18
06/20/2018 07:02:53.000000,4.43,6.1,5.9
06/20/2018 07:05:33.000000,4.77,6.0,5.77
06/20/2018 07:08:12.000000,5.22,7.46,6.17
06/20/2018 07:10:52.000000,4.93,7.49,6.71
06/20/2018 07:14:52.000000,5.25,6.75,6.5
06/20/2018 07:17:32.000000,4.71,6.17,5.8
06/20/2018 07:20:12.000000,4.1,5.85,5.17
06/20/2018 07:22:52.000000,4.6,6.15,5.9
06/20/2018 07:26:52.000000,4.43,5.97,5.7
06/20/2018 07:29:32.000000,3.95,5.54,5.2
06/20/2018 07:32:12.000000,4.79,5.74,5.6
06/20/2018 07:34:52.000000,5.0,7.05,6.3
06/20/2018 07:38:52.000000,4.0,5.15,4.69
06/20/2018 07:41:32.000000,3.78,4.72,4.72
06/20/2018 07:44:12.000000,3.33,5.43,4.8
06/20/2018 07:46:52.000000,3.8,5.05,5.03
06/20/2018 07:50:52.000000,3.55,6.05,4.75
06/20/2018 07:53:32.000000,3.6,6.4,5.82
06/20/2018 07:56:12.000000,4.03,5.68,5.47
06/20/2018 07:58:52.000000,3.45,5.18,4.7
06/20/2018 08:02:52.000000,3.55,5.82,4.65
06/20/2018 08:05:32.000000,4.0,5.59,5.08
06/20/2018 08:08:12.000000,3.6,5.28,4.9
06/20/2018 08:10:52.000000,4.25,6.0,5.78
06/20/2018 08:14:52.000000,4.07,6.12,5.63
06/20/2018 08:17:32.000000,3.59,4.71,4.39
06/20/2018 08:20:12.000000,4.74,6.13,6.13
06/20/2018 08:22:52.000000,4.53,6.05,5.9
06/20/2018 08:26:52.000000,3.64,5.33,5.1
06/20/2018 08:29:32.000000,3.72,5.85,5.6
06/20/2018 08:32:13.000000,3.76,5.59,5.11
06/20/2018 08:34:52.000000,4.44,6.49,5.68
06/20/2018 08:38:52.000000,4.73,7.29,6.66
06/20/2018 08:41:32.000000,4.6,5.87,5.72
06/20/2018 08:44:12.000000,4.75,7.07,6.62
06/20/2018 08:46:52.000000,4.57,6.0,5.97
06/20/2018 08:50:52.000000,5.0,7.47,7.07
06/20/2018 08:53:32.000000,4.72,6.83,6.44
06/20/2018 08:56:12.000000,4.97,7.08,7.03
06/20/2018 08:58:52.000000,5.46,7.59,7.24
06/20/2018 09:02:52.000000,5.18,7.26,6.97
06/20/2018 09:05:32.000000,5.32,7.63,7.1
06/20/2018 09:08:12.000000,5.78,8.88,7.97
06/20/2018 09:10:52.000000,5.57,9.5,8.1
06/20/2018 09:14:52.000000,5.68,8.32,7.95
06/20/2018 09:17:32.000000,6.21,9.74,9.23
06/20/2018 09:20:12.000000,6.72,10.02,9.3
06/20/2018 09:22:52.000000,6.41,9.13,8.92
06/20/2018 09:26:52.000000,5.73,7.24,6.95
06/20/2018 09:29:32.000000,6.29,9.17,8.73
06/20/2018 09:32:12.000000,6.15,10.1,9.13
06/20/2018 09:34:52.000000,6.49,9.0,8.88
06/20/2018 09:38:52.000000,6.47,9.47,9.34
06/20/2018 09:41:32.000000,6.15,9.88,8.7
06/20/2018 09:44:12.000000,6.62,9.9,9.1
06/20/2018 09:46:52.000000,6.43,10.5,9.15
06/20/2018 09:50:52.000000,6.35,9.32,8.93
06/20/2018 09:53:32.000000,6.0,9.38,8.68
06/20/2018 09:56:12.000000,6.15,10.2,9.27
06/20/2018 09:58:52.000000,6.62,10.05,9.31
06/20/2018 10:02:52.000000,6.73,10.0,9.59
06/20/2018 10:05:32.000000,6.84,10.34,9.63
06/20/2018 10:08:12.000000,6.28,9.75,9.05
06/20/2018 10:10:52.000000,6.35,9.75,8.95
06/20/2018 10:14:52.000000,7.12,10.9,9.7
06/20/2018 10:17:32.000000,6.98,10.12,9.88
06/20/2018 10:20:12.000000,7.07,10.02,9.76
06/20/2018 10:21:32.000000,6.97,10.13,9.46
06/20/2018 10:26:39.000000,7.13,10.69,9.82
06/20/2018 10:29:19.000000,7.53,11.32,10.8
06/20/2018 10:31:59.000000,6.5,9.71,9.08
06/20/2018 10:34:39.000000,6.78,9.98,8.95
06/20/2018 10:38:39.000000,7.49,11.12,10.41
06/20/2018 10:41:19.000000,7.44,10.44,10.05
06/20/2018 10:43:59.000000,7.43,10.48,9.79
06/20/2018 10:46:39.000000,7.36,12.03,10.9
06/20/2018 10:50:39.000000,8.02,11.73,11.32
06/20/2018 10:53:19.000000,7.41,10.59,9.71
06/20/2018 10:55:59.000000,7.0,12.23,10.15
06/20/2018 10:58:39.000000,7.77,12.05,10.59
06/20/2018 11:02:39.000000,7.28,11.12,10.63
06/20/2018 11:05:20.000000,7.95,12.18,11.05
06/20/2018 11:07:59.000000,7.28,10.35,9.82
06/20/2018 11:10:39.000000,7.24,11.43,10.69
06/20/2018 11:14:39.000000,8.07,12.0,10.49
06/20/2018 11:17:19.000000,8.35,12.13,11.27
06/20/2018 11:19:59.000000,8.0,12.95,10.77
06/20/2018 11:22:39.000000,7.93,13.02,11.2
06/20/2018 11:26:39.000000,8.05,11.02,10.38
06/20/2018 11:29:19.000000,8.27,13.1,11.88
06/20/2018 11:31:59.000000,7.49,10.88,10.63
06/20/2018 11:34:39.000000,7.24,11.73,10.63
06/20/2018 11:38:39.000000,7.43,12.32,11.23
06/20/2018 11:41:19.000000,9.27,13.2,12.57
06/20/2018 11:43:59.000000,8.07,13.0,11.35
06/20/2018 11:46:39.000000,8.02,13.02,11.68
06/20/2018 11:50:39.000000,7.55,10.68,9.88
06/20/2018 11:53:19.000000,7.9,11.97,10.62
06/20/2018 11:55:59.000000,8.08,11.31,10.85
06/20/2018 11:58:39.000000,7.41,9.64,9.31
06/20/2018 12:02:39.000000,7.93,11.12,10.12
06/20/2018 12:05:19.000000,7.71,10.15,9.41
06/20/2018 12:07:59.000000,7.78,10.68,9.8
06/20/2018 12:10:39.000000,7.03,9.95,9.57
06/20/2018 12:14:39.000000,8.15,11.12,10.41
06/20/2018 12:17:19.000000,7.05,9.88,9.49
06/20/2018 12:19:59.000000,8.18,11.56,10.18
06/20/2018 12:22:39.000000,7.62,10.95,10.38
06/20/2018 12:26:39.000000,7.56,10.67,10.03
06/20/2018 12:29:19.000000,7.9,10.23,9.97
06/20/2018 12:31:59.000000,6.98,9.46,8.2
06/20/2018 12:34:39.000000,7.25,10.05,9.32
06/20/2018 12:38:39.000000,5.6,7.47,7.4
06/20/2018 12:41:19.000000,6.03,7.95,7.41
06/20/2018 12:43:59.000000,5.89,7.19,7.14
06/20/2018 12:46:39.000000,5.9,8.17,7.32
06/20/2018 12:50:39.000000,5.15,7.87,7.03
06/20/2018 12:53:19.000000,6.17,8.27,7.61
06/20/2018 12:55:59.000000,5.78,7.57,7.18
06/20/2018 12:58:39.000000,6.77,8.79,8.1
06/20/2018 13:02:39.000000,6.82,9.0,8.43
06/20/2018 13:05:19.000000,6.32,8.21,7.97
06/20/2018 13:07:59.000000,6.2,7.98,7.59
06/20/2018 13:10:39.000000,6.1,7.47,7.32
06/20/2018 13:14:39.000000,5.44,7.63,6.85
06/20/2018 13:17:19.000000,5.38,7.82,7.31
06/20/2018 13:19:59.000000,5.37,7.35,6.9
06/20/2018 13:22:39.000000,5.18,7.32,6.58
06/20/2018 13:26:39.000000,5.37,7.76,6.95
06/20/2018 13:29:19.000000,5.57,8.15,7.47
06/20/2018 13:31:59.000000,6.0,8.2,7.45
06/20/2018 13:34:39.000000,5.76,8.07,7.24
06/20/2018 13:38:40.000000,6.28,9.38,8.54
06/20/2018 13:41:19.000000,7.41,10.0,9.41
06/20/2018 13:43:59.000000,7.0,9.0,9.0
06/20/2018 13:46:39.000000,9.0,11.95,11.51
06/20/2018 13:50:39.000000,8.95,12.15,11.65
06/20/2018 13:53:19.000000,8.4,12.05,11.05
06/20/2018 13:55:59.000000,9.08,12.13,11.74
06/20/2018 13:58:39.000000,9.34,12.12,11.68
06/20/2018 14:02:39.000000,10.03,13.46,12.49
06/20/2018 14:05:19.000000,10.85,14.52,13.43
06/20/2018 14:07:59.000000,11.85,15.8,15.3
06/20/2018 14:10:40.000000,13.52,18.87,17.85
06/20/2018 14:14:39.000000,14.13,21.29,19.29
06/20/2018 14:17:19.000000,17.62,26.17,24.98
06/20/2018 14:19:59.000000,18.2,25.39,24.07
06/20/2018 14:23:59.000000,17.48,25.73,24.45
06/20/2018 14:26:39.000000,17.27,25.37,24.32
06/20/2018 14:29:19.000000,15.8,26.17,23.77
06/20/2018 14:32:01.000000,15.15,23.77,22.4
06/20/2018 14:34:39.000000,14.97,23.26,21.26
06/20/2018 14:38:40.000000,14.73,22.41,21.24
06/20/2018 14:41:19.000000,15.21,22.89,21.45
06/20/2018 14:43:59.000000,14.54,22.71,21.34
06/20/2018 14:46:39.000000,14.28,22.78,21.31
06/20/2018 14:50:39.000000,14.03,22.89,21.05
06/20/2018 14:53:19.000000,17.48,24.83,23.42
06/20/2018 14:55:59.000000,14.66,22.11,21.82
06/20/2018 14:58:39.000000,12.26,18.31,17.45
06/20/2018 15:02:42.000000,13.07,21.0,19.55
06/20/2018 15:05:19.000000,12.89,21.72,20.19
06/20/2018 15:07:59.000000,13.54,22.95,20.49
06/20/2018 15:11:59.000000,13.57,20.9,19.55
06/20/2018 15:14:39.000000,14.28,22.31,21.19
06/20/2018 15:17:19.000000,14.86,21.65,20.97
06/20/2018 15:19:59.000000,16.69,25.62,23.85
06/20/2018 15:22:39.000000,14.66,22.53,21.82
06/20/2018 15:26:39.000000,16.9,25.95,24.02
06/20/2018 15:29:19.000000,15.3,22.6,22.0
06/20/2018 15:31:59.000000,15.37,22.13,21.5
06/20/2018 15:35:59.000000,16.57,24.22,22.19
06/20/2018 15:38:39.000000,14.5,20.27,19.27
06/20/2018 15:41:19.000000,13.25,20.75,19.4
06/20/2018 15:43:59.000000,14.1,20.52,19.45
06/20/2018 15:46:39.000000,13.72,20.56,19.08
06/20/2018 15:50:39.000000,13.59,18.68,18.14
06/20/2018 15:53:19.000000,12.68,19.88,18.68
06/20/2018 15:56:00.000000,9.67,14.56,13.62
