InstrumentName, Construction Dust Monitor (A),,
06/28/2018 03:03:42.000000,7.49,9.95,9.37
06/28/2018 03:05:02.000000,6.15,9.9,9.15
06/28/2018 03:06:22.000000,6.03,8.13,7.85
06/28/2018 03:07:42.000000,6.72,8.63,8.4
06/28/2018 03:09:02.000000,5.52,7.57,7.0
06/28/2018 03:10:21.000000,4.41,6.66,6.51
06/28/2018 03:11:42.000000,5.71,7.6,7.6
06/28/2018 03:13:02.000000,5.8,8.59,7.95
06/28/2018 03:14:22.000000,6.27,8.63,8.15
06/28/2018 03:15:42.000000,5.17,7.1,7.1
06/28/2018 03:17:02.000000,5.93,8.2,7.66
06/28/2018 03:18:22.000000,6.05,8.6,8.25
06/28/2018 03:19:42.000000,6.07,8.0,7.88
06/28/2018 03:21:02.000000,5.68,7.56,7.56
06/28/2018 03:22:22.000000,5.07,6.76,6.76
06/28/2018 03:23:42.000000,5.21,7.57,7.07
06/28/2018 03:25:02.000000,5.56,7.49,7.15
06/28/2018 03:26:22.000000,5.41,7.32,7.05
06/28/2018 03:27:42.000000,5.24,7.66,7.63
06/28/2018 03:29:02.000000,5.35,7.43,7.43
06/28/2018 03:30:22.000000,5.66,7.63,7.12
06/28/2018 03:31:42.000000,6.07,8.17,7.74
06/28/2018 03:33:02.000000,5.47,7.5,7.4
06/28/2018 03:34:22.000000,5.4,7.64,7.05
06/28/2018 03:35:42.000000,5.71,7.63,6.83
06/28/2018 03:37:02.000000,5.95,7.22,6.93
06/28/2018 03:38:22.000000,5.34,6.9,6.9
06/28/2018 03:39:42.000000,5.53,7.15,6.87
06/28/2018 03:41:02.000000,5.49,7.05,6.95
06/28/2018 03:42:22.000000,5.6,7.62,7.0
06/28/2018 03:43:42.000000,4.85,6.66,6.15
06/28/2018 03:45:02.000000,5.32,7.1,6.75
06/28/2018 03:46:22.000000,5.32,7.43,7.32
06/28/2018 03:47:42.000000,5.43,6.6,6.53
06/28/2018 03:49:02.000000,5.69,7.95,7.76
06/28/2018 03:50:22.000000,5.54,8.05,7.39
06/28/2018 03:51:42.000000,5.8,7.76,7.49
06/28/2018 03:53:02.000000,5.27,7.02,6.78
06/28/2018 03:54:22.000000,5.15,7.34,6.71
06/28/2018 03:55:42.000000,5.59,7.07,6.71
06/28/2018 03:57:02.000000,5.62,7.5,7.28
06/28/2018 03:58:22.000000,5.32,6.73,6.46
06/28/2018 03:59:42.000000,5.26,7.21,6.4
06/28/2018 04:01:02.000000,5.2,7.72,6.93
06/28/2018 04:02:22.000000,5.38,7.48,7.12
06/28/2018 04:03:42.000000,5.22,7.12,6.7
06/28/2018 04:05:02.000000,5.05,7.46,7.02
06/28/2018 04:06:22.000000,4.8,6.93,6.0
06/28/2018 04:07:42.000000,5.1,7.71,6.71
06/28/2018 04:09:02.000000,5.05,7.21,6.52
06/28/2018 04:10:22.000000,4.85,6.51,6.44
06/28/2018 04:11:42.000000,5.7,7.22,7.22
06/28/2018 04:13:02.000000,5.2,6.29,6.29
06/28/2018 04:14:22.000000,4.68,6.9,6.05
06/28/2018 04:15:42.000000,5.44,7.8,7.39
06/28/2018 04:17:02.000000,5.55,7.19,7.19
06/28/2018 04:18:22.000000,4.88,6.83,6.17
06/28/2018 04:19:42.000000,5.05,6.54,6.27
06/28/2018 04:21:02.000000,5.78,8.59,8.24
06/28/2018 04:22:22.000000,5.41,7.32,7.22
06/28/2018 04:23:42.000000,5.05,6.39,6.39
06/28/2018 04:25:02.000000,5.34,6.68,6.68
06/28/2018 04:26:22.000000,5.52,7.83,7.36
06/28/2018 04:27:42.000000,5.88,8.73,8.34
06/28/2018 04:29:02.000000,5.9,7.61,7.39
06/28/2018 04:30:22.000000,5.15,7.63,6.76
06/28/2018 04:31:42.000000,5.52,7.1,6.93
06/28/2018 04:33:02.000000,5.88,7.61,7.1
06/28/2018 04:34:22.000000,5.48,7.45,6.74
06/28/2018 04:35:42.000000,5.07,7.5,6.82
06/28/2018 04:37:02.000000,5.32,7.68,7.32
06/28/2018 04:38:22.000000,5.4,7.9,7.25
06/28/2018 04:39:42.000000,6.02,7.52,7.45
06/28/2018 04:41:02.000000,6.27,7.93,7.61
06/28/2018 04:42:22.000000,5.97,7.22,6.97
06/28/2018 04:43:42.000000,6.29,7.49,7.49
06/28/2018 04:45:02.000000,5.59,7.32,7.07
06/28/2018 04:46:22.000000,6.0,8.41,8.1
06/28/2018 04:47:42.000000,5.83,7.27,6.83
06/28/2018 04:49:02.000000,5.64,8.33,7.31
06/28/2018 04:50:22.000000,6.27,8.24,8.24
06/28/2018 04:51:42.000000,4.8,6.8,6.4
06/28/2018 04:53:02.000000,5.98,7.93,7.37
06/28/2018 04:54:22.000000,4.9,7.0,6.75
06/28/2018 04:55:42.000000,4.71,6.73,6.37
06/28/2018 04:57:02.000000,5.17,6.61,6.37
06/28/2018 04:58:22.000000,5.17,7.24,6.74
06/28/2018 04:59:42.000000,5.73,7.93,7.39
06/28/2018 05:01:02.000000,5.15,7.35,6.68
06/28/2018 05:02:22.000000,5.0,6.65,5.68
06/28/2018 05:03:42.000000,4.87,6.47,6.22
06/28/2018 05:05:02.000000,4.93,7.37,6.68
06/28/2018 05:06:22.000000,4.59,5.93,5.85
06/28/2018 05:07:42.000000,5.59,7.1,6.66
06/28/2018 05:09:02.000000,5.57,7.29,6.93
06/28/2018 05:10:22.000000,5.49,7.41,7.15
06/28/2018 05:11:42.000000,5.56,7.17,7.05
06/28/2018 05:13:02.000000,4.12,6.12,5.62
06/28/2018 05:14:22.000000,4.66,7.59,6.71
06/28/2018 05:15:42.000000,4.43,6.21,6.05
06/28/2018 05:17:02.000000,5.07,6.22,6.22
06/28/2018 05:18:22.000000,4.6,5.83,5.83
06/28/2018 05:19:42.000000,4.54,6.88,5.93
06/28/2018 05:21:02.000000,5.15,7.55,6.62
06/28/2018 05:22:22.000000,5.18,6.87,6.87
06/28/2018 05:23:42.000000,5.12,6.74,6.38
06/28/2018 05:25:02.000000,5.28,7.12,6.4
06/28/2018 05:26:22.000000,4.85,6.75,6.6
06/28/2018 05:27:42.000000,5.0,6.56,6.34
06/28/2018 05:29:02.000000,5.22,6.78,6.4
06/28/2018 05:30:22.000000,4.93,6.44,6.44
06/28/2018 05:31:42.000000,4.93,6.83,6.81
06/28/2018 05:33:02.000000,5.56,7.76,7.76
06/28/2018 05:34:22.000000,4.22,6.63,5.73
06/28/2018 05:35:42.000000,4.7,6.45,6.28
06/28/2018 05:37:02.000000,5.22,6.9,6.71
06/28/2018 05:38:22.000000,5.37,7.85,7.2
06/28/2018 05:39:42.000000,4.79,6.67,6.57
06/28/2018 05:41:02.000000,5.21,7.79,7.24
06/28/2018 05:42:22.000000,4.76,6.63,6.2
06/28/2018 05:43:42.000000,4.65,6.0,5.93
06/28/2018 05:45:02.000000,4.1,5.24,5.17
06/28/2018 05:46:22.000000,3.62,5.12,4.72
06/28/2018 05:47:42.000000,5.17,6.63,6.22
06/28/2018 05:49:02.000000,4.46,6.07,5.71
06/28/2018 05:50:22.000000,5.1,7.05,6.43
06/28/2018 05:51:42.000000,5.32,6.6,6.6
06/28/2018 05:53:02.000000,5.22,6.78,6.6
06/28/2018 05:54:22.000000,5.44,6.8,6.8
06/28/2018 05:55:42.000000,3.86,5.0,5.0
06/28/2018 05:57:02.000000,5.0,7.27,6.9
06/28/2018 05:58:22.000000,5.47,6.97,6.7
06/28/2018 05:59:42.000000,5.71,7.32,6.95
06/28/2018 06:01:02.000000,5.08,6.97,6.72
06/28/2018 06:02:22.000000,4.88,6.59,6.07
06/28/2018 06:03:42.000000,5.07,6.19,6.19
06/28/2018 06:05:02.000000,5.07,6.85,6.71
06/28/2018 06:06:22.000000,4.5,6.4,6.1
06/28/2018 06:07:42.000000,5.0,6.84,6.74
06/28/2018 06:09:02.000000,5.32,6.58,6.39
06/28/2018 06:11:42.000000,5.39,7.59,6.95
06/28/2018 06:13:02.000000,5.1,6.56,6.05
06/28/2018 06:14:22.000000,5.6,7.03,6.93
06/28/2018 06:15:42.000000,4.72,6.53,6.35
06/28/2018 06:17:02.000000,4.73,6.61,6.44
06/28/2018 06:18:22.000000,5.07,7.55,7.28
06/28/2018 06:19:42.000000,5.69,8.24,7.5
06/28/2018 06:21:02.000000,5.46,8.46,7.21
06/28/2018 06:22:22.000000,4.83,6.49,6.49
06/28/2018 06:23:42.000000,4.51,6.38,6.05
06/28/2018 06:25:02.000000,4.85,5.93,5.78
06/28/2018 06:26:22.000000,4.6,6.12,6.05
06/28/2018 06:27:42.000000,5.25,7.35,6.78
06/28/2018 06:29:02.000000,5.37,6.44,6.44
06/28/2018 06:30:22.000000,5.24,6.59,6.37
06/28/2018 06:31:42.000000,5.12,7.07,6.49
06/28/2018 06:33:02.000000,4.93,6.6,6.0
06/28/2018 06:34:22.000000,5.63,7.17,7.17
06/28/2018 06:35:42.000000,5.64,7.41,7.31
06/28/2018 06:37:02.000000,5.22,7.15,6.9
06/28/2018 06:38:22.000000,5.4,6.95,6.6
06/28/2018 06:39:42.000000,5.21,7.26,6.93
06/28/2018 06:41:02.000000,4.95,6.49,6.37
06/28/2018 06:42:22.000000,5.2,6.7,6.4
06/28/2018 06:43:42.000000,5.17,7.27,7.0
06/28/2018 06:45:02.000000,5.1,6.4,6.4
06/28/2018 06:46:22.000000,5.29,7.51,7.12
06/28/2018 06:47:42.000000,4.7,6.15,6.15
06/28/2018 06:49:02.000000,5.03,6.65,6.45
06/28/2018 06:50:22.000000,4.92,6.03,6.03
06/28/2018 06:51:45.000000,5.24,6.74,6.53
06/28/2018 06:53:02.000000,5.38,7.77,7.18
06/28/2018 06:54:22.000000,5.02,6.98,6.71
06/28/2018 06:55:42.000000,5.24,6.85,6.63
06/28/2018 06:57:02.000000,5.25,6.68,6.68
06/28/2018 06:58:22.000000,5.78,7.88,6.85
06/28/2018 06:59:42.000000,5.47,7.25,6.95
06/28/2018 07:01:02.000000,5.56,7.51,7.36
06/28/2018 07:02:22.000000,5.05,8.19,6.83
06/28/2018 07:03:42.000000,5.29,7.12,7.1
06/28/2018 07:05:02.000000,4.8,6.43,6.18
06/28/2018 07:06:22.000000,5.17,6.59,6.44
06/28/2018 07:07:42.000000,5.38,7.74,7.54
06/28/2018 07:09:02.000000,5.93,7.74,7.67
06/28/2018 07:10:22.000000,5.57,7.75,7.3
06/28/2018 07:11:42.000000,5.24,6.98,6.76
06/28/2018 07:13:02.000000,5.83,7.85,7.61
06/28/2018 07:14:22.000000,5.61,6.73,6.73
06/28/2018 07:15:42.000000,5.98,7.88,7.88
06/28/2018 07:17:02.000000,5.39,7.85,7.66
06/28/2018 07:18:22.000000,6.2,8.1,7.93
06/28/2018 07:19:42.000000,5.4,7.62,7.05
06/28/2018 07:21:02.000000,6.37,8.82,8.82
06/28/2018 07:22:22.000000,6.98,10.76,9.59
06/28/2018 07:23:42.000000,6.79,9.69,9.0
06/28/2018 07:25:02.000000,6.73,10.27,10.02
06/28/2018 07:26:22.000000,7.4,10.88,10.32
06/28/2018 07:27:42.000000,6.97,9.57,9.32
06/28/2018 07:29:02.000000,7.82,10.88,10.23
06/28/2018 07:30:22.000000,7.33,10.81,10.05
06/28/2018 07:31:42.000000,6.93,8.98,8.98
06/28/2018 07:33:02.000000,6.22,9.05,8.68
06/28/2018 07:34:22.000000,6.76,9.76,8.9
06/28/2018 07:35:42.000000,7.3,10.2,9.4
06/28/2018 07:37:02.000000,6.76,9.9,8.95
06/28/2018 07:38:22.000000,6.61,8.8,8.41
06/28/2018 07:39:42.000000,7.0,8.8,8.56
06/28/2018 07:41:02.000000,6.15,8.82,8.13
06/28/2018 07:42:22.000000,6.47,8.48,7.9
06/28/2018 07:43:42.000000,6.24,8.33,8.12
06/28/2018 07:45:02.000000,6.12,8.07,8.07
06/28/2018 07:46:22.000000,5.18,7.12,6.62
06/28/2018 07:47:42.000000,6.07,7.8,7.53
06/28/2018 07:49:02.000000,6.37,7.9,7.8
06/28/2018 07:50:22.000000,6.48,8.24,8.07
06/28/2018 07:51:42.000000,6.29,9.48,8.26
06/28/2018 07:53:02.000000,6.55,8.25,7.85
06/28/2018 07:54:22.000000,5.82,7.97,7.57
06/28/2018 07:55:42.000000,6.1,8.41,7.68
06/28/2018 07:57:02.000000,6.5,9.93,8.68
06/28/2018 07:58:22.000000,5.83,8.76,7.88
06/28/2018 07:59:42.000000,6.68,9.46,8.98
06/28/2018 08:01:02.000000,5.97,10.08,8.41
06/28/2018 08:02:22.000000,6.34,10.07,9.07
06/28/2018 08:03:42.000000,6.49,9.83,8.71
06/28/2018 08:05:02.000000,6.62,9.43,9.02
06/28/2018 08:06:22.000000,6.28,9.77,9.15
06/28/2018 08:07:42.000000,6.08,8.46,8.21
06/28/2018 08:09:02.000000,6.22,9.15,8.57
06/28/2018 08:10:22.000000,7.0,9.44,9.07
06/28/2018 08:11:42.000000,6.93,9.61,9.27
06/28/2018 08:13:02.000000,7.02,10.15,9.83
06/28/2018 08:14:22.000000,7.1,9.98,9.73
06/28/2018 08:15:42.000000,6.41,8.34,8.34
06/28/2018 08:17:02.000000,6.83,9.29,9.15
06/28/2018 08:18:22.000000,6.87,10.15,9.63
06/28/2018 08:19:42.000000,7.02,10.02,9.61
06/28/2018 08:21:02.000000,6.97,9.67,9.23
06/28/2018 08:22:22.000000,7.47,10.95,9.57
06/28/2018 08:23:42.000000,6.43,9.55,8.07
06/28/2018 08:25:02.000000,7.46,10.59,9.98
06/28/2018 08:26:22.000000,6.77,9.82,9.03
06/28/2018 08:27:42.000000,7.2,9.73,9.38
06/28/2018 08:29:02.000000,7.9,9.9,9.68
06/28/2018 08:30:22.000000,7.54,8.87,8.87
06/28/2018 08:31:42.000000,7.0,9.67,8.9
06/28/2018 08:33:02.000000,6.93,9.48,9.07
06/28/2018 08:34:22.000000,6.5,9.15,8.85
06/28/2018 08:35:42.000000,6.46,8.73,8.61
06/28/2018 08:37:02.000000,7.26,10.63,10.0
06/28/2018 08:38:22.000000,6.1,8.8,8.13
06/28/2018 08:39:42.000000,6.37,9.83,9.24
06/28/2018 08:41:02.000000,6.82,9.18,9.07
06/28/2018 08:42:22.000000,7.47,10.7,10.4
06/28/2018 08:43:42.000000,7.9,10.98,10.02
06/28/2018 08:45:02.000000,8.1,11.32,10.68
06/28/2018 08:46:22.000000,6.39,8.37,8.29
06/28/2018 08:47:42.000000,6.6,8.6,8.35
06/28/2018 08:49:02.000000,7.63,10.32,9.8
06/28/2018 08:50:23.000000,7.48,10.1,9.62
06/28/2018 08:51:42.000000,7.51,9.27,9.2
06/28/2018 08:53:02.000000,7.22,9.8,9.41
06/28/2018 08:54:22.000000,6.88,10.54,9.2
06/28/2018 08:55:42.000000,7.73,11.24,10.05
06/28/2018 08:57:02.000000,7.88,11.17,10.54
06/28/2018 08:58:22.000000,7.43,9.8,9.73
06/28/2018 08:59:42.000000,7.44,10.05,9.62
06/28/2018 09:01:02.000000,7.11,10.24,9.68
06/28/2018 09:02:22.000000,7.15,9.32,9.32
06/28/2018 09:03:42.000000,8.32,10.82,10.25
06/28/2018 09:05:02.000000,7.77,10.41,10.33
06/28/2018 09:06:22.000000,7.43,10.0,9.6
06/28/2018 09:07:42.000000,6.69,9.21,8.41
06/28/2018 09:09:02.000000,7.52,9.86,9.64
06/28/2018 09:10:22.000000,7.46,10.76,10.2
06/28/2018 09:11:42.000000,7.86,11.02,9.9
06/28/2018 09:13:02.000000,8.1,10.29,10.12
06/28/2018 09:14:22.000000,8.24,10.34,10.1
06/28/2018 09:15:42.000000,7.05,9.66,9.17
06/28/2018 09:17:02.000000,7.49,9.54,9.46
06/28/2018 09:18:22.000000,7.43,10.9,9.48
06/28/2018 09:19:42.000000,7.49,10.12,9.44
06/28/2018 09:21:02.000000,7.57,11.2,10.43
06/28/2018 09:22:22.000000,8.15,11.1,10.66
06/28/2018 09:23:42.000000,7.22,9.22,8.85
06/28/2018 09:25:02.000000,8.24,11.52,11.17
06/28/2018 09:26:22.000000,8.15,10.5,10.32
06/28/2018 09:27:42.000000,6.64,8.9,8.9
06/28/2018 09:29:02.000000,8.08,11.28,10.64
06/28/2018 09:30:22.000000,6.51,9.0,8.59
06/28/2018 09:31:42.000000,7.24,9.67,9.12
06/28/2018 09:33:02.000000,6.46,9.27,8.85
06/28/2018 09:34:22.000000,7.22,10.46,9.73
06/28/2018 09:35:46.000000,6.29,8.5,7.98
06/28/2018 09:37:02.000000,6.78,9.27,8.34
06/28/2018 09:38:22.000000,6.5,9.21,8.68
06/28/2018 09:39:42.000000,6.71,10.1,9.78
06/28/2018 09:41:02.000000,6.71,9.05,8.8
06/28/2018 09:42:22.000000,6.78,9.59,8.78
06/28/2018 09:43:42.000000,7.24,9.12,8.95
06/28/2018 09:45:02.000000,6.73,9.14,9.08
06/28/2018 09:46:22.000000,7.1,9.0,8.73
06/28/2018 09:47:42.000000,6.98,9.0,9.0
06/28/2018 09:49:02.000000,7.0,10.46,9.76
06/28/2018 09:50:22.000000,6.6,8.8,8.52
06/28/2018 09:51:42.000000,6.76,9.63,8.85
06/28/2018 09:53:02.000000,6.61,8.68,8.68
06/28/2018 09:54:22.000000,7.15,9.39,9.17
06/28/2018 09:55:42.000000,6.9,9.34,9.22
06/28/2018 09:57:02.000000,7.0,9.49,9.2
06/28/2018 09:58:23.000000,7.0,9.12,9.0
06/28/2018 09:59:42.000000,6.31,8.48,8.29
06/28/2018 10:01:02.000000,8.07,10.88,10.02
06/28/2018 10:02:22.000000,7.25,10.52,9.65
06/28/2018 10:03:42.000000,7.35,9.48,9.13
06/28/2018 10:05:02.000000,7.55,9.63,9.47
06/28/2018 10:06:24.000000,7.4,9.45,9.38
06/28/2018 10:07:42.000000,7.1,8.9,8.83
06/28/2018 10:09:02.000000,7.1,9.88,9.43
06/28/2018 10:10:22.000000,7.49,10.29,10.05
06/28/2018 10:11:42.000000,7.61,9.89,9.42
06/28/2018 10:13:02.000000,7.39,9.63,9.49
06/28/2018 10:14:22.000000,7.76,10.34,9.85
06/28/2018 10:15:42.000000,7.16,9.86,9.76
06/28/2018 10:17:02.000000,8.35,10.55,10.45
06/28/2018 10:18:22.000000,7.59,10.56,10.15
06/28/2018 10:19:42.000000,7.49,9.78,9.22
06/28/2018 10:21:02.000000,6.63,9.1,8.76
06/28/2018 10:22:22.000000,7.28,10.72,9.36
06/28/2018 10:23:42.000000,7.29,10.58,9.61
06/28/2018 10:25:02.000000,7.44,10.38,9.82
06/28/2018 10:26:22.000000,7.17,10.9,10.32
06/28/2018 10:27:42.000000,7.61,10.0,9.51
06/28/2018 10:29:02.000000,8.58,11.37,10.95
06/28/2018 10:30:22.000000,7.97,10.57,10.43
06/28/2018 10:31:42.000000,7.73,10.59,10.12
06/28/2018 10:33:02.000000,7.44,11.88,10.27
06/28/2018 10:34:23.000000,8.0,10.92,10.26
06/28/2018 10:35:42.000000,7.1,10.73,9.9
06/28/2018 10:37:02.000000,8.14,10.68,10.54
06/28/2018 10:38:22.000000,7.88,11.24,10.41
06/28/2018 10:39:42.000000,8.07,10.7,9.98
06/28/2018 10:41:02.000000,8.27,10.46,10.22
06/28/2018 10:42:22.000000,8.17,10.12,9.78
06/28/2018 10:43:42.000000,8.02,11.02,10.67
06/28/2018 10:45:02.000000,8.14,12.65,11.24
06/28/2018 10:46:22.000000,7.85,10.69,10.1
06/28/2018 10:47:42.000000,7.66,10.56,9.85
06/28/2018 10:49:02.000000,7.78,10.0,9.55
06/28/2018 10:50:25.000000,7.07,11.14,10.45
06/28/2018 10:51:43.000000,7.55,10.89,10.26
06/28/2018 10:53:02.000000,8.0,10.29,9.76
06/28/2018 10:54:22.000000,7.72,10.5,10.23
06/28/2018 10:55:42.000000,8.26,10.83,10.05
06/28/2018 10:57:02.000000,7.9,10.63,10.15
06/28/2018 10:58:22.000000,7.83,10.73,10.12
06/28/2018 10:59:42.000000,7.64,10.1,9.6
06/28/2018 11:01:02.000000,7.74,10.36,9.95
06/28/2018 11:02:22.000000,7.0,10.29,9.24
06/28/2018 11:03:42.000000,7.34,9.95,9.59
06/28/2018 11:05:03.000000,7.3,10.18,9.23
06/28/2018 11:06:22.000000,7.21,10.29,9.58
06/28/2018 11:07:42.000000,7.44,9.9,9.76
06/28/2018 11:09:03.000000,7.41,9.73,9.71
06/28/2018 11:10:25.000000,7.05,9.43,9.15
06/28/2018 11:11:42.000000,7.49,10.0,10.0
06/28/2018 11:13:02.000000,7.93,11.29,10.61
06/28/2018 11:14:22.000000,6.51,9.3,8.59
06/28/2018 11:15:45.000000,7.21,10.0,9.54
06/28/2018 11:17:02.000000,6.73,9.14,9.11
06/28/2018 11:18:22.000000,6.6,8.77,8.35
06/28/2018 11:19:42.000000,7.25,9.38,8.88
06/28/2018 11:21:05.000000,7.32,10.29,9.61
06/28/2018 11:22:22.000000,6.9,9.07,8.76
06/28/2018 11:23:42.000000,7.31,9.86,9.48
06/28/2018 11:25:02.000000,6.78,9.93,9.17
06/28/2018 11:26:22.000000,7.39,10.18,9.76
06/28/2018 11:27:43.000000,6.86,10.05,9.68
06/28/2018 11:29:02.000000,7.38,10.05,9.33
06/28/2018 11:30:22.000000,7.05,9.48,9.07
06/28/2018 11:31:42.000000,7.12,9.61,9.12
06/28/2018 11:33:02.000000,6.38,9.0,8.77
06/28/2018 11:34:22.000000,7.46,10.27,9.9
06/28/2018 11:35:42.000000,7.44,10.59,9.9
06/28/2018 11:37:02.000000,7.22,9.93,9.17
06/28/2018 11:38:22.000000,7.24,9.46,9.37
06/28/2018 11:39:42.000000,7.11,10.26,9.29
06/28/2018 11:41:05.000000,6.92,10.0,9.15
06/28/2018 11:42:22.000000,7.65,10.07,9.7
06/28/2018 11:43:42.000000,7.44,9.63,9.22
06/28/2018 11:45:02.000000,7.68,11.92,10.14
06/28/2018 11:46:22.000000,7.91,10.44,10.0
06/28/2018 11:47:44.000000,7.45,10.5,9.65
06/28/2018 11:49:02.000000,7.12,10.17,10.1
06/28/2018 11:50:25.000000,6.89,9.47,9.16
06/28/2018 11:51:42.000000,6.74,9.62,8.98
06/28/2018 11:53:02.000000,6.6,8.9,8.7
06/28/2018 11:54:22.000000,7.12,9.52,9.23
06/28/2018 11:55:42.000000,6.75,8.82,8.68
06/28/2018 11:57:02.000000,7.02,10.1,9.32
06/28/2018 11:58:22.000000,6.55,8.77,8.23
06/28/2018 11:59:42.000000,7.22,10.85,9.44
06/28/2018 12:01:04.000000,6.62,9.27,8.98
06/28/2018 12:02:22.000000,6.26,9.69,8.51
06/28/2018 12:03:42.000000,6.67,9.4,9.19
06/28/2018 12:05:02.000000,7.41,10.05,9.21
06/28/2018 12:06:22.000000,6.35,9.15,8.68
06/28/2018 12:07:46.000000,6.35,8.9,8.45
06/28/2018 12:09:02.000000,6.43,10.12,8.6
06/28/2018 12:10:22.000000,6.46,9.21,9.15
06/28/2018 12:11:46.000000,7.18,9.3,9.3
06/28/2018 12:13:02.000000,6.16,8.74,8.32
06/28/2018 12:14:22.000000,5.78,7.93,7.59
06/28/2018 12:15:42.000000,7.21,9.62,9.29
06/28/2018 12:17:02.000000,6.39,7.9,7.9
06/28/2018 12:18:22.000000,6.72,9.15,8.44
06/28/2018 12:19:42.000000,6.49,9.46,9.05
06/28/2018 12:21:02.000000,6.17,8.34,8.24
06/28/2018 12:22:22.000000,6.68,8.97,8.65
06/28/2018 12:23:42.000000,6.93,9.39,9.22
06/28/2018 12:25:02.000000,6.22,8.71,8.22
06/28/2018 12:26:22.000000,7.51,11.02,10.37
06/28/2018 12:27:42.000000,7.11,10.86,9.76
06/28/2018 12:29:02.000000,6.97,9.23,8.92
06/28/2018 12:30:25.000000,6.64,9.87,9.67
06/28/2018 12:31:42.000000,7.27,10.15,9.32
06/28/2018 12:33:02.000000,7.08,9.89,9.59
06/28/2018 12:34:22.000000,6.66,9.8,9.07
06/28/2018 12:35:42.000000,7.43,9.75,9.25
06/28/2018 12:37:02.000000,7.02,10.56,9.56
06/28/2018 12:38:22.000000,7.88,10.37,9.98
06/28/2018 12:39:42.000000,7.97,10.75,10.5
06/28/2018 12:41:02.000000,7.78,10.03,9.76
06/28/2018 12:42:22.000000,7.5,10.29,9.02
06/28/2018 12:43:42.000000,7.51,10.66,9.9
06/28/2018 12:45:02.000000,8.15,10.65,10.4
06/28/2018 12:46:24.000000,8.92,11.87,11.53
06/28/2018 12:47:42.000000,7.71,9.49,9.49
06/28/2018 12:49:02.000000,8.12,10.88,10.34
06/28/2018 12:50:22.000000,8.07,11.15,10.77
06/28/2018 12:51:42.000000,7.53,10.9,10.05
06/28/2018 12:53:02.000000,8.51,11.49,10.44
06/28/2018 12:54:22.000000,7.61,10.73,9.8
06/28/2018 12:55:42.000000,8.13,11.63,10.88
06/28/2018 12:57:02.000000,8.24,11.59,10.71
06/28/2018 12:58:22.000000,7.34,11.17,9.76
06/28/2018 12:59:42.000000,9.07,12.54,11.95
06/28/2018 13:01:05.000000,7.73,10.62,10.51
06/28/2018 13:02:22.000000,8.16,12.0,10.41
06/28/2018 13:03:42.000000,7.8,10.22,10.22
06/28/2018 13:05:02.000000,8.38,11.38,11.05
06/28/2018 13:06:27.000000,8.63,11.93,11.27
06/28/2018 13:07:42.000000,8.27,11.65,11.32
06/28/2018 13:09:02.000000,7.95,12.19,11.14
06/28/2018 13:10:22.000000,8.29,11.32,11.05
06/28/2018 13:11:42.000000,8.25,11.68,10.85
06/28/2018 13:13:02.000000,8.24,12.5,11.19
06/28/2018 13:14:22.000000,8.32,11.57,11.02
06/28/2018 13:15:42.000000,8.52,13.8,12.57
06/28/2018 13:17:02.000000,8.79,11.71,11.42
06/28/2018 13:18:24.000000,9.85,13.44,12.27
06/28/2018 13:19:42.000000,9.32,12.52,11.45
06/28/2018 13:21:05.000000,8.52,11.93,11.07
06/28/2018 13:22:22.000000,8.56,11.46,11.33
06/28/2018 13:23:42.000000,8.9,12.07,11.43
06/28/2018 13:25:02.000000,8.71,11.66,11.18
06/28/2018 13:26:22.000000,7.3,10.7,10.15
06/28/2018 13:27:42.000000,8.1,11.44,10.2
06/28/2018 13:29:02.000000,8.4,12.43,11.38
06/28/2018 13:30:25.000000,9.56,15.88,14.1
06/28/2018 13:31:42.000000,9.0,11.85,11.46
06/28/2018 13:33:02.000000,8.7,12.32,11.11
06/28/2018 13:34:22.000000,8.82,12.15,11.27
06/28/2018 13:35:42.000000,8.23,11.1,10.36
06/28/2018 13:37:02.000000,8.37,12.03,11.17
06/28/2018 13:38:23.000000,8.18,10.5,10.32
06/28/2018 13:39:42.000000,8.14,11.14,10.62
06/28/2018 13:41:02.000000,7.88,11.07,10.37
06/28/2018 13:42:22.000000,8.63,12.18,11.16
06/28/2018 13:43:42.000000,9.1,12.76,12.07
06/28/2018 13:45:02.000000,9.0,12.23,11.82
06/28/2018 13:46:22.000000,8.0,11.22,10.54
06/28/2018 13:47:42.000000,7.78,11.07,10.57
06/28/2018 13:49:02.000000,7.89,12.03,11.34
06/28/2018 13:50:27.000000,7.18,9.74,9.34
06/28/2018 13:51:42.000000,8.13,10.32,10.03
06/28/2018 13:53:02.000000,7.05,9.95,9.23
06/28/2018 13:54:22.000000,7.0,9.05,8.69
06/28/2018 13:55:42.000000,7.34,9.39,9.07
06/28/2018 13:57:02.000000,7.07,9.75,9.23
06/28/2018 13:58:22.000000,7.15,9.88,9.12
06/28/2018 13:59:42.000000,5.95,9.24,8.05
06/28/2018 14:01:02.000000,6.97,8.7,8.63
06/28/2018 14:02:22.000000,6.62,8.93,8.6
06/28/2018 14:03:42.000000,6.62,9.43,8.55
06/28/2018 14:05:02.000000,6.26,9.58,8.08
06/28/2018 14:06:22.000000,7.05,10.32,9.48
06/28/2018 14:07:42.000000,6.56,9.27,9.2
06/28/2018 14:09:02.000000,7.39,10.1,9.78
