InstrumentName, Swansea (DEH),,
StartTime, 2018-06-01 00:00:00,,
EndTime, 2018-06-30 23:59:59,,
Date,PM2.5,humidity,temp_f
06/01/2018 00:01:47.940000,0.82,100.0,-221.0
06/01/2018 00:05:48.140000,1.03,100.0,-221.0
06/01/2018 00:07:07.923333,1.21,100.0,-221.0
06/01/2018 00:09:48.196666,0.44,100.0,-221.0
06/01/2018 00:13:47.846666,0.6,100.0,-221.0
06/01/2018 00:16:27.940000,1.83,100.0,-221.0
06/01/2018 00:19:07.926666,0.79,100.0,-221.0
06/01/2018 00:25:47.963333,0.51,100.0,-221.0
06/01/2018 00:28:27.940000,1.08,100.0,-221.0
06/01/2018 00:31:07.860000,0.14,100.0,-221.0
06/01/2018 00:35:07.870000,0.89,100.0,-221.0
06/01/2018 00:37:48.166666,0.11,100.0,-221.0
06/01/2018 00:40:27.826666,0.18,100.0,-221.0
06/01/2018 00:43:07.926666,0.51,100.0,-221.0
06/01/2018 00:47:07.816666,0.49,100.0,-221.0
06/01/2018 00:49:47.830000,0.82,100.0,-221.0
06/01/2018 00:52:27.940000,0.29,100.0,-221.0
06/01/2018 00:55:07.930000,0.24,100.0,-221.0
06/01/2018 00:59:07.960000,0.6,100.0,-221.0
06/01/2018 02:32:27.906666,0.45,100.0,-221.0
06/01/2018 02:37:48.246666,0.31,100.0,-221.0
06/01/2018 02:44:28.096666,0.2,100.0,-221.0
06/01/2018 02:47:08.053333,0.62,100.0,-221.0
06/01/2018 02:49:48.110000,0.05,100.0,-221.0
06/01/2018 02:52:28.003333,0.62,100.0,-221.0
06/01/2018 02:55:08.373333,0.85,100.0,-221.0
06/01/2018 02:57:48.543333,1.69,100.0,-221.0
06/01/2018 03:01:47.900000,0.37,100.0,-221.0
06/01/2018 03:04:28.743333,0.89,100.0,-221.0
06/01/2018 03:07:07.950000,1.54,100.0,-221.0
06/01/2018 03:09:47.940000,0.74,100.0,-221.0
06/01/2018 03:13:48.076666,0.95,100.0,-221.0
06/01/2018 03:16:28.056666,0.64,100.0,-221.0
06/01/2018 03:19:07.940000,1.42,100.0,-221.0
06/01/2018 03:23:07.960000,0.17,100.0,-221.0
06/01/2018 03:25:48.373333,0.57,100.0,-221.0
06/01/2018 03:28:27.963333,0.5,100.0,-221.0
06/01/2018 03:31:07.990000,0.12,100.0,-221.0
06/01/2018 03:35:07.980000,0.45,100.0,-221.0
06/01/2018 03:37:48.363333,0.51,100.0,-221.0
06/01/2018 03:40:28.030000,1.0,100.0,-221.0
06/01/2018 03:43:08.046666,0.43,100.0,-221.0
06/01/2018 03:47:08.050000,0.36,100.0,-221.0
06/01/2018 03:49:48.236666,0.74,100.0,-221.0
06/01/2018 03:52:27.956666,0.54,100.0,-221.0
06/01/2018 03:55:08.086666,0.74,100.0,-221.0
06/01/2018 03:59:08.156666,0.4,100.0,-221.0
06/01/2018 04:01:48.026666,0.37,100.0,-221.0
06/01/2018 04:04:28.626666,0.46,100.0,-221.0
06/01/2018 04:08:28.103333,1.51,100.0,-221.0
06/01/2018 04:11:07.946666,1.08,100.0,-221.0
06/01/2018 04:13:47.950000,0.6,100.0,-221.0
06/01/2018 04:16:27.990000,0.85,100.0,-221.0
06/01/2018 04:20:28.490000,0.62,100.0,-221.0
06/01/2018 04:23:07.950000,0.5,100.0,-221.0
06/01/2018 04:25:48.080000,1.02,100.0,-221.0
06/01/2018 04:28:27.980000,0.88,100.0,-221.0
06/01/2018 04:32:27.913333,0.8,100.0,-221.0
06/01/2018 04:35:08.346666,1.23,100.0,-221.0
06/01/2018 04:37:47.976666,1.37,100.0,-221.0
06/01/2018 04:40:28.006666,0.63,100.0,-221.0
06/01/2018 04:44:27.980000,0.8,100.0,-221.0
06/01/2018 04:47:08.076666,2.12,100.0,-221.0
06/01/2018 04:49:47.940000,1.02,100.0,-221.0
06/01/2018 04:52:28.093333,2.15,100.0,-221.0
06/01/2018 04:56:27.950000,3.34,100.0,-221.0
06/01/2018 04:59:07.950000,0.76,100.0,-221.0
06/01/2018 05:01:48.123333,1.45,100.0,-221.0
06/01/2018 05:05:47.956666,1.56,100.0,-221.0
06/01/2018 05:08:27.990000,1.67,100.0,-221.0
06/01/2018 05:11:07.966666,0.73,100.0,-221.0
06/01/2018 05:13:47.926666,1.26,100.0,-221.0
06/01/2018 05:17:48.046666,1.15,100.0,-221.0
06/01/2018 05:19:07.930000,1.45,100.0,-221.0
06/01/2018 05:21:48.000000,1.46,100.0,-221.0
06/01/2018 05:25:47.996666,1.4,100.0,-221.0
06/01/2018 05:28:28.036666,1.22,100.0,-221.0
06/01/2018 05:32:27.976666,0.93,100.0,-221.0
06/01/2018 05:33:48.120000,1.02,100.0,-221.0
06/01/2018 05:37:47.913333,1.52,100.0,-221.0
06/01/2018 05:40:27.966666,1.6,100.0,-221.0
06/01/2018 05:43:08.040000,2.21,100.0,-221.0
06/01/2018 05:47:07.933333,1.33,100.0,-221.0
06/01/2018 05:49:48.056666,1.67,100.0,-221.0
06/01/2018 05:52:27.930000,1.92,100.0,-221.0
06/01/2018 05:55:08.056666,1.37,100.0,-221.0
06/01/2018 05:59:07.986666,2.28,100.0,-221.0
06/01/2018 06:01:48.063333,2.12,100.0,-221.0
06/01/2018 06:04:28.523333,2.12,100.0,-221.0
06/01/2018 06:07:08.026666,2.43,100.0,-221.0
06/01/2018 06:11:08.096666,1.92,100.0,-221.0
06/01/2018 06:13:47.986666,2.26,100.0,-221.0
06/01/2018 06:16:28.163333,2.32,100.0,-221.0
06/01/2018 06:19:08.056666,2.28,100.0,-221.0
06/01/2018 06:23:08.006666,2.25,100.0,-221.0
06/01/2018 06:25:48.150000,2.54,100.0,-221.0
06/01/2018 06:28:27.980000,1.75,100.0,-221.0
06/01/2018 06:31:08.096666,3.06,100.0,-221.0
06/01/2018 06:35:08.146666,2.82,100.0,-221.0
06/01/2018 06:37:48.213333,2.28,100.0,-221.0
06/01/2018 06:40:28.396666,3.05,100.0,-221.0
06/01/2018 06:43:08.150000,3.46,100.0,-221.0
06/01/2018 06:47:08.073333,3.72,100.0,-221.0
06/01/2018 06:49:48.350000,5.17,100.0,-221.0
06/01/2018 06:52:28.026666,4.33,100.0,-221.0
06/01/2018 06:56:28.056666,4.22,100.0,-221.0
06/01/2018 06:59:08.126666,4.15,100.0,-221.0
06/01/2018 07:01:48.083333,4.08,100.0,-221.0
06/01/2018 07:04:28.440000,4.64,100.0,-221.0
06/01/2018 07:08:28.163333,4.62,100.0,-221.0
06/01/2018 07:11:08.066666,5.66,100.0,-221.0
06/01/2018 07:13:48.423333,4.36,100.0,-221.0
06/01/2018 07:16:28.240000,3.51,100.0,-221.0
06/01/2018 07:20:28.236666,4.02,100.0,-221.0
06/01/2018 07:23:08.420000,4.21,100.0,-221.0
06/01/2018 07:25:48.246666,4.82,100.0,-221.0
06/01/2018 07:28:28.243333,4.57,100.0,-221.0
06/01/2018 07:32:28.116666,4.71,100.0,-221.0
06/01/2018 07:35:08.476666,6.44,100.0,-221.0
06/01/2018 07:37:48.073333,7.24,100.0,-221.0
06/01/2018 07:40:28.073333,7.5,100.0,-221.0
06/01/2018 07:44:28.063333,6.05,100.0,-221.0
06/01/2018 07:47:08.246666,6.61,100.0,-221.0
06/01/2018 07:49:48.583333,7.68,100.0,-221.0
06/01/2018 07:52:28.443333,6.31,100.0,-221.0
06/01/2018 07:56:28.056666,13.21,100.0,-221.0
06/01/2018 07:57:48.196666,15.35,100.0,-221.0
06/01/2018 08:01:48.276666,6.41,100.0,-221.0
06/01/2018 08:04:28.573333,13.61,100.0,-221.0
06/01/2018 08:07:08.596666,13.95,100.0,-221.0
06/01/2018 08:09:48.216666,13.7,100.0,-221.0
06/01/2018 08:11:08.230000,11.26,100.0,-221.0
06/01/2018 08:20:28.153333,3.0,100.0,-221.0
06/01/2018 08:21:48.420000,4.2,100.0,-221.0
06/01/2018 08:25:48.123333,4.05,100.0,-221.0
06/01/2018 08:28:28.636666,3.63,100.0,-221.0
06/01/2018 08:31:08.160000,2.79,100.0,-221.0
06/01/2018 08:33:48.273333,2.65,100.0,-221.0
06/01/2018 08:37:48.126666,4.26,100.0,-221.0
06/01/2018 08:40:28.493333,3.69,100.0,-221.0
06/01/2018 08:43:08.233333,3.72,100.0,-221.0
06/01/2018 08:47:08.216666,3.72,100.0,-221.0
06/01/2018 08:49:49.260000,4.21,100.0,-221.0
06/01/2018 08:52:28.430000,4.0,100.0,-221.0
06/01/2018 08:55:08.736666,3.92,100.0,-221.0
06/01/2018 08:59:08.300000,4.2,100.0,-221.0
06/01/2018 09:01:48.066666,3.82,100.0,-221.0
06/01/2018 09:04:28.276666,3.45,100.0,-221.0
06/01/2018 09:07:08.096666,3.67,100.0,-221.0
06/01/2018 09:11:08.656666,3.76,100.0,-221.0
06/01/2018 09:13:48.126666,3.74,100.0,-221.0
06/01/2018 09:16:28.240000,2.97,100.0,-221.0
06/01/2018 09:19:08.376666,3.62,100.0,-221.0
06/01/2018 09:23:08.246666,3.31,100.0,-221.0
06/01/2018 09:25:48.140000,3.35,100.0,-221.0
06/01/2018 09:28:28.106666,3.92,100.0,-221.0
06/01/2018 09:32:28.336666,3.71,100.0,-221.0
06/01/2018 09:35:08.143333,4.7,100.0,-221.0
06/01/2018 09:37:48.250000,4.26,100.0,-221.0
06/01/2018 09:40:28.246666,5.54,100.0,-221.0
06/01/2018 09:44:28.063333,4.9,100.0,-221.0
06/01/2018 09:47:08.113333,5.41,100.0,-221.0
06/01/2018 09:49:48.126666,5.0,100.0,-221.0
06/01/2018 09:52:28.273333,5.2,100.0,-221.0
06/01/2018 09:56:28.166666,5.05,100.0,-221.0
06/01/2018 09:59:08.260000,5.49,100.0,-221.0
06/01/2018 10:01:48.146666,6.41,100.0,-221.0
06/01/2018 10:04:28.166666,5.87,100.0,-221.0
06/01/2018 10:11:08.163333,5.95,100.0,-221.0
06/01/2018 10:13:48.156666,6.18,100.0,-221.0
06/01/2018 10:16:28.256666,5.48,100.0,-221.0
06/01/2018 10:20:28.236666,6.59,100.0,-221.0
06/01/2018 10:40:25.640000,5.72,100.0,-221.0
06/01/2018 10:43:05.586666,5.12,100.0,-221.0
06/01/2018 10:45:45.840000,4.55,100.0,-221.0
06/01/2018 10:49:45.626666,5.69,100.0,-221.0
06/01/2018 10:52:25.583333,5.62,100.0,-221.0
06/01/2018 10:55:05.650000,6.11,100.0,-221.0
06/01/2018 10:57:45.893333,5.84,100.0,-221.0
06/01/2018 11:01:45.696666,6.67,100.0,-221.0
06/01/2018 11:05:46.033333,5.61,100.0,-221.0
06/01/2018 11:07:05.626666,6.45,100.0,-221.0
06/01/2018 11:11:06.010000,6.15,100.0,-221.0
06/01/2018 11:13:45.796666,6.51,100.0,-221.0
06/01/2018 11:16:25.706666,6.63,100.0,-221.0
06/01/2018 11:19:05.676666,6.54,100.0,-221.0
06/01/2018 11:23:06.166666,6.74,100.0,-221.0
06/01/2018 11:25:45.586666,6.73,100.0,-221.0
06/01/2018 11:28:26.050000,6.45,100.0,-221.0
06/01/2018 11:31:32.756666,8.42,100.0,-221.0
06/01/2018 11:34:12.246666,9.95,100.0,-221.0
06/01/2018 11:38:12.616666,10.34,100.0,-221.0
06/01/2018 11:40:52.280000,11.0,100.0,-221.0
06/01/2018 11:43:32.246666,10.53,100.0,-221.0
06/01/2018 11:46:12.386666,10.85,100.0,-221.0
06/01/2018 11:50:12.316666,11.16,100.0,-221.0
06/01/2018 11:52:52.276666,10.98,100.0,-221.0
06/01/2018 11:55:32.400000,10.32,100.0,-221.0
06/01/2018 11:58:12.293333,11.15,100.0,-221.0
06/01/2018 12:02:12.256666,10.45,100.0,-221.0
06/01/2018 12:04:52.306666,12.21,100.0,-221.0
06/01/2018 12:07:32.313333,11.76,100.0,-221.0
06/01/2018 12:10:12.273333,10.93,100.0,-221.0
06/01/2018 12:14:12.296666,10.54,100.0,-221.0
06/01/2018 12:16:52.310000,11.48,100.0,-221.0
06/01/2018 12:19:32.333333,10.95,100.0,-221.0
06/01/2018 12:23:32.390000,9.87,100.0,-221.0
06/01/2018 12:26:13.023333,10.18,100.0,-221.0
06/01/2018 12:28:52.363333,8.73,100.0,-221.0
06/01/2018 12:31:32.430000,8.42,100.0,-221.0
06/01/2018 12:35:39.043333,5.97,100.0,-221.0
06/01/2018 12:38:19.126666,6.07,100.0,-221.0
06/01/2018 12:40:59.093333,6.9,100.0,-221.0
06/01/2018 12:43:39.043333,5.98,100.0,-221.0
06/01/2018 12:47:39.546666,8.46,100.0,-221.0
06/01/2018 12:50:19.073333,4.51,100.0,-221.0
06/01/2018 12:52:59.066666,5.0,100.0,-221.0
06/01/2018 12:55:39.133333,5.82,100.0,-221.0
06/01/2018 12:59:39.153333,11.51,100.0,-221.0
06/01/2018 13:02:19.130000,10.5,100.0,-221.0
06/01/2018 13:04:59.003333,8.29,100.0,-221.0
06/01/2018 13:07:39.040000,7.18,100.0,-221.0
06/01/2018 13:10:19.113333,6.85,100.0,-221.0
06/01/2018 13:12:59.123333,8.89,100.0,-221.0
06/01/2018 13:15:39.036666,5.45,100.0,-221.0
06/01/2018 13:19:39.076666,6.03,100.0,-221.0
06/01/2018 13:22:19.643333,5.65,100.0,-221.0
06/01/2018 13:24:59.046666,5.18,100.0,-221.0
06/01/2018 13:29:01.906666,3.0,100.0,-221.0
06/01/2018 13:31:36.040000,4.51,100.0,-221.0
06/01/2018 13:35:36.266666,4.8,100.0,-221.0
06/01/2018 13:36:56.060000,6.32,100.0,-221.0
06/01/2018 13:40:55.986666,4.15,100.0,-221.0
06/01/2018 13:43:36.116666,4.28,100.0,-221.0
06/01/2018 13:46:16.053333,4.75,100.0,-221.0
06/01/2018 13:48:56.550000,4.95,100.0,-221.0
06/01/2018 13:53:01.703333,4.17,100.0,-221.0
06/01/2018 13:55:36.140000,3.59,100.0,-221.0
06/01/2018 13:58:16.033333,4.56,100.0,-221.0
06/01/2018 14:02:16.043333,2.4,100.0,-221.0
06/01/2018 14:04:56.056666,3.03,100.0,-221.0
06/01/2018 14:07:36.313333,3.25,100.0,-221.0
06/01/2018 14:10:16.523333,4.21,100.0,-221.0
06/01/2018 14:12:56.423333,4.58,100.0,-221.0
06/01/2018 14:15:36.936666,3.16,100.0,-221.0
06/01/2018 14:19:36.006666,5.18,100.0,-221.0
06/01/2018 14:22:18.650000,4.19,100.0,-221.0
06/01/2018 14:26:16.260000,4.47,100.0,-221.0
06/01/2018 14:28:56.496666,3.55,100.0,-221.0
06/01/2018 14:31:36.556666,4.1,100.0,-221.0
06/01/2018 14:34:16.220000,4.2,100.0,-221.0
06/01/2018 14:38:16.446666,1.64,100.0,-221.0
06/01/2018 14:40:56.040000,2.63,100.0,-221.0
06/01/2018 14:43:36.123333,3.2,100.0,-221.0
06/01/2018 14:46:16.043333,2.7,100.0,-221.0
06/01/2018 14:50:16.513333,2.7,100.0,-221.0
06/01/2018 14:52:56.166666,2.22,100.0,-221.0
06/01/2018 14:55:36.450000,2.0,100.0,-221.0
06/01/2018 14:59:36.110000,0.79,100.0,-221.0
06/01/2018 15:02:16.056666,0.85,100.0,-221.0
06/01/2018 15:04:56.096666,0.73,100.0,-221.0
06/01/2018 15:07:36.063333,0.49,100.0,-221.0
06/01/2018 15:11:36.350000,0.92,100.0,-221.0
06/01/2018 15:14:16.193333,1.65,100.0,-221.0
06/01/2018 15:16:56.443333,1.53,100.0,-221.0
06/01/2018 15:19:36.130000,0.5,100.0,-221.0
06/01/2018 15:23:36.053333,1.08,100.0,-221.0
06/01/2018 15:26:16.046666,1.08,100.0,-221.0
06/01/2018 15:28:56.160000,0.28,100.0,-221.0
06/01/2018 15:30:16.643333,0.62,100.0,-221.0
06/01/2018 15:35:30.646666,1.0,100.0,-221.0
06/01/2018 15:36:44.333333,0.5,100.0,-221.0
06/01/2018 15:40:44.043333,0.32,100.0,-221.0
06/01/2018 15:43:23.803333,0.69,100.0,-221.0
06/01/2018 15:46:03.973333,0.24,100.0,-221.0
06/01/2018 15:48:43.936666,0.24,100.0,-221.0
