InstrumentName, West Denver PA-II B,,
StartTime, 2018-06-01 00:00:00,,
EndTime, 2018-06-30 23:59:59,,
Date,PM2.5,humidity,temp_f
06/01/2018 00:01:21.140000,2.14,11.0,95.0
06/01/2018 00:05:21.126666,1.1,10.0,95.0
06/01/2018 00:06:41.000000,1.42,11.0,95.0
06/01/2018 00:10:41.073333,1.6,11.0,95.0
06/01/2018 00:13:21.006666,1.17,11.0,95.0
06/01/2018 00:16:01.026666,1.63,10.0,94.0
06/01/2018 00:20:01.053333,1.07,11.0,94.0
06/01/2018 00:25:21.370000,1.21,11.0,94.0
06/01/2018 00:28:01.020000,1.65,11.0,94.0
06/01/2018 00:32:01.033333,0.88,11.0,94.0
06/01/2018 00:34:41.006666,2.91,11.0,94.0
06/01/2018 00:37:21.113333,2.62,12.0,94.0
06/01/2018 00:40:01.020000,2.79,12.0,94.0
06/01/2018 00:44:01.026666,2.12,12.0,94.0
06/01/2018 00:46:41.113333,3.36,12.0,94.0
06/01/2018 00:49:21.040000,2.6,12.0,94.0
06/01/2018 00:52:01.033333,1.53,11.0,94.0
06/01/2018 00:56:01.053333,1.4,12.0,94.0
06/01/2018 00:58:41.140000,1.21,13.0,94.0
06/01/2018 02:32:01.076666,1.98,16.0,89.0
06/01/2018 02:38:41.056666,1.79,16.0,89.0
06/01/2018 02:42:41.243333,2.05,17.0,89.0
06/01/2018 02:46:41.076666,1.95,17.0,89.0
06/01/2018 02:50:41.916666,1.52,16.0,89.0
06/01/2018 02:52:01.056666,1.81,15.0,89.0
06/01/2018 02:54:41.170000,1.52,16.0,88.0
06/01/2018 02:58:41.036666,1.88,15.0,88.0
06/01/2018 03:01:21.096666,0.8,14.0,88.0
06/01/2018 03:04:01.053333,0.88,14.0,88.0
06/01/2018 03:08:01.060000,0.79,14.0,88.0
06/01/2018 03:10:41.053333,1.7,14.0,88.0
06/01/2018 03:13:21.060000,1.14,14.0,88.0
06/01/2018 03:16:01.050000,0.65,14.0,88.0
06/01/2018 03:20:01.080000,0.95,14.0,88.0
06/01/2018 03:22:41.063333,0.69,14.0,88.0
06/01/2018 03:25:21.046666,0.4,14.0,88.0
06/01/2018 03:28:01.033333,0.52,14.0,88.0
06/01/2018 03:32:01.080000,1.05,14.0,87.0
06/01/2018 03:34:41.106666,0.9,15.0,87.0
06/01/2018 03:37:21.060000,0.98,15.0,87.0
06/01/2018 03:40:01.106666,1.17,14.0,87.0
06/01/2018 03:44:01.333333,1.14,15.0,87.0
06/01/2018 03:46:41.486666,1.16,15.0,87.0
06/01/2018 03:49:21.043333,0.98,15.0,87.0
06/01/2018 03:53:21.040000,1.05,15.0,87.0
06/01/2018 03:56:01.036666,1.27,15.0,87.0
06/01/2018 03:58:41.076666,1.2,15.0,87.0
06/01/2018 04:01:21.066666,1.14,15.0,87.0
06/01/2018 04:05:21.073333,1.28,15.0,87.0
06/01/2018 04:08:01.056666,1.17,15.0,86.0
06/01/2018 04:10:41.106666,1.23,15.0,86.0
06/01/2018 04:13:21.050000,0.95,16.0,86.0
06/01/2018 04:17:21.043333,0.51,15.0,86.0
06/01/2018 04:20:01.090000,0.91,16.0,86.0
06/01/2018 04:22:41.090000,0.93,16.0,86.0
06/01/2018 04:25:21.066666,0.95,16.0,86.0
06/01/2018 04:29:21.070000,1.14,16.0,86.0
06/01/2018 04:32:01.973333,0.69,16.0,86.0
06/01/2018 04:34:41.063333,1.0,16.0,86.0
06/01/2018 04:37:21.946666,1.59,17.0,86.0
06/01/2018 04:41:21.046666,0.61,17.0,86.0
06/01/2018 04:44:01.070000,1.0,17.0,86.0
06/01/2018 04:46:41.056666,0.9,17.0,85.0
06/01/2018 04:50:41.056666,1.26,17.0,85.0
06/01/2018 04:53:21.093333,1.6,17.0,85.0
06/01/2018 04:56:01.066666,1.25,17.0,85.0
06/01/2018 04:58:41.086666,1.15,17.0,85.0
06/01/2018 05:01:21.076666,1.08,17.0,85.0
06/01/2018 05:05:21.056666,0.93,17.0,85.0
06/01/2018 05:08:01.056666,1.34,18.0,85.0
06/01/2018 05:10:41.153333,1.07,18.0,85.0
06/01/2018 05:13:21.053333,1.55,18.0,84.0
06/01/2018 05:16:01.053333,1.07,18.0,84.0
06/01/2018 05:18:41.063333,1.8,18.0,84.0
06/01/2018 05:22:41.060000,1.55,18.0,84.0
06/01/2018 05:25:21.056666,1.81,18.0,84.0
06/01/2018 05:28:01.083333,1.64,19.0,84.0
06/01/2018 05:30:41.060000,1.31,18.0,83.0
06/01/2018 05:34:41.066666,1.67,18.0,83.0
06/01/2018 05:37:21.063333,1.62,18.0,83.0
06/01/2018 05:40:01.110000,1.4,18.0,83.0
06/01/2018 05:44:01.100000,1.53,18.0,83.0
06/01/2018 05:46:41.060000,1.55,19.0,83.0
06/01/2018 05:49:21.083333,1.05,20.0,82.0
06/01/2018 05:52:01.056666,1.43,21.0,82.0
06/01/2018 05:56:01.060000,1.4,20.0,82.0
06/01/2018 05:58:41.066666,1.74,20.0,82.0
06/01/2018 06:01:21.066666,1.89,20.0,82.0
06/01/2018 06:04:01.060000,2.32,20.0,81.0
06/01/2018 06:08:01.093333,1.83,20.0,81.0
06/01/2018 06:10:41.100000,1.93,21.0,81.0
06/01/2018 06:13:21.096666,1.95,21.0,81.0
06/01/2018 06:17:21.063333,2.14,21.0,80.0
06/01/2018 06:20:01.403333,2.07,21.0,80.0
06/01/2018 06:22:41.100000,2.9,22.0,80.0
06/01/2018 06:25:21.103333,2.65,21.0,80.0
06/01/2018 06:28:01.160000,2.56,22.0,80.0
06/01/2018 06:32:01.376666,2.5,22.0,80.0
06/01/2018 06:34:41.086666,2.6,22.0,80.0
06/01/2018 06:37:21.063333,2.71,22.0,79.0
06/01/2018 06:41:21.136666,2.84,23.0,79.0
06/01/2018 06:44:01.076666,2.69,24.0,79.0
06/01/2018 06:46:41.096666,2.5,23.0,79.0
06/01/2018 06:49:21.076666,2.37,23.0,79.0
06/01/2018 06:53:21.106666,2.37,23.0,78.0
06/01/2018 06:56:01.076666,1.93,23.0,78.0
06/01/2018 06:58:41.436666,2.93,24.0,78.0
06/01/2018 07:01:21.086666,3.19,24.0,78.0
06/01/2018 07:05:21.166666,2.42,24.0,77.0
06/01/2018 07:08:01.120000,2.76,25.0,77.0
06/01/2018 07:10:41.073333,3.02,25.0,77.0
06/01/2018 07:13:21.120000,2.49,25.0,77.0
06/01/2018 07:17:21.193333,2.98,25.0,77.0
06/01/2018 07:20:01.120000,2.7,25.0,77.0
06/01/2018 07:22:41.106666,2.0,24.0,77.0
06/01/2018 07:25:21.083333,2.84,25.0,77.0
06/01/2018 07:29:21.076666,2.67,25.0,77.0
06/01/2018 07:32:01.076666,2.83,25.0,77.0
06/01/2018 07:34:41.080000,2.16,25.0,76.0
06/01/2018 07:38:41.080000,2.83,24.0,76.0
06/01/2018 07:41:21.086666,1.98,24.0,76.0
06/01/2018 07:44:01.130000,2.6,25.0,76.0
06/01/2018 07:46:43.136666,2.81,25.0,76.0
06/01/2018 07:50:41.100000,2.67,25.0,76.0
06/01/2018 07:53:21.093333,1.89,26.0,75.0
06/01/2018 07:54:41.276666,2.59,27.0,75.0
06/01/2018 07:58:41.140000,2.49,28.0,75.0
06/01/2018 08:01:21.086666,2.95,28.0,75.0
06/01/2018 08:04:01.090000,3.02,29.0,75.0
06/01/2018 08:06:41.093333,2.55,29.0,75.0
06/01/2018 08:10:41.143333,2.81,28.0,74.0
06/01/2018 08:13:21.143333,2.65,29.0,74.0
06/01/2018 08:16:01.133333,3.67,29.0,74.0
06/01/2018 08:20:01.086666,2.6,29.0,74.0
06/01/2018 08:22:41.146666,3.6,29.0,74.0
06/01/2018 08:25:21.106666,3.14,30.0,74.0
06/01/2018 08:28:01.106666,3.26,30.0,73.0
06/01/2018 08:32:01.090000,2.98,31.0,73.0
06/01/2018 08:34:41.090000,3.07,31.0,73.0
06/01/2018 08:37:21.086666,3.8,31.0,73.0
06/01/2018 08:40:01.386666,3.28,31.0,73.0
06/01/2018 08:44:01.116666,3.49,31.0,72.0
06/01/2018 08:46:41.176666,3.33,32.0,72.0
06/01/2018 08:49:21.083333,3.23,31.0,72.0
06/01/2018 08:52:01.103333,3.26,31.0,72.0
06/01/2018 08:56:01.143333,3.07,31.0,72.0
06/01/2018 08:58:41.160000,3.09,31.0,71.0
06/01/2018 09:01:21.216666,3.86,31.0,71.0
06/01/2018 09:05:21.103333,3.53,31.0,71.0
06/01/2018 09:08:01.236666,3.02,32.0,71.0
06/01/2018 09:10:41.150000,3.19,31.0,71.0
06/01/2018 09:13:22.176666,3.24,31.0,71.0
06/01/2018 09:17:21.163333,3.84,31.0,71.0
06/01/2018 09:20:01.136666,3.05,31.0,70.0
06/01/2018 09:22:41.096666,3.14,31.0,70.0
06/01/2018 09:25:21.100000,3.93,32.0,70.0
06/01/2018 09:29:21.103333,3.37,33.0,70.0
06/01/2018 09:32:01.100000,3.74,32.0,70.0
06/01/2018 09:34:41.166666,3.05,33.0,70.0
06/01/2018 09:37:21.116666,2.95,33.0,70.0
06/01/2018 09:41:21.096666,3.05,33.0,70.0
06/01/2018 09:44:02.143333,2.98,33.0,70.0
06/01/2018 09:46:41.123333,3.35,33.0,70.0
06/01/2018 09:49:21.140000,2.97,33.0,70.0
06/01/2018 09:53:21.100000,3.68,33.0,69.0
06/01/2018 09:56:01.100000,2.47,32.0,69.0
06/01/2018 09:58:41.100000,2.6,32.0,69.0
06/01/2018 10:02:41.103333,3.0,32.0,69.0
06/01/2018 10:05:21.103333,3.4,32.0,69.0
06/01/2018 10:08:01.163333,2.74,31.0,69.0
06/01/2018 10:10:41.166666,2.9,32.0,69.0
06/01/2018 10:14:41.106666,3.22,31.0,69.0
06/01/2018 10:16:01.103333,2.95,31.0,69.0
06/01/2018 10:20:01.166666,2.69,31.0,69.0
06/01/2018 10:22:41.106666,2.81,31.0,69.0
06/01/2018 10:26:41.106666,2.7,31.0,69.0
06/01/2018 10:28:01.106666,3.28,31.0,69.0
06/01/2018 10:30:41.166666,3.02,31.0,69.0
06/01/2018 10:34:41.110000,2.09,32.0,69.0
06/01/2018 10:37:21.103333,1.83,32.0,69.0
06/01/2018 10:40:01.196666,2.53,32.0,69.0
06/01/2018 10:42:41.153333,2.63,33.0,69.0
06/01/2018 10:46:41.106666,2.4,33.0,69.0
06/01/2018 10:49:21.126666,2.75,33.0,68.0
06/01/2018 10:52:01.113333,2.7,34.0,68.0
06/01/2018 10:56:01.110000,2.57,34.0,68.0
06/01/2018 10:58:41.113333,2.83,34.0,68.0
06/01/2018 11:01:21.113333,2.3,34.0,68.0
06/01/2018 11:05:21.173333,2.51,33.0,68.0
06/01/2018 11:08:01.123333,2.09,32.0,67.0
06/01/2018 11:10:41.170000,2.14,32.0,67.0
06/01/2018 11:13:21.123333,1.59,32.0,67.0
06/01/2018 11:16:01.113333,2.02,31.0,67.0
06/01/2018 11:20:01.123333,1.51,31.0,67.0
06/01/2018 11:22:41.156666,2.0,31.0,67.0
06/01/2018 11:25:21.176666,1.65,31.0,67.0
06/01/2018 11:28:01.190000,1.98,31.0,67.0
06/01/2018 11:32:01.183333,2.0,32.0,67.0
06/01/2018 11:34:41.170000,1.69,31.0,67.0
06/01/2018 11:37:21.120000,1.98,32.0,67.0
06/01/2018 11:40:01.193333,1.83,32.0,67.0
06/01/2018 11:44:01.293333,1.74,33.0,67.0
06/01/2018 11:46:41.116666,1.84,33.0,67.0
06/01/2018 11:49:21.133333,1.76,34.0,67.0
06/01/2018 11:53:21.126666,1.91,34.0,66.0
06/01/2018 11:56:01.153333,2.07,34.0,66.0
06/01/2018 11:58:41.223333,1.7,34.0,66.0
06/01/2018 12:01:21.146666,1.53,34.0,66.0
06/01/2018 12:05:21.120000,2.18,34.0,66.0
06/01/2018 12:08:01.230000,1.74,34.0,66.0
06/01/2018 12:10:41.226666,2.33,33.0,66.0
06/01/2018 12:13:21.183333,1.26,34.0,66.0
06/01/2018 12:17:21.123333,1.88,35.0,66.0
06/01/2018 12:20:02.043333,2.23,36.0,66.0
06/01/2018 12:22:41.173333,1.92,36.0,66.0
06/01/2018 12:25:21.140000,2.08,36.0,66.0
06/01/2018 12:29:21.273333,2.36,36.0,66.0
06/01/2018 12:32:01.183333,1.62,36.0,66.0
06/01/2018 12:34:41.226666,1.69,36.0,66.0
06/01/2018 12:38:41.176666,2.07,36.0,66.0
06/01/2018 12:41:21.160000,1.85,36.0,66.0
06/01/2018 12:44:01.180000,2.18,38.0,66.0
06/01/2018 12:46:41.213333,2.6,38.0,66.0
06/01/2018 12:50:42.206666,2.43,39.0,66.0
06/01/2018 12:53:22.146666,2.4,39.0,67.0
06/01/2018 12:56:01.276666,2.33,39.0,67.0
06/01/2018 12:58:42.146666,2.28,38.0,67.0
06/01/2018 13:01:21.166666,2.51,37.0,67.0
06/01/2018 13:04:01.216666,2.92,38.0,67.0
06/01/2018 13:06:41.243333,2.4,37.0,67.0
06/01/2018 13:10:41.153333,2.57,36.0,67.0
06/01/2018 13:13:21.223333,2.62,34.0,67.0
06/01/2018 13:16:01.223333,2.77,34.0,68.0
06/01/2018 13:18:41.143333,3.02,34.0,68.0
06/01/2018 13:22:41.133333,2.08,33.0,68.0
06/01/2018 13:25:21.246666,2.89,33.0,69.0
06/01/2018 13:28:02.276666,2.75,33.0,69.0
06/01/2018 13:32:01.136666,2.43,32.0,69.0
06/01/2018 13:34:41.186666,3.0,34.0,69.0
06/01/2018 13:37:21.156666,2.86,33.0,69.0
06/01/2018 13:40:01.193333,2.49,34.0,70.0
06/01/2018 13:44:01.130000,2.3,34.0,70.0
06/01/2018 13:46:41.290000,2.74,33.0,70.0
06/01/2018 13:49:21.293333,2.72,33.0,70.0
06/01/2018 13:52:01.226666,3.26,32.0,71.0
06/01/2018 13:56:01.276666,2.7,31.0,71.0
06/01/2018 13:58:41.186666,2.8,32.0,71.0
06/01/2018 14:01:21.256666,2.67,31.0,72.0
06/01/2018 14:04:01.236666,3.5,31.0,72.0
06/01/2018 14:08:01.173333,3.53,31.0,72.0
06/01/2018 14:10:41.193333,2.65,30.0,72.0
06/01/2018 14:13:22.036666,2.74,29.0,73.0
06/01/2018 14:17:21.493333,2.95,28.0,73.0
06/01/2018 14:20:01.193333,2.58,29.0,73.0
06/01/2018 14:22:41.200000,3.2,29.0,74.0
06/01/2018 14:25:21.563333,2.3,29.0,74.0
06/01/2018 14:29:22.043333,2.21,25.0,74.0
06/01/2018 14:32:01.220000,2.47,26.0,75.0
06/01/2018 14:34:41.153333,2.45,26.0,75.0
06/01/2018 14:37:21.236666,2.5,26.0,75.0
06/01/2018 14:41:22.206666,2.82,25.0,76.0
06/01/2018 14:44:01.166666,1.93,22.0,76.0
06/01/2018 14:46:41.296666,1.98,21.0,76.0
06/01/2018 14:49:21.190000,1.6,21.0,77.0
06/01/2018 14:53:21.173333,2.5,21.0,77.0
06/01/2018 14:56:02.196666,2.6,22.0,77.0
06/01/2018 14:58:41.156666,3.05,22.0,78.0
06/01/2018 15:02:41.236666,3.05,22.0,78.0
06/01/2018 15:05:21.196666,2.73,20.0,78.0
06/01/2018 15:08:01.190000,1.77,19.0,78.0
06/01/2018 15:10:42.170000,3.05,21.0,79.0
06/01/2018 15:14:42.046666,1.42,19.0,79.0
06/01/2018 15:17:21.160000,1.32,20.0,79.0
06/01/2018 15:20:01.163333,1.21,18.0,79.0
06/01/2018 15:22:41.156666,0.98,17.0,80.0
06/01/2018 15:26:41.163333,0.53,15.0,80.0
06/01/2018 15:29:21.150000,0.64,15.0,80.0
06/01/2018 15:30:41.153333,1.19,15.0,80.0
06/01/2018 15:34:41.276666,0.07,14.0,81.0
06/01/2018 15:37:21.193333,1.45,14.0,81.0
06/01/2018 15:40:01.220000,1.76,13.0,82.0
06/01/2018 15:42:41.176666,1.19,13.0,82.0
06/01/2018 15:46:41.260000,2.43,13.0,82.0
06/01/2018 15:49:21.156666,1.75,12.0,83.0
06/01/2018 15:52:01.160000,1.26,11.0,83.0
06/01/2018 15:56:01.380000,1.33,10.0,83.0
