InstrumentName, Wash Park West B,,
StartTime, 2018-06-01 00:00:00,,
EndTime, 2018-06-30 23:59:59,,
Date,PM2.5,humidity,temp_f
06/01/2018 00:01:35.046666,1.24,9.0,93.0
06/01/2018 00:05:35.740000,1.09,11.0,93.0
06/01/2018 00:08:14.953333,0.98,9.0,93.0
06/01/2018 00:10:54.946666,0.48,9.0,93.0
06/01/2018 00:13:34.960000,0.6,8.0,93.0
06/01/2018 00:17:34.973333,0.62,8.0,93.0
06/01/2018 00:20:15.046666,0.65,8.0,93.0
06/01/2018 00:25:34.986666,1.0,9.0,93.0
06/01/2018 00:29:34.950000,2.12,9.0,93.0
06/01/2018 00:32:15.106666,2.14,9.0,93.0
06/01/2018 00:34:54.966666,1.12,8.0,93.0
06/01/2018 00:37:54.130000,1.88,9.0,93.0
06/01/2018 00:41:34.986666,1.33,9.0,93.0
06/01/2018 00:44:15.286666,1.47,9.0,93.0
06/01/2018 00:46:55.033333,1.95,10.0,93.0
06/01/2018 00:49:35.000000,1.44,10.0,93.0
06/01/2018 00:53:34.970000,4.29,9.0,93.0
06/01/2018 00:56:14.990000,2.86,10.0,93.0
06/01/2018 00:58:55.103333,3.14,8.0,93.0
06/01/2018 02:32:15.066666,0.12,12.0,89.0
06/01/2018 02:37:35.106666,0.58,12.0,89.0
06/01/2018 02:44:00.246666,0.81,12.0,88.0
06/01/2018 02:46:40.096666,0.5,12.0,88.0
06/01/2018 02:50:40.093333,0.74,12.0,88.0
06/01/2018 02:53:20.153333,0.55,12.0,88.0
06/01/2018 02:56:00.086666,0.95,12.0,88.0
06/01/2018 02:58:40.160000,0.7,13.0,87.0
06/01/2018 03:02:40.140000,0.6,13.0,87.0
06/01/2018 03:05:20.163333,0.35,13.0,87.0
06/01/2018 03:08:00.110000,0.53,13.0,87.0
06/01/2018 03:10:40.163333,0.08,15.0,86.0
06/01/2018 03:14:40.170000,0.83,13.0,87.0
06/01/2018 03:17:20.163333,0.53,13.0,87.0
06/01/2018 03:20:00.110000,0.69,13.0,86.0
06/01/2018 03:22:40.116666,0.35,13.0,86.0
06/01/2018 03:26:40.136666,0.52,13.0,86.0
06/01/2018 03:29:20.126666,0.53,13.0,86.0
06/01/2018 03:32:00.130000,0.33,14.0,86.0
06/01/2018 03:34:40.110000,0.51,14.0,86.0
06/01/2018 03:38:40.156666,0.86,14.0,86.0
06/01/2018 03:41:20.120000,1.0,14.0,85.0
06/01/2018 03:44:00.153333,0.73,14.0,86.0
06/01/2018 03:46:40.113333,0.76,14.0,85.0
06/01/2018 03:50:40.116666,1.0,14.0,85.0
06/01/2018 03:53:20.210000,0.9,14.0,85.0
06/01/2018 03:56:00.126666,0.55,15.0,85.0
06/01/2018 03:58:41.076666,1.0,15.0,85.0
06/01/2018 04:02:40.123333,0.62,15.0,85.0
06/01/2018 04:05:20.133333,0.53,15.0,85.0
06/01/2018 04:08:00.133333,0.49,15.0,85.0
06/01/2018 04:10:40.243333,0.98,15.0,84.0
06/01/2018 04:14:40.193333,0.64,15.0,84.0
06/01/2018 04:17:20.140000,0.77,15.0,84.0
06/01/2018 04:20:00.150000,0.88,16.0,84.0
06/01/2018 04:22:40.230000,0.65,16.0,84.0
06/01/2018 04:26:40.506666,0.38,16.0,84.0
06/01/2018 04:29:20.803333,1.07,16.0,84.0
06/01/2018 04:32:00.323333,1.0,16.0,84.0
06/01/2018 04:34:40.193333,0.59,16.0,84.0
06/01/2018 04:38:40.166666,1.24,16.0,84.0
06/01/2018 04:41:20.163333,0.86,16.0,84.0
06/01/2018 04:44:00.253333,0.6,17.0,84.0
06/01/2018 04:46:40.173333,0.67,17.0,84.0
06/01/2018 04:50:40.233333,1.14,17.0,84.0
06/01/2018 04:53:20.190000,0.77,17.0,84.0
06/01/2018 04:56:00.200000,0.4,17.0,84.0
06/01/2018 04:58:40.236666,0.57,17.0,84.0
06/01/2018 05:02:40.186666,1.0,18.0,83.0
06/01/2018 05:05:20.206666,0.7,18.0,83.0
06/01/2018 05:08:00.186666,0.93,18.0,84.0
06/01/2018 05:10:40.183333,1.16,18.0,83.0
06/01/2018 05:14:40.216666,1.0,18.0,83.0
06/01/2018 05:17:20.190000,1.3,18.0,83.0
06/01/2018 05:20:00.363333,0.5,18.0,83.0
06/01/2018 05:22:40.186666,0.53,18.0,83.0
06/01/2018 05:26:40.196666,1.52,18.0,83.0
06/01/2018 05:29:20.193333,1.09,19.0,83.0
06/01/2018 05:32:00.256666,0.58,19.0,83.0
06/01/2018 05:34:40.210000,1.26,19.0,83.0
06/01/2018 05:38:40.210000,0.74,20.0,83.0
06/01/2018 05:41:20.200000,1.3,20.0,82.0
06/01/2018 05:44:00.220000,1.7,20.0,82.0
06/01/2018 05:46:40.210000,0.76,19.0,82.0
06/01/2018 05:50:40.206666,1.7,19.0,82.0
06/01/2018 05:53:20.216666,2.0,19.0,81.0
06/01/2018 05:56:00.276666,2.47,19.0,81.0
06/01/2018 05:58:40.230000,1.41,20.0,81.0
06/01/2018 06:02:40.253333,1.71,20.0,81.0
06/01/2018 06:05:20.220000,1.43,21.0,80.0
06/01/2018 06:08:00.230000,1.58,21.0,80.0
06/01/2018 06:10:40.236666,1.74,21.0,80.0
06/01/2018 06:14:40.246666,1.88,21.0,80.0
06/01/2018 06:17:20.246666,1.83,22.0,79.0
06/01/2018 06:20:00.306666,2.21,22.0,79.0
06/01/2018 06:22:40.250000,2.26,22.0,79.0
06/01/2018 06:26:40.253333,1.91,23.0,78.0
06/01/2018 06:29:20.243333,2.0,23.0,78.0
06/01/2018 06:32:00.243333,2.14,23.0,78.0
06/01/2018 06:34:40.250000,2.51,23.0,78.0
06/01/2018 06:38:40.256666,2.35,24.0,78.0
06/01/2018 06:41:20.293333,2.41,24.0,78.0
06/01/2018 06:44:00.253333,2.84,24.0,77.0
06/01/2018 06:46:40.320000,1.65,23.0,77.0
06/01/2018 06:50:40.260000,1.35,21.0,77.0
06/01/2018 06:53:20.266666,1.79,19.0,77.0
06/01/2018 06:56:00.293333,1.3,19.0,77.0
06/01/2018 06:58:40.250000,1.14,19.0,77.0
06/01/2018 07:02:40.586666,1.65,19.0,77.0
06/01/2018 07:05:20.266666,1.48,19.0,77.0
06/01/2018 07:08:00.276666,1.42,19.0,77.0
06/01/2018 07:10:40.280000,1.17,20.0,77.0
06/01/2018 07:14:40.536666,1.61,20.0,77.0
06/01/2018 07:17:20.323333,1.52,21.0,77.0
06/01/2018 07:20:00.286666,1.32,21.0,76.0
06/01/2018 07:22:40.283333,1.89,21.0,76.0
06/01/2018 07:26:40.293333,1.61,22.0,76.0
06/01/2018 07:29:20.286666,1.74,22.0,75.0
06/01/2018 07:32:00.280000,1.59,22.0,75.0
06/01/2018 07:34:40.296666,1.33,23.0,75.0
06/01/2018 07:38:40.296666,1.86,23.0,75.0
06/01/2018 07:41:20.293333,2.36,24.0,74.0
06/01/2018 07:44:00.346666,1.67,25.0,74.0
06/01/2018 07:46:40.293333,2.53,25.0,74.0
06/01/2018 07:50:40.296666,1.88,26.0,73.0
06/01/2018 07:53:20.306666,1.77,27.0,73.0
06/01/2018 07:56:00.360000,2.63,27.0,73.0
06/01/2018 07:58:40.510000,2.49,27.0,73.0
06/01/2018 08:02:40.310000,2.55,28.0,73.0
06/01/2018 08:05:20.330000,2.73,28.0,72.0
06/01/2018 08:08:00.323333,2.83,28.0,72.0
06/01/2018 08:10:40.313333,2.3,29.0,72.0
06/01/2018 08:14:40.333333,2.8,30.0,72.0
06/01/2018 08:17:20.316666,2.32,29.0,71.0
06/01/2018 08:20:00.316666,2.63,30.0,71.0
06/01/2018 08:22:40.330000,2.47,30.0,71.0
06/01/2018 08:26:40.316666,2.21,29.0,71.0
06/01/2018 08:29:20.323333,2.49,29.0,70.0
06/01/2018 08:32:00.326666,2.26,30.0,71.0
06/01/2018 08:34:40.333333,1.98,29.0,70.0
06/01/2018 08:38:40.343333,2.77,29.0,70.0
06/01/2018 08:41:20.346666,2.63,29.0,70.0
06/01/2018 08:44:00.400000,2.28,30.0,70.0
06/01/2018 08:46:40.396666,2.1,30.0,70.0
06/01/2018 08:50:40.343333,2.77,30.0,70.0
06/01/2018 08:53:20.343333,2.38,31.0,70.0
06/01/2018 08:56:00.403333,2.88,31.0,70.0
06/01/2018 08:58:40.360000,2.86,31.0,70.0
06/01/2018 09:02:40.363333,3.0,31.0,69.0
06/01/2018 09:05:20.360000,2.33,31.0,69.0
06/01/2018 09:08:00.450000,2.72,31.0,69.0
06/01/2018 09:10:40.373333,2.67,32.0,69.0
06/01/2018 09:14:40.366666,3.44,33.0,69.0
06/01/2018 09:17:20.383333,3.23,33.0,69.0
06/01/2018 09:20:00.406666,3.21,34.0,69.0
06/01/2018 09:22:40.370000,3.02,34.0,69.0
06/01/2018 09:26:40.393333,3.65,34.0,69.0
06/01/2018 09:29:20.370000,3.14,34.0,68.0
06/01/2018 09:32:00.380000,2.65,35.0,68.0
06/01/2018 09:34:40.380000,3.63,35.0,68.0
06/01/2018 09:38:40.376666,3.26,35.0,68.0
06/01/2018 09:41:20.393333,3.66,36.0,68.0
06/01/2018 09:44:00.380000,2.67,36.0,68.0
06/01/2018 09:46:40.446666,3.6,36.0,68.0
06/01/2018 09:50:40.413333,3.19,36.0,68.0
06/01/2018 09:53:20.410000,3.17,36.0,68.0
06/01/2018 09:56:00.386666,2.88,36.0,67.0
06/01/2018 09:58:40.396666,2.8,37.0,68.0
06/01/2018 10:02:40.416666,2.92,37.0,67.0
06/01/2018 10:05:20.386666,3.23,37.0,67.0
06/01/2018 10:08:00.396666,3.5,37.0,67.0
06/01/2018 10:10:40.443333,3.49,38.0,67.0
06/01/2018 10:14:40.556666,3.53,38.0,67.0
06/01/2018 10:17:20.410000,3.49,38.0,67.0
06/01/2018 10:20:00.416666,3.0,38.0,67.0
06/01/2018 10:22:40.436666,3.5,38.0,67.0
06/01/2018 10:26:40.426666,3.7,38.0,67.0
06/01/2018 10:29:20.470000,3.9,38.0,67.0
06/01/2018 10:32:00.420000,3.07,37.0,67.0
06/01/2018 10:34:40.413333,3.25,36.0,67.0
06/01/2018 10:38:40.433333,2.86,37.0,67.0
06/01/2018 10:41:20.420000,4.07,37.0,67.0
06/01/2018 10:44:00.473333,4.6,36.0,67.0
06/01/2018 10:46:40.510000,3.58,36.0,67.0
06/01/2018 10:50:40.440000,3.56,35.0,67.0
06/01/2018 10:53:20.446666,3.35,35.0,66.0
06/01/2018 10:56:00.443333,3.67,35.0,67.0
06/01/2018 10:58:40.786666,3.44,34.0,67.0
06/01/2018 11:02:40.500000,2.64,33.0,67.0
06/01/2018 11:05:20.443333,3.0,33.0,67.0
06/01/2018 11:08:00.456666,3.34,31.0,66.0
06/01/2018 11:10:40.463333,2.78,31.0,66.0
06/01/2018 11:14:40.470000,2.51,30.0,66.0
06/01/2018 11:17:20.460000,2.75,30.0,66.0
06/01/2018 11:20:00.453333,2.09,30.0,66.0
06/01/2018 11:22:40.476666,1.74,30.0,66.0
06/01/2018 11:26:40.476666,2.34,30.0,66.0
06/01/2018 11:29:20.466666,1.63,29.0,66.0
06/01/2018 11:32:00.570000,1.84,29.0,66.0
06/01/2018 11:34:40.493333,1.57,29.0,66.0
06/01/2018 11:38:40.596666,1.67,30.0,66.0
06/01/2018 11:41:30.993333,1.35,29.0,66.0
06/01/2018 11:44:10.980000,2.53,30.0,66.0
06/01/2018 11:46:50.976666,2.21,30.0,65.0
06/01/2018 11:49:31.006666,2.3,31.0,65.0
06/01/2018 11:53:30.980000,2.05,30.0,65.0
06/01/2018 11:56:10.990000,2.28,30.0,65.0
06/01/2018 11:58:51.000000,2.1,29.0,65.0
06/01/2018 12:01:30.990000,1.79,29.0,65.0
06/01/2018 12:05:30.980000,1.71,29.0,65.0
06/01/2018 12:08:10.996666,1.73,28.0,65.0
06/01/2018 12:10:51.010000,2.5,29.0,65.0
06/01/2018 12:13:31.000000,1.98,29.0,65.0
06/01/2018 12:17:30.996666,1.86,29.0,65.0
06/01/2018 12:20:11.116666,2.19,30.0,65.0
06/01/2018 12:22:51.006666,2.54,31.0,65.0
06/01/2018 12:25:31.013333,1.42,31.0,65.0
06/01/2018 12:29:31.026666,1.76,32.0,65.0
06/01/2018 12:32:11.036666,2.36,33.0,65.0
06/01/2018 12:34:51.063333,2.0,34.0,65.0
06/01/2018 12:37:31.116666,2.64,34.0,65.0
06/01/2018 12:41:31.020000,1.74,34.0,65.0
06/01/2018 12:44:11.040000,2.53,34.0,65.0
06/01/2018 12:46:51.173333,1.66,34.0,66.0
06/01/2018 12:49:31.150000,2.65,34.0,66.0
06/01/2018 12:53:31.053333,3.88,34.0,66.0
06/01/2018 12:56:11.053333,4.35,33.0,66.0
06/01/2018 12:58:51.056666,3.22,32.0,66.0
06/01/2018 13:01:31.023333,3.43,33.0,67.0
06/01/2018 13:05:31.090000,3.84,32.0,67.0
06/01/2018 13:08:11.133333,4.51,32.0,67.0
06/01/2018 13:10:51.036666,4.02,32.0,68.0
06/01/2018 13:13:31.040000,4.05,31.0,68.0
06/01/2018 13:17:31.093333,3.93,31.0,68.0
06/01/2018 13:20:11.036666,2.65,29.0,69.0
06/01/2018 13:22:51.053333,3.41,30.0,69.0
06/01/2018 13:25:31.046666,2.3,30.0,69.0
06/01/2018 13:29:31.113333,3.05,29.0,69.0
06/01/2018 13:32:11.056666,3.53,28.0,70.0
06/01/2018 13:34:51.076666,3.14,27.0,70.0
06/01/2018 13:37:31.073333,3.63,28.0,70.0
06/01/2018 13:41:31.053333,5.39,25.0,71.0
06/01/2018 13:44:11.066666,5.12,24.0,71.0
06/01/2018 13:46:51.166666,5.28,24.0,71.0
06/01/2018 13:49:31.136666,5.38,24.0,72.0
06/01/2018 13:53:31.070000,4.77,25.0,72.0
06/01/2018 13:56:11.093333,4.65,24.0,73.0
06/01/2018 13:58:51.136666,4.57,24.0,73.0
06/01/2018 14:01:31.086666,3.91,24.0,73.0
06/01/2018 14:05:31.340000,4.93,25.0,74.0
06/01/2018 14:08:11.100000,5.18,24.0,74.0
06/01/2018 14:10:51.080000,3.74,23.0,75.0
06/01/2018 14:13:31.110000,3.71,23.0,75.0
06/01/2018 14:17:31.190000,3.32,22.0,76.0
06/01/2018 14:20:11.093333,3.37,23.0,76.0
06/01/2018 14:22:51.100000,3.09,22.0,76.0
06/01/2018 14:25:31.446666,2.9,22.0,77.0
06/01/2018 14:29:31.163333,2.65,21.0,77.0
06/01/2018 14:32:11.116666,2.16,20.0,77.0
06/01/2018 14:34:51.096666,1.35,20.0,78.0
06/01/2018 14:37:31.246666,1.72,19.0,78.0
06/01/2018 14:41:31.116666,2.0,18.0,78.0
06/01/2018 14:44:11.106666,1.86,17.0,78.0
06/01/2018 14:46:51.210000,2.31,16.0,78.0
06/01/2018 14:49:31.130000,2.12,15.0,78.0
06/01/2018 14:53:31.126666,3.05,15.0,78.0
06/01/2018 14:56:11.130000,2.86,15.0,78.0
06/01/2018 14:58:51.210000,2.63,15.0,78.0
06/01/2018 15:01:31.116666,3.02,14.0,78.0
06/01/2018 15:05:31.116666,1.81,15.0,79.0
06/01/2018 15:08:11.243333,2.73,14.0,79.0
06/01/2018 15:10:51.353333,2.07,14.0,79.0
06/01/2018 15:13:31.130000,1.6,15.0,79.0
06/01/2018 15:17:31.150000,1.0,14.0,80.0
06/01/2018 15:20:11.230000,1.27,14.0,80.0
06/01/2018 15:22:51.153333,0.62,14.0,81.0
06/01/2018 15:25:31.156666,0.84,14.0,81.0
06/01/2018 15:29:31.170000,0.5,12.0,81.0
06/01/2018 15:32:11.146666,0.93,12.0,82.0
06/01/2018 15:34:51.140000,0.35,11.0,82.0
06/01/2018 15:37:31.150000,0.23,10.0,82.0
06/01/2018 15:41:31.163333,0.72,11.0,82.0
06/01/2018 15:44:11.190000,0.52,8.0,83.0
06/01/2018 15:46:51.996666,0.52,8.0,83.0
06/01/2018 15:49:31.286666,0.14,8.0,83.0
06/01/2018 15:53:31.170000,0.2,7.0,83.0
06/01/2018 15:56:11.463333,0.2,7.0,84.0
