InstrumentName, APCD B,,
StartTime, 2018-06-01 00:00:00,,
EndTime, 2018-06-30 23:59:59,,
Date,PM2.5,humidity,temp_f
06/01/2018 00:02:07.566666,0.17,10.0,92.0
06/01/2018 00:04:47.250000,1.33,10.0,93.0
06/01/2018 00:07:27.366666,0.65,10.0,93.0
06/01/2018 00:11:27.253333,0.83,9.0,93.0
06/01/2018 00:14:07.540000,1.27,9.0,93.0
06/01/2018 00:16:47.346666,1.46,9.0,93.0
06/01/2018 00:19:32.033333,1.98,9.0,93.0
06/01/2018 00:26:17.446666,0.66,9.0,93.0
06/01/2018 00:28:57.350000,0.84,9.0,93.0
06/01/2018 00:31:37.330000,0.9,9.0,93.0
06/01/2018 00:35:37.356666,0.68,8.0,93.0
06/01/2018 00:38:17.670000,0.85,8.0,93.0
06/01/2018 00:40:57.356666,0.24,8.0,93.0
06/01/2018 00:43:37.293333,0.92,8.0,93.0
06/01/2018 00:47:37.656666,0.95,8.0,93.0
06/01/2018 00:50:17.326666,0.71,8.0,93.0
06/01/2018 00:52:57.416666,1.02,8.0,93.0
06/01/2018 00:55:38.536666,0.85,8.0,94.0
06/01/2018 00:59:37.390000,0.52,8.0,95.0
06/01/2018 02:31:37.503333,1.62,15.0,85.0
06/01/2018 02:38:17.440000,1.37,15.0,85.0
06/01/2018 02:43:37.596666,1.15,15.0,84.0
06/01/2018 02:47:37.406666,1.39,16.0,84.0
06/01/2018 02:50:17.420000,1.41,15.0,84.0
06/01/2018 02:52:57.743333,1.38,15.0,84.0
06/01/2018 02:55:37.536666,0.9,15.0,84.0
06/01/2018 02:59:38.956666,0.66,14.0,84.0
06/01/2018 03:02:17.430000,1.27,15.0,84.0
06/01/2018 03:04:57.623333,1.12,15.0,84.0
06/01/2018 03:07:37.730000,1.46,15.0,83.0
06/01/2018 03:11:37.676666,0.54,15.0,83.0
06/01/2018 03:14:17.736666,1.4,15.0,83.0
06/01/2018 03:16:57.666666,1.33,15.0,83.0
06/01/2018 03:19:37.516666,0.78,15.0,83.0
06/01/2018 03:23:37.826666,0.69,15.0,83.0
06/01/2018 03:26:18.006666,0.78,15.0,83.0
06/01/2018 03:28:58.060000,0.98,16.0,82.0
06/01/2018 03:31:38.033333,1.12,16.0,82.0
06/01/2018 03:35:37.493333,0.98,16.0,82.0
06/01/2018 03:38:17.536666,0.67,16.0,82.0
06/01/2018 03:40:57.513333,0.73,16.0,81.0
06/01/2018 03:43:37.440000,0.98,16.0,81.0
06/01/2018 03:47:37.866666,1.0,16.0,81.0
06/01/2018 03:50:17.526666,0.61,16.0,81.0
06/01/2018 03:52:57.706666,0.9,16.0,81.0
06/01/2018 03:55:37.533333,0.76,17.0,81.0
06/01/2018 03:59:37.653333,1.22,17.0,81.0
06/01/2018 04:02:18.046666,1.2,17.0,81.0
06/01/2018 04:04:57.780000,0.9,17.0,81.0
06/01/2018 04:07:37.596666,1.0,17.0,81.0
06/01/2018 04:11:37.720000,0.38,17.0,81.0
06/01/2018 04:14:17.806666,0.91,18.0,80.0
06/01/2018 04:16:58.256666,0.79,18.0,80.0
06/01/2018 04:19:38.473333,1.0,18.0,80.0
06/01/2018 04:23:37.746666,0.55,18.0,80.0
06/01/2018 04:26:18.853333,0.85,18.0,80.0
06/01/2018 04:28:57.746666,0.85,18.0,80.0
06/01/2018 04:31:37.756666,1.0,18.0,80.0
06/01/2018 04:35:37.916666,1.15,19.0,80.0
06/01/2018 04:38:17.860000,1.0,19.0,80.0
06/01/2018 04:40:58.206666,0.95,19.0,80.0
06/01/2018 04:43:37.473333,0.84,19.0,80.0
06/01/2018 04:47:37.806666,1.08,19.0,80.0
06/01/2018 04:50:17.840000,0.67,19.0,80.0
06/01/2018 04:52:58.843333,1.33,19.0,80.0
06/01/2018 04:55:38.370000,0.79,20.0,80.0
06/01/2018 04:59:37.463333,1.23,20.0,80.0
06/01/2018 05:02:17.513333,0.61,20.0,79.0
06/01/2018 05:04:57.810000,0.56,20.0,79.0
06/01/2018 05:07:37.476666,0.82,20.0,79.0
06/01/2018 05:11:37.743333,1.35,21.0,79.0
06/01/2018 05:14:17.603333,0.77,21.0,79.0
06/01/2018 05:16:58.186666,1.0,21.0,79.0
06/01/2018 05:19:37.813333,1.3,21.0,79.0
06/01/2018 05:23:38.100000,1.02,21.0,78.0
06/01/2018 05:26:17.876666,1.62,21.0,78.0
06/01/2018 05:28:57.676666,0.95,21.0,78.0
06/01/2018 05:31:37.833333,1.3,21.0,77.0
06/01/2018 05:35:38.696666,1.0,22.0,77.0
06/01/2018 05:38:17.810000,1.87,21.0,77.0
06/01/2018 05:40:57.790000,1.05,21.0,77.0
06/01/2018 05:43:38.210000,1.62,22.0,77.0
06/01/2018 05:47:37.970000,1.14,22.0,76.0
06/01/2018 05:50:19.296666,1.78,22.0,76.0
06/01/2018 05:53:01.526666,1.69,23.0,75.0
06/01/2018 05:55:48.436666,2.54,24.0,75.0
06/01/2018 05:58:27.656666,2.08,24.0,74.0
06/01/2018 06:02:28.046666,2.64,25.0,73.0
06/01/2018 06:05:08.000000,3.39,25.0,73.0
06/01/2018 06:07:47.746666,3.15,25.0,73.0
06/01/2018 06:10:27.883333,4.18,26.0,73.0
06/01/2018 06:14:27.540000,4.67,26.0,72.0
06/01/2018 06:17:07.800000,5.17,27.0,72.0
06/01/2018 06:19:47.940000,3.43,27.0,71.0
06/01/2018 06:22:27.663333,3.86,28.0,71.0
06/01/2018 06:26:33.056666,4.4,29.0,70.0
06/01/2018 06:29:07.573333,3.92,29.0,70.0
06/01/2018 06:31:47.656666,3.56,30.0,70.0
06/01/2018 06:34:27.690000,4.45,31.0,69.0
06/01/2018 06:38:27.770000,3.72,31.0,69.0
06/01/2018 06:41:08.336666,5.43,32.0,68.0
06/01/2018 06:43:47.753333,5.49,32.0,68.0
06/01/2018 06:46:27.630000,4.22,33.0,68.0
06/01/2018 06:50:28.416666,8.0,34.0,67.0
06/01/2018 06:53:07.613333,9.98,35.0,67.0
06/01/2018 06:55:47.686666,8.6,35.0,66.0
06/01/2018 06:58:28.013333,8.35,36.0,66.0
06/01/2018 07:02:27.553333,6.55,36.0,66.0
06/01/2018 07:05:07.710000,6.95,36.0,66.0
06/01/2018 07:07:47.706666,6.56,37.0,65.0
06/01/2018 07:10:29.590000,5.21,37.0,65.0
06/01/2018 07:14:27.796666,4.21,37.0,65.0
06/01/2018 07:17:07.590000,4.55,37.0,65.0
06/01/2018 07:19:47.716666,4.71,37.0,65.0
06/01/2018 07:22:28.036666,4.0,37.0,65.0
06/01/2018 07:26:27.836666,3.89,37.0,65.0
06/01/2018 07:29:07.680000,3.12,36.0,65.0
06/01/2018 07:31:47.696666,3.0,35.0,65.0
06/01/2018 07:34:27.656666,3.4,35.0,65.0
06/01/2018 07:38:28.063333,2.95,34.0,66.0
06/01/2018 07:43:58.046666,2.92,35.0,66.0
06/01/2018 07:46:38.356666,3.29,35.0,66.0
06/01/2018 07:50:37.780000,2.07,35.0,65.0
06/01/2018 07:53:17.653333,3.83,35.0,65.0
06/01/2018 07:55:58.706666,3.09,35.0,65.0
06/01/2018 07:58:38.270000,2.54,34.0,65.0
06/01/2018 08:02:38.546666,3.33,34.0,65.0
06/01/2018 08:05:17.903333,3.0,35.0,65.0
06/01/2018 08:07:58.216666,2.62,34.0,65.0
06/01/2018 08:10:37.666666,2.92,33.0,65.0
06/01/2018 08:14:37.996666,2.5,33.0,65.0
06/01/2018 08:17:17.600000,3.17,34.0,65.0
06/01/2018 08:19:59.006666,3.0,33.0,65.0
06/01/2018 08:22:37.940000,2.93,34.0,64.0
06/01/2018 08:26:37.860000,3.05,36.0,64.0
06/01/2018 08:29:19.176666,3.37,35.0,64.0
06/01/2018 08:31:57.626666,3.28,35.0,64.0
06/01/2018 08:33:17.580000,3.17,36.0,64.0
06/01/2018 08:38:38.196666,2.86,35.0,63.0
06/01/2018 08:41:18.280000,2.68,36.0,63.0
06/01/2018 08:43:58.890000,2.95,36.0,63.0
06/01/2018 08:46:37.733333,3.03,36.0,63.0
06/01/2018 08:50:41.283333,2.56,36.0,62.0
06/01/2018 08:53:17.836666,2.85,36.0,62.0
06/01/2018 08:55:57.670000,2.19,37.0,62.0
06/01/2018 08:58:37.803333,2.7,38.0,61.0
06/01/2018 09:02:37.740000,3.32,38.0,61.0
06/01/2018 09:05:17.800000,3.05,37.0,62.0
06/01/2018 09:07:57.893333,3.0,38.0,61.0
06/01/2018 09:10:37.773333,2.51,37.0,62.0
06/01/2018 09:14:38.350000,2.6,36.0,62.0
06/01/2018 09:15:59.740000,2.76,36.0,61.0
06/01/2018 09:20:07.710000,2.54,37.0,61.0
06/01/2018 09:22:48.846666,2.75,37.0,61.0
06/01/2018 09:25:27.716666,3.13,37.0,61.0
06/01/2018 09:29:34.030000,3.0,38.0,60.0
06/01/2018 09:32:07.813333,2.92,39.0,60.0
06/01/2018 09:34:48.003333,3.0,38.0,61.0
06/01/2018 09:37:28.096666,2.8,39.0,60.0
06/01/2018 09:41:36.160000,3.0,40.0,60.0
06/01/2018 09:44:07.773333,3.73,41.0,59.0
06/01/2018 09:46:47.793333,3.37,41.0,60.0
06/01/2018 09:49:27.930000,4.0,41.0,59.0
06/01/2018 09:53:27.806666,3.1,42.0,60.0
06/01/2018 09:56:07.780000,3.1,42.0,59.0
06/01/2018 09:58:47.773333,3.64,42.0,59.0
06/01/2018 10:01:28.703333,3.91,42.0,59.0
06/01/2018 10:05:27.723333,3.26,42.0,59.0
06/01/2018 10:08:07.713333,3.14,42.0,59.0
06/01/2018 10:10:47.710000,3.41,41.0,60.0
06/01/2018 10:13:27.880000,3.8,41.0,59.0
06/01/2018 10:17:27.706666,3.54,41.0,59.0
06/01/2018 10:20:07.773333,3.19,41.0,59.0
06/01/2018 10:22:47.703333,3.92,41.0,59.0
06/01/2018 10:25:27.780000,3.07,41.0,59.0
06/01/2018 10:29:27.713333,3.72,41.0,59.0
06/01/2018 10:32:07.820000,3.26,41.0,59.0
06/01/2018 10:34:48.406666,3.56,42.0,58.0
06/01/2018 10:37:27.736666,3.02,41.0,59.0
06/01/2018 10:41:27.893333,3.46,41.0,58.0
06/01/2018 10:44:07.690000,3.21,40.0,58.0
06/01/2018 10:46:47.800000,3.19,39.0,59.0
06/01/2018 10:49:27.676666,3.23,40.0,59.0
06/01/2018 10:53:27.940000,3.14,40.0,59.0
06/01/2018 10:56:07.840000,3.0,40.0,59.0
06/01/2018 10:58:47.913333,3.2,40.0,59.0
06/01/2018 11:01:27.976666,2.17,39.0,59.0
06/01/2018 11:05:27.836666,2.63,39.0,59.0
06/01/2018 11:08:08.246666,2.5,39.0,59.0
06/01/2018 11:10:47.816666,2.22,36.0,59.0
06/01/2018 11:13:28.140000,2.38,36.0,59.0
06/01/2018 11:17:27.780000,2.43,34.0,59.0
06/01/2018 11:20:07.880000,2.32,33.0,59.0
06/01/2018 11:22:47.933333,1.7,33.0,59.0
06/01/2018 11:25:27.836666,1.88,33.0,60.0
06/01/2018 11:29:27.963333,2.2,33.0,60.0
06/01/2018 11:32:07.946666,2.46,33.0,59.0
06/01/2018 11:34:48.013333,2.32,34.0,59.0
06/01/2018 11:37:28.260000,1.73,34.0,59.0
06/01/2018 11:41:27.843333,2.4,35.0,58.0
06/01/2018 11:44:07.796666,2.32,37.0,57.0
06/01/2018 11:46:47.923333,2.17,37.0,58.0
06/01/2018 11:49:27.893333,2.26,37.0,58.0
06/01/2018 11:53:28.236666,2.33,38.0,58.0
06/01/2018 11:56:07.780000,2.5,37.0,58.0
06/01/2018 11:58:48.316666,2.58,37.0,58.0
06/01/2018 12:01:27.766666,2.44,37.0,58.0
06/01/2018 12:05:27.916666,2.26,38.0,57.0
06/01/2018 12:08:08.230000,2.44,38.0,58.0
06/01/2018 12:10:47.983333,2.0,37.0,58.0
06/01/2018 12:13:28.056666,1.8,37.0,58.0
06/01/2018 12:17:28.206666,3.15,39.0,58.0
06/01/2018 12:20:07.903333,2.74,38.0,59.0
06/01/2018 12:22:47.806666,3.22,37.0,60.0
06/01/2018 12:25:28.313333,3.42,36.0,62.0
06/01/2018 12:29:28.080000,3.1,36.0,62.0
06/01/2018 12:32:07.816666,3.86,35.0,63.0
06/01/2018 12:34:47.863333,4.24,35.0,64.0
06/01/2018 12:37:28.096666,3.88,34.0,65.0
06/01/2018 12:41:28.076666,3.42,32.0,65.0
06/01/2018 12:44:08.480000,3.17,31.0,67.0
06/01/2018 12:46:48.246666,2.39,31.0,66.0
06/01/2018 12:49:28.020000,1.86,31.0,65.0
06/01/2018 12:53:28.000000,2.7,29.0,69.0
06/01/2018 12:56:08.043333,1.46,27.0,70.0
06/01/2018 12:58:48.396666,1.63,28.0,69.0
06/01/2018 13:01:27.860000,3.08,30.0,67.0
06/01/2018 13:05:28.190000,2.73,28.0,68.0
06/01/2018 13:08:07.916666,2.76,27.0,69.0
06/01/2018 13:10:48.156666,1.48,25.0,71.0
06/01/2018 13:13:28.150000,2.4,24.0,71.0
06/01/2018 13:17:27.896666,2.45,24.0,71.0
06/01/2018 13:20:07.973333,2.31,23.0,72.0
06/01/2018 13:22:48.060000,1.52,22.0,74.0
06/01/2018 13:25:27.903333,2.12,21.0,75.0
06/01/2018 13:29:28.436666,2.0,23.0,72.0
06/01/2018 13:32:07.900000,2.81,24.0,73.0
06/01/2018 13:34:48.046666,2.37,23.0,74.0
06/01/2018 13:37:27.930000,1.98,22.0,77.0
06/01/2018 13:41:28.160000,2.1,20.0,78.0
06/01/2018 13:44:08.016666,3.18,22.0,75.0
06/01/2018 13:46:47.913333,2.58,21.0,78.0
06/01/2018 13:49:27.876666,2.12,20.0,79.0
06/01/2018 13:53:27.900000,3.02,18.0,79.0
06/01/2018 13:56:07.973333,2.68,17.0,80.0
06/01/2018 13:58:47.913333,3.14,18.0,78.0
06/01/2018 14:01:27.883333,2.79,18.0,79.0
06/01/2018 14:05:28.130000,2.61,18.0,78.0
06/01/2018 14:08:08.130000,2.02,19.0,80.0
06/01/2018 14:10:47.993333,2.02,18.0,80.0
06/01/2018 14:13:27.930000,2.34,18.0,81.0
06/01/2018 14:17:28.226666,2.61,17.0,83.0
06/01/2018 14:20:07.960000,2.36,16.0,85.0
06/01/2018 14:22:48.203333,2.32,15.0,86.0
06/01/2018 14:25:28.150000,1.78,15.0,86.0
06/01/2018 14:29:28.063333,2.34,14.0,86.0
06/01/2018 14:32:08.040000,2.72,13.0,87.0
06/01/2018 14:34:48.236666,2.39,13.0,88.0
06/01/2018 14:37:28.176666,3.0,12.0,88.0
06/01/2018 14:41:28.013333,2.36,13.0,88.0
06/01/2018 14:44:08.070000,2.08,12.0,90.0
06/01/2018 14:46:48.240000,2.2,11.0,89.0
06/01/2018 14:49:27.976666,2.24,11.0,85.0
06/01/2018 14:53:28.006666,3.19,12.0,85.0
06/01/2018 14:56:07.976666,2.59,11.0,87.0
06/01/2018 14:58:48.086666,4.72,13.0,83.0
06/01/2018 15:01:27.923333,5.13,15.0,81.0
06/01/2018 15:05:28.116666,3.25,13.0,84.0
06/01/2018 15:08:08.136666,3.93,13.0,85.0
06/01/2018 15:10:47.976666,4.84,12.0,87.0
06/01/2018 15:13:28.066666,4.88,11.0,88.0
06/01/2018 15:17:28.290000,4.54,11.0,88.0
06/01/2018 15:20:08.170000,3.77,10.0,88.0
06/01/2018 15:22:47.953333,3.46,10.0,89.0
06/01/2018 15:25:28.060000,3.8,10.0,90.0
06/01/2018 15:29:28.033333,3.47,9.0,90.0
06/01/2018 15:32:08.000000,3.3,8.0,91.0
06/01/2018 15:34:48.200000,1.9,7.0,91.0
06/01/2018 15:37:28.170000,1.59,7.0,91.0
06/01/2018 15:41:28.296666,2.42,6.0,91.0
06/01/2018 15:44:07.946666,2.03,6.0,92.0
06/01/2018 15:46:48.110000,2.05,6.0,92.0
06/01/2018 15:49:28.060000,1.24,7.0,93.0
06/01/2018 15:53:28.086666,1.0,5.0,93.0
06/01/2018 15:56:08.246666,1.14,5.0,92.0
06/01/2018 15:58:48.083333,1.2,5.0,92.0
