InstrumentName, Construction Dust Monitor (B) [Sensor B],,
06/19/2018 14:59:37.000000,3.05,4.4,4.0
06/19/2018 15:04:57.000000,2.95,3.88,3.88
06/19/2018 15:08:57.000000,3.4,5.05,4.76
06/19/2018 15:11:36.000000,3.9,5.86,5.69
06/19/2018 15:14:17.000000,4.54,7.24,6.1
06/19/2018 15:16:56.000000,4.73,6.56,5.95
06/19/2018 15:20:56.000000,3.88,6.02,5.36
06/19/2018 15:23:36.000000,4.71,6.71,6.34
06/19/2018 15:26:16.000000,4.71,6.38,6.38
06/19/2018 15:28:56.000000,5.02,7.49,6.8
06/19/2018 15:32:56.000000,5.22,7.49,6.9
06/19/2018 15:35:36.000000,5.0,6.78,6.7
06/19/2018 15:38:16.000000,4.78,6.85,6.27
06/19/2018 15:40:56.000000,4.8,6.82,6.47
06/19/2018 15:44:56.000000,4.38,5.69,5.62
06/19/2018 15:47:36.000000,3.95,5.81,5.31
06/19/2018 15:50:16.000000,5.48,6.9,6.76
06/19/2018 15:52:56.000000,4.53,7.43,6.1
06/19/2018 15:56:56.000000,4.64,6.64,6.36
06/19/2018 15:59:36.000000,4.27,6.49,5.73
06/19/2018 16:02:16.000000,4.1,5.57,5.57
06/19/2018 16:04:56.000000,4.1,6.07,5.62
06/19/2018 16:08:56.000000,9.22,12.56,11.83
06/19/2018 16:11:36.000000,3.93,6.12,5.27
06/19/2018 16:14:16.000000,3.15,6.35,5.18
06/19/2018 16:16:56.000000,4.9,6.14,5.95
06/19/2018 16:20:56.000000,4.58,7.0,6.51
06/19/2018 16:23:37.000000,4.63,6.39,6.0
06/19/2018 16:26:16.000000,4.12,6.32,5.59
06/19/2018 16:28:56.000000,4.32,6.15,5.7
06/19/2018 16:32:56.000000,7.02,10.15,9.24
06/19/2018 16:35:37.000000,3.51,4.93,4.54
06/19/2018 16:38:16.000000,4.9,6.73,6.41
06/19/2018 16:40:56.000000,4.02,5.69,5.48
06/19/2018 16:44:56.000000,4.1,5.46,5.05
06/19/2018 16:47:36.000000,4.1,5.79,5.45
06/19/2018 16:50:17.000000,4.03,5.28,5.28
06/19/2018 16:52:56.000000,4.27,5.8,5.66
06/19/2018 16:55:37.000000,3.72,4.95,4.65
06/19/2018 16:59:36.000000,4.22,5.22,4.98
06/19/2018 17:02:16.000000,3.61,4.54,4.32
06/19/2018 17:04:57.000000,3.72,4.67,4.44
06/19/2018 17:08:56.000000,3.66,4.98,4.68
06/19/2018 17:11:36.000000,3.72,5.07,4.58
06/19/2018 17:14:17.000000,2.68,3.22,3.22
06/19/2018 17:16:56.000000,3.53,4.65,4.4
06/19/2018 17:20:57.000000,4.03,5.1,4.7
06/19/2018 17:23:36.000000,4.71,6.02,5.69
06/19/2018 17:26:17.000000,3.55,5.0,4.4
06/19/2018 17:28:56.000000,3.4,4.78,4.68
06/19/2018 17:32:56.000000,3.32,4.49,4.07
06/19/2018 17:35:36.000000,3.6,4.9,4.64
06/19/2018 17:38:16.000000,3.73,5.0,4.46
06/19/2018 17:40:56.000000,3.39,4.12,4.05
06/19/2018 17:44:56.000000,3.24,4.05,4.05
06/19/2018 17:47:36.000000,3.25,4.3,4.25
06/19/2018 17:50:18.000000,2.83,3.8,3.78
06/19/2018 17:52:57.000000,3.49,4.49,4.37
06/19/2018 17:56:56.000000,3.13,4.21,4.0
06/19/2018 17:59:37.000000,3.63,4.68,4.39
06/19/2018 18:02:16.000000,2.25,3.08,2.89
06/19/2018 18:04:57.000000,2.65,4.18,3.58
06/19/2018 18:08:56.000000,2.29,3.37,2.93
06/19/2018 18:11:37.000000,2.57,3.57,3.54
06/19/2018 18:14:16.000000,3.33,4.05,3.75
06/19/2018 18:16:57.000000,3.81,4.49,4.43
06/19/2018 18:20:57.000000,3.1,3.81,3.81
06/19/2018 18:23:36.000000,4.0,5.37,5.17
06/19/2018 18:26:17.000000,3.44,4.35,3.95
06/19/2018 18:28:56.000000,3.03,4.03,3.6
06/19/2018 18:32:59.000000,3.09,4.65,3.88
06/19/2018 18:35:36.000000,3.24,4.2,4.05
06/19/2018 18:38:16.000000,3.14,4.14,3.73
06/19/2018 18:40:57.000000,3.45,3.8,3.8
06/19/2018 18:44:58.000000,3.0,3.85,3.69
06/19/2018 18:47:36.000000,2.85,4.2,3.6
06/19/2018 18:50:20.000000,3.12,3.43,3.43
06/19/2018 18:52:56.000000,2.73,3.54,3.46
06/19/2018 18:56:57.000000,3.45,4.61,4.24
06/19/2018 18:59:37.000000,2.8,3.71,3.71
06/19/2018 19:02:16.000000,3.29,3.8,3.8
06/19/2018 19:04:57.000000,3.35,5.7,4.25
06/19/2018 19:07:37.000000,4.0,5.02,4.8
06/19/2018 19:11:37.000000,2.68,4.34,3.49
06/19/2018 19:14:17.000000,2.88,2.98,2.98
06/19/2018 19:16:56.000000,2.83,4.22,3.76
06/19/2018 19:20:56.000000,2.85,3.22,3.22
06/19/2018 19:23:36.000000,3.39,5.0,4.37
06/19/2018 19:26:17.000000,2.61,3.93,3.32
06/19/2018 19:28:56.000000,3.37,4.22,3.97
06/19/2018 19:32:57.000000,7.93,11.76,10.63
06/19/2018 19:35:36.000000,4.68,6.76,6.1
06/19/2018 19:38:16.000000,5.83,8.98,7.88
06/19/2018 19:40:57.000000,5.44,7.27,6.76
06/19/2018 19:43:37.000000,5.9,7.15,7.15
06/19/2018 19:47:37.000000,4.05,6.55,5.67
06/19/2018 19:50:17.000000,6.2,8.0,7.32
06/19/2018 19:52:56.000000,4.21,5.6,5.21
06/19/2018 19:56:57.000000,4.15,5.72,5.45
06/19/2018 19:59:36.000000,3.86,5.1,4.5
06/19/2018 20:02:17.000000,3.88,5.17,4.9
06/19/2018 20:04:57.000000,5.07,6.49,5.8
06/19/2018 20:07:37.000000,3.67,5.12,4.67
06/19/2018 20:11:37.000000,6.79,8.36,7.9
06/19/2018 20:14:16.000000,4.02,5.24,4.88
06/19/2018 20:16:56.000000,3.65,5.05,4.57
06/19/2018 20:19:36.000000,5.8,7.78,6.95
06/19/2018 20:23:36.000000,5.73,7.12,6.95
06/19/2018 20:26:17.000000,5.05,6.76,6.76
06/19/2018 20:28:57.000000,6.07,7.55,7.14
06/19/2018 20:32:57.000000,6.25,9.13,8.4
06/19/2018 20:35:36.000000,5.78,7.93,7.24
06/19/2018 20:38:17.000000,4.58,5.87,5.87
06/19/2018 20:41:01.000000,4.8,7.73,6.15
06/19/2018 20:44:56.000000,5.5,8.14,7.21
06/19/2018 20:47:37.000000,5.05,6.0,6.0
06/19/2018 20:50:17.000000,4.22,5.71,5.46
06/19/2018 20:52:56.000000,4.95,6.14,5.83
06/19/2018 20:56:57.000000,4.15,5.85,5.34
06/19/2018 20:59:36.000000,4.43,5.95,5.6
06/19/2018 21:02:16.000000,3.38,4.86,4.52
06/19/2018 21:04:57.000000,4.79,7.0,6.36
06/19/2018 21:08:56.000000,4.12,6.21,5.19
06/19/2018 21:11:37.000000,3.33,4.67,4.36
06/19/2018 21:14:16.000000,3.74,5.14,4.86
06/19/2018 21:16:57.000000,2.93,4.68,3.93
06/19/2018 21:20:57.000000,4.65,5.98,5.49
06/19/2018 21:23:37.000000,2.83,3.88,3.54
06/19/2018 21:26:16.000000,2.83,4.53,3.65
06/19/2018 21:28:57.000000,4.93,6.97,6.62
06/19/2018 21:32:57.000000,5.07,7.02,6.2
06/19/2018 21:35:36.000000,2.29,3.1,3.1
06/19/2018 21:38:16.000000,2.1,3.79,2.83
06/19/2018 21:40:56.000000,1.51,2.15,2.15
06/19/2018 21:44:56.000000,4.0,4.55,4.43
06/19/2018 21:47:36.000000,3.9,5.51,4.61
06/19/2018 21:50:19.000000,2.2,3.56,2.83
06/19/2018 21:52:57.000000,2.81,3.98,3.64
06/19/2018 21:56:57.000000,3.71,5.17,4.9
06/19/2018 21:59:36.000000,3.17,4.12,3.65
06/19/2018 22:02:17.000000,3.1,3.73,3.46
06/19/2018 22:04:57.000000,3.5,4.53,4.28
06/19/2018 22:08:57.000000,3.45,4.5,4.35
06/19/2018 22:11:37.000000,1.76,2.55,2.55
06/19/2018 22:14:17.000000,2.63,3.51,3.51
06/19/2018 22:16:56.000000,2.56,3.41,3.15
06/19/2018 22:20:57.000000,2.54,3.54,2.98
06/19/2018 22:23:36.000000,2.83,4.0,3.6
06/19/2018 22:26:17.000000,2.02,3.6,2.58
06/19/2018 22:30:16.000000,2.98,5.68,4.2
06/19/2018 22:40:57.000000,2.24,3.32,3.07
06/19/2018 22:43:37.000000,3.05,4.17,3.63
06/19/2018 22:47:36.000000,2.54,4.1,3.54
06/19/2018 22:50:16.000000,2.93,3.62,3.12
06/19/2018 22:52:57.000000,3.37,5.1,4.15
06/19/2018 22:55:36.000000,3.37,5.37,4.9
06/19/2018 22:59:37.000000,3.81,5.93,4.98
06/19/2018 23:02:16.000000,4.8,6.78,6.27
06/19/2018 23:04:57.000000,3.88,5.38,5.02
06/19/2018 23:07:37.000000,4.34,6.51,5.37
06/19/2018 23:11:37.000000,5.29,8.2,6.27
06/19/2018 23:14:17.000000,5.95,7.8,7.63
06/19/2018 23:16:57.000000,5.62,7.36,7.05
06/19/2018 23:19:36.000000,5.17,7.55,6.62
06/19/2018 23:23:37.000000,4.57,6.4,5.88
06/19/2018 23:26:17.000000,4.95,7.45,6.22
06/19/2018 23:28:57.000000,4.56,5.71,5.56
06/19/2018 23:31:37.000000,4.1,5.8,4.93
06/19/2018 23:35:36.000000,4.37,5.18,5.18
06/19/2018 23:38:17.000000,3.81,5.36,4.83
06/19/2018 23:40:56.000000,3.9,5.55,5.24
06/19/2018 23:43:36.000000,3.59,4.76,4.59
06/19/2018 23:47:36.000000,4.0,5.5,5.4
06/19/2018 23:50:17.000000,3.45,4.37,4.37
06/19/2018 23:52:56.000000,3.7,5.55,5.22
06/19/2018 23:55:37.000000,4.02,5.27,5.12
06/19/2018 23:59:37.000000,4.07,5.45,5.45
06/20/2018 00:02:17.000000,4.24,5.74,5.6
06/20/2018 00:04:57.000000,3.69,5.21,4.71
06/20/2018 00:07:37.000000,3.93,4.88,4.74
06/20/2018 00:11:22.000000,8.0,12.0,12.0
06/20/2018 00:14:02.000000,6.22,7.85,7.37
06/20/2018 00:16:42.000000,4.55,6.19,5.64
06/20/2018 00:20:42.000000,4.78,6.25,6.03
06/20/2018 00:23:22.000000,3.86,5.0,4.64
06/20/2018 00:26:02.000000,3.79,5.51,5.26
06/20/2018 00:28:42.000000,4.0,5.37,4.63
06/20/2018 00:32:42.000000,4.85,8.22,6.8
06/20/2018 00:35:22.000000,5.12,9.23,6.47
06/20/2018 00:38:04.000000,4.6,7.62,6.02
06/20/2018 00:40:42.000000,6.21,10.44,8.62
06/20/2018 00:44:42.000000,3.81,5.83,5.14
06/20/2018 00:47:22.000000,3.62,5.24,4.74
06/20/2018 00:50:02.000000,2.0,3.66,3.12
06/20/2018 00:52:42.000000,2.52,4.07,3.74
06/20/2018 00:56:42.000000,2.33,4.17,3.12
06/20/2018 00:59:22.000000,2.02,3.27,3.1
06/20/2018 01:02:02.000000,2.32,3.95,3.32
06/20/2018 01:04:43.000000,2.78,3.98,3.41
06/20/2018 01:08:42.000000,2.45,5.1,3.67
06/20/2018 01:11:22.000000,2.51,3.91,3.6
06/20/2018 01:14:02.000000,2.71,3.78,3.66
06/20/2018 01:16:42.000000,2.24,3.78,3.2
06/20/2018 01:20:42.000000,2.0,4.24,3.34
06/20/2018 01:23:22.000000,2.51,3.9,3.24
06/20/2018 01:26:02.000000,1.9,3.71,2.93
06/20/2018 01:28:42.000000,2.02,4.44,3.07
06/20/2018 01:32:41.000000,2.0,2.62,2.45
06/20/2018 01:35:22.000000,1.41,2.93,2.46
06/20/2018 01:38:02.000000,1.93,2.62,2.62
06/20/2018 01:40:42.000000,1.29,2.02,1.95
06/20/2018 01:44:42.000000,1.98,3.32,2.71
06/20/2018 01:47:22.000000,1.63,2.68,2.44
06/20/2018 01:50:02.000000,1.55,2.71,2.33
06/20/2018 01:52:42.000000,2.0,3.41,3.02
06/20/2018 01:56:42.000000,1.67,2.3,2.3
06/20/2018 01:59:22.000000,1.56,2.61,2.41
06/20/2018 02:02:02.000000,1.64,2.46,1.97
06/20/2018 02:04:42.000000,3.02,4.49,3.9
06/20/2018 02:08:42.000000,2.38,2.79,2.79
06/20/2018 02:11:22.000000,2.0,2.78,2.75
06/20/2018 02:14:02.000000,0.86,1.33,1.24
06/20/2018 02:16:42.000000,1.59,2.41,2.13
06/20/2018 02:20:42.000000,6.66,8.63,8.17
06/20/2018 02:23:22.000000,0.45,1.48,1.17
06/20/2018 02:26:02.000000,1.48,2.12,2.0
06/20/2018 02:28:42.000000,1.07,2.45,1.83
06/20/2018 02:32:42.000000,0.49,1.49,1.49
06/20/2018 02:35:22.000000,0.8,1.73,1.51
06/20/2018 02:38:02.000000,1.5,2.6,2.19
06/20/2018 02:40:42.000000,1.1,2.12,1.69
06/20/2018 02:44:42.000000,1.29,2.45,2.14
06/20/2018 02:47:22.000000,1.1,2.14,1.5
06/20/2018 02:50:02.000000,1.68,2.9,2.32
06/20/2018 02:52:42.000000,1.92,2.83,2.53
06/20/2018 02:56:42.000000,1.29,2.33,1.76
06/20/2018 02:59:22.000000,1.93,3.26,2.84
06/20/2018 03:02:02.000000,0.84,2.26,2.13
06/20/2018 03:04:42.000000,1.05,1.9,1.71
06/20/2018 03:08:42.000000,1.69,2.74,2.48
06/20/2018 03:11:22.000000,1.76,2.22,2.22
06/20/2018 03:14:02.000000,0.88,1.88,1.63
06/20/2018 03:16:42.000000,2.0,2.32,2.22
06/20/2018 03:20:42.000000,0.93,1.55,1.55
06/20/2018 03:23:22.000000,1.9,3.34,2.39
06/20/2018 03:26:02.000000,1.55,2.14,2.0
06/20/2018 03:28:42.000000,1.29,2.33,1.95
06/20/2018 03:32:41.000000,0.98,2.02,1.55
06/20/2018 03:35:22.000000,1.15,1.93,1.93
06/20/2018 03:38:02.000000,1.95,2.71,2.71
06/20/2018 03:40:42.000000,1.44,2.02,1.8
06/20/2018 03:44:42.000000,1.93,2.28,2.21
06/20/2018 03:47:22.000000,1.31,3.17,2.45
06/20/2018 03:50:02.000000,1.76,2.93,2.34
06/20/2018 03:52:42.000000,2.12,2.9,2.76
06/20/2018 03:56:42.000000,2.0,2.81,2.81
06/20/2018 03:59:22.000000,2.12,4.02,3.29
06/20/2018 04:02:02.000000,2.22,3.22,2.76
06/20/2018 04:04:42.000000,1.91,2.72,2.23
06/20/2018 04:08:42.000000,1.9,2.67,2.67
06/20/2018 04:11:22.000000,2.55,4.0,3.34
06/20/2018 04:14:02.000000,2.46,3.8,3.17
06/20/2018 04:16:42.000000,2.7,3.58,3.58
06/20/2018 04:20:42.000000,2.0,2.95,2.73
06/20/2018 04:23:22.000000,2.49,3.73,3.29
06/20/2018 04:26:02.000000,2.69,3.29,3.05
06/20/2018 04:28:42.000000,2.0,2.93,2.71
06/20/2018 04:32:42.000000,3.1,4.5,3.93
06/20/2018 04:35:22.000000,2.51,4.44,3.87
06/20/2018 04:38:02.000000,2.71,3.8,3.61
06/20/2018 04:40:42.000000,2.46,3.88,3.34
06/20/2018 04:44:42.000000,2.38,3.43,3.07
06/20/2018 04:47:22.000000,2.45,3.72,3.53
06/20/2018 04:50:02.000000,3.12,4.3,3.83
06/20/2018 04:52:42.000000,2.8,3.9,3.76
06/20/2018 04:56:42.000000,2.71,4.07,3.26
06/20/2018 04:59:22.000000,3.02,4.43,4.02
06/20/2018 05:02:02.000000,2.42,3.07,2.79
06/20/2018 05:04:42.000000,3.56,4.58,4.33
06/20/2018 05:08:42.000000,2.49,3.21,2.86
06/20/2018 05:11:22.000000,1.74,2.74,2.74
06/20/2018 05:14:02.000000,2.5,2.88,2.88
06/20/2018 05:16:42.000000,2.0,3.95,3.48
06/20/2018 05:20:42.000000,2.0,2.62,2.45
06/20/2018 05:23:22.000000,1.6,2.36,2.1
06/20/2018 05:26:02.000000,1.68,2.41,2.41
06/20/2018 05:28:42.000000,1.55,2.25,2.03
06/20/2018 05:32:42.000000,2.31,3.55,2.95
06/20/2018 05:35:22.000000,2.67,4.07,3.69
06/20/2018 05:38:02.000000,2.74,3.42,3.05
06/20/2018 05:40:42.000000,2.17,3.48,3.14
06/20/2018 05:44:42.000000,2.63,3.39,3.32
06/20/2018 05:47:22.000000,2.65,3.2,3.05
06/20/2018 05:50:02.000000,1.98,2.77,2.77
06/20/2018 05:52:42.000000,2.44,3.95,3.51
06/20/2018 05:56:42.000000,1.71,3.21,2.47
06/20/2018 05:59:22.000000,2.29,3.63,3.11
06/20/2018 06:02:02.000000,2.43,3.14,3.14
06/20/2018 06:04:42.000000,2.07,2.69,2.48
06/20/2018 06:08:42.000000,2.02,3.62,2.69
06/20/2018 06:11:22.000000,2.85,4.15,3.62
06/20/2018 06:14:02.000000,2.66,3.83,3.29
06/20/2018 06:16:42.000000,2.45,3.37,3.1
06/20/2018 06:20:42.000000,2.88,4.0,3.48
06/20/2018 06:23:22.000000,2.03,3.29,2.84
06/20/2018 06:26:02.000000,2.29,3.4,3.4
06/20/2018 06:28:42.000000,3.14,3.67,3.67
06/20/2018 06:32:42.000000,3.26,5.0,4.29
06/20/2018 06:35:22.000000,3.0,4.48,4.33
06/20/2018 06:38:02.000000,3.05,4.62,4.1
06/20/2018 06:40:42.000000,3.43,4.29,4.29
06/20/2018 06:44:42.000000,3.28,3.8,3.8
06/20/2018 06:47:22.000000,3.15,3.88,3.88
06/20/2018 06:50:02.000000,3.1,5.12,4.73
06/20/2018 06:52:42.000000,3.24,5.4,4.29
06/20/2018 06:56:42.000000,3.72,4.9,4.4
06/20/2018 06:59:22.000000,3.97,5.68,5.28
06/20/2018 07:02:02.000000,4.92,6.92,6.15
06/20/2018 07:04:42.000000,4.9,6.34,5.9
06/20/2018 07:08:42.000000,5.4,8.24,6.83
06/20/2018 07:11:22.000000,4.95,8.07,7.12
06/20/2018 07:14:02.000000,4.83,7.24,6.33
06/20/2018 07:16:42.000000,5.02,7.59,6.73
06/20/2018 07:20:42.000000,4.93,7.1,6.32
06/20/2018 07:23:22.000000,4.54,6.82,5.82
06/20/2018 07:26:02.000000,4.6,6.21,5.83
06/20/2018 07:28:42.000000,4.83,6.27,5.93
06/20/2018 07:32:42.000000,4.98,6.15,6.07
06/20/2018 07:35:22.000000,4.78,5.7,5.49
06/20/2018 07:38:02.000000,5.17,6.37,6.37
06/20/2018 07:40:42.000000,3.79,5.23,5.07
06/20/2018 07:44:42.000000,4.14,5.69,5.33
06/20/2018 07:47:22.000000,3.98,5.55,5.36
06/20/2018 07:50:02.000000,3.05,5.49,4.22
06/20/2018 07:52:42.000000,3.62,5.17,4.74
06/20/2018 07:56:42.000000,3.86,5.21,5.14
06/20/2018 07:59:22.000000,4.0,5.95,5.27
06/20/2018 08:02:02.000000,3.83,6.37,5.61
06/20/2018 08:04:42.000000,4.55,6.05,5.76
06/20/2018 08:08:42.000000,4.22,6.63,6.17
06/20/2018 08:11:22.000000,4.25,5.95,5.57
06/20/2018 08:14:02.000000,3.78,5.2,5.02
06/20/2018 08:16:42.000000,3.54,5.76,5.0
06/20/2018 08:20:42.000000,5.51,7.71,7.41
06/20/2018 08:23:22.000000,4.02,6.69,6.21
06/20/2018 08:26:02.000000,4.63,7.0,6.16
06/20/2018 08:28:42.000000,4.56,6.0,6.0
06/20/2018 08:32:42.000000,4.85,6.44,5.88
06/20/2018 08:35:22.000000,4.98,6.83,6.43
06/20/2018 08:38:02.000000,5.12,6.51,6.2
06/20/2018 08:40:42.000000,4.78,7.22,6.61
06/20/2018 08:44:42.000000,4.87,6.43,6.3
06/20/2018 08:47:22.000000,5.24,7.19,6.79
06/20/2018 08:50:02.000000,5.74,8.21,7.56
06/20/2018 08:52:44.000000,5.45,7.05,6.79
06/20/2018 08:56:46.000000,5.1,6.68,6.68
06/20/2018 08:59:22.000000,4.89,7.39,7.24
06/20/2018 09:02:02.000000,5.71,7.71,7.33
06/20/2018 09:04:42.000000,6.33,8.14,7.57
06/20/2018 09:08:42.000000,6.22,8.8,8.68
06/20/2018 09:11:22.000000,6.49,8.51,8.33
06/20/2018 09:14:02.000000,7.07,10.84,10.3
06/20/2018 09:16:42.000000,6.88,10.79,9.86
06/20/2018 09:20:42.000000,6.83,10.05,9.19
06/20/2018 09:23:22.000000,7.15,10.21,9.82
06/20/2018 09:26:02.000000,7.2,10.27,9.76
06/20/2018 09:28:42.000000,7.27,9.54,9.39
06/20/2018 09:32:42.000000,8.07,11.63,10.7
06/20/2018 09:35:22.000000,7.27,10.51,9.95
06/20/2018 09:38:03.000000,6.47,9.81,9.67
06/20/2018 09:40:42.000000,7.81,11.93,11.19
06/20/2018 09:44:42.000000,7.07,9.52,9.02
06/20/2018 09:47:22.000000,7.02,10.38,9.45
06/20/2018 09:50:02.000000,7.76,10.59,10.15
06/20/2018 09:52:42.000000,6.88,10.74,9.26
06/20/2018 09:56:42.000000,7.33,10.33,9.93
06/20/2018 09:59:22.000000,7.63,12.07,11.05
06/20/2018 10:02:02.000000,7.88,11.71,11.05
06/20/2018 10:04:42.000000,8.4,12.9,11.98
06/20/2018 10:08:42.000000,8.24,11.29,10.59
06/20/2018 10:11:22.000000,7.8,11.7,10.25
06/20/2018 10:14:02.000000,7.98,11.5,10.9
06/20/2018 10:16:42.000000,8.39,12.68,11.27
06/20/2018 10:20:42.000000,7.74,11.36,10.86
06/20/2018 10:22:02.000000,8.05,11.64,11.1
06/20/2018 10:25:49.000000,8.98,12.47,12.02
06/20/2018 10:29:49.000000,6.9,10.85,9.78
06/20/2018 10:32:29.000000,8.05,10.98,10.61
06/20/2018 10:35:09.000000,8.07,12.86,11.83
06/20/2018 10:37:49.000000,7.83,11.55,11.36
06/20/2018 10:41:49.000000,9.07,12.6,11.86
06/20/2018 10:44:29.000000,8.83,12.32,12.24
06/20/2018 10:47:09.000000,8.95,13.29,12.76
06/20/2018 10:49:49.000000,9.29,12.15,11.95
06/20/2018 10:53:49.000000,8.69,11.67,11.31
06/20/2018 10:56:29.000000,8.74,12.0,11.43
06/20/2018 10:59:09.000000,8.52,12.83,12.02
06/20/2018 11:01:49.000000,9.4,13.07,12.64
06/20/2018 11:05:49.000000,8.85,12.63,12.02
06/20/2018 11:08:29.000000,8.83,12.56,11.95
06/20/2018 11:11:09.000000,8.76,13.51,12.17
06/20/2018 11:13:49.000000,8.69,13.52,12.12
06/20/2018 11:17:49.000000,9.17,12.85,12.49
06/20/2018 11:20:29.000000,9.12,14.26,13.55
06/20/2018 11:23:09.000000,9.98,14.76,13.86
06/20/2018 11:25:49.000000,8.9,14.1,12.93
06/20/2018 11:29:49.000000,9.14,12.79,12.14
06/20/2018 11:32:29.000000,9.57,13.0,12.55
06/20/2018 11:35:09.000000,9.05,12.98,12.28
06/20/2018 11:37:49.000000,8.6,13.17,12.38
06/20/2018 11:41:49.000000,10.56,15.73,15.07
06/20/2018 11:44:29.000000,9.45,12.29,11.98
06/20/2018 11:47:09.000000,8.85,13.22,12.2
06/20/2018 11:49:49.000000,9.13,12.77,11.75
06/20/2018 11:53:49.000000,9.32,12.37,11.88
06/20/2018 11:56:29.000000,9.85,12.73,12.39
06/20/2018 11:59:09.000000,8.81,12.24,11.69
06/20/2018 12:01:49.000000,8.85,11.51,11.15
06/20/2018 12:05:49.000000,9.1,12.69,11.74
06/20/2018 12:08:29.000000,9.2,12.02,11.54
06/20/2018 12:11:10.000000,8.85,11.32,10.85
06/20/2018 12:13:49.000000,9.83,12.83,11.48
06/20/2018 12:17:49.000000,8.19,10.65,10.16
06/20/2018 12:20:29.000000,9.1,12.15,11.34
06/20/2018 12:23:09.000000,9.27,13.0,12.05
06/20/2018 12:25:49.000000,8.78,11.7,11.16
06/20/2018 12:29:49.000000,8.37,11.0,10.6
06/20/2018 12:32:29.000000,7.31,9.64,9.0
06/20/2018 12:35:09.000000,8.24,10.9,10.67
06/20/2018 12:37:49.000000,7.44,10.12,9.34
06/20/2018 12:41:49.000000,7.1,9.44,8.85
06/20/2018 12:44:29.000000,6.59,8.93,8.41
06/20/2018 12:47:09.000000,6.21,8.38,7.55
06/20/2018 12:49:49.000000,6.17,8.6,7.48
06/20/2018 12:53:49.000000,6.73,8.51,8.24
06/20/2018 12:56:29.000000,6.43,8.67,8.02
06/20/2018 12:59:10.000000,6.88,9.38,8.86
06/20/2018 13:01:49.000000,6.95,9.33,9.0
06/20/2018 13:05:49.000000,7.07,9.47,9.3
06/20/2018 13:08:29.000000,7.29,9.44,8.66
06/20/2018 13:11:09.000000,6.66,8.9,8.24
06/20/2018 13:13:49.000000,6.07,8.24,7.78
06/20/2018 13:17:49.000000,5.41,7.44,7.02
06/20/2018 13:20:29.000000,6.97,9.32,9.1
06/20/2018 13:23:09.000000,6.15,9.44,8.27
06/20/2018 13:25:49.000000,6.07,8.14,7.64
06/20/2018 13:29:49.000000,5.6,7.43,7.43
06/20/2018 13:32:29.000000,6.1,8.2,7.51
06/20/2018 13:35:09.000000,6.07,8.07,7.46
06/20/2018 13:37:49.000000,6.29,8.29,8.15
06/20/2018 13:41:49.000000,7.61,9.68,9.29
06/20/2018 13:44:29.000000,7.12,9.78,9.1
06/20/2018 13:47:10.000000,9.67,12.19,11.83
06/20/2018 13:49:49.000000,9.85,12.9,12.51
06/20/2018 13:53:49.000000,8.49,11.12,10.56
06/20/2018 13:56:29.000000,8.8,13.32,11.75
06/20/2018 13:59:09.000000,10.23,12.56,12.26
06/20/2018 14:01:52.000000,9.9,13.32,12.9
06/20/2018 14:05:49.000000,11.71,15.39,14.83
06/20/2018 14:08:29.000000,12.51,17.78,16.15
06/20/2018 14:11:09.000000,13.93,18.29,18.17
06/20/2018 14:13:49.000000,16.12,22.0,21.31
06/20/2018 14:17:49.000000,17.95,26.46,24.59
06/20/2018 14:20:29.000000,18.4,26.79,25.43
06/20/2018 14:23:09.000000,18.43,26.48,25.45
06/20/2018 14:25:49.000000,17.78,26.44,25.24
06/20/2018 14:29:49.000000,17.17,25.24,23.1
06/20/2018 14:32:30.000000,15.9,23.6,22.37
06/20/2018 14:35:10.000000,14.8,22.34,21.27
06/20/2018 14:37:49.000000,18.52,28.14,25.9
06/20/2018 14:41:49.000000,16.0,23.95,22.44
06/20/2018 14:44:29.000000,16.32,22.37,21.8
06/20/2018 14:47:10.000000,15.52,22.92,21.48
06/20/2018 14:49:49.000000,15.44,22.71,21.32
06/20/2018 14:53:49.000000,18.63,25.54,24.39
06/20/2018 14:56:29.000000,15.49,21.24,20.59
06/20/2018 14:59:09.000000,14.1,19.78,18.78
06/20/2018 15:01:49.000000,13.66,19.59,18.68
06/20/2018 15:05:49.000000,14.46,22.1,20.1
06/20/2018 15:08:29.000000,14.14,21.38,20.26
06/20/2018 15:11:09.000000,14.69,21.0,19.88
06/20/2018 15:13:49.000000,14.79,23.11,21.95
06/20/2018 15:17:53.000000,14.98,22.85,21.6
06/20/2018 15:20:29.000000,16.88,24.33,23.9
06/20/2018 15:23:09.000000,14.43,21.62,20.69
06/20/2018 15:25:49.000000,15.36,23.67,22.57
06/20/2018 15:29:49.000000,14.19,19.21,18.79
06/20/2018 15:32:29.000000,17.1,24.38,23.74
06/20/2018 15:35:10.000000,17.14,23.05,22.42
06/20/2018 15:37:49.000000,16.83,23.79,22.76
06/20/2018 15:41:49.000000,14.05,19.72,18.91
06/20/2018 15:44:29.000000,15.41,22.59,21.29
06/20/2018 15:47:09.000000,15.55,20.34,20.26
06/20/2018 15:49:49.000000,14.27,19.71,18.44
06/20/2018 15:53:50.000000,13.4,20.48,18.43
06/20/2018 15:56:29.000000,9.9,14.72,14.41
06/20/2018 15:59:09.000000,12.22,18.07,17.0
06/20/2018 16:01:49.000000,11.18,14.97,14.62
