InstrumentName, West Denver PA-II,,
StartTime, 2018-06-01 00:00:00,,
EndTime, 2018-06-30 23:59:59,,
Date,PM2.5,humidity,temp_f
06/01/2018 00:00:51.036666,1.0,11.0,95.0
06/01/2018 00:04:51.293333,0.95,10.0,95.0
06/01/2018 00:07:31.190000,0.83,12.0,95.0
06/01/2018 00:10:11.093333,1.07,11.0,95.0
06/01/2018 00:12:51.026666,0.57,11.0,95.0
06/01/2018 00:16:51.026666,0.32,10.0,94.0
06/01/2018 00:19:31.063333,0.07,11.0,94.0
06/01/2018 00:24:51.026666,1.22,11.0,94.0
06/01/2018 00:28:51.056666,0.4,11.0,94.0
06/01/2018 00:31:31.030000,0.47,11.0,94.0
06/01/2018 00:35:31.170000,1.22,11.0,94.0
06/01/2018 00:38:11.066666,2.19,12.0,94.0
06/01/2018 00:40:51.040000,2.88,12.0,94.0
06/01/2018 00:43:31.150000,1.71,12.0,94.0
06/01/2018 00:46:11.040000,3.02,12.0,94.0
06/01/2018 00:50:11.040000,1.26,11.0,94.0
06/01/2018 00:52:51.056666,1.17,11.0,94.0
06/01/2018 00:55:31.100000,0.48,12.0,94.0
06/01/2018 00:58:11.143333,0.78,13.0,94.0
06/01/2018 02:31:31.110000,0.7,17.0,89.0
06/01/2018 02:38:11.070000,1.27,16.0,89.0
06/01/2018 02:43:31.033333,0.61,17.0,89.0
06/01/2018 02:47:31.136666,0.69,16.0,89.0
06/01/2018 02:50:11.093333,1.0,16.0,89.0
06/01/2018 02:52:51.550000,0.54,15.0,88.0
06/01/2018 02:55:31.060000,0.17,15.0,88.0
06/01/2018 02:58:11.140000,0.38,15.0,88.0
06/01/2018 03:00:51.030000,0.32,14.0,88.0
06/01/2018 03:04:51.050000,0.14,14.0,88.0
06/01/2018 03:07:31.150000,0.54,14.0,88.0
06/01/2018 03:10:11.166666,1.05,14.0,88.0
06/01/2018 03:12:51.133333,0.74,14.0,88.0
06/01/2018 03:16:51.043333,0.17,14.0,88.0
06/01/2018 03:19:31.676666,0.36,14.0,88.0
06/01/2018 03:22:11.050000,0.13,14.0,88.0
06/01/2018 03:26:11.060000,0.03,14.0,88.0
06/01/2018 03:28:51.046666,0.43,14.0,87.0
06/01/2018 03:31:31.076666,0.43,15.0,87.0
06/01/2018 03:34:11.110000,0.2,14.0,87.0
06/01/2018 03:38:11.143333,0.74,15.0,87.0
06/01/2018 03:40:51.080000,0.45,15.0,87.0
06/01/2018 03:43:31.050000,1.1,15.0,87.0
06/01/2018 03:46:11.073333,1.32,15.0,87.0
06/01/2018 03:50:11.970000,0.6,15.0,87.0
06/01/2018 03:52:51.086666,0.95,15.0,87.0
06/01/2018 03:55:31.053333,0.79,15.0,87.0
06/01/2018 03:58:11.086666,1.0,15.0,87.0
06/01/2018 04:02:11.120000,0.98,15.0,87.0
06/01/2018 04:04:51.046666,1.02,15.0,87.0
06/01/2018 04:07:31.060000,1.05,15.0,86.0
06/01/2018 04:10:11.050000,1.12,15.0,86.0
06/01/2018 04:14:11.106666,0.52,16.0,86.0
06/01/2018 04:16:51.096666,1.02,15.0,86.0
06/01/2018 04:19:31.050000,0.76,16.0,86.0
06/01/2018 04:23:31.186666,0.93,16.0,86.0
06/01/2018 04:26:11.053333,1.21,16.0,86.0
06/01/2018 04:28:51.056666,1.31,16.0,86.0
06/01/2018 04:31:31.090000,1.52,16.0,86.0
06/01/2018 04:35:31.056666,1.29,16.0,86.0
06/01/2018 04:38:11.056666,1.4,17.0,86.0
06/01/2018 04:40:51.066666,1.27,17.0,86.0
06/01/2018 04:43:31.073333,1.41,17.0,86.0
06/01/2018 04:47:31.056666,1.56,17.0,85.0
06/01/2018 04:50:11.146666,1.0,17.0,85.0
06/01/2018 04:52:51.056666,0.8,17.0,85.0
06/01/2018 04:55:31.066666,1.51,17.0,85.0
06/01/2018 04:59:31.056666,0.9,18.0,85.0
06/01/2018 05:00:51.056666,1.72,18.0,85.0
06/01/2018 05:04:51.093333,1.35,18.0,85.0
06/01/2018 05:07:31.103333,1.02,18.0,85.0
06/01/2018 05:11:31.106666,1.27,18.0,85.0
06/01/2018 05:12:51.110000,1.31,18.0,84.0
06/01/2018 05:16:51.106666,1.48,18.0,84.0
06/01/2018 05:19:31.070000,0.57,18.0,84.0
06/01/2018 05:22:11.066666,1.85,18.0,84.0
06/01/2018 05:24:51.086666,1.48,18.0,84.0
06/01/2018 05:28:51.066666,1.74,18.0,84.0
06/01/2018 05:31:31.063333,1.52,18.0,83.0
06/01/2018 05:34:11.126666,1.65,18.0,83.0
06/01/2018 05:36:51.070000,1.51,18.0,83.0
06/01/2018 05:40:51.080000,1.34,18.0,83.0
06/01/2018 05:43:31.190000,2.19,18.0,83.0
06/01/2018 05:46:11.063333,1.61,19.0,83.0
06/01/2018 05:48:51.113333,1.88,20.0,82.0
06/01/2018 05:52:51.113333,1.6,21.0,82.0
06/01/2018 05:55:31.233333,1.76,20.0,82.0
06/01/2018 05:58:11.113333,1.62,20.0,82.0
06/01/2018 06:02:11.110000,2.24,20.0,81.0
06/01/2018 06:04:51.070000,2.38,20.0,81.0
06/01/2018 06:07:31.073333,2.33,20.0,81.0
06/01/2018 06:10:11.140000,2.0,21.0,81.0
06/01/2018 06:14:11.116666,2.09,21.0,81.0
06/01/2018 06:16:51.110000,2.2,21.0,80.0
06/01/2018 06:19:31.536666,2.21,21.0,80.0
06/01/2018 06:22:11.073333,3.0,22.0,80.0
06/01/2018 06:26:11.106666,2.2,21.0,80.0
06/01/2018 06:28:51.083333,3.17,22.0,80.0
06/01/2018 06:31:31.090000,2.16,22.0,80.0
06/01/2018 06:34:13.433333,3.05,22.0,80.0
06/01/2018 06:38:11.140000,2.29,23.0,79.0
06/01/2018 06:40:51.076666,2.64,23.0,79.0
06/01/2018 06:43:31.080000,2.9,23.0,79.0
06/01/2018 06:47:31.083333,3.16,23.0,79.0
06/01/2018 06:50:11.133333,2.69,23.0,78.0
06/01/2018 06:52:51.086666,2.23,23.0,78.0
06/01/2018 06:55:31.113333,3.17,23.0,78.0
06/01/2018 06:59:31.086666,3.15,24.0,78.0
06/01/2018 07:02:11.086666,3.0,24.0,78.0
06/01/2018 07:04:51.146666,2.95,24.0,77.0
06/01/2018 07:07:31.193333,2.83,25.0,78.0
06/01/2018 07:11:31.083333,3.51,25.0,77.0
06/01/2018 07:14:11.086666,2.37,25.0,77.0
06/01/2018 07:16:51.100000,2.87,25.0,77.0
06/01/2018 07:19:31.246666,3.1,25.0,77.0
06/01/2018 07:23:31.240000,2.48,24.0,77.0
06/01/2018 07:26:11.170000,2.52,25.0,77.0
06/01/2018 07:28:51.090000,2.55,25.0,77.0
06/01/2018 07:31:31.140000,3.26,25.0,77.0
06/01/2018 07:35:31.150000,3.1,25.0,76.0
06/01/2018 07:38:11.106666,2.92,25.0,76.0
06/01/2018 07:40:51.086666,2.24,24.0,76.0
06/01/2018 07:43:31.126666,2.24,25.0,76.0
06/01/2018 07:47:31.093333,2.17,25.0,76.0
06/01/2018 07:50:11.090000,3.05,25.0,76.0
06/01/2018 07:52:51.116666,2.51,26.0,75.0
06/01/2018 07:55:31.093333,2.88,27.0,75.0
06/01/2018 07:58:11.253333,3.41,28.0,75.0
06/01/2018 08:00:51.100000,3.08,28.0,75.0
06/01/2018 08:04:51.096666,2.63,29.0,75.0
06/01/2018 08:07:31.150000,3.67,28.0,75.0
06/01/2018 08:10:11.150000,3.31,28.0,74.0
06/01/2018 08:12:51.256666,3.6,29.0,74.0
06/01/2018 08:16:51.096666,3.02,29.0,74.0
06/01/2018 08:19:31.093333,2.86,29.0,74.0
06/01/2018 08:22:11.096666,3.64,29.0,74.0
06/01/2018 08:24:51.100000,3.4,30.0,74.0
06/01/2018 08:28:51.093333,3.25,31.0,73.0
06/01/2018 08:31:31.113333,3.0,31.0,73.0
06/01/2018 08:34:11.136666,3.45,31.0,73.0
06/01/2018 08:36:51.100000,3.6,31.0,73.0
06/01/2018 08:40:51.100000,2.98,31.0,73.0
06/01/2018 08:43:31.096666,3.54,31.0,72.0
06/01/2018 08:46:11.120000,3.67,32.0,72.0
06/01/2018 08:50:11.103333,3.31,31.0,72.0
06/01/2018 08:52:51.106666,3.29,30.0,72.0
06/01/2018 08:55:31.240000,3.72,31.0,72.0
06/01/2018 08:58:11.113333,3.78,31.0,72.0
06/01/2018 09:02:11.196666,4.53,31.0,71.0
06/01/2018 09:04:51.186666,4.15,31.0,71.0
06/01/2018 09:07:31.183333,3.71,32.0,71.0
06/01/2018 09:10:11.100000,3.79,31.0,71.0
06/01/2018 09:14:11.170000,2.81,31.0,71.0
06/01/2018 09:16:51.106666,4.29,31.0,71.0
06/01/2018 09:19:31.460000,3.76,31.0,70.0
06/01/2018 09:22:11.236666,4.17,31.0,70.0
06/01/2018 09:26:11.156666,4.4,32.0,70.0
06/01/2018 09:28:51.116666,4.02,33.0,70.0
06/01/2018 09:31:31.106666,3.12,32.0,70.0
06/01/2018 09:35:31.190000,3.72,33.0,70.0
06/01/2018 09:38:11.103333,3.93,33.0,70.0
06/01/2018 09:40:51.106666,3.21,33.0,70.0
06/01/2018 09:43:31.100000,4.02,33.0,70.0
06/01/2018 09:47:31.250000,3.1,33.0,70.0
06/01/2018 09:50:11.103333,3.98,33.0,69.0
06/01/2018 09:52:51.123333,3.11,33.0,69.0
06/01/2018 09:55:31.193333,3.02,33.0,69.0
06/01/2018 09:59:31.166666,3.83,32.0,69.0
06/01/2018 10:02:11.116666,2.78,32.0,69.0
06/01/2018 10:04:51.113333,3.74,32.0,69.0
06/01/2018 10:07:31.116666,3.14,32.0,69.0
06/01/2018 10:11:31.200000,3.4,31.0,69.0
06/01/2018 10:14:11.120000,2.89,31.0,69.0
06/01/2018 10:16:51.110000,2.78,31.0,69.0
06/01/2018 10:19:31.203333,2.89,31.0,69.0
06/01/2018 10:23:31.116666,2.7,31.0,69.0
06/01/2018 10:26:11.156666,3.24,31.0,69.0
06/01/2018 10:28:51.123333,3.23,31.0,69.0
06/01/2018 10:31:31.143333,3.26,31.0,69.0
06/01/2018 10:34:11.286666,2.92,32.0,69.0
06/01/2018 10:36:51.243333,2.83,32.0,69.0
06/01/2018 10:40:51.246666,2.83,32.0,69.0
06/01/2018 10:43:31.126666,2.67,33.0,69.0
06/01/2018 10:46:11.246666,2.82,33.0,69.0
06/01/2018 10:48:51.243333,2.35,33.0,68.0
06/01/2018 10:52:51.193333,3.07,34.0,68.0
06/01/2018 10:55:31.116666,2.58,34.0,68.0
06/01/2018 10:58:11.190000,2.88,34.0,68.0
06/01/2018 11:00:54.280000,2.74,34.0,68.0
06/01/2018 11:04:51.233333,3.23,33.0,68.0
06/01/2018 11:07:31.116666,2.51,33.0,68.0
06/01/2018 11:10:11.270000,2.1,32.0,67.0
06/01/2018 11:12:51.116666,2.29,31.0,67.0
06/01/2018 11:16:51.126666,1.85,31.0,67.0
06/01/2018 11:19:31.126666,2.12,31.0,67.0
06/01/2018 11:22:11.150000,2.41,31.0,67.0
06/01/2018 11:26:11.123333,2.26,31.0,67.0
06/01/2018 11:28:51.210000,1.6,31.0,67.0
06/01/2018 11:31:31.210000,2.41,32.0,67.0
06/01/2018 11:34:11.223333,2.57,32.0,67.0
06/01/2018 11:38:11.126666,2.44,32.0,67.0
06/01/2018 11:40:51.263333,2.44,33.0,67.0
06/01/2018 11:43:31.123333,2.4,33.0,67.0
06/01/2018 11:46:11.206666,2.53,33.0,67.0
06/01/2018 11:50:11.146666,2.74,33.0,67.0
06/01/2018 11:52:51.296666,2.46,34.0,67.0
06/01/2018 11:55:31.143333,2.36,34.0,66.0
06/01/2018 11:58:11.226666,2.02,34.0,66.0
06/01/2018 12:02:11.153333,1.65,34.0,66.0
06/01/2018 12:04:51.196666,2.0,34.0,66.0
06/01/2018 12:07:32.193333,2.07,34.0,66.0
06/01/2018 12:11:31.143333,2.08,33.0,66.0
06/01/2018 12:14:11.200000,2.02,35.0,66.0
06/01/2018 12:16:51.250000,2.1,35.0,66.0
06/01/2018 12:19:31.140000,2.43,35.0,66.0
06/01/2018 12:23:31.210000,2.05,36.0,66.0
06/01/2018 12:26:11.133333,2.88,37.0,66.0
06/01/2018 12:28:51.166666,2.38,37.0,66.0
06/01/2018 12:31:32.063333,2.59,36.0,66.0
06/01/2018 12:35:31.290000,2.17,36.0,66.0
06/01/2018 12:38:12.806666,2.31,36.0,66.0
06/01/2018 12:40:51.206666,3.0,36.0,66.0
06/01/2018 12:43:31.200000,1.97,38.0,66.0
06/01/2018 12:47:31.313333,2.45,39.0,66.0
06/01/2018 12:50:11.170000,2.95,39.0,66.0
06/01/2018 12:52:51.296666,1.97,38.0,67.0
06/01/2018 12:55:31.236666,2.21,38.0,67.0
06/01/2018 12:59:31.183333,3.1,38.0,67.0
06/01/2018 13:00:51.146666,2.44,37.0,67.0
06/01/2018 13:04:51.253333,2.85,38.0,67.0
06/01/2018 13:07:31.320000,2.37,37.0,67.0
06/01/2018 13:10:11.286666,3.25,36.0,67.0
06/01/2018 13:12:51.260000,2.87,35.0,67.0
06/01/2018 13:16:51.383333,2.08,34.0,68.0
06/01/2018 13:19:31.203333,2.42,34.0,68.0
06/01/2018 13:22:11.150000,2.62,34.0,68.0
06/01/2018 13:24:51.146666,2.82,33.0,68.0
06/01/2018 13:28:51.206666,2.97,33.0,69.0
06/01/2018 13:31:31.146666,3.21,32.0,69.0
06/01/2018 13:35:32.306666,3.68,34.0,69.0
06/01/2018 13:36:51.183333,3.05,33.0,69.0
06/01/2018 13:40:51.260000,3.2,34.0,70.0
06/01/2018 13:43:31.146666,2.31,34.0,70.0
06/01/2018 13:46:11.376666,2.45,33.0,70.0
06/01/2018 13:48:51.203333,2.57,33.0,70.0
06/01/2018 13:52:51.226666,2.45,32.0,71.0
06/01/2018 13:55:31.243333,2.64,31.0,71.0
06/01/2018 13:58:11.506666,3.31,31.0,71.0
06/01/2018 14:02:11.150000,2.93,31.0,72.0
06/01/2018 14:04:51.436666,2.89,31.0,72.0
06/01/2018 14:07:31.223333,2.52,31.0,72.0
06/01/2018 14:10:11.206666,3.28,31.0,72.0
06/01/2018 14:14:11.273333,3.1,29.0,73.0
06/01/2018 14:16:51.256666,2.63,28.0,73.0
06/01/2018 14:19:31.276666,2.73,29.0,73.0
06/01/2018 14:22:11.240000,3.02,29.0,74.0
06/01/2018 14:26:11.310000,2.86,28.0,74.0
06/01/2018 14:28:51.196666,2.44,25.0,74.0
06/01/2018 14:31:31.156666,2.31,26.0,75.0
06/01/2018 14:35:31.456666,3.1,26.0,75.0
06/01/2018 14:38:11.200000,2.71,26.0,75.0
06/01/2018 14:40:51.253333,2.58,25.0,76.0
06/01/2018 14:43:31.156666,1.87,22.0,76.0
06/01/2018 14:47:31.953333,1.9,21.0,76.0
06/01/2018 14:50:11.343333,1.95,20.0,77.0
06/01/2018 14:52:52.446666,3.76,21.0,77.0
06/01/2018 14:55:31.156666,2.37,21.0,77.0
06/01/2018 14:59:31.673333,4.02,22.0,78.0
06/01/2018 15:02:11.206666,3.57,22.0,78.0
06/01/2018 15:04:51.340000,2.46,20.0,78.0
06/01/2018 15:07:31.156666,3.17,20.0,78.0
06/01/2018 15:11:31.406666,3.56,21.0,79.0
06/01/2018 15:14:11.206666,1.73,19.0,79.0
06/01/2018 15:16:51.170000,1.23,19.0,79.0
06/01/2018 15:19:31.186666,1.71,19.0,79.0
06/01/2018 15:23:31.260000,1.21,16.0,80.0
06/01/2018 15:26:11.286666,1.28,15.0,80.0
06/01/2018 15:28:51.260000,1.23,15.0,80.0
06/01/2018 15:31:31.220000,1.08,14.0,81.0
06/01/2018 15:34:11.176666,0.75,14.0,81.0
06/01/2018 15:36:51.170000,1.59,14.0,81.0
06/01/2018 15:40:51.190000,1.59,13.0,82.0
06/01/2018 15:43:31.166666,1.57,13.0,82.0
06/01/2018 15:46:11.456666,1.93,12.0,82.0
06/01/2018 15:48:51.326666,2.05,12.0,83.0
06/01/2018 15:52:51.270000,2.24,12.0,83.0
06/01/2018 15:55:31.163333,1.8,10.0,83.0
