InstrumentName, APCD,,
StartTime, 2018-06-01 00:00:00,,
EndTime, 2018-06-30 23:59:59,,
Date,PM2.5,humidity,temp_f
06/01/2018 00:01:37.570000,1.39,10.0,92.0
06/01/2018 00:05:37.513333,0.9,10.0,93.0
06/01/2018 00:08:17.853333,1.28,9.0,93.0
06/01/2018 00:10:57.696666,1.41,9.0,93.0
06/01/2018 00:13:37.526666,1.13,9.0,93.0
06/01/2018 00:17:37.873333,1.13,9.0,93.0
06/01/2018 00:20:34.440000,1.63,9.0,93.0
06/01/2018 00:25:47.420000,1.41,9.0,93.0
06/01/2018 00:28:27.916666,1.05,9.0,93.0
06/01/2018 00:32:27.570000,0.5,9.0,93.0
06/01/2018 00:35:07.566666,0.95,8.0,93.0
06/01/2018 00:37:47.833333,0.56,8.0,93.0
06/01/2018 00:40:27.586666,1.02,8.0,93.0
06/01/2018 00:44:27.386666,0.9,8.0,93.0
06/01/2018 00:47:07.430000,1.0,8.0,93.0
06/01/2018 00:49:47.706666,1.21,8.0,93.0
06/01/2018 00:52:28.740000,0.47,8.0,93.0
06/01/2018 00:56:27.576666,0.45,8.0,94.0
06/01/2018 00:59:07.806666,0.47,8.0,95.0
06/01/2018 02:32:27.693333,1.13,15.0,85.0
06/01/2018 02:37:47.923333,1.67,15.0,85.0
06/01/2018 02:44:27.576666,2.12,15.0,84.0
06/01/2018 02:47:07.726666,1.33,15.0,84.0
06/01/2018 02:49:47.686666,1.63,15.0,84.0
06/01/2018 02:52:28.443333,1.24,15.0,84.0
06/01/2018 02:56:27.886666,1.36,15.0,84.0
06/01/2018 02:59:08.916666,0.97,14.0,84.0
06/01/2018 03:01:47.916666,1.21,15.0,84.0
06/01/2018 03:04:27.760000,1.21,15.0,83.0
06/01/2018 03:08:27.760000,1.58,15.0,83.0
06/01/2018 03:11:07.846666,0.84,15.0,83.0
06/01/2018 03:13:47.726666,1.51,15.0,83.0
06/01/2018 03:16:27.583333,1.67,15.0,83.0
06/01/2018 03:20:27.916666,1.33,15.0,83.0
06/01/2018 03:23:07.760000,1.17,15.0,83.0
06/01/2018 03:25:48.016666,1.31,15.0,83.0
06/01/2018 03:28:27.766666,1.0,15.0,82.0
06/01/2018 03:32:28.546666,1.78,16.0,82.0
06/01/2018 03:35:07.633333,1.11,16.0,82.0
06/01/2018 03:37:48.026666,0.85,16.0,82.0
06/01/2018 03:40:27.646666,1.0,16.0,82.0
06/01/2018 03:44:27.800000,0.66,16.0,81.0
06/01/2018 03:47:07.633333,1.0,16.0,81.0
06/01/2018 03:49:47.853333,0.82,16.0,81.0
06/01/2018 03:52:27.853333,1.05,16.0,81.0
06/01/2018 03:56:27.650000,0.61,17.0,81.0
06/01/2018 03:59:08.033333,0.79,17.0,81.0
06/01/2018 04:01:47.910000,1.11,17.0,81.0
06/01/2018 04:04:27.966666,1.03,17.0,81.0
06/01/2018 04:08:28.130000,0.95,17.0,81.0
06/01/2018 04:11:08.053333,0.75,17.0,81.0
06/01/2018 04:13:47.823333,0.76,18.0,80.0
06/01/2018 04:16:29.376666,0.97,18.0,80.0
06/01/2018 04:20:28.246666,1.0,18.0,80.0
06/01/2018 04:23:08.086666,0.55,18.0,80.0
06/01/2018 04:25:47.940000,0.89,18.0,80.0
06/01/2018 04:28:28.410000,1.12,18.0,80.0
06/01/2018 04:32:27.776666,0.51,18.0,80.0
06/01/2018 04:35:07.753333,0.54,19.0,80.0
06/01/2018 04:37:47.860000,1.31,19.0,80.0
06/01/2018 04:40:27.953333,0.95,19.0,80.0
06/01/2018 04:44:28.073333,1.0,19.0,80.0
06/01/2018 04:47:07.900000,1.33,19.0,80.0
06/01/2018 04:49:48.046666,1.08,19.0,80.0
06/01/2018 04:52:28.496666,1.09,19.0,80.0
06/01/2018 04:56:28.486666,1.0,20.0,80.0
06/01/2018 04:59:07.563333,1.5,20.0,80.0
06/01/2018 05:01:47.803333,1.28,20.0,79.0
06/01/2018 05:04:27.796666,1.0,20.0,79.0
06/01/2018 05:08:28.290000,1.71,21.0,79.0
06/01/2018 05:11:07.876666,1.21,21.0,79.0
06/01/2018 05:13:47.613333,0.86,21.0,79.0
06/01/2018 05:16:28.523333,1.0,21.0,79.0
06/01/2018 05:20:28.013333,0.66,21.0,79.0
06/01/2018 05:23:08.110000,1.82,21.0,78.0
06/01/2018 05:25:48.373333,1.59,21.0,78.0
06/01/2018 05:28:27.750000,1.7,21.0,78.0
06/01/2018 05:32:27.880000,1.05,21.0,77.0
06/01/2018 05:35:09.210000,1.53,22.0,77.0
06/01/2018 05:37:48.596666,1.4,21.0,77.0
06/01/2018 05:40:28.936666,1.11,21.0,77.0
06/01/2018 05:44:30.450000,1.67,22.0,77.0
06/01/2018 05:47:09.116666,1.9,22.0,76.0
06/01/2018 05:49:49.546666,1.86,22.0,76.0
06/01/2018 05:52:32.440000,1.52,23.0,75.0
06/01/2018 05:56:39.096666,2.12,24.0,75.0
06/01/2018 05:59:17.826666,1.75,24.0,74.0
06/01/2018 06:01:58.006666,2.45,25.0,73.0
06/01/2018 06:04:37.953333,3.0,25.0,73.0
06/01/2018 06:08:38.256666,3.31,25.0,73.0
06/01/2018 06:11:21.586666,4.67,26.0,73.0
06/01/2018 06:13:57.800000,3.85,26.0,72.0
06/01/2018 06:16:38.423333,4.14,27.0,72.0
06/01/2018 06:20:38.136666,3.26,28.0,71.0
06/01/2018 06:23:17.893333,3.33,28.0,71.0
06/01/2018 06:25:58.040000,3.39,29.0,70.0
06/01/2018 06:28:45.306666,4.96,29.0,70.0
06/01/2018 06:32:37.710000,4.54,30.0,70.0
06/01/2018 06:35:18.300000,3.92,31.0,69.0
06/01/2018 06:37:57.826666,4.06,31.0,69.0
06/01/2018 06:40:38.606666,4.81,32.0,68.0
06/01/2018 06:44:37.926666,5.03,32.0,68.0
06/01/2018 06:47:24.266666,4.37,33.0,68.0
06/01/2018 06:49:57.886666,7.97,33.0,67.0
06/01/2018 06:52:38.143333,8.28,35.0,67.0
06/01/2018 06:56:37.713333,7.89,35.0,66.0
06/01/2018 06:59:20.100000,9.69,35.0,66.0
06/01/2018 07:01:57.956666,5.89,35.0,66.0
06/01/2018 07:04:37.976666,5.89,36.0,66.0
06/01/2018 07:08:37.846666,6.08,37.0,65.0
06/01/2018 07:11:25.343333,4.2,36.0,65.0
06/01/2018 07:13:57.883333,4.68,36.0,65.0
06/01/2018 07:16:38.850000,4.46,37.0,65.0
06/01/2018 07:20:38.563333,4.5,37.0,65.0
06/01/2018 07:23:17.893333,4.61,37.0,65.0
06/01/2018 07:27:22.840000,4.37,37.0,65.0
06/01/2018 07:32:38.106666,2.97,35.0,65.0
06/01/2018 07:35:18.456666,3.46,35.0,65.0
06/01/2018 07:37:57.806666,3.32,34.0,66.0
06/01/2018 07:43:27.953333,3.61,35.0,66.0
06/01/2018 07:47:28.230000,2.57,35.0,66.0
06/01/2018 07:50:13.326666,3.0,35.0,65.0
06/01/2018 07:52:48.730000,3.44,35.0,65.0
06/01/2018 07:55:28.046666,3.0,35.0,65.0
06/01/2018 07:59:28.466666,3.52,34.0,65.0
06/01/2018 08:02:08.626666,3.14,34.0,65.0
06/01/2018 08:04:48.566666,3.12,35.0,65.0
06/01/2018 08:07:29.120000,3.61,35.0,65.0
06/01/2018 08:11:28.293333,2.23,33.0,65.0
06/01/2018 08:14:08.106666,3.15,33.0,65.0
06/01/2018 08:16:48.343333,2.54,34.0,65.0
06/01/2018 08:19:28.526666,3.0,34.0,65.0
06/01/2018 08:23:28.953333,2.83,34.0,65.0
06/01/2018 08:26:08.800000,3.07,36.0,63.0
06/01/2018 08:28:48.146666,2.89,35.0,64.0
06/01/2018 08:31:28.060000,3.17,35.0,64.0
06/01/2018 08:34:08.376666,2.69,36.0,64.0
06/01/2018 08:38:08.660000,2.9,36.0,63.0
06/01/2018 08:40:48.733333,2.86,36.0,63.0
06/01/2018 08:43:27.986666,2.32,36.0,63.0
06/01/2018 08:47:28.123333,2.53,36.0,63.0
06/01/2018 08:50:11.420000,3.0,36.0,62.0
06/01/2018 08:52:48.140000,2.57,36.0,62.0
06/01/2018 08:59:28.656666,2.71,38.0,61.0
06/01/2018 09:02:07.766666,2.21,38.0,61.0
06/01/2018 09:04:48.130000,2.71,37.0,62.0
06/01/2018 09:07:28.036666,3.41,37.0,61.0
06/01/2018 09:11:28.126666,2.64,36.0,62.0
06/01/2018 09:14:07.953333,2.49,36.0,62.0
06/01/2018 09:15:28.046666,2.43,36.0,61.0
06/01/2018 09:19:38.210000,2.49,37.0,61.0
06/01/2018 09:23:41.090000,3.15,37.0,61.0
06/01/2018 09:26:20.946666,2.46,37.0,61.0
06/01/2018 09:28:58.626666,2.85,38.0,60.0
06/01/2018 09:31:38.056666,2.81,39.0,60.0
06/01/2018 09:35:41.096666,2.86,38.0,60.0
06/01/2018 09:38:18.533333,2.32,39.0,60.0
06/01/2018 09:41:02.676666,3.56,40.0,60.0
06/01/2018 09:42:18.500000,3.72,40.0,60.0
06/01/2018 09:47:38.650000,2.77,41.0,60.0
06/01/2018 09:50:19.823333,4.19,42.0,59.0
06/01/2018 09:52:58.233333,3.06,42.0,60.0
06/01/2018 09:55:37.936666,4.26,42.0,59.0
06/01/2018 09:59:38.776666,3.95,42.0,59.0
06/01/2018 10:02:18.896666,4.14,42.0,59.0
06/01/2018 10:04:58.083333,3.41,42.0,59.0
06/01/2018 10:07:38.016666,2.97,42.0,59.0
06/01/2018 10:11:38.046666,3.63,41.0,60.0
06/01/2018 10:14:18.343333,2.74,41.0,60.0
06/01/2018 10:16:58.076666,3.85,41.0,59.0
06/01/2018 10:19:38.190000,2.67,40.0,59.0
06/01/2018 10:23:37.936666,3.0,41.0,59.0
06/01/2018 10:26:17.860000,3.46,41.0,59.0
06/01/2018 10:28:57.810000,3.18,41.0,59.0
06/01/2018 10:31:38.236666,3.08,41.0,59.0
06/01/2018 10:35:37.980000,3.25,41.0,58.0
06/01/2018 10:38:17.966666,3.46,41.0,59.0
06/01/2018 10:40:57.893333,3.53,41.0,58.0
06/01/2018 10:43:37.843333,3.13,40.0,58.0
06/01/2018 10:47:38.076666,2.75,39.0,59.0
06/01/2018 10:50:18.126666,3.26,40.0,59.0
06/01/2018 10:52:58.073333,2.85,40.0,59.0
06/01/2018 10:55:38.026666,2.95,40.0,59.0
06/01/2018 10:59:38.346666,2.05,39.0,59.0
06/01/2018 11:02:18.000000,2.25,39.0,59.0
06/01/2018 11:04:58.163333,3.05,39.0,59.0
06/01/2018 11:07:37.993333,2.89,39.0,59.0
06/01/2018 11:11:37.933333,1.92,36.0,59.0
06/01/2018 11:14:19.610000,2.0,35.0,59.0
06/01/2018 11:16:58.133333,2.74,34.0,59.0
06/01/2018 11:19:38.363333,2.03,33.0,59.0
06/01/2018 11:23:38.220000,2.24,33.0,59.0
06/01/2018 11:26:18.503333,1.63,33.0,60.0
06/01/2018 11:28:58.023333,1.33,33.0,60.0
06/01/2018 11:31:38.410000,1.97,33.0,60.0
06/01/2018 11:35:38.313333,2.05,34.0,59.0
06/01/2018 11:38:18.246666,2.1,35.0,59.0
06/01/2018 11:40:58.246666,2.11,35.0,59.0
06/01/2018 11:43:38.243333,2.61,37.0,57.0
06/01/2018 11:47:38.246666,1.56,37.0,58.0
06/01/2018 11:50:18.216666,2.82,37.0,58.0
06/01/2018 11:52:58.090000,2.92,38.0,58.0
06/01/2018 11:55:38.123333,2.56,38.0,58.0
06/01/2018 11:59:38.156666,2.54,37.0,58.0
06/01/2018 12:02:18.036666,2.97,38.0,57.0
06/01/2018 12:04:58.456666,2.0,38.0,57.0
06/01/2018 12:07:38.203333,2.03,38.0,57.0
06/01/2018 12:11:38.116666,2.55,37.0,58.0
06/01/2018 12:14:18.336666,2.42,38.0,58.0
06/01/2018 12:16:58.900000,2.08,39.0,58.0
06/01/2018 12:19:38.883333,3.05,38.0,59.0
06/01/2018 12:23:38.416666,2.8,37.0,61.0
06/01/2018 12:26:18.150000,3.08,36.0,62.0
06/01/2018 12:28:58.466666,3.22,36.0,62.0
06/01/2018 12:31:38.093333,2.79,35.0,63.0
06/01/2018 12:35:38.193333,3.92,34.0,64.0
06/01/2018 12:38:18.366666,3.56,33.0,65.0
06/01/2018 12:40:58.376666,2.95,32.0,65.0
06/01/2018 12:43:38.566666,2.92,31.0,66.0
06/01/2018 12:47:38.500000,2.15,31.0,65.0
06/01/2018 12:50:18.146666,2.14,31.0,66.0
06/01/2018 12:52:58.156666,1.7,29.0,69.0
06/01/2018 12:55:38.253333,1.75,28.0,70.0
06/01/2018 12:59:38.466666,3.1,28.0,68.0
06/01/2018 13:02:18.086666,2.38,30.0,68.0
06/01/2018 13:04:58.226666,2.54,28.0,68.0
06/01/2018 13:07:38.293333,2.37,28.0,68.0
06/01/2018 13:11:38.473333,2.87,25.0,71.0
06/01/2018 13:14:18.156666,2.67,24.0,71.0
06/01/2018 13:16:58.486666,2.08,24.0,71.0
06/01/2018 13:19:38.190000,1.66,24.0,72.0
06/01/2018 13:23:38.716666,1.46,22.0,75.0
06/01/2018 13:26:18.503333,2.3,22.0,75.0
06/01/2018 13:28:58.403333,1.95,23.0,72.0
06/01/2018 13:31:38.296666,2.38,23.0,73.0
06/01/2018 13:35:38.283333,2.26,23.0,75.0
06/01/2018 13:38:18.246666,2.15,21.0,77.0
06/01/2018 13:40:57.973333,2.34,20.0,79.0
06/01/2018 13:43:38.336666,2.62,22.0,74.0
06/01/2018 13:47:38.263333,3.58,20.0,79.0
06/01/2018 13:50:18.106666,2.67,20.0,78.0
06/01/2018 13:52:58.460000,3.03,18.0,79.0
06/01/2018 13:55:38.193333,3.87,18.0,80.0
06/01/2018 13:59:38.136666,2.68,18.0,78.0
06/01/2018 14:02:18.203333,3.26,18.0,80.0
06/01/2018 14:04:58.230000,2.71,18.0,79.0
06/01/2018 14:07:38.096666,2.76,19.0,79.0
06/01/2018 14:11:38.193333,2.24,19.0,79.0
06/01/2018 14:14:18.320000,1.92,18.0,82.0
06/01/2018 14:16:58.426666,2.86,17.0,83.0
06/01/2018 14:19:38.153333,2.95,16.0,85.0
06/01/2018 14:23:38.386666,2.18,15.0,86.0
06/01/2018 14:26:18.393333,2.26,15.0,86.0
06/01/2018 14:28:58.350000,3.05,14.0,86.0
06/01/2018 14:31:38.236666,2.03,13.0,86.0
06/01/2018 14:35:38.943333,3.26,13.0,88.0
06/01/2018 14:38:18.446666,2.36,12.0,88.0
06/01/2018 14:40:58.393333,3.1,13.0,88.0
06/01/2018 14:43:38.213333,2.95,12.0,89.0
06/01/2018 14:47:38.266666,2.64,11.0,88.0
06/01/2018 14:50:18.433333,2.67,12.0,85.0
06/01/2018 14:52:58.346666,3.63,12.0,85.0
06/01/2018 14:55:38.256666,4.1,12.0,86.0
06/01/2018 14:59:38.546666,4.45,13.0,82.0
06/01/2018 15:02:18.500000,5.22,14.0,81.0
06/01/2018 15:04:58.126666,3.68,13.0,83.0
06/01/2018 15:07:38.376666,5.03,13.0,85.0
06/01/2018 15:11:39.036666,4.75,11.0,87.0
06/01/2018 15:14:18.276666,5.12,10.0,89.0
06/01/2018 15:16:58.380000,5.4,11.0,88.0
06/01/2018 15:19:38.373333,4.55,11.0,88.0
06/01/2018 15:23:38.743333,3.23,10.0,90.0
06/01/2018 15:26:18.233333,4.33,10.0,90.0
06/01/2018 15:28:58.190000,4.6,9.0,90.0
06/01/2018 15:31:38.280000,3.92,8.0,90.0
06/01/2018 15:35:38.263333,2.81,7.0,90.0
06/01/2018 15:38:18.220000,2.54,7.0,92.0
06/01/2018 15:40:59.493333,2.5,6.0,91.0
06/01/2018 15:43:38.210000,2.22,6.0,91.0
06/01/2018 15:47:38.460000,1.54,6.0,92.0
06/01/2018 15:50:18.273333,2.03,6.0,93.0
06/01/2018 15:52:58.236666,1.18,6.0,93.0
06/01/2018 15:55:38.383333,1.71,5.0,92.0
06/01/2018 15:59:38.316666,0.38,4.0,93.0
06/01/2018 16:02:18.496666,0.37,5.0,94.0
06/01/2018 16:04:58.350000,0.98,3.0,95.0
