InstrumentName, I-25 Denver,,
StartTime, 2019-04-01 00:00:00,,
EndTime, 2019-04-30 23:59:59,,
Date,CO,NO2,PM2.5
04/01/2019 00:00:00.000000,0.4,17.0,5.2
04/01/2019 01:00:00.000000,0.2,15.0,4.4
04/01/2019 02:00:00.000000,0.2,18.0,4.4
04/01/2019 03:00:00.000000,0.4,24.0,5.0
04/01/2019 04:00:00.000000,0.4,,4.9
04/01/2019 05:00:00.000000,0.3,19.0,4.9
04/01/2019 06:00:00.000000,0.3,20.0,5.6
04/01/2019 07:00:00.000000,,,5.6
04/01/2019 08:00:00.000000,0.3,27.0,6.3
04/01/2019 09:00:00.000000,0.3,28.0,6.8
04/01/2019 10:00:00.000000,0.5,33.0,6.8
04/01/2019 11:00:00.000000,0.6,34.0,8.5
04/01/2019 12:00:00.000000,0.7,35.0,8.5
04/01/2019 13:00:00.000000,0.5,28.0,8.9
04/01/2019 14:00:00.000000,0.4,26.0,8.0
04/01/2019 15:00:00.000000,0.3,20.0,8.0
04/01/2019 16:00:00.000000,0.5,24.0,6.5
04/01/2019 17:00:00.000000,0.5,22.0,6.6
04/01/2019 18:00:00.000000,0.4,19.0,5.7
04/01/2019 19:00:00.000000,0.4,22.0,4.6
04/01/2019 20:00:00.000000,0.4,22.0,3.8
04/01/2019 21:00:00.000000,0.4,21.0,3.3
04/01/2019 22:00:00.000000,0.4,21.0,3.3
04/01/2019 23:00:00.000000,0.2,11.0,3.4
04/02/2019 00:00:00.000000,0.1,8.0,4.4
04/02/2019 01:00:00.000000,0.1,13.0,5.0
04/02/2019 02:00:00.000000,0.1,7.0,2.9
04/02/2019 03:00:00.000000,0.1,4.0,2.9
04/02/2019 04:00:00.000000,0.1,,2.4
04/02/2019 05:00:00.000000,0.1,7.0,2.2
04/02/2019 06:00:00.000000,0.1,6.0,2.1
04/02/2019 07:00:00.000000,,,2.1
04/02/2019 08:00:00.000000,0.2,21.0,3.0
04/02/2019 09:00:00.000000,0.2,23.0,3.0
04/02/2019 10:00:00.000000,0.5,29.0,4.3
04/02/2019 11:00:00.000000,0.9,33.0,5.5
04/02/2019 12:00:00.000000,0.7,31.0,6.6
04/02/2019 13:00:00.000000,0.7,34.0,6.6
04/02/2019 14:00:00.000000,0.7,33.0,9.0
04/02/2019 15:00:00.000000,,,9.0
04/02/2019 17:00:00.000000,0.4,22.0,10.4
04/02/2019 18:00:00.000000,0.4,23.0,10.4
04/02/2019 19:00:00.000000,0.4,22.0,12.3
04/02/2019 20:00:00.000000,0.5,27.0,12.3
04/02/2019 21:00:00.000000,0.5,30.0,14.7
04/02/2019 22:00:00.000000,0.5,30.0,15.9
04/02/2019 23:00:00.000000,0.4,24.0,14.9
04/03/2019 00:00:00.000000,0.5,27.0,14.9
04/03/2019 01:00:00.000000,0.5,27.0,15.0
04/03/2019 02:00:00.000000,0.5,25.0,13.9
04/03/2019 03:00:00.000000,0.3,20.0,13.3
04/03/2019 04:00:00.000000,0.4,,13.5
04/03/2019 05:00:00.000000,0.3,20.0,13.8
04/03/2019 06:00:00.000000,0.3,26.0,13.8
04/03/2019 07:00:00.000000,,,14.5
04/03/2019 08:00:00.000000,0.5,33.0,15.6
04/03/2019 09:00:00.000000,0.5,34.0,16.3
04/03/2019 10:00:00.000000,0.6,30.0,19.0
04/03/2019 11:00:00.000000,0.7,33.0,20.2
04/03/2019 12:00:00.000000,1.2,37.0,20.2
04/03/2019 13:00:00.000000,0.7,33.0,23.5
04/03/2019 14:00:00.000000,0.7,39.0,24.4
04/03/2019 15:00:00.000000,0.5,36.0,26.8
04/03/2019 16:00:00.000000,0.7,44.0,26.4
