InstrumentName, La Casa NCORE,,,,
StartTime, 2019-04-01 00:00:00,,,,
EndTime, 2019-04-30 23:59:59,,,,
Date,Carbon monoxide,Nitrogen dioxide,Ozone,PM10 Total 0-10um STP,PM2.5 Total Atmospheric
04/01/2019 00:00:00.000000,0.152306,3.192979,0.048933,9.607493,5.476382
04/01/2019 00:01:00.000000,0.153691,4.259443,0.04775,9.078283,5.331738
04/01/2019 00:02:00.000000,0.162974,7.535959,0.046617,12.654999,5.705957
04/01/2019 00:03:00.000000,0.159936,7.079209,0.047,9.285785,5.678268
04/01/2019 00:04:00.000000,0.157161,8.214509,0.04565,17.459527,5.802473
04/01/2019 00:05:00.000000,0.166736,9.008202,0.043633,10.042436,5.729519
04/01/2019 00:06:00.000000,0.166604,14.108432,0.040317,17.863241,5.638685
04/01/2019 00:07:00.000000,0.178081,13.765467,0.039117,15.895531,5.828882
04/01/2019 00:08:00.000000,0.179044,13.230363,0.040233,11.885109,6.072172
04/01/2019 00:09:00.000000,0.19698,9.967325,0.042517,11.65625,5.628514
04/01/2019 00:10:00.000000,0.176359,8.555026,0.044517,18.438667,5.774281
04/01/2019 00:11:00.000000,0.168472,9.746501,0.044017,10.6007,5.857315
04/01/2019 00:12:00.000000,0.151555,8.489924,0.0432,9.435461,5.595067
04/01/2019 00:13:00.000000,0.17139,9.147777,0.04335,21.227729,6.105565
04/01/2019 00:14:00.000000,0.159031,7.507957,0.045533,9.813481,5.517092
04/01/2019 00:15:00.000000,0.184968,8.059672,0.04535,9.722345,5.701897
04/01/2019 00:16:00.000000,0.189678,8.184522,0.043983,12.068871,6.177762
04/01/2019 00:17:00.000000,0.184234,6.642714,0.0449,9.943355,5.654091
04/01/2019 00:18:00.000000,0.171331,5.931844,0.04655,10.49523,5.639683
04/01/2019 00:19:00.000000,0.170131,7.517329,0.045633,9.966402,5.638116
04/01/2019 00:20:00.000000,0.175921,9.468929,0.043283,10.139104,5.540654
04/01/2019 00:21:00.000000,0.17918,9.206967,0.04355,9.878868,5.682483
04/01/2019 00:22:00.000000,0.173576,7.597297,0.044717,9.721252,5.179554
04/01/2019 00:23:00.000000,0.247019,8.542141,0.044567,9.612791,5.475314
04/01/2019 00:24:00.000000,0.216069,6.322359,0.045833,10.040531,5.517074
04/01/2019 00:25:00.000000,0.176981,7.289743,0.046017,10.386972,5.695282
04/01/2019 00:26:00.000000,0.183945,8.250155,0.044967,10.883081,5.27378
04/01/2019 00:27:00.000000,0.165277,7.4524,0.043517,12.607032,5.483011
04/01/2019 00:28:00.000000,0.160504,7.4524,0.043667,9.719004,5.560123
04/01/2019 00:29:00.000000,0.162388,5.354584,0.04725,,
04/01/2019 00:30:00.000000,0.153371,4.624489,0.048017,14.361796,5.588255
04/01/2019 00:31:00.000000,0.15099,5.667667,0.04725,9.441842,5.417018
04/01/2019 00:32:00.000000,0.158716,6.642315,0.047033,9.461018,5.290304
04/01/2019 00:33:00.000000,0.15959,5.102974,0.04745,10.993536,5.412921
04/01/2019 00:34:00.000000,0.168928,5.700936,0.04665,9.923132,5.327318
04/01/2019 00:35:00.000000,0.180897,6.849849,0.04595,18.915362,5.662584
04/01/2019 00:36:00.000000,0.224669,9.45497,0.044783,14.531592,5.703269
04/01/2019 00:37:00.000000,0.273199,7.536147,0.045933,13.141127,7.020625
04/01/2019 00:38:00.000000,0.215726,4.336667,0.047883,9.65371,5.787642
04/01/2019 00:39:00.000000,0.179624,4.177348,0.048483,9.479022,5.498633
04/01/2019 00:40:00.000000,0.213848,5.306748,0.048133,9.449577,5.330607
04/01/2019 00:41:00.000000,0.181194,6.435827,0.046367,8.894336,5.170682
