InstrumentName, West Denver PA-II B,,
StartTime, 2019-04-01 00:00:00,,
EndTime, 2019-04-30 23:59:59,,
Date,PM2.5,humidity,temp_f
04/01/2019 00:02:11.901000,4.55,23.0,61.0
04/01/2019 00:07:31.873000,5.43,23.0,61.0
04/01/2019 00:11:31.896000,5.76,24.0,61.0
04/01/2019 00:15:31.929000,5.38,24.0,61.0
04/01/2019 00:19:31.833000,4.94,24.0,61.0
04/01/2019 00:23:31.860000,5.46,24.0,61.0
04/01/2019 00:27:31.834000,5.89,25.0,60.0
04/01/2019 00:31:31.803000,4.77,25.0,60.0
04/01/2019 00:35:31.787000,5.76,25.0,60.0
04/01/2019 00:38:11.823000,3.96,25.0,60.0
04/01/2019 00:43:32.045000,4.36,25.0,60.0
04/01/2019 00:47:31.893000,3.76,26.0,59.0
04/01/2019 00:51:32.047000,3.53,26.0,59.0
04/01/2019 00:55:31.918000,4.52,27.0,59.0
04/01/2019 00:59:31.799000,3.0,27.0,59.0
04/01/2019 01:02:11.786000,3.02,27.0,58.0
04/01/2019 01:07:31.854000,4.38,28.0,58.0
04/01/2019 01:11:31.826000,3.91,28.0,58.0
04/01/2019 01:15:31.873000,5.36,28.0,58.0
04/01/2019 01:18:12.055000,5.51,28.0,57.0
04/01/2019 01:23:32.084000,4.07,28.0,57.0
04/01/2019 01:27:31.860000,3.91,29.0,57.0
04/01/2019 01:31:31.839000,3.7,29.0,57.0
04/01/2019 01:35:31.903000,3.7,29.0,57.0
04/01/2019 01:38:11.865000,3.4,29.0,57.0
04/01/2019 01:43:32.008000,4.19,29.0,56.0
04/01/2019 01:47:31.971000,3.36,29.0,56.0
04/01/2019 01:51:31.933000,6.21,29.0,56.0
04/01/2019 01:55:31.928000,14.67,29.0,56.0
04/01/2019 01:59:31.956000,16.11,30.0,56.0
04/01/2019 02:02:12.032000,6.51,30.0,56.0
04/01/2019 02:06:12.642000,6.45,30.0,56.0
04/01/2019 02:07:31.900000,5.96,30.0,56.0
04/01/2019 02:08:51.916000,6.24,30.0,56.0
04/01/2019 02:11:32.009000,5.78,30.0,56.0
04/01/2019 02:12:52.015000,5.79,30.0,55.0
04/01/2019 02:15:31.961000,4.5,30.0,55.0
04/01/2019 02:16:51.871000,4.62,30.0,55.0
04/01/2019 02:18:11.885000,4.59,30.0,55.0
04/01/2019 02:22:11.853000,5.23,30.0,55.0
04/01/2019 02:26:11.918000,6.11,31.0,55.0
04/01/2019 02:27:32.052000,6.09,31.0,55.0
04/01/2019 02:28:52.452000,6.2,31.0,55.0
04/01/2019 02:31:32.056000,6.17,31.0,55.0
04/01/2019 02:32:52.390000,6.11,31.0,54.0
04/01/2019 02:35:31.970000,6.0,31.0,54.0
04/01/2019 02:36:52.388000,6.33,32.0,54.0
04/01/2019 02:38:12.010000,5.54,32.0,54.0
04/01/2019 02:40:52.151000,5.89,32.0,54.0
04/01/2019 02:42:11.968000,6.09,32.0,54.0
04/01/2019 02:46:11.951000,6.42,32.0,54.0
04/01/2019 02:47:31.974000,5.24,32.0,54.0
04/01/2019 02:48:52.068000,5.5,32.0,54.0
04/01/2019 02:51:32.028000,6.0,32.0,54.0
04/01/2019 02:52:52.062000,6.17,32.0,54.0
04/01/2019 02:55:31.924000,6.72,32.0,54.0
04/01/2019 02:56:52.261000,6.42,33.0,54.0
04/01/2019 02:58:11.848000,6.37,33.0,54.0
04/01/2019 03:00:51.981000,7.26,33.0,54.0
04/01/2019 03:02:12.032000,6.43,33.0,54.0
04/01/2019 03:04:51.950000,6.68,33.0,54.0
04/01/2019 03:07:31.958000,6.22,33.0,54.0
04/01/2019 03:08:52.083000,6.37,33.0,54.0
