InstrumentName, I25 Denver,,
StartTime, 2019-04-01 00:00:00,,
EndTime, 2019-04-30 23:59:59,,
Date,Carbon monoxide,Nitrogen dioxide,PM2.5 Total Atmospheric
04/01/2019 00:00:00.000000,0.334756,4.359865,3.991667
04/01/2019 00:01:00.000000,0.213435,4.287744,4.491667
04/01/2019 00:02:00.000000,0.164476,4.301838,4.525
04/01/2019 00:03:00.000000,0.162379,4.160834,4.4
04/01/2019 00:04:00.000000,0.152572,3.973366,4.633333
04/01/2019 00:05:00.000000,0.149442,3.801419,4.625
04/01/2019 00:06:00.000000,0.142001,3.590085,4.325
04/01/2019 00:07:00.000000,0.149444,3.454666,4.316667
04/01/2019 00:08:00.000000,0.142812,3.227793,4.166667
04/01/2019 00:09:00.000000,0.152388,4.916099,
04/01/2019 00:10:00.000000,0.244043,3.670247,4.216667
04/01/2019 00:11:00.000000,0.209968,3.162183,4.3
04/01/2019 00:12:00.000000,0.161051,3.077501,4.241667
04/01/2019 00:13:00.000000,0.164277,3.248455,4.725
04/01/2019 00:14:00.000000,0.223149,4.825128,5.275
04/01/2019 00:15:00.000000,0.248973,5.707938,4.583333
04/01/2019 00:16:00.000000,0.184041,5.884207,4.116667
04/01/2019 00:17:00.000000,0.154443,6.019257,4.141667
04/01/2019 00:18:00.000000,0.159388,6.134315,4.1
04/01/2019 00:19:00.000000,0.167786,6.112928,4.041667
04/01/2019 00:20:00.000000,0.164701,5.575717,3.825
04/01/2019 00:21:00.000000,0.154054,4.066344,4.283333
04/01/2019 00:22:00.000000,0.163563,3.701743,4.525
04/01/2019 00:23:00.000000,0.162356,3.74752,4.283333
04/01/2019 00:24:00.000000,0.164606,3.602348,4.433333
04/01/2019 00:25:00.000000,0.162037,3.520716,4.016667
04/01/2019 00:26:00.000000,0.138029,3.511294,3.833333
04/01/2019 00:27:00.000000,0.152453,3.648258,3.708333
04/01/2019 00:28:00.000000,0.147865,3.723989,3.441667
04/01/2019 00:29:00.000000,0.15988,3.884034,3.866667
04/01/2019 00:30:00.000000,0.169424,3.997335,3.966667
04/01/2019 00:31:00.000000,0.177774,4.641103,3.8
04/01/2019 00:32:00.000000,0.177182,5.125255,4.383333
04/01/2019 00:33:00.000000,0.15996,8.285871,5.091667
04/01/2019 00:34:00.000000,0.296588,21.844809,4.133333
04/01/2019 00:35:00.000000,0.429561,11.790895,3.008333
04/01/2019 00:36:00.000000,0.289445,7.749687,3.091667
04/01/2019 00:37:00.000000,0.209055,7.677337,3.708333
04/01/2019 00:38:00.000000,0.187895,8.032195,3.591667
04/01/2019 00:39:00.000000,0.238393,8.500285,2.95
04/01/2019 00:40:00.000000,0.261315,9.074656,3.516667
04/01/2019 00:41:00.000000,0.402086,10.564156,4.216667
04/01/2019 00:42:00.000000,0.637624,11.973321,4.533333
04/01/2019 00:43:00.000000,0.617369,13.506438,3.766667
04/01/2019 00:44:00.000000,0.451054,14.453843,4.441667
04/01/2019 00:45:00.000000,0.425068,15.272586,4.0
04/01/2019 00:46:00.000000,0.448189,16.049842,4.691667
04/01/2019 00:47:00.000000,0.398058,16.75966,5.2
04/01/2019 00:48:00.000000,0.354652,16.428686,4.116667
04/01/2019 00:49:00.000000,0.335292,17.026194,4.05
04/01/2019 00:50:00.000000,0.343333,17.509311,3.833333
04/01/2019 00:51:00.000000,0.282843,16.768998,3.966667
04/01/2019 00:52:00.000000,0.227497,15.861412,4.358333
04/01/2019 00:53:00.000000,0.206879,14.689359,4.225
04/01/2019 00:54:00.000000,0.245557,14.188561,4.216667
04/01/2019 00:55:00.000000,0.370603,22.383573,4.533333
04/01/2019 00:56:00.000000,0.440385,19.805602,4.233333
