InstrumentName, Wash Park West B,,
04/01/2019 03:09:01.095000,6.56,37.0,48.0
04/01/2019 03:11:41.651000,5.76,37.0,48.0
04/01/2019 03:13:01.348000,5.76,38.0,48.0
04/01/2019 03:15:43.758000,6.63,37.0,48.0
04/01/2019 03:17:01.452000,6.36,38.0,48.0
04/01/2019 03:19:41.017000,6.91,38.0,48.0
04/01/2019 03:21:01.088000,6.11,38.0,48.0
04/01/2019 03:23:41.153000,6.27,38.0,48.0
04/01/2019 03:25:01.218000,6.57,38.0,48.0
04/01/2019 03:27:41.431000,7.07,38.0,48.0
04/01/2019 03:29:01.784000,7.47,38.0,48.0
04/01/2019 03:31:41.000000,6.64,38.0,48.0
04/01/2019 03:33:01.123000,6.96,38.0,48.0
04/01/2019 03:35:41.059000,5.66,39.0,47.0
04/01/2019 03:37:01.050000,5.91,39.0,47.0
04/01/2019 03:39:41.084000,5.55,39.0,47.0
04/01/2019 03:41:02.616000,5.85,39.0,47.0
04/01/2019 03:43:41.116000,6.26,39.0,47.0
04/01/2019 03:45:01.083000,6.98,39.0,47.0
04/01/2019 03:47:41.058000,6.3,40.0,47.0
04/01/2019 03:49:01.146000,6.0,40.0,47.0
04/01/2019 03:51:41.109000,6.02,40.0,47.0
04/01/2019 03:53:01.585000,6.27,40.0,47.0
04/01/2019 03:55:41.264000,6.15,40.0,47.0
04/01/2019 03:57:01.128000,6.02,40.0,47.0
04/01/2019 03:59:44.103000,6.3,40.0,47.0
04/01/2019 04:01:01.721000,6.52,40.0,47.0
04/01/2019 04:03:41.133000,7.04,40.0,47.0
04/01/2019 04:09:56.310000,6.77,41.0,47.0
04/01/2019 04:11:16.458000,7.04,41.0,47.0
04/01/2019 04:13:56.566000,6.49,41.0,47.0
04/01/2019 04:15:16.446000,6.63,41.0,47.0
04/01/2019 04:17:56.412000,6.4,41.0,47.0
04/01/2019 04:19:16.444000,6.7,41.0,46.0
04/01/2019 04:21:56.352000,6.96,41.0,46.0
04/01/2019 04:23:17.925000,7.0,41.0,46.0
04/01/2019 04:25:56.449000,6.35,41.0,46.0
04/01/2019 04:27:16.455000,6.29,41.0,46.0
04/01/2019 04:29:00.202000,8.45,42.0,46.0
04/01/2019 04:31:39.445000,6.46,41.0,46.0
04/01/2019 04:32:59.361000,7.06,42.0,46.0
04/01/2019 04:35:39.840000,7.46,42.0,46.0
04/01/2019 04:36:59.025000,7.36,42.0,46.0
04/01/2019 04:39:39.759000,7.46,42.0,46.0
04/01/2019 04:40:59.106000,6.93,42.0,46.0
04/01/2019 04:43:39.091000,7.15,42.0,46.0
04/01/2019 04:44:59.166000,7.47,42.0,46.0
04/01/2019 04:47:40.125000,7.6,42.0,46.0
04/01/2019 04:48:59.137000,7.67,42.0,46.0
04/01/2019 04:51:39.094000,7.56,43.0,46.0
04/01/2019 04:52:59.207000,7.26,43.0,46.0
04/01/2019 04:55:39.120000,7.22,43.0,46.0
04/01/2019 04:56:59.147000,7.33,42.0,46.0
04/01/2019 04:59:39.460000,7.53,42.0,46.0
04/01/2019 05:00:59.187000,7.07,42.0,46.0
04/01/2019 05:03:39.376000,7.19,42.0,46.0
04/01/2019 05:04:59.015000,8.2,42.0,46.0
04/01/2019 05:07:39.129000,7.54,42.0,46.0
04/01/2019 05:08:59.165000,7.28,42.0,46.0
04/01/2019 05:11:39.152000,7.38,42.0,46.0
04/01/2019 05:12:59.121000,7.38,42.0,46.0
04/01/2019 05:15:39.247000,7.89,42.0,46.0
04/01/2019 05:16:59.353000,8.26,42.0,46.0
04/01/2019 05:19:39.208000,8.48,42.0,46.0
04/01/2019 05:20:59.104000,7.54,42.0,46.0
04/01/2019 05:23:39.130000,8.68,42.0,46.0
04/01/2019 05:24:59.588000,8.3,42.0,46.0
04/01/2019 05:27:39.129000,8.91,42.0,46.0
04/01/2019 05:28:59.944000,7.57,42.0,46.0
04/01/2019 05:31:39.124000,7.91,42.0,46.0
04/01/2019 05:32:59.235000,8.67,42.0,46.0
04/01/2019 05:35:39.167000,8.76,43.0,46.0
04/01/2019 05:36:59.589000,8.74,43.0,46.0
04/01/2019 05:39:39.112000,8.09,43.0,46.0
04/01/2019 05:40:59.335000,9.09,43.0,46.0
04/01/2019 05:43:39.447000,9.0,43.0,46.0
04/01/2019 05:44:59.168000,10.26,43.0,46.0
04/01/2019 05:47:39.173000,8.59,43.0,46.0
04/01/2019 05:48:59.201000,8.66,43.0,46.0
04/01/2019 05:51:39.161000,9.11,43.0,46.0
04/01/2019 05:52:59.187000,8.87,43.0,46.0
04/01/2019 05:55:39.392000,8.94,43.0,46.0
04/01/2019 05:56:59.327000,8.43,43.0,46.0
04/01/2019 05:59:39.184000,8.59,43.0,45.0
04/01/2019 06:00:59.133000,8.3,43.0,45.0
04/01/2019 06:03:39.193000,8.04,43.0,45.0
04/01/2019 06:04:59.402000,7.89,43.0,45.0
04/01/2019 06:07:39.222000,8.28,43.0,45.0
04/01/2019 06:08:59.277000,8.59,43.0,45.0
04/01/2019 06:11:39.191000,8.33,43.0,45.0
04/01/2019 06:12:59.182000,7.89,43.0,45.0
04/01/2019 06:15:39.187000,10.09,43.0,45.0
04/01/2019 06:16:59.166000,8.98,43.0,45.0
04/01/2019 06:19:39.136000,8.82,43.0,45.0
04/01/2019 06:20:59.340000,10.09,43.0,45.0
04/01/2019 06:23:39.265000,9.09,44.0,45.0
04/01/2019 06:24:59.804000,8.74,44.0,45.0
04/01/2019 06:27:39.299000,8.11,44.0,45.0
04/01/2019 06:29:00.035000,9.28,44.0,45.0
04/01/2019 06:31:39.303000,8.56,44.0,45.0
04/01/2019 06:32:59.875000,9.72,44.0,45.0
04/01/2019 06:35:39.259000,9.71,44.0,45.0
04/01/2019 06:36:59.400000,9.66,44.0,45.0
04/01/2019 06:39:39.168000,9.02,44.0,45.0
04/01/2019 06:40:59.328000,9.74,44.0,44.0
04/01/2019 06:43:39.255000,8.71,45.0,44.0
04/01/2019 06:44:59.277000,9.04,44.0,44.0
04/01/2019 06:47:39.192000,9.58,45.0,44.0
04/01/2019 06:48:59.344000,8.59,45.0,44.0
04/01/2019 06:51:39.214000,9.0,45.0,44.0
04/01/2019 06:52:59.411000,8.63,45.0,44.0
04/01/2019 06:55:39.251000,10.02,45.0,44.0
04/01/2019 06:56:59.201000,9.57,45.0,44.0
04/01/2019 06:59:39.167000,9.22,45.0,44.0
04/01/2019 07:00:59.399000,9.2,45.0,44.0
04/01/2019 07:03:39.173000,9.0,45.0,44.0
04/01/2019 07:04:59.386000,8.72,45.0,44.0
04/01/2019 07:07:39.270000,9.63,45.0,44.0
04/01/2019 07:08:59.267000,8.3,45.0,44.0
04/01/2019 07:11:39.310000,8.85,45.0,44.0
04/01/2019 07:12:59.175000,8.93,45.0,44.0
04/01/2019 07:15:39.661000,8.8,46.0,44.0
04/01/2019 07:16:59.201000,9.67,45.0,44.0
04/01/2019 07:19:39.250000,8.83,46.0,44.0
04/01/2019 07:20:59.224000,9.48,46.0,44.0
04/01/2019 07:23:39.326000,9.83,46.0,44.0
04/01/2019 07:24:59.268000,8.77,46.0,44.0
04/01/2019 07:28:59.907000,8.53,46.0,43.0
04/01/2019 07:32:59.358000,9.04,46.0,43.0
04/01/2019 07:36:59.442000,10.04,46.0,43.0
04/01/2019 07:40:59.239000,8.76,46.0,43.0
04/01/2019 07:44:59.300000,7.07,47.0,43.0
04/01/2019 07:48:59.371000,7.96,47.0,43.0
04/01/2019 07:52:59.275000,8.91,47.0,43.0
04/01/2019 07:58:19.347000,8.39,47.0,43.0
04/01/2019 08:00:59.371000,8.24,47.0,43.0
04/01/2019 08:04:59.257000,8.74,47.0,43.0
04/01/2019 08:08:59.316000,9.02,47.0,43.0
04/01/2019 08:12:59.198000,8.09,47.0,42.0
04/01/2019 08:16:59.358000,8.39,47.0,42.0
04/01/2019 08:20:59.279000,9.38,47.0,42.0
04/01/2019 08:24:59.260000,8.36,47.0,42.0
04/01/2019 08:29:00.319000,9.23,47.0,42.0
04/01/2019 08:32:59.328000,9.45,47.0,42.0
04/01/2019 08:36:59.361000,9.04,47.0,42.0
04/01/2019 08:40:59.339000,8.77,47.0,42.0
04/01/2019 08:44:59.338000,7.89,47.0,42.0
04/01/2019 08:48:59.343000,7.78,48.0,42.0
04/01/2019 08:52:59.499000,8.0,48.0,42.0
04/01/2019 08:56:59.368000,8.22,48.0,42.0
04/01/2019 09:00:59.340000,6.78,48.0,42.0
04/01/2019 09:04:59.329000,7.11,48.0,42.0
04/01/2019 09:08:59.311000,6.87,48.0,42.0
04/01/2019 09:12:59.315000,7.53,48.0,42.0
04/01/2019 09:16:59.361000,7.91,48.0,41.0
04/01/2019 09:20:59.464000,8.64,48.0,41.0
04/01/2019 09:24:59.392000,7.4,48.0,41.0
04/01/2019 09:29:00.264000,7.22,48.0,41.0
04/01/2019 09:32:59.321000,7.78,48.0,41.0
04/01/2019 09:36:59.330000,7.41,48.0,41.0
04/01/2019 09:40:59.836000,6.93,48.0,41.0
04/01/2019 09:44:59.447000,6.83,48.0,41.0
04/01/2019 09:48:59.342000,7.47,48.0,41.0
04/01/2019 09:52:59.441000,7.52,48.0,41.0
04/01/2019 09:56:59.520000,7.13,48.0,41.0
04/01/2019 10:00:59.412000,7.15,48.0,41.0
04/01/2019 10:04:59.388000,7.36,48.0,41.0
04/01/2019 10:08:59.892000,7.2,48.0,41.0
04/01/2019 10:12:59.562000,6.91,48.0,41.0
04/01/2019 10:16:59.486000,8.06,48.0,41.0
04/01/2019 10:20:59.492000,7.0,48.0,41.0
04/01/2019 10:24:59.442000,7.61,48.0,41.0
04/01/2019 10:29:00.327000,7.77,48.0,41.0
04/01/2019 10:32:59.573000,8.3,48.0,41.0
04/01/2019 10:36:59.433000,8.43,48.0,41.0
04/01/2019 10:40:59.516000,7.43,48.0,41.0
04/01/2019 10:44:59.621000,7.74,48.0,41.0
04/01/2019 10:48:59.502000,8.39,48.0,41.0
04/01/2019 10:52:59.528000,7.8,48.0,41.0
04/01/2019 10:56:59.469000,8.98,48.0,41.0
04/01/2019 11:00:59.802000,7.42,48.0,41.0
04/01/2019 11:04:59.458000,7.09,48.0,41.0
04/01/2019 11:08:59.410000,8.35,48.0,41.0
04/01/2019 11:12:59.661000,7.49,48.0,40.0
04/01/2019 11:16:59.585000,7.72,48.0,40.0
04/01/2019 11:21:03.844000,7.57,48.0,40.0
04/01/2019 11:24:59.714000,7.6,48.0,40.0
04/01/2019 11:29:00.258000,7.61,48.0,40.0
04/01/2019 11:32:59.530000,8.76,48.0,40.0
04/01/2019 11:36:59.748000,8.47,48.0,40.0
04/01/2019 11:40:59.813000,8.02,48.0,40.0
04/01/2019 11:44:59.640000,7.81,48.0,40.0
04/01/2019 11:48:59.561000,9.43,48.0,40.0
04/01/2019 11:52:59.619000,7.72,48.0,40.0
04/01/2019 11:56:59.642000,9.24,48.0,40.0
04/01/2019 12:00:59.651000,9.26,48.0,40.0
04/01/2019 12:05:00.480000,9.87,48.0,40.0
04/01/2019 12:08:59.702000,9.7,48.0,40.0
04/01/2019 12:12:59.706000,10.22,48.0,39.0
04/01/2019 12:16:59.714000,9.57,48.0,39.0
04/01/2019 12:21:00.166000,10.43,48.0,39.0
04/01/2019 12:24:59.583000,10.02,48.0,39.0
04/01/2019 12:29:00.652000,10.53,49.0,39.0
04/01/2019 12:32:59.789000,11.65,49.0,39.0
04/01/2019 12:36:59.694000,12.09,49.0,39.0
04/01/2019 12:41:00.141000,11.32,49.0,39.0
04/01/2019 12:44:59.633000,12.43,49.0,39.0
04/01/2019 12:48:59.670000,11.91,49.0,39.0
04/01/2019 12:52:59.693000,12.22,49.0,39.0
04/01/2019 12:56:59.706000,11.41,49.0,39.0
04/01/2019 13:00:59.671000,11.2,49.0,39.0
04/01/2019 13:04:59.720000,11.51,49.0,39.0
04/01/2019 13:08:59.664000,11.3,49.0,40.0
04/01/2019 13:13:00.304000,11.47,49.0,40.0
04/01/2019 13:16:59.649000,11.78,49.0,40.0
04/01/2019 13:20:59.907000,12.91,49.0,40.0
04/01/2019 13:24:59.820000,12.3,48.0,40.0
04/01/2019 13:29:00.563000,11.55,48.0,40.0
04/01/2019 13:32:59.702000,11.2,48.0,41.0
04/01/2019 13:36:59.706000,10.85,48.0,41.0
04/01/2019 13:40:59.775000,11.07,48.0,41.0
04/01/2019 13:44:59.972000,10.24,47.0,41.0
04/01/2019 13:48:59.801000,10.61,47.0,41.0
04/01/2019 13:53:00.037000,9.41,46.0,41.0
04/01/2019 13:56:59.735000,9.54,46.0,42.0
04/01/2019 14:00:59.757000,10.29,46.0,42.0
04/01/2019 14:04:59.707000,9.18,46.0,42.0
04/01/2019 14:08:57.281000,9.43,45.0,43.0
04/01/2019 14:12:57.353000,7.39,44.0,43.0
04/01/2019 14:16:57.240000,7.28,44.0,43.0
04/01/2019 14:20:57.425000,6.7,44.0,43.0
04/01/2019 14:24:57.370000,6.57,43.0,43.0
04/01/2019 14:28:57.356000,7.63,43.0,43.0
04/01/2019 14:32:57.958000,9.53,43.0,44.0
04/01/2019 14:36:57.295000,10.22,43.0,44.0
04/01/2019 14:40:58.014000,11.87,42.0,45.0
04/01/2019 14:44:57.294000,7.87,42.0,45.0
04/01/2019 14:48:57.467000,7.72,41.0,46.0
04/01/2019 14:52:57.419000,7.62,40.0,46.0
04/01/2019 14:56:57.307000,7.87,39.0,46.0
04/01/2019 15:00:57.393000,6.93,39.0,47.0
04/01/2019 15:04:57.448000,7.63,38.0,47.0
04/01/2019 15:08:57.400000,6.81,38.0,47.0
04/01/2019 15:12:57.758000,7.31,38.0,47.0
04/01/2019 15:16:57.444000,6.28,37.0,48.0
04/01/2019 15:20:57.461000,5.11,36.0,48.0
04/01/2019 15:24:57.646000,4.64,35.0,49.0
04/01/2019 15:28:57.453000,5.0,35.0,49.0
04/01/2019 15:32:57.400000,5.8,35.0,49.0
04/01/2019 15:36:57.362000,5.02,34.0,50.0
04/01/2019 15:40:57.542000,4.91,33.0,50.0
04/01/2019 15:44:57.384000,5.07,33.0,51.0
04/01/2019 15:48:57.443000,5.47,33.0,51.0
04/01/2019 15:52:57.650000,5.58,32.0,51.0
04/01/2019 15:56:57.371000,4.49,31.0,52.0
04/01/2019 16:00:57.848000,4.38,30.0,53.0
04/01/2019 16:04:57.372000,4.83,29.0,53.0
04/01/2019 16:08:57.884000,3.71,28.0,54.0
04/01/2019 16:12:57.528000,3.77,27.0,54.0
04/01/2019 16:16:57.580000,3.48,26.0,54.0
04/01/2019 16:20:57.569000,3.64,26.0,55.0
04/01/2019 16:24:59.471000,3.7,25.0,55.0
04/01/2019 16:28:59.601000,3.89,25.0,55.0
04/01/2019 16:32:59.560000,3.62,25.0,55.0
04/01/2019 16:36:59.737000,3.42,24.0,55.0
04/01/2019 16:41:00.233000,2.64,24.0,56.0
04/01/2019 16:44:59.741000,3.13,23.0,56.0
04/01/2019 16:48:59.931000,2.73,23.0,56.0
04/01/2019 16:52:59.676000,3.37,22.0,56.0
04/01/2019 16:56:59.628000,3.37,23.0,56.0
04/01/2019 17:00:59.596000,2.72,22.0,56.0
04/01/2019 17:04:59.675000,2.84,21.0,57.0
04/01/2019 17:08:59.964000,3.22,21.0,57.0
04/01/2019 17:12:59.727000,2.24,21.0,57.0
04/01/2019 17:16:59.937000,2.51,21.0,58.0
04/01/2019 17:20:59.725000,1.2,20.0,58.0
04/01/2019 17:24:59.871000,2.04,20.0,58.0
04/01/2019 17:29:00.310000,2.24,20.0,59.0
04/01/2019 17:32:59.761000,1.87,20.0,59.0
04/01/2019 17:36:59.770000,2.04,19.0,58.0
04/01/2019 17:40:59.851000,2.73,19.0,59.0
04/01/2019 17:44:59.746000,3.74,19.0,59.0
04/01/2019 17:48:59.861000,3.91,19.0,59.0
04/01/2019 17:52:59.641000,1.68,18.0,59.0
04/01/2019 17:56:59.723000,3.61,19.0,59.0
04/01/2019 18:00:59.864000,4.57,19.0,59.0
04/01/2019 18:04:59.781000,2.13,18.0,59.0
04/01/2019 18:08:59.887000,2.54,18.0,59.0
04/01/2019 18:12:59.798000,1.96,17.0,59.0
04/01/2019 18:16:59.603000,1.52,18.0,60.0
04/01/2019 18:20:59.719000,1.87,17.0,59.0
04/01/2019 18:24:59.623000,1.78,17.0,59.0
04/01/2019 18:28:59.835000,1.93,17.0,59.0
04/01/2019 18:32:59.698000,1.57,17.0,59.0
04/01/2019 18:36:59.750000,1.76,16.0,59.0
04/01/2019 18:40:59.979000,1.61,16.0,59.0
04/01/2019 18:44:59.785000,2.09,16.0,59.0
04/01/2019 18:48:59.749000,1.84,16.0,59.0
04/01/2019 18:52:59.886000,1.61,16.0,60.0
04/01/2019 18:56:59.751000,1.24,16.0,60.0
04/01/2019 19:00:59.755000,1.85,16.0,61.0
04/01/2019 19:04:59.733000,1.91,16.0,61.0
04/01/2019 19:09:02.620000,1.71,15.0,61.0
04/01/2019 19:12:59.964000,1.49,15.0,61.0
04/01/2019 19:16:59.859000,1.09,15.0,61.0
04/01/2019 19:20:59.810000,0.57,15.0,62.0
04/01/2019 19:24:59.755000,1.78,16.0,62.0
04/01/2019 19:28:59.807000,1.26,15.0,62.0
04/01/2019 19:32:59.744000,1.5,15.0,63.0
04/01/2019 19:37:00.226000,1.56,15.0,63.0
04/01/2019 19:39:39.957000,1.0,14.0,63.0
04/01/2019 19:45:10.158000,0.5,15.0,63.0
04/01/2019 19:49:14.491000,0.93,15.0,63.0
04/01/2019 19:53:09.887000,1.28,15.0,64.0
04/01/2019 19:57:09.903000,1.04,15.0,64.0
04/01/2019 20:01:10.152000,0.81,15.0,64.0
04/01/2019 20:05:09.878000,0.96,15.0,65.0
04/01/2019 20:09:10.353000,0.57,15.0,65.0
04/01/2019 20:13:10.215000,1.29,14.0,65.0
04/01/2019 20:15:49.788000,1.04,14.0,65.0
04/01/2019 20:19:49.977000,1.0,14.0,65.0
04/01/2019 20:25:09.935000,1.0,14.0,65.0
04/01/2019 20:29:09.846000,1.38,14.0,65.0
04/01/2019 20:33:09.988000,0.91,14.0,65.0
04/01/2019 20:37:09.881000,0.87,14.0,66.0
04/01/2019 20:41:10.011000,1.48,14.0,66.0
04/01/2019 20:45:09.953000,1.0,14.0,65.0
04/01/2019 20:49:09.919000,0.7,14.0,65.0
04/01/2019 20:53:09.988000,0.45,14.0,66.0
04/01/2019 20:57:09.790000,1.04,14.0,66.0
04/01/2019 21:01:09.901000,1.17,14.0,66.0
04/01/2019 21:05:10.277000,1.24,14.0,66.0
04/01/2019 21:09:09.805000,0.79,13.0,66.0
04/01/2019 21:13:09.957000,0.46,13.0,67.0
04/01/2019 21:17:10.009000,0.32,13.0,67.0
04/01/2019 21:21:09.862000,1.0,13.0,68.0
04/01/2019 21:25:10.379000,0.96,12.0,68.0
04/01/2019 21:29:10.092000,0.89,12.0,68.0
04/01/2019 21:33:09.823000,0.98,12.0,68.0
04/01/2019 21:37:09.923000,0.98,12.0,67.0
04/01/2019 21:41:09.911000,0.53,13.0,66.0
04/01/2019 21:45:09.974000,0.43,13.0,66.0
04/01/2019 21:49:09.964000,0.77,13.0,65.0
04/01/2019 21:53:09.978000,0.8,13.0,65.0
04/01/2019 21:57:09.930000,0.49,14.0,64.0
04/01/2019 22:01:10.484000,0.7,13.0,64.0
04/01/2019 22:05:10.039000,0.66,14.0,64.0
04/01/2019 22:09:09.958000,0.7,14.0,63.0
04/01/2019 22:13:10.176000,0.43,14.0,63.0
04/01/2019 22:17:10.001000,,15.0,63.0
04/01/2019 22:21:10.046000,0.17,14.0,64.0
04/01/2019 22:25:10.035000,0.4,14.0,64.0
04/01/2019 22:29:10.421000,0.13,14.0,65.0
04/01/2019 22:33:10.061000,0.6,13.0,65.0
04/01/2019 22:37:10.154000,0.72,13.0,65.0
04/01/2019 22:41:09.944000,0.54,14.0,65.0
04/01/2019 22:45:10.156000,1.11,14.0,65.0
04/01/2019 22:49:09.991000,0.68,14.0,64.0
04/01/2019 22:53:10.357000,0.87,14.0,64.0
04/01/2019 22:57:09.933000,0.85,14.0,64.0
04/01/2019 23:01:09.962000,0.76,14.0,63.0
04/01/2019 23:05:10.441000,1.0,14.0,63.0
04/01/2019 23:09:10.088000,1.21,14.0,63.0
04/01/2019 23:13:10.092000,1.83,15.0,63.0
04/01/2019 23:17:10.173000,1.75,15.0,63.0
04/01/2019 23:21:10.061000,1.59,15.0,63.0
04/01/2019 23:25:09.962000,1.8,15.0,63.0
04/01/2019 23:29:10.340000,1.38,15.0,63.0
04/01/2019 23:33:10.150000,1.8,15.0,63.0
04/01/2019 23:37:10.053000,1.93,15.0,63.0
04/01/2019 23:41:10.057000,2.57,15.0,63.0
04/01/2019 23:45:10.276000,2.37,15.0,63.0
04/01/2019 23:49:10.147000,2.44,16.0,62.0
04/01/2019 23:53:10.183000,2.43,16.0,62.0
04/01/2019 23:57:10.156000,1.98,16.0,62.0
04/02/2019 00:01:10.187000,1.79,16.0,62.0
04/02/2019 00:05:10.071000,3.71,17.0,62.0
04/02/2019 00:09:10.144000,4.83,17.0,62.0
04/02/2019 00:13:10.127000,5.43,17.0,62.0
04/02/2019 00:17:10.191000,4.53,18.0,61.0
04/02/2019 00:21:10.269000,4.61,18.0,61.0
04/02/2019 00:25:10.533000,5.02,18.0,61.0
04/02/2019 00:29:10.268000,4.18,18.0,61.0
04/02/2019 00:33:10.199000,5.45,18.0,61.0
04/02/2019 00:37:10.211000,4.76,18.0,61.0
04/02/2019 00:41:10.555000,4.09,18.0,61.0
04/02/2019 00:45:10.141000,5.83,19.0,61.0
04/02/2019 00:49:10.763000,5.87,18.0,60.0
04/02/2019 00:53:10.412000,5.48,19.0,60.0
04/02/2019 00:57:10.381000,6.02,19.0,60.0
04/02/2019 01:01:10.192000,7.43,19.0,60.0
04/02/2019 01:05:10.285000,7.07,19.0,60.0
04/02/2019 01:09:10.117000,5.38,19.0,60.0
04/02/2019 01:13:10.745000,6.56,19.0,59.0
04/02/2019 01:17:10.211000,6.63,19.0,59.0
04/02/2019 01:21:10.251000,7.43,19.0,59.0
04/02/2019 01:25:10.256000,7.96,19.0,59.0
04/02/2019 01:29:10.970000,7.78,19.0,59.0
04/02/2019 01:33:10.253000,6.38,19.0,59.0
04/02/2019 01:37:10.325000,6.62,19.0,59.0
04/02/2019 01:41:10.385000,5.57,19.0,59.0
04/02/2019 01:45:10.287000,5.15,19.0,59.0
04/02/2019 01:49:10.339000,5.69,19.0,58.0
04/02/2019 01:53:10.421000,4.2,19.0,58.0
04/02/2019 01:57:10.249000,3.6,19.0,58.0
04/02/2019 02:01:10.480000,2.77,20.0,58.0
04/02/2019 02:05:10.354000,2.09,20.0,58.0
04/02/2019 02:07:50.952000,2.13,21.0,58.0
04/02/2019 02:09:10.285000,2.23,21.0,58.0
04/02/2019 02:11:53.590000,2.26,21.0,57.0
04/02/2019 02:13:10.419000,1.78,21.0,57.0
04/02/2019 02:15:51.411000,1.76,21.0,57.0
04/02/2019 02:17:10.659000,1.44,21.0,57.0
04/02/2019 02:19:50.541000,1.94,22.0,57.0
04/02/2019 02:21:10.330000,1.74,22.0,57.0
04/02/2019 02:23:51.560000,1.4,22.0,57.0
04/02/2019 02:25:10.743000,1.6,22.0,57.0
04/02/2019 02:27:50.857000,1.4,22.0,57.0
04/02/2019 02:29:12.008000,1.79,22.0,57.0
04/02/2019 02:31:51.451000,1.89,23.0,57.0
04/02/2019 02:33:10.458000,1.85,22.0,57.0
04/02/2019 02:35:50.458000,1.02,23.0,57.0
04/02/2019 02:37:10.415000,1.46,22.0,57.0
04/02/2019 02:39:50.294000,0.89,23.0,57.0
04/02/2019 02:41:10.469000,0.65,23.0,57.0
04/02/2019 02:43:50.416000,1.19,23.0,57.0
04/02/2019 02:45:10.488000,1.11,23.0,57.0
04/02/2019 02:47:50.366000,0.55,23.0,57.0
04/02/2019 02:49:11.184000,1.39,23.0,57.0
04/02/2019 02:51:50.685000,1.0,23.0,56.0
04/02/2019 02:53:10.333000,1.02,23.0,56.0
04/02/2019 02:55:50.511000,0.53,23.0,57.0
04/02/2019 02:57:10.501000,1.15,23.0,57.0
