InstrumentName, Welby,,,
StartTime, 2019-04-01 00:00:00,,,
EndTime, 2019-04-30 23:59:59,,,
Date,NO2,O3,PM10,SO2
04/01/2019 00:00:00.000000,3.0,43.0,22.0,0.0
04/01/2019 01:00:00.000000,5.0,42.0,21.0,0.0
04/01/2019 02:00:00.000000,6.0,39.0,16.0,0.0
04/01/2019 03:00:00.000000,11.0,33.0,17.0,0.0
04/01/2019 04:00:00.000000,15.0,24.0,17.0,0.0
04/01/2019 05:00:00.000000,,14.0,14.0,0.0
04/01/2019 06:00:00.000000,30.0,4.0,13.0,0.0
04/01/2019 07:00:00.000000,28.0,4.0,13.0,0.0
04/01/2019 08:00:00.000000,30.0,6.0,16.0,0.0
04/01/2019 09:00:00.000000,32.0,0.0,14.0,0.0
04/01/2019 10:00:00.000000,33.0,1.0,19.0,1.0
04/01/2019 11:00:00.000000,33.0,0.0,32.0,1.0
04/01/2019 12:00:00.000000,40.0,0.0,56.0,2.0
04/01/2019 13:00:00.000000,41.0,1.0,70.0,2.0
04/01/2019 14:00:00.000000,38.0,2.0,72.0,1.0
04/01/2019 15:00:00.000000,35.0,7.0,69.0,2.0
04/01/2019 16:00:00.000000,22.0,26.0,48.0,2.0
04/01/2019 17:00:00.000000,8.0,40.0,36.0,1.0
04/01/2019 18:00:00.000000,3.0,46.0,25.0,0.0
04/01/2019 19:00:00.000000,2.0,48.0,17.0,0.0
04/01/2019 20:00:00.000000,3.0,42.0,20.0,0.0
04/01/2019 21:00:00.000000,3.0,46.0,19.0,0.0
04/01/2019 22:00:00.000000,2.0,48.0,23.0,0.0
04/01/2019 23:00:00.000000,4.0,49.0,32.0,0.0
04/02/2019 00:00:00.000000,5.0,48.0,29.0,0.0
04/02/2019 01:00:00.000000,5.0,46.0,34.0,0.0
04/02/2019 02:00:00.000000,3.0,45.0,25.0,0.0
04/02/2019 03:00:00.000000,5.0,42.0,25.0,0.0
04/02/2019 04:00:00.000000,3.0,41.0,22.0,0.0
04/02/2019 05:00:00.000000,,38.0,19.0,0.0
04/02/2019 06:00:00.000000,3.0,37.0,20.0,0.0
04/02/2019 07:00:00.000000,8.0,27.0,22.0,0.0
04/02/2019 08:00:00.000000,7.0,28.0,22.0,0.0
04/02/2019 09:00:00.000000,5.0,27.0,17.0,0.0
04/02/2019 10:00:00.000000,13.0,23.0,15.0,0.0
04/02/2019 11:00:00.000000,19.0,16.0,24.0,0.0
04/02/2019 12:00:00.000000,19.0,19.0,35.0,0.0
04/02/2019 13:00:00.000000,18.0,15.0,41.0,0.0
04/02/2019 14:00:00.000000,13.0,19.0,33.0,0.0
04/02/2019 15:00:00.000000,12.0,21.0,29.0,0.0
04/02/2019 17:00:00.000000,8.0,28.0,17.0,0.0
04/02/2019 18:00:00.000000,8.0,27.0,23.0,0.0
04/02/2019 19:00:00.000000,11.0,29.0,22.0,0.0
04/02/2019 20:00:00.000000,13.0,30.0,26.0,0.0
04/02/2019 21:00:00.000000,12.0,32.0,28.0,0.0
04/02/2019 22:00:00.000000,11.0,32.0,28.0,0.0
04/02/2019 23:00:00.000000,9.0,34.0,33.0,0.0
04/03/2019 00:00:00.000000,10.0,35.0,31.0,0.0
04/03/2019 01:00:00.000000,14.0,35.0,33.0,0.0
04/03/2019 02:00:00.000000,11.0,34.0,27.0,0.0
04/03/2019 03:00:00.000000,10.0,34.0,29.0,0.0
04/03/2019 04:00:00.000000,11.0,33.0,30.0,0.0
04/03/2019 05:00:00.000000,,33.0,25.0,0.0
04/03/2019 06:00:00.000000,15.0,28.0,23.0,0.0
04/03/2019 07:00:00.000000,19.0,17.0,27.0,0.0
04/03/2019 08:00:00.000000,31.0,18.0,27.0,0.0
