InstrumentName, La Casa Collo (Clarity-1),,,,
StartTime, 2019-04-01 00:00:00,,,,
EndTime, 2019-04-30 23:59:59,,,,
Date,PM 1,PM 10,PM 2.5,Temperature,relHumid
04/01/2019 00:00:05.064000,3.352941,5.352941,8.401515,15.01564,25.639734
04/01/2019 00:02:39.761000,3.529412,5.529412,8.844156,14.946213,25.732815
04/01/2019 00:05:14.528000,3.0,5.470588,8.591218,14.91684,25.799953
04/01/2019 00:07:49.284000,3.764706,6.941176,9.255179,14.86076,26.807049
04/01/2019 00:10:24.171000,2.705882,5.0,8.085343,14.791332,26.678873
04/01/2019 00:12:58.922000,2.529412,4.529412,8.211812,14.748608,27.106127
04/01/2019 00:15:33.611000,2.823529,5.0,8.464749,14.67918,26.698711
04/01/2019 00:18:08.316000,3.0,6.235294,8.939008,14.636456,26.779583
04/01/2019 00:20:42.998000,3.0,5.470588,8.717687,14.609749,27.385366
04/01/2019 00:23:17.706000,2.764706,6.470588,8.844156,14.5243,27.699703
04/01/2019 00:25:52.363000,2.235294,5.176471,8.559601,14.497597,26.410315
04/01/2019 00:28:27.004000,3.058824,5.0,8.464749,14.484245,27.376211
04/01/2019 00:31:01.705000,3.294118,5.294117,8.622835,14.468224,26.669718
04/01/2019 00:33:36.404000,2.294118,4.764706,8.33828,14.452202,26.364538
04/01/2019 00:36:10.724000,2.823529,5.294117,8.433132,14.484245,26.602579
04/01/2019 00:38:45.003000,3.941176,8.294118,9.729438,14.468224,26.932173
04/01/2019 00:41:43.324000,2.470588,4.764706,8.180194,14.43885,26.405737
04/01/2019 00:44:17.567000,2.294118,4.235294,7.927257,14.340046,26.62089
04/01/2019 00:46:51.820000,3.294118,5.235294,8.433132,14.313343,26.977951
04/01/2019 00:49:26.115000,4.0,6.823529,9.286797,14.297321,27.032883
04/01/2019 00:52:00.406000,11.0,15.823529,14.029379,14.227894,27.650873
04/01/2019 00:54:34.726000,2.941176,5.176471,8.559601,14.18784,26.968796
04/01/2019 00:57:10.563000,2.941176,5.588235,8.780921,14.158466,27.287708
04/01/2019 00:59:44.905000,2.470588,3.941176,7.769171,14.075684,28.387884
04/01/2019 01:02:19.209000,1.764706,3.0,7.358147,13.990234,28.340582
04/01/2019 01:04:53.482000,1.764706,3.176471,7.484616,13.864727,28.662546
04/01/2019 01:07:27.808000,2.058824,3.470588,7.769171,13.752575,28.891432
04/01/2019 01:10:02.192000,2.0,4.235294,8.022108,13.739223,29.344625
04/01/2019 01:12:36.513000,1.764706,3.0,7.389764,13.624397,29.489586
04/01/2019 01:15:10.851000,1.764706,3.705882,7.642702,13.469521,29.672693
04/01/2019 01:17:45.192000,1.529412,4.0,7.769171,13.301289,29.700161
04/01/2019 01:20:19.508000,1.294118,3.235294,7.516233,13.330662,29.814604
04/01/2019 01:22:53.874000,1.941176,3.411765,7.484616,13.205158,30.589762
04/01/2019 01:25:28.184000,1.0,2.941176,7.231678,13.189137,30.479897
04/01/2019 01:28:02.486000,0.588235,2.764706,7.263295,13.093002,30.945297
04/01/2019 01:30:36.842000,2.176471,4.117647,7.864022,13.007553,30.63096
04/01/2019 01:33:11.483000,1.294118,2.529412,7.136826,12.964828,30.960556
04/01/2019 01:35:48.856000,0.764706,2.176471,6.820654,12.879379,30.844587
04/01/2019 01:38:23.133000,2.470588,4.176471,7.895639,12.852673,31.105516
04/01/2019 01:40:57.454000,1.0,2.470588,7.105209,12.780575,31.540398
04/01/2019 01:43:32.972000,1.714286,4.714286,7.487627,12.74052,31.261158
04/01/2019 01:46:07.423000,1.764706,3.235294,7.516233,12.711147,31.549553
04/01/2019 01:48:41.750000,1.952381,4.904762,7.615601,12.684444,31.532768
