InstrumentName, SAMS,,,,,,,,,,
StartTime, 2022-08-01 00:00:00,,,,,,,,,,
EndTime, 2022-08-31 23:59:59,,,,,,,,,,
Date,42603,68108,85101,Ambient Avg Temperature,Carbon monoxide,Nitric oxide,Nitrogen dioxide,PM2.5 - Local Conditions,Relative Humidity,Wind Direction,Wind speed
08/01/2022 00:00:00.000000,6.8,0.815,12.989474,28.8,0.2,0.8,5.9,5.6,27.9,232.3,0.0
08/01/2022 00:01:00.000000,7.5,0.815,6.352632,28.8,0.19,1.0,6.5,5.1,27.6,212.5,0.0
08/01/2022 00:02:00.000000,8.4,0.815,7.2375,28.8,0.16,1.1,7.2,4.6,27.9,222.4,0.0
08/01/2022 00:03:00.000000,9.2,0.815,6.225,28.8,0.15,1.2,7.9,4.8,27.1,205.4,0.0
08/01/2022 00:04:00.000000,9.4,0.815,10.965,29.0,0.14,1.3,8.0,5.3,26.6,218.6,0.0
08/01/2022 00:05:00.000000,9.5,0.815,10.1075,29.5,0.12,1.3,8.1,5.5,26.8,195.0,0.0
08/01/2022 00:06:00.000000,9.3,0.815,6.04,29.5,0.13,1.3,7.9,4.9,27.3,184.1,0.0
08/01/2022 00:07:00.000000,8.8,0.815,6.048718,29.3,0.14,1.4,7.4,4.6,27.3,186.0,0.0
08/01/2022 00:08:00.000000,8.2,0.813,8.779487,28.8,0.15,1.5,6.7,5.2,27.6,187.9,0.0
08/01/2022 00:09:00.000000,8.0,0.81,4.636842,28.8,0.13,1.6,6.3,4.5,27.9,186.0,0.0
08/01/2022 00:10:00.000000,7.7,0.815,5.745946,28.8,0.13,1.7,5.9,5.0,27.3,177.4,0.0
08/01/2022 00:11:00.000000,7.1,0.815,7.075,28.8,0.15,1.6,5.4,5.4,27.3,179.1,0.0
08/01/2022 00:12:00.000000,6.9,0.815,6.8925,28.8,0.14,1.7,5.2,4.9,27.6,180.3,0.0
08/01/2022 00:13:00.000000,10.6,0.815,22.851351,29.0,0.14,3.6,6.9,7.4,27.9,180.6,0.0
08/01/2022 00:14:00.000000,6.7,0.815,107.661111,29.5,0.13,2.0,4.6,16.3,27.3,169.2,0.0
08/01/2022 00:15:00.000000,3.4,0.815,136.015385,29.5,0.15,0.3,3.1,12.6,27.3,181.7,0.0
08/01/2022 00:16:00.000000,3.5,0.815,11.674359,29.5,0.14,0.5,3.0,5.0,27.3,158.0,0.0
08/01/2022 00:17:00.000000,3.7,0.813,23.253846,29.5,0.13,0.5,3.2,6.7,27.3,177.3,0.0
08/01/2022 00:18:00.000000,3.6,0.808,4.994737,29.5,0.13,0.4,3.1,3.8,27.6,152.3,0.0
08/01/2022 00:19:00.000000,3.5,0.81,13.238889,29.5,0.12,0.4,3.0,5.9,28.1,190.6,0.0
08/01/2022 00:20:00.000000,3.3,0.815,21.274359,29.5,0.13,0.4,2.9,9.6,28.1,195.0,0.0
08/01/2022 00:21:00.000000,3.2,0.815,3.669231,29.3,0.13,0.4,2.7,3.6,28.1,172.4,0.0
08/01/2022 00:22:00.000000,3.0,0.815,3.385,28.8,0.13,0.4,2.6,3.1,28.4,184.3,0.0
08/01/2022 00:23:00.000000,2.9,0.815,5.005,28.8,0.12,0.3,2.5,3.7,28.9,194.5,0.0
08/01/2022 00:24:00.000000,2.8,0.815,5.665,28.8,0.14,0.3,2.4,4.0,28.9,191.1,0.0
08/01/2022 00:25:00.000000,2.6,0.815,7.015789,28.8,0.12,0.2,2.3,5.3,28.9,192.0,0.0
08/01/2022 00:26:00.000000,2.5,0.815,14.371795,28.8,0.11,0.2,2.2,10.3,28.6,194.4,0.0
08/01/2022 00:27:00.000000,2.4,0.815,4.969231,28.8,0.12,0.2,2.2,3.8,28.4,183.9,0.0
08/01/2022 00:28:00.000000,2.4,0.815,69.005263,28.8,0.11,0.2,2.1,7.8,28.9,186.9,0.0
08/01/2022 00:29:00.000000,2.4,0.815,169.025,28.8,0.11,0.2,2.1,17.7,28.6,207.2,0.0
08/01/2022 00:30:00.000000,2.4,0.815,3.2475,28.8,0.11,0.2,2.1,3.0,28.1,191.3,0.0
08/01/2022 00:31:00.000000,2.3,0.815,9.1525,28.8,0.11,0.2,2.0,3.2,28.4,191.1,0.0
08/01/2022 00:32:00.000000,2.3,0.815,22.605263,28.8,0.1,0.2,2.0,3.2,28.6,192.5,0.0
08/01/2022 00:33:00.000000,2.4,0.815,19.526316,28.8,0.11,0.2,2.1,3.2,28.4,192.0,0.0
08/01/2022 00:34:00.000000,2.4,0.815,10.925641,28.8,0.12,0.2,2.1,3.9,28.9,208.8,0.0
08/01/2022 00:35:00.000000,2.6,0.815,3.5125,28.8,0.12,0.3,2.3,3.2,28.9,207.8,0.0
08/01/2022 00:36:00.000000,2.6,0.815,4.061538,28.8,0.1,0.3,2.3,3.5,28.9,221.5,0.0
08/01/2022 00:37:00.000000,2.7,0.815,2.83,28.8,0.11,0.3,2.3,2.7,28.9,209.9,0.0
08/01/2022 00:38:00.000000,2.7,0.815,4.4975,28.8,0.12,0.3,2.4,3.2,28.9,206.7,0.0
08/01/2022 00:39:00.000000,2.8,0.815,6.907692,28.8,0.11,0.3,2.5,2.8,28.9,202.0,0.0
08/01/2022 00:40:00.000000,2.8,0.815,101.294118,28.8,0.14,0.3,2.5,4.8,28.9,197.2,0.0
08/01/2022 00:41:00.000000,2.8,0.815,254.389189,28.8,0.12,0.3,2.5,9.1,28.9,193.4,0.0
08/01/2022 00:42:00.000000,2.8,0.815,2.4275,28.8,0.11,0.3,2.4,2.4,28.9,192.8,0.0
08/01/2022 00:43:00.000000,2.7,0.815,2.61,28.8,0.11,0.2,2.4,2.6,28.9,193.5,0.0
08/01/2022 00:44:00.000000,2.7,0.815,3.8625,28.8,0.12,0.2,2.4,3.0,28.9,189.0,0.0
08/01/2022 00:45:00.000000,2.7,0.815,5.41,28.8,0.1,0.2,2.4,3.3,28.9,202.0,0.0
08/01/2022 00:46:00.000000,2.7,0.815,9.313158,28.8,0.12,0.2,2.4,3.2,28.9,193.3,0.0
08/01/2022 00:47:00.000000,2.6,0.815,23.375,28.8,0.12,0.2,2.3,4.4,28.9,199.2,0.0
08/01/2022 00:48:00.000000,2.5,0.815,15.338462,28.8,0.13,0.2,2.3,3.6,28.9,184.0,0.0
08/01/2022 00:49:00.000000,2.6,0.815,6.5075,28.8,0.12,0.2,2.3,3.7,29.2,187.8,0.0
08/01/2022 00:50:00.000000,2.6,0.815,4.42,28.8,0.11,0.2,2.4,3.2,29.7,179.4,0.0
08/01/2022 00:51:00.000000,2.6,0.815,8.210256,28.8,0.13,0.2,2.4,3.7,29.7,181.5,0.0
08/01/2022 00:52:00.000000,2.7,0.815,7.35,28.8,0.11,0.2,2.4,3.7,29.7,191.3,0.0
08/01/2022 00:53:00.000000,2.8,0.815,4.5675,28.8,0.12,0.2,2.5,3.0,29.7,191.9,0.0
08/01/2022 00:54:00.000000,2.8,0.815,7.105,28.8,0.12,0.2,2.6,3.2,29.7,194.9,0.0
08/01/2022 00:55:00.000000,2.9,0.815,3.56,28.8,0.13,0.2,2.6,3.0,29.4,211.2,0.0
08/01/2022 00:56:00.000000,2.9,0.815,6.637838,28.8,0.12,0.2,2.6,3.4,28.9,215.9,0.0
08/01/2022 00:57:00.000000,3.0,0.815,8.5625,28.8,0.12,0.2,2.7,3.9,28.6,224.0,0.0
08/01/2022 00:58:00.000000,3.0,0.815,6.062069,28.8,0.13,0.2,2.8,4.5,28.4,213.8,0.0
08/01/2022 00:59:00.000000,3.1,0.815,5.08,28.8,0.13,0.2,2.8,4.1,28.9,205.1,0.0
08/01/2022 01:00:00.000000,3.1,0.815,5.578571,28.8,0.13,0.2,2.8,3.7,28.9,216.6,0.0
08/01/2022 01:01:00.000000,3.0,0.815,8.418919,28.8,0.11,0.2,2.8,4.2,28.9,211.0,0.0
08/01/2022 01:02:00.000000,3.1,0.815,4.851282,28.8,0.12,0.2,2.8,3.7,28.9,217.4,0.0
08/01/2022 01:03:00.000000,3.2,0.815,7.725714,28.8,0.12,0.2,2.9,3.2,28.9,242.6,0.0
08/01/2022 01:04:00.000000,3.3,0.813,16.428947,28.8,0.12,0.2,3.0,3.4,28.9,206.1,0.0
