InstrumentName, CCD_Jaspe_009,,,,,,,,,,,,,,
StartTime, 2022-08-01 00:00:00,,,,,,,,,,,,,,
EndTime, 2022-08-31 23:59:59,,,,,,,,,,,,,,
Date,*Lat,*Lon,F1,F3,F4,Hmdty,PM10,PM102,PM1_0,PM1_02,PM2_5,PM2_52,Sig,Temp,Uncertainty
08/01/2022 00:00:05.704000,39.74699,-105.20948,0.0,0.0,0.0,28.73,0.1,2.92,0.05,1.55,0.1,2.92,-91.0,75.51,-1.0
08/01/2022 00:02:03.942000,0.0,0.0,0.0,0.0,0.0,28.72,1.35,0.45,0.7,0.2,1.35,0.45,-91.0,75.52,-1.0
08/01/2022 00:03:04.949000,0.0,0.0,0.0,0.0,0.0,28.76,0.28,1.83,0.15,0.62,0.28,1.83,-91.0,75.51,-1.0
08/01/2022 00:04:03.823000,0.0,0.0,0.0,0.0,0.0,28.76,0.03,1.98,0.0,0.82,0.03,1.98,-91.0,75.51,-1.0
08/01/2022 00:05:03.447000,0.0,0.0,0.0,0.0,0.0,28.78,0.6,3.17,0.12,1.92,0.6,3.17,-91.0,75.49,-1.0
08/01/2022 00:06:04.764000,0.0,0.0,0.0,0.0,0.0,28.8,0.0,0.87,0.0,0.05,0.0,0.87,-91.0,75.47,-1.0
08/01/2022 00:07:05.589000,0.0,0.0,0.0,0.0,0.0,28.81,0.05,1.87,0.0,0.45,0.05,1.87,-91.0,75.47,-1.0
08/01/2022 00:08:06.124000,0.0,0.0,0.0,0.0,0.0,28.84,0.0,0.57,0.0,0.42,0.0,0.57,-91.0,75.47,-1.0
08/01/2022 00:09:05.150000,0.0,0.0,0.0,0.0,0.0,28.85,0.63,2.13,0.35,1.0,0.63,2.13,-91.0,75.45,-1.0
08/01/2022 00:10:04.763000,0.0,0.0,0.0,0.0,0.0,28.87,0.8,0.95,0.07,0.9,0.8,0.95,-91.0,75.43,-1.0
08/01/2022 00:11:04.183000,0.0,0.0,0.0,0.0,0.0,28.9,0.15,2.73,0.0,1.8,0.15,2.73,-91.0,75.43,-1.0
08/01/2022 00:12:03.505000,0.0,0.0,0.0,0.0,0.0,28.92,0.47,0.9,0.0,0.6,0.47,0.9,-91.0,75.43,-1.0
08/01/2022 00:13:03.862000,0.0,0.0,0.0,0.0,0.0,28.92,0.6,3.7,0.0,2.33,0.6,3.7,-91.0,75.43,-1.0
08/01/2022 00:14:04.489000,0.0,0.0,0.0,0.0,0.0,28.94,0.48,1.48,0.23,0.97,0.48,1.48,-91.0,75.43,-1.0
08/01/2022 00:15:04.720000,0.0,0.0,0.0,0.0,0.0,28.95,0.45,1.72,0.1,0.55,0.45,1.72,-91.0,75.43,-1.0
08/01/2022 00:16:04.347000,0.0,0.0,0.0,0.0,0.0,28.96,0.25,0.25,0.12,0.02,0.25,0.25,-91.0,75.42,-1.0
08/01/2022 00:17:03.863000,0.0,0.0,0.0,0.0,0.0,29.0,0.22,0.43,0.0,0.07,0.22,0.43,-91.0,75.43,-1.0
08/01/2022 00:18:05.145000,0.0,0.0,0.0,0.0,0.0,29.01,0.0,1.27,0.0,0.52,0.0,1.27,-91.0,75.42,-1.0
08/01/2022 00:19:04.342000,0.0,0.0,0.0,0.0,0.0,29.02,0.65,2.6,0.1,1.52,0.65,2.6,-91.0,75.42,-1.0
08/01/2022 00:20:04.544000,0.0,0.0,0.0,0.0,0.0,29.03,0.97,0.32,0.25,0.0,0.97,0.32,-91.0,75.42,-1.0
08/01/2022 00:21:04.505000,0.0,0.0,0.0,0.0,0.0,29.03,0.3,0.77,0.03,0.35,0.2,0.77,-91.0,75.43,-1.0
08/01/2022 00:22:03.546000,0.0,0.0,0.0,0.0,0.0,28.99,0.12,0.58,0.0,0.02,0.12,0.58,-91.0,75.51,-1.0
08/01/2022 00:23:03.504000,0.0,0.0,0.0,0.0,0.0,28.99,0.1,2.72,0.1,1.97,0.1,2.72,-91.0,75.52,-1.0
08/01/2022 00:24:02.969000,0.0,0.0,0.0,0.0,0.0,29.01,0.0,0.1,0.0,0.0,0.0,0.1,-91.0,75.51,-1.0
08/01/2022 00:25:03.155000,0.0,0.0,0.0,0.0,0.0,29.02,0.18,1.87,0.03,1.0,0.18,1.87,-91.0,75.49,-1.0
08/01/2022 00:26:02.784000,0.0,0.0,0.0,0.0,0.0,29.03,0.47,2.0,0.0,1.15,0.47,2.0,-91.0,75.49,-1.0
08/01/2022 00:27:03.345000,0.0,0.0,0.0,0.0,0.0,29.08,0.68,0.18,0.13,0.0,0.68,0.18,-91.0,75.47,-1.0
08/01/2022 00:28:04.827000,0.0,0.0,0.0,0.0,0.0,29.09,0.5,0.0,0.0,0.0,0.5,0.0,-91.0,75.47,-1.0
08/01/2022 00:29:03.725000,0.0,0.0,0.0,0.0,0.0,29.1,0.08,1.43,0.0,0.52,0.08,1.43,-89.0,75.45,-1.0
08/01/2022 00:30:04.985000,0.0,0.0,0.0,0.0,0.0,29.13,1.03,2.4,0.38,1.13,1.03,2.4,-89.0,75.43,-1.0
08/01/2022 00:31:04.707000,0.0,0.0,0.0,0.0,0.0,29.14,0.9,0.3,0.27,0.0,0.9,0.3,-89.0,75.45,-1.0
08/01/2022 00:32:05.013000,0.0,0.0,0.0,0.0,0.0,29.14,0.13,3.65,0.0,2.77,0.13,3.65,-89.0,75.43,-1.0
08/01/2022 00:33:05.042000,0.0,0.0,0.0,0.0,0.0,29.15,0.58,1.55,0.12,0.6,0.58,1.55,-89.0,75.43,-1.0
08/01/2022 00:34:05.403000,0.0,0.0,0.0,0.0,0.0,29.16,0.02,0.0,0.0,0.0,0.02,0.0,-89.0,75.42,-1.0
08/01/2022 00:35:04.425000,0.0,0.0,0.0,0.0,0.0,29.2,0.05,0.02,0.0,0.0,0.05,0.02,-89.0,75.42,-1.0
08/01/2022 00:36:03.866000,0.0,0.0,0.0,0.0,0.0,29.2,0.05,4.33,0.0,2.85,0.05,4.1,-89.0,75.42,-1.0
08/01/2022 00:37:05.353000,0.0,0.0,0.0,0.0,0.0,29.21,0.2,0.23,0.0,0.0,0.2,0.23,-89.0,75.42,-1.0
08/01/2022 00:38:05.467000,0.0,0.0,0.0,0.0,0.0,29.22,0.43,3.23,0.0,2.0,0.27,3.23,-89.0,75.42,-1.0
