InstrumentName, Palmer Elementary (Jaspe_010),,,,,,,,,,,
StartTime, 2022-08-01 00:00:00,,,,,,,,,,,
EndTime, 2022-08-31 23:59:59,,,,,,,,,,,
Date,*Lat,*Lon,IH,IT,P,PM10,PM1_0,PM2_5,PM2_5_p,Sig,WD,WS
08/09/2022 14:40:00.000000,-1.0,-1.0,36.27,83.04,846.01,1.67,0.57,1.33,4.554,-93.0,-1.0,-1.0
08/09/2022 14:41:00.000000,-1.0,-1.0,36.27,83.04,846.0,1.88,0.75,1.52,4.626,-93.0,-1.0,-1.0
08/09/2022 14:42:00.000000,-1.0,-1.0,36.26,83.04,846.01,1.61,0.69,1.61,4.66,-93.0,-1.0,-1.0
08/09/2022 14:43:00.000000,-1.0,-1.0,36.26,83.03,846.0,1.52,0.84,1.52,4.626,-93.0,-1.0,-1.0
08/09/2022 14:44:00.000000,-1.0,-1.0,36.26,83.03,846.02,1.53,0.62,1.31,4.547,-94.0,-1.0,-1.0
08/09/2022 14:45:00.000000,-1.0,-1.0,36.25,83.04,846.04,1.73,0.77,1.47,4.608,-94.0,-1.0,-1.0
08/09/2022 14:46:00.000000,-1.0,-1.0,36.23,83.04,846.03,1.79,0.85,1.64,4.672,-93.0,-1.0,-1.0
08/09/2022 14:47:01.000000,-1.0,-1.0,36.2,83.04,846.05,2.15,0.77,1.62,4.665,-94.0,-1.0,-1.0
08/09/2022 14:48:00.000000,-1.0,-1.0,36.18,83.05,846.06,1.63,0.91,1.15,4.488,-93.0,-1.0,-1.0
08/09/2022 14:49:00.000000,-1.0,-1.0,36.17,83.05,846.07,1.99,0.75,1.3,4.545,-93.0,-1.0,-1.0
08/09/2022 14:50:00.000000,-1.0,-1.0,36.15,83.06,846.06,2.23,0.76,1.56,4.643,-93.0,-1.0,-1.0
08/09/2022 14:51:00.000000,-1.0,-1.0,36.13,83.06,846.05,1.63,0.77,1.38,4.576,-94.0,-1.0,-1.0
08/09/2022 14:52:00.000000,-1.0,-1.0,36.14,83.07,846.05,1.35,0.82,1.35,4.564,-94.0,-1.0,-1.0
08/09/2022 14:53:00.000000,-1.0,-1.0,36.13,83.07,846.03,1.12,0.68,1.12,4.478,-94.0,-1.0,-1.0
08/09/2022 14:54:00.000000,-1.0,-1.0,36.12,83.07,846.02,0.93,0.13,0.73,4.331,-93.0,-1.0,-1.0
08/09/2022 14:55:00.000000,-1.0,-1.0,36.1,83.08,846.01,1.85,0.83,1.47,4.61,-92.0,-1.0,-1.0
08/09/2022 14:56:00.000000,-1.0,-1.0,36.08,83.08,846.0,1.23,0.52,1.15,4.49,-92.0,-1.0,-1.0
08/09/2022 14:57:00.000000,-1.0,-1.0,36.03,83.08,846.0,1.2,0.58,1.2,4.51,-93.0,-1.0,-1.0
08/09/2022 14:58:00.000000,-1.0,-1.0,35.96,83.09,845.99,1.38,0.43,1.38,4.579,-92.0,-1.0,-1.0
08/09/2022 14:59:00.000000,-1.0,-1.0,35.91,83.1,845.98,1.01,0.32,1.01,4.44,-92.0,-1.0,-1.0
08/09/2022 15:00:00.000000,-1.0,-1.0,35.84,83.1,845.99,1.38,0.65,1.17,4.501,-92.0,-1.0,-1.0
08/09/2022 15:01:01.000000,-1.0,-1.0,35.78,83.1,845.98,1.87,1.02,1.57,4.653,-92.0,-1.0,-1.0
08/09/2022 15:02:00.000000,-1.0,-1.0,35.7,83.1,845.97,1.26,0.73,1.22,4.522,-92.0,-1.0,-1.0
08/09/2022 15:03:00.000000,-1.0,-1.0,35.63,83.1,845.96,1.59,0.68,1.07,4.466,-92.0,-1.0,-1.0
08/09/2022 15:04:00.000000,-1.0,-1.0,35.58,83.1,845.96,1.3,0.52,1.03,4.452,-91.0,-1.0,-1.0
08/09/2022 15:05:00.000000,-1.0,-1.0,35.51,83.1,845.95,1.53,0.59,1.31,4.558,-92.0,-1.0,-1.0
08/09/2022 15:06:00.000000,-1.0,-1.0,35.47,83.11,845.94,2.48,1.05,2.27,4.921,-92.0,-1.0,-1.0
08/09/2022 15:07:00.000000,-1.0,-1.0,35.42,83.12,845.94,1.78,0.95,1.72,4.715,-92.0,-1.0,-1.0
08/09/2022 15:08:00.000000,-1.0,-1.0,35.36,83.13,845.94,1.6,0.73,0.94,4.421,-93.0,-1.0,-1.0
08/09/2022 15:09:00.000000,-1.0,-1.0,35.29,83.13,845.93,1.92,1.02,1.83,4.758,-92.0,-1.0,-1.0
08/09/2022 15:10:00.000000,-1.0,-1.0,35.27,83.13,845.92,1.62,0.69,1.49,4.63,-93.0,-1.0,-1.0
08/09/2022 15:11:00.000000,-1.0,-1.0,35.26,83.14,845.92,0.72,0.55,0.72,4.34,-93.0,-1.0,-1.0
08/09/2022 15:12:00.000000,-1.0,-1.0,35.25,83.15,845.92,1.67,0.8,1.47,4.623,-93.0,-1.0,-1.0
08/09/2022 15:13:00.000000,-1.0,-1.0,35.22,83.15,845.92,1.94,1.03,1.88,4.778,-93.0,-1.0,-1.0
08/09/2022 15:14:00.000000,-1.0,-1.0,35.19,83.15,845.9,1.99,0.82,1.52,4.643,-94.0,-1.0,-1.0
08/09/2022 15:15:00.000000,-1.0,-1.0,35.12,83.16,845.9,1.53,0.93,1.53,4.648,-94.0,-1.0,-1.0
08/09/2022 15:16:00.000000,-1.0,-1.0,35.09,83.15,845.89,1.7,0.85,1.63,4.686,-94.0,-1.0,-1.0
08/09/2022 15:17:00.000000,-1.0,-1.0,35.09,83.15,845.88,2.5,0.98,1.65,4.693,-93.0,-1.0,-1.0
08/09/2022 15:18:00.000000,-1.0,-1.0,35.13,83.15,845.89,1.73,0.55,1.42,4.606,-93.0,-1.0,-1.0
08/09/2022 15:19:00.000000,-1.0,-1.0,35.12,83.16,845.89,2.17,0.88,1.83,4.761,-94.0,-1.0,-1.0
08/09/2022 15:20:00.000000,-1.0,-1.0,35.13,83.16,845.9,0.98,0.54,0.98,4.44,-93.0,-1.0,-1.0
08/09/2022 15:21:00.000000,-1.0,-1.0,35.15,83.17,845.9,1.44,0.52,1.19,4.519,-93.0,-1.0,-1.0
08/09/2022 15:22:00.000000,-1.0,-1.0,35.14,83.18,845.91,2.26,0.91,1.88,4.78,-93.0,-1.0,-1.0
08/09/2022 15:23:00.000000,-1.0,-1.0,35.12,83.18,845.92,3.42,1.06,1.92,4.795,-93.0,-1.0,-1.0
