InstrumentName, West Denver PA-II B,,
StartTime, 2022-08-01 00:00:00,,
EndTime, 2022-08-31 23:59:59,,
Date,PM2.5,humidity,temp_f
08/01/2022 00:01:35.000000,5.9,21.0,95.0
08/01/2022 00:03:35.000000,6.1,21.0,95.0
08/01/2022 00:05:35.000000,5.5,21.0,95.0
08/01/2022 00:07:35.000000,6.0,21.0,95.0
08/01/2022 00:09:35.000000,5.6,22.0,95.0
08/01/2022 00:11:36.000000,5.3,21.0,95.0
08/01/2022 00:13:36.000000,5.7,22.0,95.0
08/01/2022 00:15:36.000000,5.8,21.0,95.0
08/01/2022 00:17:36.000000,5.8,21.0,95.0
08/01/2022 00:19:36.000000,5.0,21.0,95.0
08/01/2022 00:21:36.000000,4.9,21.0,95.0
08/01/2022 00:23:36.000000,4.8,22.0,95.0
08/01/2022 00:25:36.000000,4.9,22.0,95.0
08/01/2022 00:27:36.000000,4.6,21.0,95.0
08/01/2022 00:29:36.000000,5.2,21.0,95.0
08/01/2022 00:31:36.000000,4.5,22.0,95.0
08/01/2022 00:33:36.000000,3.9,21.0,95.0
08/01/2022 00:35:36.000000,3.8,21.0,95.0
08/01/2022 00:37:36.000000,3.5,22.0,95.0
08/01/2022 00:39:36.000000,3.3,21.0,95.0
08/01/2022 00:41:36.000000,3.2,21.0,95.0
08/01/2022 00:43:36.000000,3.5,21.0,95.0
08/01/2022 00:45:36.000000,3.6,21.0,95.0
08/01/2022 00:47:36.000000,3.7,21.0,94.0
08/01/2022 00:49:36.000000,3.7,22.0,94.0
08/01/2022 00:51:36.000000,3.3,21.0,94.0
08/01/2022 00:53:36.000000,4.0,21.0,94.0
08/01/2022 00:55:36.000000,4.4,22.0,94.0
08/01/2022 00:57:36.000000,4.7,22.0,94.0
08/01/2022 00:59:36.000000,4.0,21.0,94.0
08/01/2022 01:01:36.000000,3.3,21.0,94.0
08/01/2022 01:03:36.000000,3.9,21.0,94.0
