InstrumentName, Johnson Habitat Park (AXXKFSNJ),,,,,,,,,,,,,,,,,,,,,,,,,,,
StartTime, 2022-08-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
EndTime, 2022-08-31 23:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,no2Conc,no2Conc__value,no2Conc__weight,pm10ConcMass,pm10ConcMass__value,pm10ConcMass__weight,pm10ConcNum,pm10ConcNum__value,pm10ConcNum__weight,pm1ConcMass,pm1ConcMass__value,pm1ConcMass__weight,pm1ConcNum,pm1ConcNum__value,pm1ConcNum__weight,pm2_5ConcMass,pm2_5ConcMass__calibratedValue,pm2_5ConcMass__value,pm2_5ConcMass__weight,pm2_5ConcNum,pm2_5ConcNum__value,pm2_5ConcNum__weight,relHumid,relHumid__value,relHumid__weight,temperature,temperature__value,temperature__weight
08/01/2022 00:07:00.000000,2.54,2.54,1.0,5.12,5.12,1.0,6.48,6.48,1.0,2.19,2.19,1.0,6.18,6.18,1.0,3.19,5.74,5.74,1.0,6.44,6.44,1.0,28.49,28.49,1.0,30.66,30.66,1.0
08/01/2022 00:24:07.000000,2.44,2.44,1.0,4.38,4.38,1.0,6.53,6.53,1.0,2.04,2.04,1.0,6.31,6.31,1.0,2.85,5.8,5.8,1.0,6.49,6.49,1.0,27.99,27.99,1.0,30.51,30.51,1.0
08/01/2022 00:41:14.000000,0.82,0.82,1.0,4.96,4.96,1.0,7.48,7.48,1.0,2.62,2.62,1.0,7.2,7.2,1.0,3.42,6.4,6.4,1.0,7.45,7.45,1.0,27.9,27.9,1.0,31.02,31.02,1.0
08/01/2022 00:58:21.000000,1.53,1.53,1.0,4.15,4.15,1.0,5.97,5.97,1.0,1.58,1.58,1.0,5.71,5.71,1.0,2.42,5.36,5.36,1.0,5.94,5.94,1.0,28.36,28.36,1.0,31.07,31.07,1.0
08/01/2022 01:15:27.000000,1.81,1.81,1.0,4.12,4.12,1.0,6.03,6.03,1.0,1.38,1.38,1.0,5.81,5.81,1.0,2.38,5.44,5.44,1.0,5.99,5.99,1.0,28.6,28.6,1.0,30.49,30.49,1.0
08/01/2022 01:32:34.000000,1.97,1.97,1.0,4.73,4.73,1.0,6.14,6.14,1.0,1.81,1.81,1.0,5.88,5.88,1.0,2.81,5.51,5.51,1.0,6.08,6.08,1.0,28.97,28.97,1.0,30.31,30.31,1.0
08/01/2022 01:55:52.000000,4.37,4.37,1.0,4.35,4.35,1.0,5.83,5.83,1.0,1.23,1.23,1.0,5.56,5.56,1.0,2.42,5.34,5.34,1.0,5.79,5.79,1.0,29.82,29.82,1.0,29.66,29.66,1.0
08/01/2022 02:13:05.000000,7.63,7.63,1.0,3.92,3.92,1.0,5.71,5.71,1.0,1.23,1.23,1.0,5.45,5.45,1.0,2.0,5.29,5.29,1.0,5.67,5.67,1.0,32.14,32.14,1.0,28.44,28.44,1.0
08/01/2022 02:30:13.000000,13.26,13.26,1.0,5.15,5.15,1.0,6.25,6.25,1.0,1.85,1.85,1.0,5.94,5.94,1.0,3.38,5.64,5.64,1.0,6.2,6.2,1.0,34.43,34.43,1.0,27.53,27.53,1.0
08/01/2022 02:47:28.000000,12.73,12.73,1.0,4.92,4.92,1.0,6.74,6.74,1.0,2.19,2.19,1.0,6.44,6.44,1.0,3.19,6.0,6.0,1.0,6.7,6.7,1.0,35.08,35.08,1.0,26.93,26.93,1.0
08/01/2022 03:04:36.000000,18.05,18.05,1.0,8.19,8.19,1.0,9.44,9.44,1.0,3.77,3.77,1.0,8.98,8.98,1.0,5.88,7.77,7.77,1.0,9.39,9.39,1.0,37.7,37.7,1.0,26.33,26.33,1.0
08/01/2022 03:21:45.000000,16.7,16.7,1.0,7.96,7.96,1.0,10.01,10.01,1.0,4.19,4.19,1.0,9.53,9.53,1.0,6.38,8.18,8.18,1.0,9.95,9.95,1.0,38.25,38.25,1.0,25.73,25.73,1.0
08/01/2022 03:38:53.000000,16.45,16.45,1.0,6.69,6.69,1.0,7.74,7.74,1.0,2.96,2.96,1.0,7.38,7.38,1.0,4.54,6.66,6.66,1.0,7.68,7.68,1.0,39.15,39.15,1.0,25.31,25.31,1.0
