InstrumentName, Highland
StartTime, 2022-08-01 00:00:00
EndTime, 2022-08-31 23:59:59
Date,O3
08/01/2022 00:00:00.000000,52.0
08/01/2022 01:00:00.000000,50.0
08/01/2022 02:00:00.000000,48.0
08/01/2022 03:00:00.000000,44.0
08/01/2022 04:00:00.000000,46.0
08/01/2022 05:00:00.000000,45.0
08/01/2022 09:00:00.000000,44.0
08/01/2022 10:00:00.000000,40.0
08/01/2022 11:00:00.000000,36.0
08/01/2022 12:00:00.000000,34.0
08/01/2022 13:00:00.000000,34.0
08/01/2022 15:00:00.000000,40.0
08/01/2022 16:00:00.000000,50.0
08/01/2022 17:00:00.000000,54.0
08/01/2022 18:00:00.000000,58.0
08/01/2022 19:00:00.000000,58.0
08/01/2022 20:00:00.000000,64.0
08/01/2022 21:00:00.000000,65.0
08/01/2022 22:00:00.000000,65.0
08/01/2022 23:00:00.000000,64.0
08/02/2022 00:00:00.000000,58.0
08/02/2022 01:00:00.000000,60.0
08/02/2022 02:00:00.000000,56.0
08/02/2022 03:00:00.000000,52.0
08/02/2022 04:00:00.000000,48.0
08/02/2022 05:00:00.000000,47.0
08/02/2022 06:00:00.000000,50.0
08/02/2022 09:00:00.000000,47.0
08/02/2022 10:00:00.000000,45.0
08/02/2022 11:00:00.000000,43.0
08/02/2022 12:00:00.000000,39.0
08/02/2022 13:00:00.000000,37.0
08/02/2022 14:00:00.000000,42.0
08/02/2022 15:00:00.000000,51.0
08/02/2022 16:00:00.000000,57.0
08/02/2022 17:00:00.000000,64.0
08/02/2022 18:00:00.000000,69.0
08/02/2022 19:00:00.000000,69.0
08/02/2022 20:00:00.000000,69.0
08/02/2022 21:00:00.000000,72.0
08/02/2022 22:00:00.000000,72.0
08/02/2022 23:00:00.000000,62.0
08/03/2022 00:00:00.000000,57.0
08/03/2022 01:00:00.000000,56.0
08/03/2022 02:00:00.000000,52.0
08/03/2022 03:00:00.000000,48.0
08/03/2022 04:00:00.000000,44.0
