InstrumentName, STRIVE-Prep New (AD6C1FJJ),,,,,,,,,,,,,,,,,,,,,,,,,,,,
StartTime, 2022-08-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EndTime, 2022-08-31 23:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,no2Conc,no2Conc__value,no2Conc__weight,pm10ConcMass,pm10ConcMass__value,pm10ConcMass__weight,pm10ConcNum,pm10ConcNum__value,pm10ConcNum__weight,pm1ConcMass,pm1ConcMass__value,pm1ConcMass__weight,pm1ConcNum,pm1ConcNum__value,pm1ConcNum__weight,pm2_5ConcMass,pm2_5ConcMass__calibratedValue,pm2_5ConcMass__value,pm2_5ConcMass__weight,pm2_5ConcMass_p,pm2_5ConcNum,pm2_5ConcNum__value,pm2_5ConcNum__weight,relHumid,relHumid__value,relHumid__weight,temperature,temperature__value,temperature__weight
08/01/2022 00:06:45.000000,16.85,16.85,1.0,4.15,4.15,1.0,5.15,5.15,1.0,1.19,1.19,1.0,4.85,4.85,1.0,2.23,4.83,4.83,1.0,14.284,5.08,5.08,1.0,29.38,29.38,1.0,30.24,30.24,1.0
08/01/2022 00:23:57.000000,21.55,21.55,1.0,5.54,5.54,1.0,6.98,6.98,1.0,2.0,2.0,1.0,6.6,6.6,1.0,3.42,6.02,6.02,1.0,17.825,6.92,6.92,1.0,30.63,30.63,1.0,30.13,30.13,1.0
08/01/2022 00:41:10.000000,16.52,16.52,1.0,5.36,5.36,1.0,6.74,6.74,1.0,2.22,2.22,1.0,6.41,6.41,1.0,3.42,5.83,5.83,1.0,17.905,6.66,6.66,1.0,30.79,30.79,1.0,30.34,30.34,1.0
08/01/2022 00:58:22.000000,11.1,11.1,1.0,5.0,5.0,1.0,5.83,5.83,1.0,1.43,1.43,1.0,5.45,5.45,1.0,3.22,5.25,5.25,1.0,17.213,5.75,5.75,1.0,30.35,30.35,1.0,30.1,30.1,1.0
08/01/2022 01:15:46.000000,13.58,13.58,1.0,5.35,5.35,1.0,6.09,6.09,1.0,1.42,1.42,1.0,5.79,5.79,1.0,2.62,5.43,5.43,1.0,15.124,6.02,6.02,1.0,31.47,31.47,1.0,29.66,29.66,1.0
08/01/2022 01:33:04.000000,12.47,12.47,1.0,3.96,3.96,1.0,4.95,4.95,1.0,1.0,1.0,1.0,4.77,4.77,1.0,1.85,4.72,4.72,1.0,12.572,4.89,4.89,1.0,31.4,31.4,1.0,29.21,29.21,1.0
08/01/2022 01:50:16.000000,13.88,13.88,1.0,4.5,4.5,1.0,5.43,5.43,1.0,1.19,1.19,1.0,5.14,5.14,1.0,2.38,5.08,5.08,1.0,13.619,5.35,5.35,1.0,32.91,32.91,1.0,28.03,28.03,1.0
08/01/2022 02:07:29.000000,19.63,19.63,1.0,3.88,3.88,1.0,5.0,5.0,1.0,0.96,0.96,1.0,4.76,4.76,1.0,1.58,4.82,4.82,1.0,10.674,4.92,4.92,1.0,34.44,34.44,1.0,27.07,27.07,1.0
08/01/2022 02:24:47.000000,22.03,22.03,1.0,3.88,3.88,1.0,4.64,4.64,1.0,1.0,1.0,1.0,4.38,4.38,1.0,1.96,4.59,4.59,1.0,11.457,4.56,4.56,1.0,35.98,35.98,1.0,26.36,26.36,1.0
08/01/2022 02:42:05.000000,30.07,30.07,1.0,4.14,4.14,1.0,5.22,5.22,1.0,1.0,1.0,1.0,4.93,4.93,1.0,2.19,4.96,4.96,1.0,11.929,5.15,5.15,1.0,37.44,37.44,1.0,25.99,25.99,1.0
08/01/2022 02:59:24.000000,31.84,31.84,1.0,5.31,5.31,1.0,6.44,6.44,1.0,1.58,1.58,1.0,6.05,6.05,1.0,3.19,5.79,5.79,1.0,14.788,6.37,6.37,1.0,38.24,38.24,1.0,25.59,25.59,1.0
08/01/2022 03:16:48.000000,33.52,33.52,1.0,5.19,5.19,1.0,6.59,6.59,1.0,1.81,1.81,1.0,6.3,6.3,1.0,3.25,5.88,5.88,1.0,14.735,6.5,6.5,1.0,39.18,39.18,1.0,25.15,25.15,1.0
08/01/2022 03:34:00.000000,36.92,36.92,1.0,4.96,4.96,1.0,6.41,6.41,1.0,1.78,1.78,1.0,6.03,6.03,1.0,3.2,5.75,5.75,1.0,14.232,6.34,6.34,1.0,41.12,41.12,1.0,24.57,24.57,1.0
08/01/2022 03:51:13.000000,36.24,36.24,1.0,4.72,4.72,1.0,5.94,5.94,1.0,1.55,1.55,1.0,5.64,5.64,1.0,2.97,5.43,5.43,1.0,13.233,5.86,5.86,1.0,42.53,42.53,1.0,24.06,24.06,1.0
08/01/2022 04:08:25.000000,36.05,36.05,1.0,4.35,4.35,1.0,4.93,4.93,1.0,0.62,0.62,1.0,4.68,4.68,1.0,1.85,4.75,4.75,1.0,9.572,4.85,4.85,1.0,43.5,43.5,1.0,23.66,23.66,1.0
08/01/2022 04:25:44.000000,37.11,37.11,1.0,4.54,4.54,1.0,5.65,5.65,1.0,1.38,1.38,1.0,5.37,5.37,1.0,2.62,5.22,5.22,1.0,11.683,5.58,5.58,1.0,44.99,44.99,1.0,23.25,23.25,1.0
08/01/2022 04:43:02.000000,32.59,32.59,1.0,4.75,4.75,1.0,5.76,5.76,1.0,1.19,1.19,1.0,5.43,5.43,1.0,2.81,5.34,5.34,1.0,12.179,5.7,5.7,1.0,44.65,44.65,1.0,23.0,23.0,1.0
08/01/2022 05:00:15.000000,34.31,34.31,1.0,4.08,4.08,1.0,5.27,5.27,1.0,1.0,1.0,1.0,5.0,5.0,1.0,2.35,5.0,5.0,1.0,10.609,5.2,5.2,1.0,45.45,45.45,1.0,22.73,22.73,1.0
08/01/2022 05:17:27.000000,35.57,35.57,1.0,4.58,4.58,1.0,5.3,5.3,1.0,1.0,1.0,1.0,5.0,5.0,1.0,2.62,5.01,5.01,1.0,11.236,5.23,5.23,1.0,46.39,46.39,1.0,22.37,22.37,1.0
08/01/2022 05:34:52.000000,36.08,36.08,1.0,4.71,4.71,1.0,5.83,5.83,1.0,1.19,1.19,1.0,5.51,5.51,1.0,2.81,5.37,5.37,1.0,11.69,5.75,5.75,1.0,46.82,46.82,1.0,22.12,22.12,1.0
08/01/2022 05:52:05.000000,39.04,39.04,1.0,5.0,5.0,1.0,5.26,5.26,1.0,1.19,1.19,1.0,5.02,5.02,1.0,2.81,4.96,4.96,1.0,11.47,5.18,5.18,1.0,48.23,48.23,1.0,21.78,21.78,1.0
08/01/2022 06:09:17.000000,41.11,41.11,1.0,5.43,5.43,1.0,6.24,6.24,1.0,1.57,1.57,1.0,5.97,5.97,1.0,3.14,5.62,5.62,1.0,12.299,6.18,6.18,1.0,49.23,49.23,1.0,21.47,21.47,1.0
08/01/2022 06:26:30.000000,42.25,42.25,1.0,5.1,5.1,1.0,5.3,5.3,1.0,1.57,1.57,1.0,4.97,4.97,1.0,2.38,4.97,4.97,1.0,9.705,5.25,5.25,1.0,50.98,50.98,1.0,21.08,21.08,1.0
08/01/2022 06:43:43.000000,46.25,46.25,1.0,5.43,5.43,1.0,6.15,6.15,1.0,1.76,1.76,1.0,5.82,5.82,1.0,3.71,5.48,5.48,1.0,13.59,6.08,6.08,1.0,52.82,52.82,1.0,20.84,20.84,1.0
08/01/2022 07:00:55.000000,41.34,41.34,1.0,4.71,4.71,1.0,6.06,6.06,1.0,1.95,1.95,1.0,5.79,5.79,1.0,3.0,5.42,5.42,1.0,11.348,6.01,6.01,1.0,53.41,53.41,1.0,20.77,20.77,1.0
