InstrumentName, I-25 Denver,,
StartTime, 2022-08-01 00:00:00,,
EndTime, 2022-08-31 23:59:59,,
Date,CO,NO2,PM2.5
08/01/2022 00:00:00.000000,0.379,11.0,2.3
08/01/2022 01:00:00.000000,0.389,14.0,2.3
08/01/2022 02:00:00.000000,0.331,16.0,2.1
08/01/2022 03:00:00.000000,0.39,19.0,2.7
08/01/2022 09:00:00.000000,0.15,7.0,3.5
08/01/2022 10:00:00.000000,0.234,13.0,4.2
08/01/2022 11:00:00.000000,0.424,24.0,5.6
08/01/2022 12:00:00.000000,0.808,34.0,8.4
08/01/2022 13:00:00.000000,0.449,27.0,6.8
08/01/2022 14:00:00.000000,0.328,19.0,4.8
08/01/2022 15:00:00.000000,0.296,18.0,4.7
08/01/2022 16:00:00.000000,0.284,15.0,4.4
08/01/2022 17:00:00.000000,0.269,10.0,3.2
08/01/2022 18:00:00.000000,0.348,10.0,6.3
08/01/2022 19:00:00.000000,0.219,9.0,3.6
08/01/2022 20:00:00.000000,0.248,,3.6
08/01/2022 21:00:00.000000,0.192,6.0,2.9
08/01/2022 22:00:00.000000,0.295,13.0,3.6
08/01/2022 23:00:00.000000,0.522,24.0,4.9
08/02/2022 00:00:00.000000,0.441,20.0,4.3
08/02/2022 01:00:00.000000,0.407,16.0,4.6
08/02/2022 02:00:00.000000,0.394,17.0,5.0
08/02/2022 03:00:00.000000,0.351,16.0,4.2
08/02/2022 06:00:00.000000,0.249,18.0,4.0
08/02/2022 09:00:00.000000,0.151,15.0,4.4
08/02/2022 10:00:00.000000,0.272,20.0,4.5
08/02/2022 11:00:00.000000,0.566,26.0,8.0
08/02/2022 12:00:00.000000,0.969,35.0,8.5
08/02/2022 13:00:00.000000,0.926,37.0,9.5
08/02/2022 14:00:00.000000,0.486,29.0,7.9
08/02/2022 15:00:00.000000,0.518,36.0,7.0
08/02/2022 16:00:00.000000,0.415,29.0,8.2
08/02/2022 17:00:00.000000,0.276,17.0,6.8
