InstrumentName, CAMP
StartTime, 2021-02-01 00:00:00
EndTime, 2021-02-28 00:00:00
Date,Carbon monoxide,Nitrogen dioxide,Outdoor Temperature,Ozone,PM10 Total 0-10um STP,PM2.5 - Local Conditions,PM2.5 Total Atmospheric,Wind Direction,Wind Speed
02/01/2021 00:00:00,,,47.066925,,,,,72.592684,1.725861
02/01/2021 00:01:00,,,47.03161,,,,,59.243227,2.005474
02/01/2021 00:02:00,,,46.951294,,,,,66.012539,2.1135859999999997
02/01/2021 00:03:00,,,46.842255,,,,,66.745727,2.120453
02/01/2021 00:04:00,,,46.933441,,,,,80.524868,4.392029
02/01/2021 00:05:00,,,46.993042,,,,,67.565516,2.118011
02/01/2021 00:06:00,,,46.956512,,,,,69.465865,2.194153
02/01/2021 00:07:00,,,46.769745,,,,,64.35719900000001,2.460266
02/01/2021 00:08:00,,,46.847473,,,,,71.403074,4.681183
02/01/2021 00:09:00,,,46.892242,,,,,90.025807,2.517792
02/01/2021 00:10:00,,,46.601105,,,,,79.121704,1.616913
02/01/2021 00:11:00,,,46.708771,,,,,88.196523,1.962677
02/01/2021 00:12:00,,,46.723328,,,,,80.910972,1.98114
02/01/2021 00:13:00,,,46.559906,,,,,73.760656,1.617828
02/01/2021 00:14:00,,,46.365448,,,,,89.975449,1.8815
02/01/2021 00:15:00,,,46.337708,,,,,78.804125,1.616455
02/01/2021 00:16:00,,,46.2229,,,,,98.700732,1.616455
02/01/2021 00:17:00,,,46.097107,,,,,83.546443,1.616455
02/01/2021 00:18:00,,,46.012787,,,,,64.598541,1.631866
02/01/2021 00:19:00,,,45.872162,,,,,84.87037,1.616455
02/01/2021 00:20:00,,,45.840302,,,,,96.097972,1.616455
02/01/2021 00:21:00,,,45.704071,,,,,71.812771,1.616455
02/01/2021 00:22:00,,,45.912811,,,,,87.104489,1.66452
02/01/2021 00:23:00,,,45.778503,,,,,80.340231,2.148529
02/01/2021 00:24:00,,,45.624695,,,,,74.772877,1.616455
02/01/2021 00:25:00,,,45.510162,,,,,78.232065,1.616455
02/01/2021 00:26:00,,,45.424194,,,,,86.480677,1.617828
02/01/2021 00:27:00,,,45.451386,,,,,69.523043,2.329956
02/01/2021 00:28:00,,,45.332459,,,,,75.060568,1.699768
02/01/2021 00:29:00,,,45.40799,,,,,78.501195,1.618896
02/01/2021 00:30:00,,,45.249237,,,,,71.97166,1.616455
02/01/2021 00:31:00,,,45.261322,,,,,69.408815,1.616455
02/01/2021 00:32:00,,,45.149536,,,,,77.772793,1.616455
02/01/2021 00:33:00,,,45.139923,,,,,90.163076,1.616455
02/01/2021 00:34:00,,,45.030609,,,,,81.666617,1.616455
02/01/2021 00:35:00,,,45.032532,,,,,82.212342,1.616455
02/01/2021 00:36:00,,,44.810333,,,,,50.143374,1.616455
02/01/2021 00:37:00,,,44.825989,,,,,73.848155,1.616455
02/01/2021 00:38:00,,,44.900696,,,,,68.382413,1.616455
02/01/2021 00:39:00,,,44.696899,,,,,53.190896,1.616455
02/01/2021 00:40:00,,,44.745239,,,,,58.579441,2.490784
02/01/2021 00:41:00,,,44.910309,,,,,82.696488,2.379547
02/01/2021 00:42:00,,,44.913879,,,,,76.91418,1.680389
02/01/2021 00:43:00,,,44.773804,,,,,85.192934,1.616455
02/01/2021 00:44:00,,,44.709259,,,,,96.267697,1.616455
02/01/2021 00:45:00,,,44.695526,,,,,94.900384,1.616455
02/01/2021 00:46:00,,,44.542267,,,,,110.058036,1.616455
02/01/2021 00:47:00,,,44.528809,,,,,72.429234,1.616455
02/01/2021 00:48:00,,,44.418396,,,,,73.438466,1.616455
02/01/2021 00:49:00,,,44.337646,,,,,77.916186,1.616455
02/01/2021 00:50:00,,,44.344788,,,,,91.987766,1.966339
02/01/2021 00:51:00,,,44.312927,,,,,87.603245,1.855255
02/01/2021 00:52:00,,,44.203339,,,,,62.832022,1.616455
02/01/2021 00:53:00,,,44.303589,,,,,69.917824,1.7398989999999999
02/01/2021 00:54:00,,,44.025909,,,,,38.331173,1.618439
02/01/2021 00:55:00,,,44.195923,,,,,78.911762,1.916595
02/01/2021 00:56:00,,,44.100616,,,,,89.541717,1.616455
02/01/2021 00:57:00,,,43.84024,,,,,95.321518,1.616455
02/01/2021 00:58:00,,,43.800964,,,,,65.638643,1.616455
02/01/2021 00:59:00,,,43.970154,,,,,98.017311,1.616455
02/01/2021 01:00:00,,,43.691376,,,,,71.095613,1.616455
02/01/2021 01:01:00,,,43.637268,,,,,58.385222,1.616455
02/01/2021 01:02:00,,,43.654846,,,,,70.456618,1.616455
02/01/2021 01:03:00,,,43.758118,,,,,94.325649,1.616455
02/01/2021 01:04:00,,,43.620239,,,,,83.112093,1.616455
02/01/2021 01:05:00,,,43.465057,,,,,85.141616,1.616455
02/01/2021 01:06:00,,,43.349152,,,,,86.34874,1.616455
02/01/2021 01:07:00,,,43.291199,,,,,77.084374,1.616455
02/01/2021 01:08:00,,,43.211822,,,,,96.720065,1.616455
02/01/2021 01:09:00,,,43.090973,,,,,72.217353,1.616455
02/01/2021 01:10:00,,,43.163757,,,,,74.14179,1.616455
02/01/2021 01:11:00,,,43.21759,,,,,94.287903,1.616455
02/01/2021 01:12:00,,,43.055817,,,,,66.219875,1.616455
02/01/2021 01:13:00,,,43.088226,,,,,71.489636,1.625458
02/01/2021 01:14:00,,,43.067627,,,,,57.913214,1.650177
02/01/2021 01:15:00,,,43.056915,,,,,64.88502700000001,1.616455
02/01/2021 01:16:00,,,42.923981,,,,,48.292463,1.616455
02/01/2021 01:17:00,,,42.899261,,,,,52.738099,1.6274410000000001
02/01/2021 01:18:00,,,42.951996,,,,,41.671278,1.647888
02/01/2021 01:19:00,,,42.836914,,,,,55.881949,1.616455
02/01/2021 01:20:00,,,42.758636,,,,,53.519296,1.616455
02/01/2021 01:21:00,,,42.702606,,,,,82.918804,1.616455
02/01/2021 01:22:00,,,42.74353,,,,,85.624428,1.616455
02/01/2021 01:23:00,,,42.570221,,,,,50.559197,1.616455
02/01/2021 01:24:00,,,42.515289,,,,,63.401188,1.616455
02/01/2021 01:25:00,,,42.458984,,,,,93.630175,1.616455
02/01/2021 01:26:00,,,42.368622,,,,,97.943918,1.616455
02/01/2021 01:27:00,,,42.307648,,,,,90.871061,1.616455
02/01/2021 01:28:00,,,42.065124,,,,,120.311737,1.616455
02/01/2021 01:30:00,,,41.824249,,,,,121.395733,1.616455
02/01/2021 01:31:00,,,41.798157,,,,,65.80737,1.616455
02/01/2021 01:32:00,,,41.555634,,,,,322.674233,1.616455
02/01/2021 01:33:00,,,41.460327,,,,,16.210879,1.616455
02/01/2021 01:34:00,,,41.349915,,,,,24.265717,1.616455
02/01/2021 01:35:00,,,41.325195,,,,,16.19607,1.616455
02/01/2021 01:36:00,,,41.276855,,,,,45.72162,1.616455
