InstrumentName, I-25 Globeville
StartTime, 2021-02-01 00:00:00
EndTime, 2021-02-28 00:00:00
Date,Nitrogen dioxide,Outdoor Temperature,PM2.5 - Local Conditions,PM2.5 Total Atmospheric,Relative Humidity,Wind Direction,Wind Speed
02/01/2021 00:00:00,,49.722682,,,12.442807,99.98853,3.365594
02/01/2021 00:01:00,,49.623227,,,12.599892,99.334625,2.941046
02/01/2021 00:02:00,,49.526952,,,12.961927,100.853672,3.017681
02/01/2021 00:03:00,,49.426788,,,12.885986,101.078467,3.114697
02/01/2021 00:04:00,,49.348569,,,12.87696,112.868004,2.688477
02/01/2021 00:05:00,,49.247314,,,12.821493,103.598883,3.492079
02/01/2021 00:06:00,,49.157898,,,12.518351,94.79185,4.027561
02/01/2021 00:07:00,,49.089844,,,12.361525,92.409928,3.851725
02/01/2021 00:08:00,,49.038269,,,12.305237,84.868832,3.354221
02/01/2021 00:09:00,,48.923571,,,12.389321,89.350205,3.512027
02/01/2021 00:10:00,,48.834813,,,12.36844,81.987355,3.448705
02/01/2021 00:11:00,,48.785278,,,12.395433,83.682244,3.592719
02/01/2021 00:12:00,,48.740273,,,12.44104,89.923004,3.945569
02/01/2021 00:13:00,,48.672042,,,12.55267,94.307727,3.307309
02/01/2021 00:14:00,,48.556975,,,12.719071,107.327226,2.9608350000000003
02/01/2021 00:15:00,,48.471397,,,12.862022,101.82744,3.00257
02/01/2021 00:16:00,,48.385241,,,13.015252,110.613692,3.447625
02/01/2021 00:17:00,,48.315796,,,13.12738,108.304934,2.973877
02/01/2021 00:18:00,,48.22406,,,13.281189,103.150572,3.181006
02/01/2021 00:19:00,,48.1315,,,13.346802,110.206068,3.102734
02/01/2021 00:20:00,,48.042063,,,13.399934,104.470824,3.227076
02/01/2021 00:21:00,,48.025757,,,13.203369,99.846054,3.571338
02/01/2021 00:22:00,,48.027954,,,13.139435,97.122232,3.745996
02/01/2021 00:23:00,,48.014221,,,13.086334,94.336114,3.94082
02/01/2021 00:24:00,,48.029877,,,13.077179,95.988996,3.897412
02/01/2021 00:25:00,,47.99939,,,13.108154,93.891948,4.3147459999999995
