InstrumentName, Chatfield Park
StartTime, 2021-02-01 00:00:00
EndTime, 2021-02-28 00:00:00
Date,O3,PM2.5
02/01/2021 00:00:00,40.0,3.6
02/01/2021 01:00:00,35.0,2.4
02/01/2021 02:00:00,36.0,2.9
02/01/2021 03:00:00,33.0,2.5
02/01/2021 04:00:00,29.0,2.8
02/01/2021 05:00:00,26.0,3.2
02/01/2021 06:00:00,29.0,3.7
02/01/2021 07:00:00,26.0,3.4
02/01/2021 08:00:00,25.0,3.5
02/01/2021 09:00:00,28.0,2.7
02/01/2021 10:00:00,20.0,3.0
02/01/2021 11:00:00,18.0,2.9
02/01/2021 12:00:00,15.0,2.7
02/01/2021 13:00:00,16.0,2.5
02/01/2021 14:00:00,15.0,3.0
02/01/2021 15:00:00,14.0,3.3
02/01/2021 16:00:00,30.0,2.7
02/01/2021 17:00:00,41.0,1.3
02/01/2021 18:00:00,44.0,1.1
02/01/2021 19:00:00,44.0,1.0
02/01/2021 20:00:00,43.0,1.1
02/01/2021 21:00:00,41.0,1.2
02/01/2021 22:00:00,31.0,2.8
02/01/2021 23:00:00,22.0,6.0
02/02/2021 00:00:00,16.0,4.9
02/02/2021 01:00:00,18.0,6.6
02/02/2021 02:00:00,18.0,5.3
02/02/2021 03:00:00,18.0,4.7
02/02/2021 04:00:00,17.0,4.2
02/02/2021 05:00:00,12.0,5.0
02/02/2021 06:00:00,8.0,5.2
02/02/2021 07:00:00,8.0,5.1
02/02/2021 08:00:00,10.0,4.0
02/02/2021 09:00:00,14.0,3.8
02/02/2021 10:00:00,23.0,2.5
02/02/2021 11:00:00,18.0,2.8
02/02/2021 12:00:00,14.0,2.7
02/02/2021 13:00:00,15.0,2.4
02/02/2021 14:00:00,19.0,2.4
02/02/2021 15:00:00,22.0,3.1
02/02/2021 16:00:00,28.0,2.0
02/02/2021 17:00:00,38.0,1.1
02/02/2021 18:00:00,38.0,1.6
02/02/2021 19:00:00,41.0,0.8
02/02/2021 20:00:00,42.0,0.8
02/02/2021 21:00:00,41.0,0.8
02/02/2021 22:00:00,41.0,0.8
02/02/2021 23:00:00,37.0,2.0
02/03/2021 00:00:00,28.0,3.2
02/03/2021 01:00:00,27.0,3.5
02/03/2021 02:00:00,26.0,2.3
02/03/2021 03:00:00,25.0,2.6
02/03/2021 04:00:00,23.0,2.9
02/03/2021 05:00:00,22.0,2.7
02/03/2021 06:00:00,24.0,2.1
02/03/2021 07:00:00,31.0,0.8
02/03/2021 08:00:00,31.0,0.8
02/03/2021 09:00:00,30.0,0.7
02/03/2021 10:00:00,28.0,0.8
02/03/2021 11:00:00,26.0,0.9
