InstrumentName, Woods Park
StartTime, 2021-02-01 00:00:00
EndTime, 2021-02-28 00:00:00
Date,PM1.0,PM10.0,PM2.5
02/01/2021 00:01:14,0.63,0.9,0.9
02/01/2021 00:03:14,0.66,1.88,1.47
02/01/2021 00:05:14,1.72,1.88,1.88
02/01/2021 00:07:14,1.48,2.12,1.86
02/01/2021 00:09:15,1.14,1.88,1.75
02/01/2021 00:11:14,1.0,1.63,1.55
02/01/2021 00:13:14,1.3,2.21,2.0
02/01/2021 00:15:14,0.78,1.03,1.03
02/01/2021 00:17:14,1.07,1.87,1.7
02/01/2021 00:19:14,1.07,1.43,1.23
02/01/2021 00:21:14,0.98,1.4,1.4
02/01/2021 00:23:14,1.07,1.75,1.55
02/01/2021 00:25:14,1.53,2.05,1.97
02/01/2021 00:27:14,1.58,2.47,2.22
02/01/2021 00:29:14,1.32,1.64,1.64
02/01/2021 00:31:14,1.64,2.09,1.89
02/01/2021 00:33:14,1.15,2.07,2.07
02/01/2021 00:35:14,1.41,1.85,1.56
02/01/2021 00:37:14,1.71,2.09,2.09
02/01/2021 00:39:14,1.23,2.04,1.86
02/01/2021 00:41:14,0.91,1.35,1.12
02/01/2021 00:43:15,1.07,1.6,1.6
02/01/2021 00:45:14,1.48,2.07,2.07
02/01/2021 00:47:14,1.11,1.71,1.54
02/01/2021 00:49:14,0.71,1.29,1.05
02/01/2021 00:51:14,0.65,1.23,0.98
02/01/2021 00:53:14,1.23,2.1,1.78
02/01/2021 00:55:14,1.49,2.18,2.07
02/01/2021 00:57:14,1.55,2.05,2.05
02/01/2021 00:59:14,1.46,1.81,1.81
02/01/2021 01:01:14,1.08,1.93,1.51
02/01/2021 01:03:14,1.83,2.43,2.38
02/01/2021 01:05:14,3.11,4.61,4.34
02/01/2021 01:07:14,4.22,5.61,5.08
02/01/2021 01:09:14,3.75,4.59,4.59
02/01/2021 01:11:14,3.57,4.48,4.45
02/01/2021 01:13:14,3.14,4.07,3.77
02/01/2021 01:15:14,2.28,3.55,3.28
02/01/2021 01:17:14,2.37,2.75,2.75
02/01/2021 01:19:14,2.37,2.92,2.92
02/01/2021 01:21:14,3.39,4.32,4.09
02/01/2021 01:23:14,4.82,5.91,5.51
02/01/2021 01:25:14,4.85,5.9,5.77
02/01/2021 01:27:14,4.0,5.32,5.22
02/01/2021 01:29:14,3.7,4.95,4.53
02/01/2021 01:31:14,4.38,5.62,5.62
02/01/2021 01:33:14,4.71,6.32,6.02
02/01/2021 01:35:14,4.82,6.27,6.05
02/01/2021 01:37:14,4.89,6.39,6.05
02/01/2021 01:39:14,5.07,7.09,6.55
02/01/2021 01:41:14,5.43,6.83,6.62
02/01/2021 01:43:15,5.83,7.05,6.88
02/01/2021 01:45:14,5.83,7.54,7.2
02/01/2021 01:47:14,5.82,7.12,7.0
02/01/2021 01:49:14,5.6,6.93,6.65
02/01/2021 01:51:15,5.28,6.65,6.57
02/01/2021 01:53:14,5.97,7.73,7.61
02/01/2021 01:55:14,5.46,7.05,6.75
02/01/2021 01:57:14,5.6,7.16,6.72
02/01/2021 01:59:14,5.09,6.41,6.17
02/01/2021 02:01:14,5.36,6.64,6.44
02/01/2021 02:03:14,4.88,6.46,6.0
02/01/2021 02:05:14,4.84,5.96,5.8
02/01/2021 02:07:14,5.17,6.62,6.48
02/01/2021 02:09:14,5.58,6.75,6.75
02/01/2021 02:11:14,6.31,8.22,7.88
02/01/2021 02:13:14,6.11,8.04,7.77
02/01/2021 02:15:14,4.76,6.5,6.12
02/01/2021 02:17:14,5.15,7.02,6.54
02/01/2021 02:19:14,4.56,5.49,5.24
02/01/2021 02:21:14,4.33,5.42,5.39
02/01/2021 02:23:14,4.21,5.88,5.4
02/01/2021 02:25:14,4.72,6.12,5.97
02/01/2021 02:27:14,5.14,6.98,6.25
02/01/2021 02:29:14,5.39,7.19,6.7
02/01/2021 02:31:14,5.56,7.23,7.0
02/01/2021 02:33:14,5.8,7.57,7.18
02/01/2021 02:35:14,6.19,8.19,7.64
02/01/2021 02:37:14,6.75,8.46,8.42
02/01/2021 02:39:14,7.0,9.32,8.74
02/01/2021 02:41:14,7.88,10.24,10.17
02/01/2021 02:43:15,9.73,12.88,12.59
02/01/2021 02:45:14,11.14,14.14,13.97
02/01/2021 02:47:14,9.35,13.11,12.28
02/01/2021 02:49:14,10.05,13.22,12.48
02/01/2021 02:51:14,10.75,14.45,13.73
02/01/2021 02:53:14,13.52,17.66,16.74
02/01/2021 02:55:14,15.79,19.91,19.39
02/01/2021 02:57:14,12.88,16.6,16.04
02/01/2021 02:59:14,12.32,16.9,15.73
02/01/2021 03:01:14,13.8,17.95,17.51
02/01/2021 03:05:14,13.91,18.61,17.91
02/01/2021 03:07:14,14.48,18.92,17.95
02/01/2021 03:09:14,16.57,23.45,22.63
02/01/2021 03:11:14,13.44,17.82,17.33
02/01/2021 03:13:14,12.46,16.48,15.32
02/01/2021 03:15:14,12.59,16.46,15.88
02/01/2021 03:17:14,12.78,16.98,16.31
