InstrumentName, Highland
StartTime, 2021-02-01 00:00:00
EndTime, 2021-02-28 00:00:00
Date,O3
02/01/2021 00:00:00,33.0
02/01/2021 01:00:00,32.0
02/01/2021 02:00:00,27.0
02/01/2021 03:00:00,33.0
02/01/2021 04:00:00,39.0
02/01/2021 05:00:00,39.0
02/01/2021 06:00:00,40.0
02/01/2021 07:00:00,42.0
02/01/2021 08:00:00,41.0
02/01/2021 09:00:00,41.0
02/01/2021 10:00:00,41.0
02/01/2021 11:00:00,42.0
02/01/2021 12:00:00,41.0
02/01/2021 13:00:00,40.0
02/01/2021 14:00:00,39.0
02/01/2021 15:00:00,39.0
02/01/2021 17:00:00,41.0
02/01/2021 18:00:00,41.0
02/01/2021 19:00:00,39.0
02/01/2021 20:00:00,39.0
02/01/2021 21:00:00,37.0
02/01/2021 22:00:00,32.0
02/01/2021 23:00:00,23.0
02/02/2021 00:00:00,4.0
02/02/2021 01:00:00,1.0
02/02/2021 02:00:00,1.0
02/02/2021 03:00:00,4.0
02/02/2021 04:00:00,5.0
02/02/2021 05:00:00,13.0
02/02/2021 06:00:00,13.0
02/02/2021 07:00:00,35.0
02/02/2021 08:00:00,37.0
02/02/2021 09:00:00,38.0
02/02/2021 10:00:00,32.0
02/02/2021 11:00:00,37.0
02/02/2021 12:00:00,35.0
02/02/2021 13:00:00,28.0
02/02/2021 14:00:00,31.0
02/02/2021 15:00:00,33.0
02/02/2021 16:00:00,34.0
02/02/2021 17:00:00,36.0
02/02/2021 18:00:00,40.0
02/02/2021 19:00:00,40.0
02/02/2021 20:00:00,41.0
02/02/2021 21:00:00,42.0
02/02/2021 22:00:00,41.0
02/02/2021 23:00:00,37.0
02/03/2021 00:00:00,26.0
02/03/2021 01:00:00,8.0
02/03/2021 02:00:00,10.0
02/03/2021 03:00:00,23.0
02/03/2021 04:00:00,30.0
02/03/2021 05:00:00,25.0
02/03/2021 06:00:00,28.0
02/03/2021 07:00:00,29.0
02/03/2021 08:00:00,30.0
02/03/2021 09:00:00,31.0
02/03/2021 10:00:00,32.0
02/03/2021 11:00:00,30.0
02/03/2021 12:00:00,22.0
02/03/2021 13:00:00,16.0
02/03/2021 14:00:00,22.0
02/03/2021 15:00:00,27.0
02/03/2021 16:00:00,28.0
02/03/2021 17:00:00,31.0
02/03/2021 18:00:00,33.0
02/03/2021 19:00:00,34.0
02/03/2021 20:00:00,33.0
02/03/2021 21:00:00,33.0
02/03/2021 22:00:00,32.0
02/03/2021 23:00:00,31.0
02/04/2021 00:00:00,28.0
02/04/2021 01:00:00,30.0
02/04/2021 02:00:00,33.0
02/04/2021 03:00:00,33.0
02/04/2021 04:00:00,37.0
02/04/2021 05:00:00,36.0
02/04/2021 06:00:00,33.0
02/04/2021 07:00:00,35.0
02/04/2021 08:00:00,34.0
02/04/2021 09:00:00,32.0
02/04/2021 10:00:00,28.0
02/04/2021 11:00:00,21.0
02/04/2021 12:00:00,23.0
02/04/2021 13:00:00,14.0
02/04/2021 14:00:00,13.0
02/04/2021 15:00:00,29.0
02/04/2021 16:00:00,38.0
02/04/2021 17:00:00,42.0
02/04/2021 18:00:00,43.0
02/04/2021 19:00:00,44.0
02/04/2021 20:00:00,44.0
02/04/2021 21:00:00,45.0
02/04/2021 22:00:00,45.0
02/04/2021 23:00:00,43.0
02/05/2021 00:00:00,40.0
02/05/2021 01:00:00,34.0
02/05/2021 02:00:00,33.0
02/05/2021 03:00:00,35.0
02/05/2021 04:00:00,39.0
02/05/2021 05:00:00,39.0
02/05/2021 06:00:00,38.0
02/05/2021 07:00:00,31.0
02/05/2021 08:00:00,25.0
02/05/2021 09:00:00,28.0
02/05/2021 10:00:00,19.0
02/05/2021 11:00:00,30.0
02/05/2021 12:00:00,31.0
02/05/2021 13:00:00,28.0
