InstrumentName, SAMS
StartTime, 2021-02-01 00:00:00
EndTime, 2021-02-28 00:00:00
Date,42603,68108,85101,Ambient Avg Temperature,Barometric pressure,Carbon monoxide,Nitric oxide,Nitrogen dioxide,PM10 Total 0-10um STP,PM2.5 - Local Conditions,Relative Humidity,Wind Direction,Wind speed
02/01/2021 00:00:00,,,,,91.628,0.23,,16.0,3.9,1.7,57.9,180.6,1.1
02/01/2021 00:01:00,,,,,94.697,0.21,,15.7,9.4,1.4,57.9,162.6,1.0
02/01/2021 00:02:00,,,,,94.697,0.22,,15.7,17.9,2.6,57.9,177.8,0.8
02/01/2021 00:03:00,,,,,94.697,0.22,,15.6,16.7,2.8,57.9,158.3,0.7
02/01/2021 00:04:00,,,,,94.697,0.24,,15.5,25.3,4.1,57.9,133.5,0.9
02/01/2021 00:05:00,,,,,94.697,0.26,,15.8,48.3,3.7,57.9,138.0,0.8
02/01/2021 00:06:00,,,,,94.697,0.27,,16.5,64.5,4.6,57.9,166.9,0.5
02/01/2021 00:07:00,,,,,96.889,0.29,,17.3,45.1,9.8,57.9,174.5,0.8
02/01/2021 00:08:00,,,,,99.958,0.3,,18.7,34.7,8.3,57.9,118.8,0.3
02/01/2021 00:09:00,,,,,99.958,0.3,,20.4,35.2,5.3,57.9,141.2,0.6
02/01/2021 00:10:00,,,,,99.958,0.32,,22.1,30.2,3.8,57.9,145.2,0.7
02/01/2021 00:11:00,,,,,99.958,0.32,,23.8,21.3,3.7,57.9,138.3,0.7
02/01/2021 00:12:00,,,,,99.958,0.31,,25.5,15.3,5.4,57.9,126.8,0.9
02/01/2021 00:13:00,,,,,99.958,0.31,,26.9,17.0,4.3,57.9,155.1,0.8
02/01/2021 00:14:00,,,,,102.15,0.31,,28.2,24.1,3.7,57.9,156.2,0.7
02/01/2021 00:15:00,,,,,105.219,0.34,,29.5,24.9,2.9,57.9,163.4,1.0
02/01/2021 00:16:00,,,,,105.219,0.43,,30.4,28.1,3.7,57.9,173.3,0.8
02/01/2021 00:17:00,,,,,105.219,0.42,,31.1,26.0,6.3,57.9,173.9,0.6
02/01/2021 00:18:00,,,,,105.219,0.4,,31.7,30.4,5.5,57.9,153.3,0.5
02/01/2021 00:19:00,,,,,105.219,0.39,,32.2,26.3,4.0,57.9,150.7,0.6
02/01/2021 00:20:00,,,,,105.219,0.37,,32.5,26.1,4.6,57.9,153.9,0.2
02/01/2021 00:21:00,,,,,105.219,0.35,,32.8,29.8,5.5,57.9,149.9,0.7
02/01/2021 00:22:00,,,,,105.219,0.33,,32.8,32.6,5.0,57.9,119.7,0.6
02/01/2021 00:23:00,,,,,105.219,0.35,,33.2,23.0,6.3,57.9,150.2,0.5
02/01/2021 00:24:00,,,,,105.219,0.37,,33.6,22.7,5.6,57.9,109.0,0.6
02/01/2021 00:25:00,,,,,105.219,0.38,,34.6,22.1,2.8,57.9,84.5,0.6
02/01/2021 00:26:00,,,,,107.411,0.39,,35.6,25.0,5.4,57.9,109.5,0.5
02/01/2021 00:27:00,,,,,110.48,0.37,,36.4,28.7,5.2,57.9,101.4,0.4
02/01/2021 00:28:00,,,,,110.48,0.37,,37.2,24.7,3.7,57.9,127.9,0.4
02/01/2021 00:29:00,,,,,110.48,0.36,,38.0,17.5,3.4,57.9,108.9,0.5
02/01/2021 00:30:00,,,,,110.48,0.37,,38.8,30.0,5.7,57.9,122.1,0.4
02/01/2021 00:31:00,,,,,110.48,0.36,,39.3,34.1,6.9,57.9,128.5,0.7
02/01/2021 00:32:00,,,,,110.48,0.37,,39.7,21.2,4.8,57.9,109.6,0.5
02/01/2021 00:33:00,,,,,112.672,0.39,,39.5,27.0,5.9,57.9,117.9,0.3
02/01/2021 00:34:00,,,,,115.741,0.4,,39.5,32.1,5.5,57.9,147.4,0.5
02/01/2021 00:35:00,,,,,115.741,0.41,,39.8,35.2,3.4,57.9,159.8,0.5
02/01/2021 00:36:00,,,,,117.933,0.42,,40.4,26.3,4.5,57.9,158.4,0.5
02/01/2021 00:37:00,,,,,118.81,0.42,,40.8,15.7,5.7,57.9,137.6,0.5
02/01/2021 00:38:00,,,,,115.741,0.42,,41.2,24.6,8.0,57.9,164.0,0.8
02/01/2021 00:39:00,,,,,115.741,0.41,,41.1,35.0,6.5,57.9,152.2,0.7
02/01/2021 00:40:00,,,,,115.741,0.41,,40.9,29.4,7.0,57.9,137.6,0.9
02/01/2021 00:41:00,,,,,115.741,0.38,,40.1,15.2,4.5,57.9,157.9,0.7
02/01/2021 00:42:00,,,,,115.741,0.37,,39.4,17.6,4.1,57.9,148.8,0.6
02/01/2021 00:43:00,,,,,115.741,0.36,,39.0,42.2,3.0,57.9,175.4,1.0
02/01/2021 00:44:00,,,,,115.741,0.36,,38.2,56.3,3.2,57.9,156.5,1.0
02/01/2021 00:45:00,,,,,115.741,0.38,,37.7,28.2,5.2,57.9,174.4,1.1
02/01/2021 00:46:00,,,,,115.741,0.39,,36.9,28.1,5.1,57.9,171.7,1.1
02/01/2021 00:47:00,,,,,115.741,0.38,,36.1,15.8,4.3,57.9,182.1,0.9
02/01/2021 00:48:00,,,,,115.741,0.39,,35.2,14.9,3.5,57.9,169.5,0.8
02/01/2021 00:49:00,,,,,115.741,0.37,,35.2,28.7,4.8,57.9,162.1,0.5
02/01/2021 00:50:00,,,,,115.741,0.39,,35.1,29.8,4.7,57.9,159.5,1.0
02/01/2021 00:51:00,,,,,115.741,0.38,,34.2,11.9,4.5,57.9,153.4,0.9
02/01/2021 00:52:00,,,,,113.549,0.38,,33.6,27.5,3.9,57.9,136.0,0.7
02/01/2021 00:53:00,,,,,112.672,0.37,,33.4,33.0,3.8,57.9,98.7,0.5
