InstrumentName, La Casa
StartTime, 2021-02-01 00:00:00
EndTime, 2021-02-28 00:00:00
Date,CO,NO2,O3,PM10,PM2.5,SO2
02/01/2021 00:00:00,0.316,28.0,19.0,18.8,3.4,0.0
02/01/2021 01:00:00,1.145,42.0,1.0,42.1,8.0,1.0
02/01/2021 02:00:00,0.67,41.0,3.0,34.7,12.3,1.0
02/01/2021 03:00:00,0.614,38.0,4.0,27.9,9.7,0.0
02/01/2021 04:00:00,0.424,33.0,8.0,26.3,9.5,0.0
02/01/2021 05:00:00,0.355,,7.0,17.6,5.9,0.0
02/01/2021 06:00:00,0.434,35.0,0.0,17.2,6.6,0.0
02/01/2021 07:00:00,0.581,35.0,0.0,18.5,7.8,
02/01/2021 08:00:00,0.573,35.0,0.0,18.3,8.4,1.0
02/01/2021 09:00:00,0.599,37.0,0.0,17.0,8.6,1.0
02/01/2021 10:00:00,0.766,37.0,0.0,22.5,10.5,1.0
02/01/2021 11:00:00,0.73,37.0,0.0,18.8,8.7,1.0
02/01/2021 12:00:00,0.782,37.0,0.0,19.2,7.0,1.0
02/01/2021 13:00:00,0.837,38.0,0.0,22.5,6.5,2.0
02/01/2021 14:00:00,1.293,41.0,0.0,28.8,7.9,3.0
02/01/2021 15:00:00,1.211,43.0,2.0,36.3,8.8,3.0
02/01/2021 16:00:00,0.853,40.0,6.0,62.0,9.9,
02/01/2021 17:00:00,0.427,25.0,21.0,48.3,7.0,1.0
02/01/2021 18:00:00,0.283,17.0,29.0,42.0,5.1,0.0
02/01/2021 19:00:00,0.313,21.0,26.0,38.2,4.5,0.0
02/01/2021 20:00:00,0.324,25.0,23.0,29.0,4.0,0.0
02/01/2021 21:00:00,0.354,,20.0,36.2,4.8,0.0
02/01/2021 22:00:00,0.514,,9.0,50.4,5.9,0.0
02/01/2021 23:00:00,0.788,40.0,1.0,85.0,12.1,1.0
02/02/2021 00:00:00,0.833,42.0,0.0,115.2,15.3,2.0
02/02/2021 01:00:00,1.035,41.0,0.0,84.3,16.1,2.0
02/02/2021 02:00:00,1.356,41.0,1.0,88.2,26.2,3.0
02/02/2021 03:00:00,1.405,42.0,1.0,67.9,19.5,3.0
02/02/2021 04:00:00,1.586,42.0,1.0,80.7,19.9,3.0
02/02/2021 05:00:00,1.519,,1.0,78.2,20.5,3.0
02/02/2021 06:00:00,1.3,39.0,1.0,66.7,19.7,3.0
02/02/2021 07:00:00,1.205,38.0,1.0,56.5,18.1,
02/02/2021 08:00:00,1.101,36.0,0.0,39.5,15.0,2.0
02/02/2021 09:00:00,0.988,34.0,1.0,37.0,13.4,3.0
