InstrumentName, I-25 Denver
StartTime, 2021-02-01 00:00:00
EndTime, 2021-02-28 00:00:00
Date,CO,NO2,PM2.5
02/01/2021 00:00:00,0.253,12.0,2.5
02/01/2021 01:00:00,0.826,34.0,10.2
02/01/2021 02:00:00,1.326,43.0,18.8
02/01/2021 03:00:00,1.016,41.0,13.7
02/01/2021 04:00:00,0.483,,7.1
02/01/2021 05:00:00,0.421,31.0,6.5
02/01/2021 06:00:00,1.508,36.0,15.7
02/01/2021 07:00:00,1.615,37.0,20.6
02/01/2021 08:00:00,1.342,34.0,16.9
02/01/2021 09:00:00,1.146,35.0,13.3
02/01/2021 10:00:00,1.021,35.0,10.8
02/01/2021 11:00:00,1.045,36.0,9.8
02/01/2021 12:00:00,1.217,37.0,10.2
02/01/2021 13:00:00,1.697,42.0,13.5
02/01/2021 14:00:00,1.655,44.0,14.3
02/01/2021 15:00:00,1.844,46.0,17.4
02/01/2021 16:00:00,1.245,46.0,19.9
02/01/2021 17:00:00,0.441,28.0,8.9
02/01/2021 18:00:00,0.341,21.0,6.9
02/01/2021 19:00:00,0.346,23.0,5.6
02/01/2021 20:00:00,0.369,28.0,6.1
02/01/2021 21:00:00,0.617,,7.6
02/01/2021 22:00:00,0.862,43.0,11.3
02/01/2021 23:00:00,1.097,47.0,17.9
02/02/2021 00:00:00,0.955,42.0,16.6
02/02/2021 01:00:00,1.188,42.0,20.6
02/02/2021 02:00:00,1.7,41.0,25.7
02/02/2021 03:00:00,2.154,44.0,28.3
02/02/2021 04:00:00,1.938,,28.5
02/02/2021 05:00:00,1.771,40.0,25.1
02/02/2021 06:00:00,1.982,38.0,28.9
02/02/2021 07:00:00,2.017,37.0,25.7
02/02/2021 08:00:00,1.421,34.0,17.9
02/02/2021 09:00:00,1.478,33.0,18.6
02/02/2021 10:00:00,1.387,32.0,16.7
02/02/2021 11:00:00,1.072,33.0,12.3
02/02/2021 12:00:00,1.121,34.0,10.0
02/02/2021 13:00:00,1.326,36.0,11.0
02/02/2021 14:00:00,1.318,40.0,12.9
02/02/2021 15:00:00,1.136,40.0,11.9
02/02/2021 16:00:00,0.513,31.0,7.7
02/02/2021 17:00:00,0.302,18.0,
02/02/2021 18:00:00,0.243,11.0,3.6
02/02/2021 19:00:00,0.213,8.0,2.9
02/02/2021 20:00:00,0.272,12.0,4.5
02/02/2021 21:00:00,0.267,14.0,5.1
02/02/2021 22:00:00,0.237,15.0,6.1
02/02/2021 23:00:00,0.222,13.0,4.7
02/03/2021 00:00:00,0.344,24.0,6.8
02/03/2021 01:00:00,0.997,39.0,9.9
02/03/2021 02:00:00,1.347,38.0,15.8
02/03/2021 03:00:00,1.428,36.0,19.3
02/03/2021 04:00:00,0.861,,9.8
02/03/2021 05:00:00,0.992,33.0,11.1
02/03/2021 06:00:00,0.667,32.0,8.5
02/03/2021 07:00:00,0.689,30.0,9.3
02/03/2021 08:00:00,0.831,29.0,11.1
02/03/2021 09:00:00,0.598,30.0,8.0
02/03/2021 10:00:00,0.65,29.0,9.3
02/03/2021 11:00:00,0.702,30.0,8.2
02/03/2021 12:00:00,0.681,29.0,6.3
02/03/2021 13:00:00,1.268,33.0,11.6
02/03/2021 14:00:00,1.609,37.0,13.2
02/03/2021 15:00:00,1.395,38.0,14.1
02/03/2021 16:00:00,0.47,24.0,7.0
02/03/2021 17:00:00,0.257,12.0,5.7
02/03/2021 18:00:00,0.205,8.0,4.0
02/03/2021 19:00:00,0.44,16.0,4.5
02/04/2021 01:00:00,0.359,18.0,2.3
02/04/2021 02:00:00,0.2,7.0,3.1
02/04/2021 03:00:00,0.204,5.0,1.7
02/04/2021 04:00:00,0.333,,3.1
02/04/2021 05:00:00,0.294,11.0,2.9
02/04/2021 06:00:00,0.2,6.0,2.9
02/04/2021 07:00:00,0.165,4.0,8.2
02/04/2021 08:00:00,0.174,5.0,0.9
02/04/2021 09:00:00,0.169,8.0,0.7
02/04/2021 10:00:00,0.174,10.0,1.0
02/04/2021 11:00:00,0.299,21.0,1.6
02/04/2021 12:00:00,0.534,32.0,3.3
02/04/2021 13:00:00,0.695,32.0,3.8
02/04/2021 14:00:00,0.501,20.0,4.0
02/04/2021 15:00:00,0.411,15.0,4.1
02/04/2021 16:00:00,0.377,13.0,4.1
02/04/2021 17:00:00,0.369,12.0,2.7
02/04/2021 18:00:00,0.395,14.0,3.8
02/04/2021 19:00:00,0.459,15.0,3.2
02/04/2021 20:00:00,0.404,14.0,2.8
02/04/2021 21:00:00,0.405,15.0,2.8
02/04/2021 22:00:00,0.377,14.0,2.0
02/04/2021 23:00:00,0.453,17.0,2.8
02/05/2021 00:00:00,0.468,16.0,2.3
02/05/2021 01:00:00,0.523,15.0,3.1
02/05/2021 02:00:00,0.398,17.0,3.3
02/05/2021 03:00:00,0.403,15.0,2.5
02/05/2021 04:00:00,0.371,,4.1
02/05/2021 05:00:00,0.521,26.0,4.7
02/05/2021 06:00:00,0.233,6.0,2.2
02/05/2021 07:00:00,0.187,3.0,1.2
02/05/2021 08:00:00,0.211,8.0,1.4
02/05/2021 09:00:00,0.17,2.0,1.0
02/05/2021 10:00:00,0.155,2.0,1.0
02/05/2021 11:00:00,0.184,3.0,1.0
02/05/2021 12:00:00,0.315,7.0,2.0
02/05/2021 13:00:00,0.559,20.0,4.3
02/05/2021 14:00:00,0.438,24.0,4.8
02/05/2021 15:00:00,0.534,27.0,4.5
