InstrumentName, CAMP
StartTime, 2021-02-01 00:00:00
EndTime, 2021-02-28 00:00:00
Date,CO,NO2,O3,PM10,PM2.5,SO2
02/01/2021 00:00:00,0.497,26.0,21.0,13.4,4.8,0.0
02/01/2021 01:00:00,0.698,38.0,9.0,23.8,8.0,0.0
02/01/2021 02:00:00,0.766,41.0,5.0,26.8,10.5,0.0
02/01/2021 03:00:00,0.852,45.0,4.0,30.4,13.7,0.0
02/01/2021 04:00:00,0.274,,22.0,10.3,5.3,0.0
02/01/2021 05:00:00,0.293,16.0,21.0,7.2,3.9,0.0
02/01/2021 06:00:00,0.446,29.0,13.0,12.9,7.1,0.0
02/01/2021 07:00:00,0.573,43.0,0.0,20.2,9.7,0.0
02/01/2021 08:00:00,0.65,41.0,0.0,20.8,9.9,0.0
02/01/2021 09:00:00,0.995,41.0,0.0,36.0,16.0,1.0
02/01/2021 10:00:00,0.889,42.0,0.0,24.9,12.5,1.0
02/01/2021 11:00:00,0.881,43.0,0.0,26.9,12.7,1.0
02/01/2021 12:00:00,1.117,49.0,0.0,63.4,19.1,2.0
02/01/2021 13:00:00,1.387,53.0,0.0,80.6,21.6,3.0
02/01/2021 14:00:00,,47.0,0.0,69.1,17.3,2.0
02/01/2021 15:00:00,0.681,36.0,8.0,38.7,8.8,0.0
02/01/2021 16:00:00,0.382,25.0,16.0,24.2,5.6,0.0
02/01/2021 17:00:00,0.376,23.0,18.0,26.2,5.9,0.0
02/01/2021 18:00:00,0.316,16.0,26.0,19.2,4.2,0.0
02/01/2021 19:00:00,0.482,24.0,20.0,23.2,5.3,0.0
02/01/2021 20:00:00,0.408,21.0,24.0,18.9,4.3,
02/01/2021 21:00:00,0.443,22.0,22.0,18.8,4.5,
02/01/2021 22:00:00,0.755,33.0,12.0,35.3,8.6,0.0
02/01/2021 23:00:00,0.958,46.0,1.0,87.0,18.4,1.0
02/02/2021 00:00:00,0.863,44.0,0.0,68.4,16.7,1.0
02/02/2021 01:00:00,0.929,48.0,0.0,76.4,20.1,2.0
02/02/2021 02:00:00,1.365,48.0,0.0,85.5,25.8,2.0
02/02/2021 03:00:00,1.584,52.0,0.0,84.3,28.6,3.0
02/02/2021 04:00:00,1.542,,0.0,74.1,29.2,3.0
02/02/2021 05:00:00,1.21,47.0,0.0,60.7,22.7,2.0
02/02/2021 06:00:00,0.857,42.0,0.0,38.0,15.3,2.0
02/02/2021 07:00:00,0.945,40.0,0.0,35.2,16.7,1.0
02/02/2021 08:00:00,1.065,43.0,0.0,34.7,16.3,2.0
02/02/2021 09:00:00,0.692,36.0,0.0,17.5,8.9,1.0
02/02/2021 10:00:00,0.589,34.0,3.0,15.1,7.5,1.0
02/02/2021 11:00:00,0.407,28.0,7.0,8.9,4.9,0.0
02/02/2021 12:00:00,0.669,37.0,2.0,19.6,8.7,1.0
02/02/2021 13:00:00,0.684,34.0,6.0,19.9,6.2,1.0
02/02/2021 14:00:00,0.519,27.0,8.0,17.9,4.9,0.0
02/02/2021 15:00:00,0.388,22.0,12.0,,,0.0
02/02/2021 16:00:00,0.35,20.0,15.0,,,0.0
02/02/2021 17:00:00,0.311,,21.0,,,0.0
02/02/2021 18:00:00,0.363,14.0,22.0,23.0,4.7,0.0
02/02/2021 19:00:00,0.302,9.0,28.0,9.8,2.5,0.0
02/02/2021 20:00:00,0.265,10.0,28.0,10.6,2.9,0.0
02/02/2021 21:00:00,0.293,13.0,25.0,17.2,4.5,0.0
02/02/2021 22:00:00,0.343,11.0,25.0,18.8,3.8,0.0
02/02/2021 23:00:00,0.367,12.0,23.0,17.6,3.7,0.0
02/03/2021 00:00:00,0.893,32.0,6.0,37.3,8.6,0.0
02/03/2021 01:00:00,0.893,39.0,2.0,42.0,9.9,0.0
02/03/2021 02:00:00,0.486,29.0,10.0,25.6,7.0,0.0
02/03/2021 03:00:00,1.137,42.0,0.0,49.2,15.9,1.0
02/03/2021 04:00:00,0.718,,1.0,31.4,10.9,1.0
02/03/2021 05:00:00,0.32,17.0,15.0,9.7,3.9,0.0
02/03/2021 06:00:00,0.259,14.0,16.0,7.2,3.1,0.0
02/03/2021 07:00:00,0.313,21.0,10.0,9.6,4.7,0.0
02/03/2021 08:00:00,0.396,27.0,5.0,12.2,5.6,0.0
02/03/2021 09:00:00,0.255,16.0,14.0,8.5,3.4,0.0
02/03/2021 10:00:00,0.157,8.0,20.0,2.7,1.5,0.0
02/03/2021 11:00:00,0.157,7.0,21.0,2.4,1.2,0.0
02/03/2021 12:00:00,0.418,31.0,2.0,14.2,4.7,1.0
02/03/2021 13:00:00,0.754,37.0,0.0,21.7,7.2,1.0
02/03/2021 14:00:00,0.932,39.0,1.0,33.1,10.5,2.0
02/03/2021 15:00:00,0.541,22.0,7.0,19.8,4.8,1.0
02/03/2021 16:00:00,0.383,18.0,12.0,27.2,5.2,1.0
02/03/2021 17:00:00,0.284,9.0,19.0,25.1,4.4,0.0
02/03/2021 18:00:00,0.221,6.0,23.0,14.4,2.6,0.0
02/03/2021 19:00:00,0.296,13.0,21.0,19.1,4.1,0.0
02/03/2021 20:00:00,0.237,11.0,22.0,44.6,6.6,0.0
02/03/2021 21:00:00,0.19,10.0,23.0,35.2,4.8,0.0
02/03/2021 22:00:00,0.225,7.0,24.0,8.6,1.9,0.0
02/03/2021 23:00:00,0.275,14.0,18.0,8.7,2.6,0.0
02/04/2021 00:00:00,0.338,18.0,18.0,11.0,2.9,0.0
02/04/2021 01:00:00,0.328,13.0,22.0,9.9,2.7,0.0
02/04/2021 02:00:00,0.233,9.0,25.0,8.9,2.6,0.0
02/04/2021 03:00:00,0.233,7.0,28.0,5.5,2.0,0.0
02/04/2021 04:00:00,0.233,,26.0,17.9,3.6,0.0
02/04/2021 05:00:00,0.233,10.0,30.0,11.4,3.2,0.0
02/04/2021 06:00:00,0.155,3.0,39.0,14.9,3.0,0.0
02/04/2021 07:00:00,0.16,3.0,30.0,11.4,2.6,0.0
02/04/2021 08:00:00,0.165,3.0,30.0,3.4,1.0,0.0
02/04/2021 09:00:00,0.205,5.0,28.0,3.8,1.7,0.0
02/04/2021 10:00:00,0.222,13.0,22.0,4.2,1.5,0.0
02/04/2021 11:00:00,0.203,11.0,22.0,3.9,1.6,0.0
02/04/2021 12:00:00,0.276,17.0,16.0,5.7,2.6,0.0
02/04/2021 13:00:00,0.36,26.0,8.0,10.1,4.0,0.0
02/04/2021 14:00:00,0.417,28.0,14.0,14.1,4.3,0.0
02/04/2021 15:00:00,0.298,12.0,31.0,10.1,2.8,0.0
02/04/2021 16:00:00,0.26,8.0,34.0,11.9,2.8,0.0
02/04/2021 17:00:00,0.179,5.0,37.0,6.5,1.6,0.0
02/04/2021 18:00:00,0.178,4.0,37.0,5.3,1.4,0.0
02/04/2021 19:00:00,0.184,5.0,36.0,4.2,1.4,0.0
02/04/2021 20:00:00,0.186,6.0,36.0,9.5,2.0,0.0
02/04/2021 21:00:00,0.182,6.0,37.0,5.8,1.7,0.0
02/04/2021 22:00:00,0.191,9.0,34.0,4.9,1.6,0.0
02/04/2021 23:00:00,0.248,11.0,32.0,4.9,1.9,0.0
02/05/2021 00:00:00,0.229,13.0,30.0,5.0,2.0,0.0
02/05/2021 01:00:00,0.216,14.0,31.0,4.2,2.0,0.0
02/05/2021 02:00:00,0.215,12.0,34.0,3.7,2.0,0.0
02/05/2021 03:00:00,0.205,12.0,36.0,2.9,1.7,0.0
02/05/2021 04:00:00,0.249,,37.0,2.7,1.7,0.0
02/05/2021 05:00:00,0.256,12.0,31.0,4.3,2.2,0.0
02/05/2021 06:00:00,0.176,6.0,39.0,2.1,1.1,0.0
02/05/2021 07:00:00,0.163,2.0,40.0,2.3,1.4,0.0
02/05/2021 08:00:00,0.182,6.0,35.0,2.0,1.2,0.0
02/05/2021 09:00:00,0.166,4.0,37.0,1.6,0.8,0.0
02/05/2021 10:00:00,0.133,2.0,38.0,2.1,1.0,0.0
02/05/2021 11:00:00,0.139,2.0,38.0,2.6,1.1,0.0
02/05/2021 12:00:00,0.161,4.0,36.0,3.7,1.4,0.0
02/05/2021 13:00:00,0.197,7.0,33.0,3.6,1.3,0.0
02/05/2021 14:00:00,0.267,21.0,23.0,7.3,2.3,0.0
02/05/2021 15:00:00,0.35,22.0,21.0,13.6,4.3,0.0
02/05/2021 16:00:00,0.268,15.0,26.0,11.2,3.0,0.0
02/05/2021 17:00:00,0.278,11.0,29.0,8.2,2.5,0.0
02/05/2021 18:00:00,0.249,7.0,33.0,5.1,1.8,0.0
02/05/2021 19:00:00,0.244,6.0,34.0,4.9,2.0,0.0
02/05/2021 20:00:00,0.291,11.0,30.0,8.0,2.6,0.0
02/05/2021 21:00:00,0.27,10.0,30.0,9.8,2.9,0.0
02/05/2021 22:00:00,0.312,12.0,30.0,12.7,3.6,0.0
02/05/2021 23:00:00,0.271,13.0,30.0,7.5,2.6,0.0
02/06/2021 00:00:00,0.232,8.0,33.0,5.1,1.9,0.0
02/06/2021 01:00:00,0.353,21.0,22.0,7.0,3.3,0.0
02/06/2021 02:00:00,0.428,36.0,8.0,11.9,5.5,0.0
02/06/2021 03:00:00,0.271,14.0,28.0,5.6,2.9,0.0
02/06/2021 04:00:00,0.165,,35.0,4.4,1.4,0.0
02/06/2021 05:00:00,0.171,4.0,34.0,2.2,0.9,0.0
02/06/2021 06:00:00,0.168,5.0,34.0,1.4,0.7,0.0
02/06/2021 07:00:00,0.161,2.0,35.0,1.5,0.7,0.0
02/06/2021 08:00:00,0.144,2.0,35.0,1.3,0.6,0.0
02/06/2021 09:00:00,0.145,2.0,34.0,2.5,0.8,0.0
02/06/2021 10:00:00,0.158,4.0,32.0,2.1,0.8,0.0
02/06/2021 11:00:00,0.161,9.0,29.0,2.3,1.0,0.0
02/06/2021 12:00:00,0.242,28.0,12.0,3.6,1.8,0.0
02/06/2021 13:00:00,0.223,12.0,26.0,2.6,1.2,0.0
02/06/2021 14:00:00,0.431,28.0,12.0,11.1,4.5,0.0
02/06/2021 15:00:00,0.332,21.0,18.0,5.8,2.8,0.0
02/06/2021 16:00:00,0.229,9.0,30.0,5.3,1.9,0.0
02/06/2021 17:00:00,0.183,2.0,36.0,6.9,1.7,0.0
02/06/2021 18:00:00,0.187,4.0,36.0,9.2,2.1,0.0
02/06/2021 19:00:00,0.193,3.0,37.0,4.4,1.7,0.0
02/06/2021 20:00:00,0.205,6.0,35.0,4.9,2.1,0.0
02/06/2021 21:00:00,0.256,8.0,34.0,6.3,2.5,0.0
02/06/2021 22:00:00,0.232,6.0,36.0,8.3,3.4,0.0
02/06/2021 23:00:00,0.252,6.0,35.0,8.9,3.3,0.0
02/07/2021 00:00:00,0.239,5.0,36.0,9.0,3.7,0.0
02/07/2021 01:00:00,0.345,15.0,25.0,14.2,5.6,0.0
02/07/2021 02:00:00,0.336,16.0,24.0,11.7,5.8,0.0
02/07/2021 03:00:00,0.458,25.0,13.0,16.2,7.3,0.0
02/07/2021 04:00:00,0.311,,8.0,15.9,6.2,0.0
02/07/2021 05:00:00,0.366,26.0,7.0,19.5,8.9,0.0
02/07/2021 06:00:00,0.34,24.0,8.0,20.7,10.1,0.0
02/07/2021 07:00:00,0.478,32.0,3.0,18.4,9.2,0.0
02/07/2021 08:00:00,0.447,35.0,4.0,16.2,7.8,0.0
02/07/2021 09:00:00,0.536,43.0,1.0,17.0,9.0,1.0
02/07/2021 10:00:00,0.577,46.0,0.0,16.8,9.4,1.0
02/07/2021 11:00:00,0.61,45.0,0.0,15.7,8.0,1.0
02/07/2021 12:00:00,0.161,,34.0,5.1,1.9,0.0
02/07/2021 13:00:00,0.216,11.0,29.0,5.4,2.0,0.0
02/07/2021 14:00:00,0.201,6.0,35.0,8.9,2.6,0.0
02/07/2021 15:00:00,0.354,15.0,25.0,9.8,3.4,0.0
02/07/2021 16:00:00,0.244,11.0,29.0,9.5,3.2,0.0
02/07/2021 17:00:00,0.151,1.0,42.0,11.6,2.7,0.0
02/07/2021 18:00:00,0.131,0.0,45.0,22.0,3.3,0.0
02/07/2021 19:00:00,0.134,0.0,45.0,16.2,2.5,0.0
02/07/2021 20:00:00,0.142,0.0,45.0,18.2,2.7,0.0
02/07/2021 21:00:00,0.14,0.0,45.0,11.7,2.0,0.0
02/07/2021 22:00:00,0.152,0.0,45.0,10.3,2.1,0.0
02/07/2021 23:00:00,0.161,1.0,44.0,4.7,1.8,0.0
02/08/2021 00:00:00,0.172,3.0,41.0,7.7,2.7,0.0
02/08/2021 01:00:00,0.209,6.0,18.0,30.1,14.1,0.0
02/08/2021 02:00:00,0.203,6.0,17.0,19.3,14.1,0.0
02/08/2021 03:00:00,0.2,5.0,20.0,18.8,15.0,0.0
02/08/2021 04:00:00,0.191,,19.0,17.9,14.4,0.0
02/08/2021 05:00:00,0.189,6.0,18.0,20.2,16.1,0.0
02/08/2021 06:00:00,0.197,7.0,17.0,20.9,17.2,0.0
02/08/2021 07:00:00,0.218,8.0,15.0,24.0,21.1,0.0
02/08/2021 08:00:00,0.213,11.0,12.0,25.4,22.1,0.0
02/08/2021 09:00:00,0.22,13.0,9.0,24.3,21.6,0.0
02/08/2021 10:00:00,0.202,16.0,7.0,23.0,20.4,0.0
02/08/2021 11:00:00,0.228,17.0,4.0,25.6,21.8,0.0
02/08/2021 12:00:00,0.268,19.0,4.0,28.0,24.1,0.0
02/08/2021 13:00:00,0.377,23.0,1.0,26.6,23.1,0.0
02/08/2021 14:00:00,0.453,25.0,1.0,33.9,26.3,0.0
02/08/2021 15:00:00,0.539,28.0,3.0,44.5,31.2,1.0
02/08/2021 16:00:00,0.349,17.0,8.0,39.4,24.0,
02/08/2021 17:00:00,0.298,,11.0,33.3,21.3,0.0
02/08/2021 18:00:00,0.283,8.0,13.0,26.7,16.7,0.0
02/08/2021 19:00:00,0.267,8.0,15.0,27.5,15.7,0.0
02/08/2021 20:00:00,0.272,7.0,17.0,28.9,15.4,0.0
02/08/2021 21:00:00,0.285,8.0,17.0,33.4,17.4,0.0
02/08/2021 22:00:00,0.279,10.0,16.0,32.5,18.5,0.0
02/08/2021 23:00:00,0.432,14.0,12.0,36.8,19.2,0.0
02/09/2021 00:00:00,0.337,17.0,8.0,36.6,19.1,0.0
02/09/2021 01:00:00,0.303,14.0,7.0,29.5,18.4,0.0
02/09/2021 02:00:00,0.288,18.0,2.0,30.9,19.4,0.0
02/09/2021 03:00:00,0.277,19.0,1.0,30.3,21.1,0.0
02/09/2021 04:00:00,0.265,,2.0,30.1,22.5,0.0
02/09/2021 05:00:00,0.265,15.0,1.0,28.9,22.7,0.0
02/09/2021 06:00:00,0.242,17.0,0.0,27.7,23.2,0.0
02/09/2021 07:00:00,0.318,21.0,0.0,29.5,23.7,0.0
02/09/2021 08:00:00,0.333,23.0,0.0,29.7,24.0,0.0
02/09/2021 09:00:00,0.345,21.0,0.0,33.8,25.4,0.0
02/09/2021 10:00:00,0.287,19.0,0.0,39.0,26.1,0.0
02/09/2021 11:00:00,0.261,19.0,0.0,32.2,25.7,0.0
02/09/2021 12:00:00,0.318,19.0,0.0,33.6,27.5,0.0
02/09/2021 13:00:00,0.41,20.0,0.0,33.7,27.7,0.0
02/09/2021 14:00:00,0.443,21.0,0.0,37.0,28.3,0.0
02/09/2021 15:00:00,0.442,19.0,2.0,40.0,29.8,0.0
02/09/2021 16:00:00,0.383,16.0,4.0,39.8,29.5,0.0
02/09/2021 17:00:00,0.374,13.0,5.0,45.7,33.5,0.0
02/09/2021 18:00:00,0.34,12.0,7.0,44.0,28.1,0.0
02/09/2021 19:00:00,0.332,10.0,9.0,42.2,24.8,0.0
02/09/2021 20:00:00,0.315,10.0,11.0,37.2,23.2,0.0
02/09/2021 21:00:00,0.341,10.0,12.0,33.7,21.6,0.0
02/09/2021 22:00:00,0.366,15.0,8.0,47.6,22.8,0.0
02/09/2021 23:00:00,0.401,19.0,4.0,54.7,23.3,0.0
02/10/2021 00:00:00,0.445,22.0,1.0,51.4,22.5,0.0
02/10/2021 01:00:00,0.36,20.0,0.0,34.0,19.8,0.0
