"","X.2","X.1","X","date","age_days.x","age_weeks.x","val.humidity","val.temperature","val.pm25_r","val.pm25_p.y","flag"
"29",29,29,29,2018-07-15 22:00:00,3,0,90.6,63.7,6.17,5,0
"30",30,30,30,2018-07-15 23:00:00,3,0,90.7,63.3,7.64,5.2,0
"31",31,31,31,2018-07-16 00:00:00,4,0,91.2,63.2,10.2,5.7,0
"32",32,32,32,2018-07-16 01:00:00,4,0,91.4,63.2,12.6,5.95,0
"33",33,33,33,2018-07-16 02:00:00,4,0,90.7,64.7,15.7,6.8,0
"34",34,34,34,2018-07-16 03:00:00,4,0,89.5,64.8,17.3,7.1,0
"35",35,35,35,2018-07-16 04:00:00,4,0,89.8,64.4,19.5,8.2,0
"36",36,36,36,2018-07-16 05:00:00,4,0,88.6,64.3,21,8.8,0
"37",37,37,37,2018-07-16 06:00:00,4,0,83.9,64.8,18.6,9.3,0
"38",38,38,38,2018-07-16 07:00:00,4,0,75.6,68,18.8,9.5,0
"39",39,39,39,2018-07-16 08:00:00,4,0,59.2,76.1,15.6,9.5,0
"40",40,40,40,2018-07-16 09:00:00,4,0,51.3,80.3,15.2,9.6,0
"41",41,41,41,2018-07-16 10:00:00,4,0,42.9,85,14.2,9.5,0
"42",42,42,42,2018-07-16 11:00:00,4,0,40.9,87.7,17.7,9.7,0
"43",43,43,43,2018-07-16 12:00:00,4,0,36.2,91.9,17.4,10.5,0
"44",44,44,44,2018-07-16 13:00:00,4,0,30.9,96,15,10.8,0
"45",45,45,45,2018-07-16 14:00:00,4,0,24.9,103,12.6,10.9,0
"46",46,46,46,2018-07-16 15:00:00,4,0,18.8,110,9.12,10.3,0
"47",47,47,47,2018-07-16 16:00:00,4,0,21,106,10.3,10.2,0
"48",48,48,48,2018-07-16 17:00:00,4,0,29.7,92.9,14.1,10.6,0
"49",49,49,49,2018-07-16 18:00:00,4,0,35.8,86,8.87,10.3,0
"50",50,50,50,2018-07-16 19:00:00,4,0,40,82.3,5.07,8.2,0
"51",51,51,51,2018-07-16 20:00:00,4,0,42.8,79.8,4.72,7.1,0
"52",52,52,52,2018-07-16 21:00:00,4,0,49.2,77.4,6.49,6.8,0
"53",53,53,53,2018-07-16 22:00:00,4,0,52.4,76,8.38,7,0
"54",54,54,54,2018-07-16 23:00:00,4,0,57.1,74.2,8.8,7.9,0
"55",55,55,55,2018-07-17 00:00:00,5,0,59.7,72.3,8.13,7.7,0
"56",56,56,56,2018-07-17 01:00:00,5,0,65.3,69.1,5.3,7.2,0
"57",57,57,57,2018-07-17 02:00:00,5,0,67.5,68.8,6.35,6.4,0
"58",58,58,58,2018-07-17 03:00:00,5,0,68,69,6.7,6.2,0
"59",59,59,59,2018-07-17 04:00:00,5,0,69.9,68.6,7.69,6.4,0
"60",60,60,60,2018-07-17 05:00:00,5,0,72,68.4,7.74,6.4,0
"61",61,61,61,2018-07-17 06:00:00,5,0,68.7,69.7,10.3,6.8,0
"62",62,62,62,2018-07-17 07:00:00,5,0,61.6,72.2,12.9,7.6,0
"63",63,63,63,2018-07-17 08:00:00,5,0,52.9,77.1,14.2,8.8,0
"64",64,64,64,2018-07-17 09:00:00,5,0,49.3,79,17.4,10.6,0
"65",65,65,65,2018-07-17 10:00:00,5,0,42.8,84.1,17.7,11.2,0
"66",66,66,66,2018-07-17 18:00:00,5,0,42.6,79.2,7.88,7.4,0
"67",67,67,67,2018-07-17 19:00:00,5,0,44.8,77,7.41,7.2,0
"68",68,68,68,2018-07-17 20:00:00,5,0,47.7,76,7.24,7.2,0
"69",69,69,69,2018-07-17 21:00:00,5,0,53.2,73.9,6.54,6.8,0
"70",70,70,70,2018-07-17 22:00:00,5,0,50.8,72.4,3.72,5.8,0
"71",71,71,71,2018-07-17 23:00:00,5,0,50.8,70.9,3.2,5.1,0
"72",72,72,72,2018-07-18 00:00:00,6,0,49.9,70.8,4.44,5.1,0
"73",73,73,73,2018-07-18 01:00:00,6,0,51.6,70.1,4.18,5.1,0
"74",74,74,74,2018-07-18 02:00:00,6,0,51.8,70.2,5.39,5.5,0
"75",75,75,75,2018-07-18 03:00:00,6,0,58.7,69.6,8.16,6.4,0
"76",76,76,76,2018-07-18 04:00:00,6,0,69.3,68.1,9.55,6.95,0
"77",77,77,77,2018-07-18 05:00:00,6,0,70.2,68.4,10.7,8,0
"78",78,78,78,2018-07-18 06:00:00,6,0,62.1,71.2,9.02,7.9,0
"79",79,79,79,2018-07-18 07:00:00,6,0,50.5,77.4,7.52,7.8,0
"80",80,80,80,2018-07-18 08:00:00,6,0,40.3,84,8.38,8,0
"81",81,81,81,2018-07-18 09:00:00,6,0,31.2,90.3,9.61,8.5,0
"82",82,82,82,2018-07-18 10:00:00,6,0,22.4,96.1,10.4,9.3,0
"83",83,83,83,2018-07-18 11:00:00,6,0,17.1,100,11,9.9,0
"84",84,84,84,2018-07-18 12:00:00,6,0,15.3,103,12.2,10.7,0
"85",85,85,85,2018-07-18 13:00:00,6,0,14.6,104,12.5,11.3,0
"86",86,86,86,2018-07-18 14:00:00,6,0,12.1,111,11.4,11,0
"87",87,87,87,2018-07-18 15:00:00,6,0,10.7,113,11.8,11,0
"88",88,88,88,2018-07-18 16:00:00,6,0,10.6,114,12.2,11.2,0
"89",89,89,89,2018-07-18 17:00:00,6,0,12.7,105,13.2,11.7,0
"90",90,90,90,2018-07-18 18:00:00,6,0,17.6,95.2,15,12.5,0
"91",91,91,91,2018-07-18 19:00:00,6,0,21.8,89.3,14.5,12.8,0
"92",92,92,92,2018-07-18 20:00:00,6,0,25.4,85.6,14,12.6,0
"93",93,93,93,2018-07-18 21:00:00,6,0,30.3,82.1,13.9,12.8,0
"94",94,94,94,2018-07-18 22:00:00,6,0,32.5,79.1,15.8,13.4,0
"95",95,95,95,2018-07-18 23:00:00,6,0,40.5,76.6,11,12.8,0
"96",96,96,96,2018-07-19 00:00:00,7,1,45.8,74.7,10.2,12.4,0
"97",97,97,97,2018-07-19 01:00:00,7,1,50,73.1,9.52,12.1,0
"98",98,98,98,2018-07-19 02:00:00,7,1,55.5,70.9,10.2,11.5,0
"99",99,99,99,2018-07-19 03:00:00,7,1,58.5,69.7,11.7,11.6,0
"100",100,100,100,2018-07-19 04:00:00,7,1,51,69.2,16.9,12.2,0
"101",101,101,101,2018-07-19 05:00:00,7,1,46,69,18.3,12.8,0
"102",102,102,102,2018-07-19 06:00:00,7,1,44.6,70.2,17.9,13.1,0
"103",103,103,103,2018-07-19 07:00:00,7,1,39.8,73.3,17.5,13.3,0
"104",104,104,104,2018-07-19 08:00:00,7,1,36.5,79,17,13.4,0
"105",105,105,105,2018-07-19 09:00:00,7,1,27,87.1,13.9,13,0
"106",106,106,106,2018-07-19 10:00:00,7,1,17,93.8,13.8,12.6,0
"107",107,107,107,2018-07-19 11:00:00,7,1,12.2,99.1,11.8,12.1,0
"108",108,108,108,2018-07-19 12:00:00,7,1,10.5,103,9.77,11.2,0
"109",109,109,109,2018-07-19 13:00:00,7,1,9.04,107,8.95,10.4,0
"110",110,110,110,2018-07-19 14:00:00,7,1,7.8,114,9.81,10,0
"111",111,111,111,2018-07-19 15:00:00,7,1,6.98,118,9.69,9.9,0
"112",112,112,112,2018-07-19 16:00:00,7,1,6.97,117,9.67,9.8,0
"113",113,113,113,2018-07-19 17:00:00,7,1,9.01,109,9.71,9.9,0
"114",114,114,114,2018-07-19 18:00:00,7,1,13.5,96,9.31,9.8,0
"115",115,115,115,2018-07-19 19:00:00,7,1,17.2,89.2,8.76,9.7,0
"116",116,116,116,2018-07-19 20:00:00,7,1,22.1,84.5,9.95,10,0
"117",117,117,117,2018-07-19 21:00:00,7,1,23.8,82.3,12.7,10.5,0
"118",118,118,118,2018-07-19 22:00:00,7,1,31.2,80,11.2,11.1,0
"119",119,119,119,2018-07-19 23:00:00,7,1,39.7,77.8,8.52,10.8,0
"120",120,120,120,2018-07-20 00:00:00,8,1,44.2,76.2,8.79,10.5,0
"121",121,121,121,2018-07-20 01:00:00,8,1,46.8,74.6,9.91,10.4,0
"122",122,122,122,2018-07-20 02:00:00,8,1,47.6,72.5,11.2,10.3,0
"123",123,123,123,2018-07-20 03:00:00,8,1,41.6,70.4,14.5,10.7,0
"124",124,124,124,2018-07-20 04:00:00,8,1,42.3,69.3,15.1,11.2,0
"125",125,125,125,2018-07-20 05:00:00,8,1,42.3,69.7,16.1,12.2,0
"126",126,126,126,2018-07-20 06:00:00,8,1,43.8,70.9,16.3,12.8,0
"127",127,127,127,2018-07-20 07:00:00,8,1,40.7,74.6,17.7,13.3,0
"128",128,128,128,2018-07-20 08:00:00,8,1,36.1,78.3,18.7,14.7,0
"129",129,129,129,2018-07-20 09:00:00,8,1,31.2,85.1,15,14.3,0
"130",130,130,130,2018-07-20 10:00:00,8,1,25.2,93.8,14.5,14.1,0
"131",131,131,131,2018-07-20 11:00:00,8,1,16.9,99.7,8.81,12.9,0
"132",132,132,132,2018-07-20 12:00:00,8,1,10.5,104,4.81,9.9,0
"133",133,133,133,2018-07-20 13:00:00,8,1,11.1,105,6.16,9,0
"134",134,134,134,2018-07-20 14:00:00,8,1,12.2,108,6.69,9.1,0
"135",135,135,135,2018-07-20 15:00:00,8,1,13.9,103,6.85,9.2,0
"136",136,136,136,2018-07-20 16:00:00,8,1,16.4,98.4,7.17,9.2,0
"137",137,137,137,2018-07-20 17:00:00,8,1,17.9,94.9,7.7,9.2,0
"138",138,138,138,2018-07-21 08:00:00,9,1,38,86.4,12.3,12.5,0
"139",139,139,139,2018-07-21 09:00:00,9,1,32,90.6,12.1,13.3,0
"140",140,140,140,2018-07-21 10:00:00,9,1,26.7,93.8,13.3,13.8,0
"141",141,141,141,2018-07-21 11:00:00,9,1,23.2,97.8,14.8,14.6,0
"142",142,142,142,2018-07-21 12:00:00,9,1,18.6,101,13,13.9,0
"143",143,143,143,2018-07-21 13:00:00,9,1,17.4,103,12.6,13.4,0
"144",144,144,144,2018-07-21 14:00:00,9,1,21.3,97.9,14.4,13.7,0
"145",145,145,145,2018-07-21 15:00:00,9,1,30.6,85,15.5,13.7,0
"146",146,146,146,2018-07-21 16:00:00,9,1,29.8,85.3,11.8,12.2,0
"147",147,147,147,2018-07-21 17:00:00,9,1,33.3,84.6,16.7,12.7,0
"148",148,148,148,2018-07-21 18:00:00,9,1,31.9,85.3,14.4,12.6,0
"149",149,149,149,2018-07-21 19:00:00,9,1,31.8,84.9,9.15,10.9,0
"150",150,150,150,2018-07-21 20:00:00,9,1,35.7,82.9,14.2,11.6,0
"151",151,151,151,2018-07-21 21:00:00,9,1,39.6,80.5,16.3,13.5,0
"152",152,152,152,2018-07-21 22:00:00,9,1,41.2,79.6,8.3,12,0
"153",153,153,153,2018-07-21 23:00:00,9,1,43.8,78.7,9.04,11.3,0
"154",154,154,154,2018-07-22 00:00:00,10,1,45.5,76.7,11.4,11,0
"155",155,155,155,2018-07-22 01:00:00,10,1,48.1,75.2,12.6,10.9,0
"156",156,156,156,2018-07-22 02:00:00,10,1,48.6,73.7,14,11.2,0
"157",157,157,157,2018-07-22 03:00:00,10,1,49.6,72.8,14.2,11.3,0
"158",158,158,158,2018-07-22 04:00:00,10,1,50.3,71.7,14.8,11.4,0
"159",159,159,159,2018-07-22 05:00:00,10,1,47.9,72.8,17.5,12.2,0
"160",160,160,160,2018-07-22 06:00:00,10,1,45.8,74.9,20.9,13.7,0
"161",161,161,161,2018-07-22 07:00:00,10,1,41.6,78.7,22.3,14.2,0
"162",162,162,162,2018-07-22 08:00:00,10,1,35.3,86.1,30.8,18.5,0
"163",163,163,163,2018-07-22 09:00:00,10,1,26.4,94.6,28.7,20.9,0
"164",164,164,164,2018-07-22 10:00:00,10,1,18.8,102,14.8,17.4,0
"165",165,165,165,2018-07-22 11:00:00,10,1,18.7,101,12.3,14.2,0
"166",166,166,166,2018-07-22 12:00:00,10,1,18.2,103,9.83,12.4,0
"167",167,167,167,2018-07-22 13:00:00,10,1,20.6,99.3,6.75,10.1,0
"168",168,168,168,2018-07-22 14:00:00,10,1,24,93.4,4.35,8.8,0
"169",169,169,169,2018-07-22 15:00:00,10,1,25.3,95.4,5.12,8.4,0
"170",170,170,170,2018-07-22 16:00:00,10,1,29.5,92.5,5.37,7.7,0
"171",171,171,171,2018-07-22 17:00:00,10,1,36.7,85.5,5.53,7.1,0
"172",172,172,172,2018-07-22 18:00:00,10,1,37.3,83.9,5.49,6.8,0
"173",173,173,173,2018-07-22 19:00:00,10,1,72.9,71.7,8.34,7.7,0
"174",174,174,174,2018-07-22 20:00:00,10,1,82.3,70.1,9.9,8.2,0
"175",175,175,175,2018-07-22 21:00:00,10,1,78.7,70.1,8.86,8.2,0
"176",176,176,176,2018-07-22 22:00:00,10,1,75.3,70.5,9.51,8.3,0
"177",177,177,177,2018-07-22 23:00:00,10,1,83,68.5,12.6,8.8,0
"178",178,178,178,2018-07-23 00:00:00,11,1,85.1,67.5,14.5,8.9,0
"179",179,179,179,2018-07-23 01:00:00,11,1,85.8,67.1,15.7,9,0
"180",180,180,180,2018-07-23 02:00:00,11,1,84.3,67.7,14.6,9.2,0
"181",181,181,181,2018-07-23 03:00:00,11,1,84.6,68,16.3,9.4,0
"182",182,182,182,2018-07-23 04:00:00,11,1,85.3,67.2,13.5,9.6,0
"183",183,183,183,2018-07-23 05:00:00,11,1,85.3,66.9,14.5,9.9,0
"184",184,184,184,2018-07-23 06:00:00,11,1,71.1,70.5,14.2,10,0
"185",185,185,185,2018-07-23 07:00:00,11,1,54.6,76.1,13,10.2,0
"186",186,186,186,2018-07-23 08:00:00,11,1,44.8,82.6,12.6,10.3,0
"187",187,187,187,2018-07-23 09:00:00,11,1,42.4,84.3,14.2,10.5,0
"188",188,188,188,2018-07-23 10:00:00,11,1,37.9,88.8,14.7,10.7,0
"189",189,189,189,2018-07-23 11:00:00,11,1,39.3,89.4,15.4,10.9,0
"190",190,190,190,2018-07-23 12:00:00,11,1,42.7,87.6,16.6,11,0
"191",191,191,191,2018-07-23 13:00:00,11,1,52.6,80.8,14.4,10.8,0
"192",192,192,192,2018-07-23 14:00:00,11,1,54,80,13.1,10.5,0
"193",193,193,193,2018-07-23 15:00:00,11,1,68.5,74,5.22,8.2,0
"194",194,194,194,2018-07-23 16:00:00,11,1,81.9,67.6,3.87,6.2,0
"195",195,195,195,2018-07-23 17:00:00,11,1,81.8,70.1,12.7,7,0
"196",196,196,196,2018-07-23 18:00:00,11,1,82.6,70.4,12.9,7.8,0
"197",197,197,197,2018-07-23 19:00:00,11,1,87.4,67.8,6.25,7.1,0
"198",198,198,198,2018-07-23 20:00:00,11,1,91.8,66.1,8.61,6.7,0
"199",199,199,199,2018-07-23 21:00:00,11,1,91.2,66.1,5.23,5.7,0
"200",200,200,200,2018-07-23 22:00:00,11,1,91.3,66.4,9.56,5.9,0
"201",201,201,201,2018-07-23 23:00:00,11,1,91.8,66.5,24.4,7.6,0
"202",202,202,202,2018-07-24 00:00:00,12,1,91.5,66.1,17.9,8.1,0
"203",203,203,203,2018-07-24 01:00:00,12,1,92.3,66,22.1,8.4,0
"204",204,204,204,2018-07-24 02:00:00,12,1,91.2,67.4,27.3,9.8,0
"205",205,205,205,2018-07-24 03:00:00,12,1,90.5,67.5,29.5,11,0
"206",206,206,206,2018-07-24 04:00:00,12,1,90.4,67.4,27.3,11.8,0
"207",207,207,207,2018-07-24 05:00:00,12,1,90.3,67,26.4,11.8,0
"208",208,208,208,2018-07-24 06:00:00,12,1,87.5,67.2,23.6,11.3,0
"209",209,209,209,2018-07-24 07:00:00,12,1,76.4,71.6,20.8,10.8,0
"210",210,210,210,2018-07-24 08:00:00,12,1,54.4,81.6,16.2,10.4,0
"211",211,211,211,2018-07-24 09:00:00,12,1,47.5,86,20.1,10.7,0
"212",212,212,212,2018-07-24 10:00:00,12,1,43.2,88.6,17.7,11.1,0
"213",213,213,213,2018-07-24 11:00:00,12,1,39.8,90.9,14.9,11.1,0
"214",214,214,214,2018-07-24 12:00:00,12,1,34.5,94.9,14.6,11.1,0
"215",215,215,215,2018-07-24 13:00:00,12,1,29.2,99.1,12.4,11,0
"216",216,216,216,2018-07-24 14:00:00,12,1,25.2,105,10.8,10.4,0
"217",217,217,217,2018-07-24 15:00:00,12,1,25.3,103,10.2,10.1,0
"218",218,218,218,2018-07-24 16:00:00,12,1,27.3,94.5,6.4,8.6,0
"219",219,219,219,2018-07-24 17:00:00,12,1,52.1,76.4,4.88,7.2,0
"220",220,220,220,2018-07-24 18:00:00,12,1,57.3,73.2,6.9,6.4,0
"221",221,221,221,2018-07-24 19:00:00,12,1,65.3,72.4,10.2,7,0
"222",222,222,222,2018-07-24 20:00:00,12,1,60.2,73.1,8.96,7.3,0
"223",223,223,223,2018-07-24 21:00:00,12,1,49.7,74.9,7.12,6.9,0
"224",224,224,224,2018-07-24 22:00:00,12,1,50.3,74.4,6.96,6.7,0
"225",225,225,225,2018-07-24 23:00:00,12,1,53.5,73,6.09,6.6,0
"226",226,226,226,2018-07-25 00:00:00,13,1,54.2,71.3,6.13,6.3,0
"227",227,227,227,2018-07-25 01:00:00,13,1,58.5,69.7,8.02,6.5,0
"228",228,228,228,2018-07-25 02:00:00,13,1,68,68.3,12.3,7.6,0
"229",229,229,229,2018-07-25 03:00:00,13,1,70.4,66.9,11.9,8.6,0
"230",230,230,230,2018-07-25 04:00:00,13,1,69,65.8,10.3,8.8,0
"231",231,231,231,2018-07-25 05:00:00,13,1,67,66.2,11,8.7,0
"232",232,232,232,2018-07-25 06:00:00,13,1,60.1,69.4,10.5,8.6,0
"233",233,233,233,2018-07-25 07:00:00,13,1,51.3,77.2,10.8,8.6,0
"234",234,234,234,2018-07-25 08:00:00,13,1,47.4,81.3,9.22,8.3,0
"235",235,235,235,2018-07-25 09:00:00,13,1,42.6,86.1,9.94,8.5,0
"236",236,236,236,2018-07-25 10:00:00,13,1,41.2,87.4,11.2,8.4,0
"237",237,237,237,2018-07-25 11:00:00,13,1,38.8,89.7,13.9,8.8,0
"238",238,238,238,2018-07-25 12:00:00,13,1,35.5,91.3,13.8,9.4,0
"239",239,239,239,2018-07-25 13:00:00,13,1,34,92.5,11.7,9.3,0
"240",240,240,240,2018-07-25 14:00:00,13,1,41.9,85.9,10.9,9.1,0
"241",241,241,241,2018-07-25 16:00:00,13,1,43.8,84.3,11.7,9.1,0
"242",242,242,242,2018-07-25 17:00:00,13,1,38.2,85.7,8.15,8.5,0
"243",243,243,243,2018-07-25 18:00:00,13,1,59.5,74.1,5.34,7.1,0
"244",244,244,244,2018-07-25 19:00:00,13,1,72.8,65.5,3.64,6,0
"245",245,245,245,2018-07-25 20:00:00,13,1,74.2,65.8,3.98,5.4,0
"246",246,246,246,2018-07-25 21:00:00,13,1,81.8,64.5,8.25,5.6,0
"247",247,247,247,2018-07-25 22:00:00,13,1,89,63.2,10.3,5.7,0
"248",248,248,248,2018-07-25 23:00:00,13,1,89.9,62.7,6.57,5.4,0
"249",249,249,249,2018-07-26 00:00:00,14,2,86.2,63.9,3.95,4.9,0
"250",250,250,250,2018-07-26 01:00:00,14,2,85.1,64.3,3.72,4.7,0
"251",251,251,251,2018-07-26 02:00:00,14,2,89.2,63.8,6.38,5.4,0
"252",252,252,252,2018-07-26 03:00:00,14,2,92.4,62.2,8.68,5.9,0
"253",253,253,253,2018-07-26 04:00:00,14,2,91.7,62.1,8.49,5.9,0
"254",254,254,254,2018-07-26 05:00:00,14,2,91.9,62.3,8.34,5.7,0
"255",255,255,255,2018-07-26 06:00:00,14,2,90.2,64.6,8.5,5.5,0
"256",256,256,256,2018-07-26 07:00:00,14,2,76.2,69.9,7.51,5.4,0
"257",257,257,257,2018-07-26 08:00:00,14,2,67.1,73.3,12.7,6.6,0
"258",258,258,258,2018-07-26 09:00:00,14,2,56.5,77.8,11.8,7.2,0
"259",259,259,259,2018-07-26 10:00:00,14,2,46.2,84.1,9.92,7,0
"260",260,260,260,2018-07-26 11:00:00,14,2,40.9,87.5,7.26,6.4,0
"261",261,261,261,2018-07-26 12:00:00,14,2,38.2,88.7,6.08,6,0
"262",262,262,262,2018-07-26 13:00:00,14,2,37.6,88,5.45,5.9,0
"263",263,263,263,2018-07-26 14:00:00,14,2,28.2,97.1,4.9,5.7,0
"264",264,264,264,2018-07-26 15:00:00,14,2,24.7,97.8,4.32,5.6,0
"265",265,265,265,2018-07-26 16:00:00,14,2,23.3,99.5,4.37,5.4,0
"266",266,266,266,2018-07-26 17:00:00,14,2,26.1,89.9,4.97,5.4,0
"267",267,267,267,2018-07-26 18:00:00,14,2,41,79.5,6.13,5.5,0
"268",268,268,268,2018-07-26 19:00:00,14,2,44.2,77,6.24,5.7,0
"269",269,269,269,2018-07-26 20:00:00,14,2,49.8,75,6.45,6,0
"270",270,270,270,2018-07-26 21:00:00,14,2,65.3,67.5,2.42,5.3,0
"271",271,271,271,2018-07-26 22:00:00,14,2,71.6,64.7,2.72,4.9,0
"272",272,272,272,2018-07-26 23:00:00,14,2,72.9,65.1,3.33,4.9,0
"273",273,273,273,2018-07-27 00:00:00,15,2,73,64.8,2.41,4.8,0
"274",274,274,274,2018-07-27 01:00:00,15,2,76.8,64.1,3.61,4.75,0
"275",275,275,275,2018-07-27 02:00:00,15,2,76.5,64.9,4.57,4.8,0
"276",276,276,276,2018-07-27 03:00:00,15,2,74.8,64.9,4.36,4.8,0
"277",277,277,277,2018-07-27 04:00:00,15,2,73.8,65.2,7.02,5.2,0
"278",278,278,278,2018-07-27 05:00:00,15,2,76.8,64.6,11.5,5.9,0
"279",279,279,279,2018-07-27 06:00:00,15,2,74.6,65.9,12.9,6.7,0
"280",280,280,280,2018-07-27 07:00:00,15,2,66.6,69,9.5,6.8,0
"281",281,281,281,2018-07-27 08:00:00,15,2,58.3,73.9,7.77,6.6,0
"282",282,282,282,2018-07-27 09:00:00,15,2,49.4,78.7,9.2,6.9,0
"283",283,283,283,2018-07-27 10:00:00,15,2,44.7,82.3,11.2,7.6,0
"284",284,284,284,2018-07-27 11:00:00,15,2,33.6,90,10.7,8.3,0
"285",285,285,285,2018-07-27 12:00:00,15,2,29.2,95.7,14,9.9,0
"286",286,286,286,2018-07-27 13:00:00,15,2,30.1,94.7,13.9,10.7,0
"287",287,287,287,2018-07-27 14:00:00,15,2,40,88,20.9,11.1,0
"288",288,288,288,2018-07-27 15:00:00,15,2,44.9,83.7,11,9.8,0
"289",289,289,289,2018-07-27 16:00:00,15,2,49.5,79.9,7.77,8.3,0
"290",290,290,290,2018-07-27 17:00:00,15,2,54.6,76.9,7.67,7.7,0
"291",291,291,291,2018-07-27 18:00:00,15,2,56.5,76.3,6.58,6.9,0
"292",292,292,292,2018-07-27 19:00:00,15,2,62.7,72.9,5.76,6.4,0
"293",293,293,293,2018-07-27 20:00:00,15,2,67.4,70.4,4.68,6,0
"294",294,294,294,2018-07-27 21:00:00,15,2,69.7,68.6,12.6,7.5,0
"295",295,295,295,2018-07-27 22:00:00,15,2,67.9,67.2,15.4,9.1,0
"296",296,296,296,2018-07-27 23:00:00,15,2,65.6,66.2,14.2,10,0
"297",297,297,297,2018-07-28 00:00:00,16,2,69.8,64.4,12.7,9.8,0
"298",298,298,298,2018-07-28 01:00:00,16,2,72.2,62.9,12.4,9.7,0
"299",299,299,299,2018-07-28 02:00:00,16,2,76.4,61.7,12.4,9.8,0
"300",300,300,300,2018-07-28 03:00:00,16,2,84,62.8,21.7,10.1,0
"301",301,301,301,2018-07-28 04:00:00,16,2,83.8,64.9,28.8,10.8,0
"302",302,302,302,2018-07-28 05:00:00,16,2,82.3,65.1,30.9,12.3,0
"303",303,303,303,2018-07-28 06:00:00,16,2,80.4,65.8,25.3,12,0
"304",304,304,304,2018-07-28 07:00:00,16,2,74.7,68.2,24.3,11.8,0
"305",305,305,305,2018-07-28 08:00:00,16,2,60.8,74.1,22.3,11.6,0
"306",306,306,306,2018-07-28 09:00:00,16,2,51.2,78.8,22.6,12.1,0
"307",307,307,307,2018-07-28 10:00:00,16,2,47.2,81.6,27.1,12.9,0
"308",308,308,308,2018-07-28 11:00:00,16,2,41.8,85.2,24.6,13.3,0
"309",309,309,309,2018-07-28 12:00:00,16,2,46.9,81.4,21.7,12,0
"310",310,310,310,2018-07-28 13:00:00,16,2,46.1,81.7,24.7,11.8,0
"311",311,311,311,2018-07-28 14:00:00,16,2,49.6,79.4,25.5,12.2,0
"312",312,312,312,2018-07-28 15:00:00,16,2,43.4,84.3,20.2,12.5,0
"313",313,313,313,2018-07-28 16:00:00,16,2,37.7,84.1,13.8,12,0
"314",314,314,314,2018-07-28 17:00:00,16,2,46.3,80.6,16.2,11.6,0
"315",315,315,315,2018-07-28 18:00:00,16,2,55.4,74,17.5,11.7,0
"316",316,316,316,2018-07-28 19:00:00,16,2,56.6,72.3,16.9,12,0
"317",317,317,317,2018-07-28 20:00:00,16,2,57.7,71.2,19.4,12.7,0
"318",318,318,318,2018-07-28 21:00:00,16,2,62.7,69.6,24.1,13.8,0
"319",319,319,319,2018-07-28 22:00:00,16,2,61.3,68.4,18.4,13.3,0
"320",320,320,320,2018-07-28 23:00:00,16,2,64.4,67.4,18.2,13,0
"321",321,321,321,2018-07-29 00:00:00,17,2,71,65.5,13.7,12.1,0
