InstrumentName, Welch
StartTime, 2019-06-01 00:00:00
EndTime, 2019-06-30 23:59:59
Date,O3
06/01/2019 00:00:00.000000,56.0
06/01/2019 01:00:00.000000,53.0
06/01/2019 02:00:00.000000,50.0
06/01/2019 03:00:00.000000,47.0
06/01/2019 04:00:00.000000,47.0
06/01/2019 05:00:00.000000,44.0
06/01/2019 06:00:00.000000,43.0
06/01/2019 07:00:00.000000,43.0
06/01/2019 08:00:00.000000,40.0
06/01/2019 09:00:00.000000,40.0
06/01/2019 10:00:00.000000,40.0
06/01/2019 11:00:00.000000,37.0
06/01/2019 12:00:00.000000,32.0
06/01/2019 13:00:00.000000,32.0
06/03/2019 11:00:00.000000,38.0
06/03/2019 12:00:00.000000,37.0
06/03/2019 13:00:00.000000,37.0
06/03/2019 14:00:00.000000,35.0
06/03/2019 15:00:00.000000,39.0
06/03/2019 16:00:00.000000,44.0
06/03/2019 17:00:00.000000,49.0
06/03/2019 18:00:00.000000,49.0
06/03/2019 19:00:00.000000,48.0
06/03/2019 21:00:00.000000,53.0
06/03/2019 22:00:00.000000,51.0
06/03/2019 23:00:00.000000,51.0
06/04/2019 00:00:00.000000,51.0
06/04/2019 01:00:00.000000,50.0
06/04/2019 02:00:00.000000,40.0
06/04/2019 03:00:00.000000,41.0
06/04/2019 04:00:00.000000,34.0
06/04/2019 05:00:00.000000,35.0
06/04/2019 06:00:00.000000,35.0
06/04/2019 07:00:00.000000,35.0
06/04/2019 08:00:00.000000,35.0
06/04/2019 09:00:00.000000,34.0
06/04/2019 10:00:00.000000,35.0
06/04/2019 11:00:00.000000,37.0
06/04/2019 12:00:00.000000,34.0
06/04/2019 13:00:00.000000,34.0
06/04/2019 14:00:00.000000,32.0
06/04/2019 15:00:00.000000,37.0
06/04/2019 16:00:00.000000,46.0
06/04/2019 17:00:00.000000,50.0
06/04/2019 18:00:00.000000,51.0
06/04/2019 19:00:00.000000,51.0
06/04/2019 20:00:00.000000,56.0
06/04/2019 21:00:00.000000,57.0
06/04/2019 22:00:00.000000,57.0
06/04/2019 23:00:00.000000,57.0
06/05/2019 00:00:00.000000,57.0
06/05/2019 01:00:00.000000,53.0
06/05/2019 02:00:00.000000,52.0
06/05/2019 03:00:00.000000,48.0
06/05/2019 04:00:00.000000,45.0
06/05/2019 05:00:00.000000,43.0
