InstrumentName, Chatfield Park,
StartTime, 2019-06-01 00:00:00,
EndTime, 2019-06-30 23:59:59,
Date,O3,PM2.5
06/03/2019 22:00:00.000000,55.0,5.9
06/03/2019 23:00:00.000000,55.0,5.7
06/04/2019 00:00:00.000000,56.0,4.6
06/04/2019 01:00:00.000000,55.0,4.3
06/04/2019 02:00:00.000000,51.0,4.6
06/04/2019 03:00:00.000000,51.0,4.6
06/06/2019 17:00:00.000000,57.0,3.4
06/06/2019 18:00:00.000000,63.0,3.6
06/06/2019 19:00:00.000000,63.0,3.6
06/06/2019 20:00:00.000000,67.0,3.7
06/06/2019 21:00:00.000000,69.0,3.8
06/06/2019 22:00:00.000000,70.0,3.9
06/06/2019 23:00:00.000000,68.0,4.1
06/07/2019 00:00:00.000000,67.0,4.2
06/07/2019 01:00:00.000000,65.0,4.6
06/07/2019 02:00:00.000000,61.0,4.6
06/07/2019 03:00:00.000000,57.0,5.3
06/07/2019 04:00:00.000000,55.0,6.4
06/07/2019 05:00:00.000000,53.0,5.8
06/07/2019 06:00:00.000000,52.0,4.8
06/07/2019 07:00:00.000000,53.0,4.6
06/07/2019 08:00:00.000000,52.0,4.5
06/07/2019 09:00:00.000000,54.0,4.4
06/07/2019 10:00:00.000000,54.0,4.4
06/07/2019 11:00:00.000000,53.0,4.3
06/07/2019 12:00:00.000000,51.0,4.4
06/07/2019 13:00:00.000000,50.0,4.7
06/07/2019 14:00:00.000000,50.0,5.2
06/07/2019 15:00:00.000000,48.0,6.9
06/07/2019 16:00:00.000000,49.0,7.2
06/07/2019 17:00:00.000000,50.0,7.0
06/07/2019 18:00:00.000000,50.0,6.4
06/07/2019 19:00:00.000000,53.0,5.8
06/07/2019 20:00:00.000000,55.0,5.6
06/07/2019 21:00:00.000000,56.0,5.4
06/07/2019 22:00:00.000000,55.0,5.1
06/07/2019 23:00:00.000000,55.0,5.5
06/08/2019 00:00:00.000000,54.0,5.5
06/08/2019 01:00:00.000000,51.0,5.7
06/08/2019 02:00:00.000000,47.0,6.5
06/08/2019 03:00:00.000000,43.0,6.2
06/08/2019 04:00:00.000000,39.0,6.8
06/08/2019 05:00:00.000000,40.0,6.2
06/08/2019 06:00:00.000000,42.0,5.3
06/08/2019 07:00:00.000000,41.0,4.9
06/08/2019 08:00:00.000000,41.0,4.9
