InstrumentName, La Casa Collo (Clarity-1),,,,
StartTime, 2019-06-01 00:00:00,,,,
EndTime, 2019-06-30 23:59:59,,,,
Date,PM 1,PM 10,PM 2.5,Temperature,relHumid
06/01/2019 00:00:11.010000,0.470588,3.882353,7.200061,22.236206,31.551079
06/01/2019 00:17:04.739000,1.176471,3.411765,7.32653,21.125351,34.644085
06/01/2019 00:33:58.135000,0.705882,2.764706,7.105209,20.324257,36.966507
06/01/2019 00:50:52.099000,0.470588,2.882353,6.947123,19.875641,40.14954
06/01/2019 01:07:45.951000,1.235294,4.705883,7.516233,19.114594,41.699856
06/01/2019 01:24:39.541000,1.058824,3.235294,7.263295,18.59922,42.749676
06/01/2019 01:41:33.269000,1.470588,3.882353,7.231678,18.118561,44.432747
06/01/2019 01:58:26.987000,0.764706,3.176471,7.231678,17.68597,45.285725
06/01/2019 02:15:26.724000,1.235294,3.647059,7.484616,17.165257,47.042038
06/01/2019 02:32:20.533000,1.294118,3.470588,7.516233,16.420235,49.639126
06/01/2019 02:49:14.486000,1.529412,3.0,7.263295,15.576408,53.560692
06/01/2019 03:06:08.721000,3.294118,6.764706,9.002242,15.002289,54.152744
06/01/2019 03:23:03.096000,2.823529,6.294117,8.749304,14.580376,55.652706
06/01/2019 03:39:57.484000,3.0,9.294118,9.729438,14.468224,55.3521
06/01/2019 03:56:51.849000,3.058824,9.823529,10.172079,14.609749,55.56115
06/01/2019 04:13:52.119000,4.058824,11.0,10.61472,14.6231,55.741207
06/01/2019 04:30:46.412000,3.294118,7.823529,9.381648,14.313343,56.664379
06/01/2019 04:47:46.695000,3.529412,10.529411,10.108844,13.7953,58.510719
06/01/2019 05:04:41.223000,3.294118,9.411765,9.950758,13.231861,62.899216
06/01/2019 05:21:35.762000,3.764706,8.0,9.697821,12.684444,62.969406
06/01/2019 05:38:38.179000,3.714286,10.476191,9.330459,12.374683,64.515144
06/01/2019 05:55:33.334000,3.058824,7.705883,9.413266,12.123672,65.975433
06/01/2019 06:12:28.240000,3.294118,8.941176,9.919141,11.645687,68.529793
06/01/2019 06:29:23.066000,4.647059,10.882353,10.930892,11.421379,69.852753
06/01/2019 06:46:17.864000,3.764706,9.235294,10.203696,11.392006,68.273445
06/01/2019 07:03:24.668000,3.470588,9.117647,9.792672,11.012817,70.357826
