InstrumentName, I-25 Globeville
StartTime, 2021-06-01 00:00:00
EndTime, 2021-06-30 00:00:00
Date,Nitrogen dioxide,Outdoor Temperature,PM2.5 - Local Conditions,PM2.5 Total Atmospheric,Relative Humidity,Wind Direction,Wind Speed
06/05/2021 01:16:00,7.5,85.463318,2.557143,,13.055206,53.155531,5.748584
06/05/2021 01:17:00,7.466667,85.481445,3.414286,,13.13562,58.443234,4.994238
06/05/2021 01:18:00,7.333333,85.353729,2.214286,,13.230682,63.670579,4.4777830000000005
06/05/2021 01:19:00,6.95,85.490509,1.285714,,13.450867,68.936773,4.095654
06/05/2021 01:20:00,6.366667,85.467438,2.39,,13.550659,70.098775,5.076611
06/05/2021 01:21:00,6.016667,85.453979,3.27,,13.68692,72.451622,4.6445799999999995
06/05/2021 01:22:00,5.9,85.454803,2.714286,,13.71698,67.421751,3.089746
06/05/2021 01:23:00,5.9,85.425415,2.042857,,13.454681,66.184303,4.7669429999999995
06/05/2021 01:24:00,6.4,85.336426,2.883544,,13.234955,76.365958,6.496436
06/05/2021 01:25:00,6.833333,85.207336,1.785714,,13.324982,64.87997899999999,5.508643
06/05/2021 01:26:00,7.066667,85.319672,2.2,,13.520905,60.245563,5.309375
06/05/2021 01:27:00,7.183333,85.218597,2.19,,13.454681,48.630135,5.115576
06/05/2021 01:28:00,7.1,85.008209,1.371429,,13.212677,43.654683,6.224023
06/05/2021 01:29:00,6.783333,84.916473,2.003704,,13.20047,45.378655,6.258887
06/05/2021 01:30:00,6.333333,84.820343,1.328571,,12.965942,48.254669,6.589404
06/05/2021 01:31:00,5.616667,84.749481,1.628571,,13.206573,48.621198,6.470801
06/05/2021 01:32:00,5.25,84.79892,1.914286,,12.993103,35.24963,6.181299
06/05/2021 01:33:00,5.016667,84.940094,1.771429,,12.903839,39.482353,5.95127
06/05/2021 01:34:00,4.9,84.972778,2.685714,,13.121582,54.069501,5.370557
06/05/2021 01:35:00,5.133333,84.884338,1.685714,,13.400513,49.876887,6.14165
06/05/2021 01:36:00,5.383333,84.726135,1.942857,,13.543945,57.747802,6.66665
06/05/2021 01:37:00,5.5,84.599243,0.771429,,13.713928,56.671689,6.627686
06/05/2021 01:38:00,5.633333,84.532776,1.128571,,13.899628,55.377138,4.882471
06/05/2021 01:39:00,6.15,84.560242,2.457143,,14.06488,48.134624,4.619287
06/05/2021 01:40:00,6.583333,84.506409,3.242857,,14.257904,58.727665,4.551270000000001
06/05/2021 01:41:00,6.683333,84.497894,3.125926,,14.409271,43.202585,5.700732
06/05/2021 01:42:00,6.416667,84.372101,1.742857,,14.636475,52.260243,5.290918
06/05/2021 01:43:00,6.25,84.321014,1.3,,14.883972,44.249145,4.772754
06/05/2021 01:44:00,6.416667,84.194122,1.885714,,15.063416,48.963259,5.496338
06/05/2021 01:45:00,6.6,84.113098,2.357143,,15.303589,40.107807,5.60127
06/05/2021 01:46:00,6.566667,84.077393,2.736585,,15.442291,49.807028,5.05918
06/05/2021 01:47:00,6.633333,83.98703,1.957143,,15.580383,51.163508,4.437793
06/05/2021 01:48:00,6.78,83.962585,1.685714,,15.721985,55.037507,4.610059
06/05/2021 01:49:00,7.016667,83.900238,2.214286,,15.893646,55.52187,4.558104999999999
06/05/2021 01:50:00,7.183333,83.809601,2.408219,,15.929199,54.217794,4.732422
06/05/2021 01:51:00,7.216667,83.777191,1.8,,16.026702999999998,60.446635,4.649023
06/05/2021 01:52:00,7.266667,83.775543,3.785714,,16.238799999999998,61.906023,4.442235999999999
06/05/2021 01:53:00,7.4,83.695343,4.457143,,16.364532,56.337452,3.952441
06/05/2021 01:54:00,7.333333,83.668701,2.785714,,16.544891,71.459155,3.007373
06/05/2021 01:55:00,7.683333,83.751099,2.171429,,16.542450000000002,60.340104,2.818359
06/05/2021 01:56:00,12.35,83.742859,2.69,,16.608673,69.303545,4.488721
06/05/2021 01:57:00,10.36,83.646729,2.9,,16.644989000000002,69.567901,4.236475
06/05/2021 01:58:00,9.15,83.563507,2.5,,16.856171,65.01508,3.449316
06/05/2021 01:59:00,8.433333,83.49649,1.785714,,16.938416,57.409781,3.405908
06/05/2021 02:00:00,8.783333,83.442108,3.071429,,16.925902999999998,49.259774,3.972607
06/05/2021 02:01:00,8.966667,83.350372,4.242857,,17.029205,42.793016,3.816064
06/05/2021 02:02:00,9.2,83.320984,3.513253,,17.161499,51.255533,4.040625
06/05/2021 02:03:00,9.783333,83.212769,3.214286,,17.180725,55.751528,4.4176269999999995
06/05/2021 02:04:00,10.366667,83.113068,2.73,,17.3591,56.705197,4.325684
06/05/2021 02:05:00,10.5,83.017212,2.614286,,17.446228,64.802839,5.043115
