InstrumentName, La Casa
StartTime, 2021-06-01 00:00:00
EndTime, 2021-06-30 00:00:00
Date,CO,NO2,O3,PM10,PM2.5,SO2
06/05/2021 05:00:00,0.228,,33.0,28.5,7.6,0.0
06/05/2021 06:00:00,0.346,22.0,22.0,29.8,7.8,0.0
06/05/2021 07:00:00,0.296,17.0,29.0,22.9,7.2,
06/05/2021 08:00:00,0.253,13.0,33.0,22.7,6.9,0.0
06/05/2021 09:00:00,0.174,6.0,41.0,18.5,6.5,0.0
06/05/2021 10:00:00,0.214,10.0,33.0,19.6,6.9,0.0
06/05/2021 11:00:00,0.249,16.0,24.0,22.0,7.6,0.0
06/05/2021 12:00:00,0.322,20.0,20.0,27.5,8.1,0.0
06/05/2021 13:00:00,0.385,22.0,21.0,30.4,8.2,0.0
06/05/2021 14:00:00,0.271,15.0,37.0,31.8,7.3,0.0
06/05/2021 15:00:00,0.347,28.0,35.0,41.7,8.0,1.0
06/05/2021 16:00:00,0.309,22.0,52.0,63.1,9.5,3.0
06/05/2021 17:00:00,0.205,10.0,70.0,39.2,7.5,1.0
06/05/2021 18:00:00,0.178,8.0,72.0,36.0,7.6,1.0
06/05/2021 19:00:00,0.142,4.0,71.0,26.6,6.4,0.0
06/05/2021 20:00:00,0.141,3.0,73.0,22.5,5.9,0.0
06/05/2021 21:00:00,0.169,3.0,74.0,29.0,6.4,0.0
06/05/2021 22:00:00,0.098,3.0,73.0,26.3,6.2,0.0
06/05/2021 23:00:00,0.133,5.0,57.0,30.7,5.9,0.0
06/06/2021 00:00:00,0.15,6.0,46.0,20.6,5.0,0.0
06/06/2021 01:00:00,0.18,8.0,42.0,21.3,5.1,0.0
06/06/2021 02:00:00,0.139,5.0,48.0,31.1,5.6,0.0
06/06/2021 03:00:00,0.081,2.0,56.0,23.8,4.4,0.0
06/06/2021 04:00:00,0.116,2.0,54.0,14.5,3.6,0.0
06/06/2021 05:00:00,0.115,,52.0,12.3,3.6,0.0
06/06/2021 08:00:00,0.189,11.0,36.0,12.7,4.1,0.0
06/06/2021 09:00:00,0.149,10.0,33.0,11.0,4.3,0.0
06/06/2021 10:00:00,0.155,9.0,32.0,11.4,4.5,0.0
06/06/2021 11:00:00,0.151,7.0,33.0,11.0,4.3,0.0
06/06/2021 12:00:00,0.16,6.0,32.0,11.6,4.3,0.0
06/06/2021 13:00:00,0.172,7.0,30.0,13.3,4.5,0.0
06/06/2021 14:00:00,0.211,8.0,29.0,18.4,5.4,0.0
06/06/2021 15:00:00,0.23,6.0,34.0,17.3,5.2,0.0
06/06/2021 16:00:00,0.266,8.0,34.0,17.4,5.4,0.0
06/06/2021 17:00:00,0.269,6.0,45.0,20.1,5.9,0.0
06/06/2021 18:00:00,0.148,2.0,53.0,18.0,4.4,0.0
06/06/2021 19:00:00,0.13,2.0,53.0,15.9,4.1,0.0
06/06/2021 20:00:00,0.157,2.0,58.0,20.3,4.9,0.0
06/06/2021 21:00:00,0.153,3.0,54.0,22.7,4.6,0.0
06/06/2021 22:00:00,0.113,2.0,55.0,18.5,4.2,0.0
06/06/2021 23:00:00,0.127,3.0,51.0,21.2,4.9,0.0
06/07/2021 00:00:00,0.166,9.0,45.0,29.6,5.6,0.0
06/07/2021 01:00:00,0.161,8.0,45.0,15.5,4.8,0.0
06/07/2021 02:00:00,0.128,5.0,49.0,14.0,4.0,0.0
06/07/2021 03:00:00,0.12,5.0,49.0,13.9,3.8,0.0
06/07/2021 04:00:00,0.116,6.0,49.0,12.8,3.6,0.0
06/07/2021 05:00:00,0.151,,40.0,13.9,4.1,0.0
06/07/2021 06:00:00,0.256,14.0,26.0,16.9,5.1,0.0
06/07/2021 07:00:00,0.208,14.0,22.0,18.4,5.6,
06/07/2021 08:00:00,0.2,13.0,21.0,17.2,5.4,0.0
06/07/2021 09:00:00,0.152,10.0,22.0,14.7,4.9,0.0
06/07/2021 10:00:00,0.182,9.0,24.0,12.6,4.7,0.0
06/07/2021 11:00:00,0.22,7.0,27.0,13.1,4.8,0.0
06/07/2021 12:00:00,0.243,8.0,26.0,15.4,5.0,0.0
06/07/2021 13:00:00,,13.0,,17.6,5.3,0.0
06/07/2021 14:00:00,0.311,14.0,29.0,28.0,6.0,
06/07/2021 15:00:00,0.461,24.0,27.0,60.1,8.4,0.0
06/07/2021 16:00:00,0.495,33.0,25.0,86.5,10.8,0.0
06/07/2021 17:00:00,0.321,23.0,44.0,81.1,10.5,1.0
06/07/2021 18:00:00,0.22,10.0,58.0,49.2,8.2,0.0
06/07/2021 19:00:00,0.207,8.0,68.0,41.1,8.0,0.0
06/07/2021 20:00:00,0.152,,67.0,22.0,6.2,0.0
06/07/2021 21:00:00,0.144,,67.0,21.3,6.4,0.0
06/07/2021 22:00:00,0.167,5.0,58.0,22.8,5.6,0.0
06/07/2021 23:00:00,0.147,4.0,57.0,20.7,5.1,0.0
06/08/2021 00:00:00,0.137,6.0,54.0,18.2,4.3,0.0
06/08/2021 01:00:00,0.15,6.0,51.0,15.4,4.4,0.0
06/08/2021 02:00:00,0.168,6.0,47.0,15.2,4.6,0.0
06/08/2021 03:00:00,0.159,6.0,46.0,13.4,4.2,0.0
06/08/2021 04:00:00,0.154,6.0,43.0,12.8,4.4,0.0
06/08/2021 05:00:00,0.179,,32.0,17.3,5.0,0.0
06/08/2021 06:00:00,0.188,13.0,28.0,18.9,5.9,0.0
06/08/2021 07:00:00,0.159,12.0,25.0,20.0,6.6,
06/08/2021 08:00:00,0.24,20.0,14.0,22.6,7.7,0.0
06/08/2021 09:00:00,0.202,13.0,18.0,19.8,7.3,0.0
06/08/2021 10:00:00,0.194,8.0,24.0,16.9,6.9,0.0
06/08/2021 11:00:00,0.212,13.0,18.0,20.0,6.7,0.0
06/08/2021 12:00:00,0.277,15.0,18.0,22.6,7.0,0.0
06/08/2021 13:00:00,0.289,14.0,21.0,26.6,7.4,0.0
06/08/2021 14:00:00,0.473,15.0,28.0,33.6,8.7,0.0
06/08/2021 15:00:00,0.489,15.0,37.0,42.7,9.1,0.0
06/08/2021 16:00:00,0.411,23.0,39.0,68.7,10.5,0.0
06/08/2021 17:00:00,0.26,15.0,55.0,54.3,10.1,0.0
06/08/2021 18:00:00,0.325,12.0,70.0,56.8,11.1,0.0
06/08/2021 19:00:00,0.274,9.0,74.0,49.0,,0.0
06/08/2021 20:00:00,0.194,5.0,77.0,40.3,9.8,0.0
06/08/2021 21:00:00,0.162,3.0,63.0,31.4,9.1,0.0
06/08/2021 22:00:00,0.126,5.0,60.0,28.9,8.5,0.0
06/08/2021 23:00:00,0.133,5.0,59.0,32.2,8.6,0.0
06/09/2021 00:00:00,0.193,7.0,66.0,41.7,9.5,0.0
06/09/2021 01:00:00,0.254,10.0,60.0,47.4,10.5,0.0
06/09/2021 02:00:00,0.299,13.0,51.0,40.8,11.0,0.0
06/09/2021 03:00:00,0.335,18.0,39.0,37.8,12.7,0.0
06/09/2021 04:00:00,0.401,20.0,34.0,43.7,13.7,0.0
06/09/2021 05:00:00,0.321,,34.0,34.7,12.0,0.0
06/09/2021 06:00:00,0.18,12.0,43.0,31.6,10.4,0.0
06/09/2021 07:00:00,0.162,5.0,44.0,32.8,10.5,
06/09/2021 08:00:00,0.15,4.0,45.0,29.2,10.5,0.0
06/09/2021 09:00:00,0.149,5.0,41.0,34.7,10.9,0.0
06/09/2021 10:00:00,0.165,8.0,38.0,30.2,9.7,0.0
06/09/2021 11:00:00,0.173,9.0,39.0,27.6,7.7,0.0
06/09/2021 12:00:00,0.26,17.0,29.0,26.7,7.4,0.0
06/09/2021 13:00:00,0.265,15.0,33.0,29.3,7.7,0.0
06/09/2021 14:00:00,0.27,14.0,39.0,40.2,9.0,0.0
06/09/2021 15:00:00,0.286,13.0,44.0,41.6,9.1,0.0
06/09/2021 16:00:00,0.203,6.0,59.0,43.1,9.4,0.0
06/09/2021 17:00:00,0.191,5.0,69.0,37.3,8.7,0.0
06/09/2021 18:00:00,0.156,3.0,69.0,23.5,6.0,0.0
06/09/2021 19:00:00,0.139,,67.0,20.3,4.9,0.0
06/09/2021 20:00:00,0.127,2.0,67.0,17.8,4.6,0.0
06/09/2021 21:00:00,0.141,4.0,66.0,21.5,4.7,0.0
06/09/2021 22:00:00,0.129,3.0,67.0,20.2,5.0,0.0
06/09/2021 23:00:00,0.141,3.0,68.0,18.5,5.2,0.0
06/10/2021 00:00:00,0.161,4.0,65.0,21.9,5.4,0.0
06/10/2021 01:00:00,0.152,6.0,62.0,20.3,5.6,0.0
06/10/2021 02:00:00,0.162,7.0,59.0,21.9,5.9,0.0
06/10/2021 03:00:00,0.174,7.0,54.0,26.7,7.9,0.0
06/10/2021 04:00:00,0.176,6.0,52.0,25.6,8.8,0.0
06/10/2021 05:00:00,0.192,,48.0,24.8,8.5,0.0
06/10/2021 06:00:00,0.184,6.0,44.0,25.1,8.8,0.0
06/10/2021 07:00:00,0.179,6.0,44.0,28.3,9.9,
06/10/2021 08:00:00,0.171,5.0,46.0,26.8,10.0,0.0
06/10/2021 09:00:00,0.148,3.0,48.0,24.7,9.3,0.0
06/10/2021 10:00:00,0.16,10.0,39.0,25.1,9.6,0.0
06/10/2021 11:00:00,0.224,15.0,30.0,28.3,10.0,0.0
06/10/2021 12:00:00,0.39,28.0,12.0,39.1,10.6,0.0
06/10/2021 13:00:00,0.394,22.0,21.0,41.4,11.1,0.0
06/10/2021 14:00:00,0.229,10.0,42.0,32.0,10.0,0.0
06/10/2021 15:00:00,0.226,8.0,52.0,38.3,10.0,0.0
06/10/2021 16:00:00,0.225,10.0,60.0,38.7,10.5,0.0
06/10/2021 17:00:00,0.288,19.0,63.0,77.3,13.6,0.0
06/10/2021 18:00:00,0.307,20.0,73.0,83.7,15.2,0.0
06/10/2021 19:00:00,0.257,14.0,82.0,88.8,15.8,0.0
06/10/2021 20:00:00,0.176,5.0,81.0,55.2,11.5,0.0
06/10/2021 21:00:00,0.204,6.0,77.0,50.6,11.1,0.0
06/10/2021 22:00:00,0.265,13.0,83.0,69.2,13.9,0.0
06/10/2021 23:00:00,0.241,11.0,74.0,55.5,11.7,0.0
06/11/2021 00:00:00,0.322,12.0,79.0,55.0,12.5,0.0
06/11/2021 01:00:00,0.358,14.0,80.0,51.6,13.5,0.0
06/11/2021 02:00:00,0.392,18.0,63.0,51.3,13.5,0.0
06/11/2021 03:00:00,0.345,20.0,41.0,46.1,10.5,0.0
06/11/2021 04:00:00,0.232,13.0,32.0,30.0,6.4,0.0
06/11/2021 05:00:00,0.173,,29.0,22.9,4.7,0.0
06/11/2021 06:00:00,0.242,14.0,20.0,18.4,4.8,0.0
06/11/2021 07:00:00,0.226,15.0,16.0,18.2,4.7,
06/11/2021 08:00:00,0.197,20.0,11.0,22.4,5.1,0.0
06/11/2021 09:00:00,0.262,28.0,6.0,29.3,5.9,0.0
06/11/2021 10:00:00,0.186,20.0,17.0,72.3,10.0,0.0
06/11/2021 11:00:00,0.177,14.0,26.0,92.8,14.3,0.0
06/11/2021 12:00:00,0.16,5.0,37.0,89.2,12.6,0.0
06/11/2021 13:00:00,0.218,5.0,44.0,64.1,10.8,0.0
06/11/2021 14:00:00,0.169,4.0,48.0,47.4,8.1,0.0
06/11/2021 15:00:00,0.177,4.0,49.0,42.3,6.8,0.0
06/11/2021 16:00:00,0.142,4.0,51.0,34.7,6.2,0.0
06/11/2021 17:00:00,0.14,3.0,52.0,36.6,5.7,0.0
06/11/2021 18:00:00,0.148,3.0,54.0,47.7,6.7,0.0
06/11/2021 19:00:00,0.152,3.0,56.0,44.3,6.5,0.0
06/11/2021 20:00:00,0.144,3.0,57.0,38.0,5.9,0.0
06/11/2021 21:00:00,0.142,2.0,58.0,31.0,5.5,0.0
06/11/2021 22:00:00,0.106,3.0,56.0,33.7,5.8,0.0
06/11/2021 23:00:00,0.104,4.0,55.0,29.4,5.7,0.0
06/12/2021 00:00:00,0.127,6.0,52.0,29.9,5.7,0.0
06/12/2021 01:00:00,0.164,5.0,50.0,36.2,5.7,0.0
06/12/2021 02:00:00,0.128,8.0,46.0,35.0,6.3,0.0
